Month,Natural Gas Imports from Algeria,Natural Gas Imports from Australia,Natural Gas Imports from Canada,Natural Gas Imports from Egypt,Natural Gas Imports from Mexico,Natural Gas Imports from Nigeria,Natural Gas Imports from Norway,Natural Gas Imports from Oman,Natural Gas Imports from Qatar,Natural Gas Imports from Trinidad and Tobago,Natural Gas Imports from United Arab Emirates,Natural Gas Imports from Yemen,Natural Gas Imports from Other Countries,Natural Gas Imports
2014-06-01,0.0,0.0,191.728,0.0,0.127,0.0,0.0,0.0,0.0,7.097,0.0,0.0,2.703,201.655
2014-07-01,0.0,0.0,194.75,0.0,0.121,0.0,0.0,0.0,0.0,6.305,0.0,0.0,0.0,201.176
2014-08-01,0.0,0.0,204.863,0.0,0.124,0.0,0.0,0.0,0.0,1.567,0.0,0.0,0.0,206.554
2014-09-01,0.0,0.0,195.764,0.0,0.113,0.0,0.0,0.0,0.0,2.874,0.0,2.871,0.0,201.622
2014-10-01,0.0,0.0,213.833,0.0,0.115,0.0,2.621,0.0,0.0,4.289,0.0,0.0,0.0,220.858
2014-11-01,0.0,0.0,227.39,0.0,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.485
2014-12-01,0.0,0.0,245.662,0.0,0.091,0.0,2.995,0.0,0.0,4.988,0.0,0.0,0.0,253.736
2015-01-01,0.0,0.0,267.696,0.0,0.085,0.0,0.0,0.0,0.0,9.382,0.0,2.234,0.0,279.397
2015-02-01,0.0,0.0,241.949,0.0,0.079,0.0,0.0,0.0,0.0,9.83,0.0,2.373,0.0,254.23
2015-03-01,0.0,0.0,242.592,0.0,0.077,0.0,0.0,0.0,0.0,11.77,0.0,2.834,0.0,257.274
2015-04-01,0.0,0.0,202.2,0.0,0.076,0.0,0.0,0.0,0.0,2.844,0.0,0.0,0.0,205.12
2015-05-01,0.0,0.0,202.598,0.0,0.078,0.0,0.0,0.0,0.0,1.673,0.0,0.0,0.0,204.348
2015-06-01,0.0,0.0,203.642,0.0,0.073,0.0,0.0,0.0,0.0,2.557,0.0,0.0,0.0,206.273
2015-07-01,0.0,0.0,209.76,0.0,0.08,0.0,0.0,0.0,0.0,7.133,0.0,0.0,0.0,216.973
2015-08-01,0.0,0.0,202.632,0.0,0.082,0.0,0.0,0.0,0.0,11.161,0.0,0.0,0.0,213.875
2015-09-01,0.0,0.0,203.126,0.0,0.083,0.0,0.0,0.0,0.0,5.609,0.0,0.0,0.0,208.818
2015-10-01,0.0,0.0,217.557,0.0,0.083,0.0,5.992,0.0,0.0,2.653,0.0,0.0,0.0,226.286
2015-11-01,0.0,0.0,210.7,0.0,0.072,0.0,3.097,0.0,0.0,4.373,0.0,0.0,0.0,218.242
2015-12-01,0.0,0.0,221.635,0.0,0.064,0.0,3.105,0.0,0.0,2.453,0.0,0.0,0.0,227.257
2016-01-01,0.0,0.0,261.589,0.0,0.059,0.0,0.0,0.0,0.0,11.951,0.0,0.0,0.0,273.6
2016-02-01,0.0,0.0,242.093,0.0,0.07,0.0,0.0,0.0,0.0,9.612,0.0,0.0,0.0,251.775
2016-03-01,0.0,0.0,232.193,0.0,0.069,0.0,0.0,0.0,0.0,8.503,0.0,0.0,0.0,240.764
2016-04-01,0.0,0.0,236.554,0.0,0.071,0.0,0.0,0.0,0.0,4.693,0.0,0.0,0.0,241.317
2016-05-01,0.0,0.0,243.159,0.0,0.072,0.0,0.0,0.0,0.0,5.087,0.0,0.0,0.0,248.317
2016-06-01,0.0,0.0,234.282,0.0,0.083,0.0,0.0,0.0,0.0,7.52,0.0,0.0,0.0,241.885
2016-07-01,0.0,0.0,259.227,0.0,0.092,0.0,0.0,0.0,0.0,5.703,0.0,0.0,0.0,265.022
2016-08-01,0.0,0.0,253.895,0.0,0.09,0.0,0.0,0.0,0.0,7.998,0.0,0.0,0.0,261.983
2016-09-01,0.0,0.0,235.599,0.0,0.082,0.0,0.0,0.0,0.0,2.81,0.0,0.0,0.0,238.491
2016-10-01,0.0,0.0,225.671,0.0,0.083,0.0,0.0,0.0,0.0,5.696,0.0,0.0,0.0,231.449
2016-11-01,0.0,0.0,221.929,0.0,0.083,0.0,3.253,0.0,0.0,5.779,0.0,0.0,0.0,231.044
2016-12-01,0.0,0.0,271.888,0.0,0.064,0.0,0.0,0.0,0.0,8.838,0.0,0.0,0.0,280.791
2017-01-01,0.0,0.0,278.637,0.0,0.083,2.753,0.0,0.0,0.0,10.183,0.0,0.0,0.0,291.656
2017-02-01,0.0,0.0,246.054,0.0,0.074,0.0,0.0,0.0,0.0,8.468,0.0,0.0,0.0,254.597
2017-03-01,0.0,0.0,275.614,0.0,0.083,0.0,0.0,0.0,0.0,4.87,0.0,0.0,0.0,280.567
2017-04-01,0.0,0.0,233.216,0.0,0.079,0.0,0.0,0.0,0.0,4.985,0.0,0.0,0.0,238.279
2017-05-01,0.0,0.0,239.001,0.0,0.078,0.0,0.0,0.0,0.0,5.275,0.0,0.0,0.0,244.353
2017-06-01,0.0,0.0,234.302,0.0,0.078,0.0,0.0,0.0,0.0,5.425,0.0,0.0,0.0,239.805
2017-07-01,0.0,0.0,245.454,0.0,0.08,0.0,0.0,0.0,0.0,4.974,0.0,0.0,0.0,250.508
2017-08-01,0.0,0.0,240.189,0.0,0.063,0.0,0.0,0.0,0.0,7.636,0.0,0.0,0.0,247.888
2017-09-01,0.0,0.0,226.909,0.0,0.068,0.0,0.0,0.0,0.0,2.467,0.0,0.0,0.0,229.444
2017-10-01,0.0,0.0,238.921,0.0,0.081,0.0,0.0,0.0,0.0,2.337,0.0,0.0,0.0,241.338
2017-11-01,0.0,0.0,234.024,0.0,0.076,0.0,0.0,0.0,0.0,6.213,0.0,0.0,0.0,240.314
2017-12-01,0.0,0.0,263.118,0.0,0.504,3.239,0.0,0.0,0.0,7.617,0.0,0.0,0.0,274.478
2018-01-01,0.0,0.0,283.132,0.0,0.13,0.0,0.0,0.0,0.0,13.511,0.0,0.0,3.119,299.891
2018-02-01,0.0,0.0,229.861,0.0,0.805,0.0,0.0,0.0,0.0,6.75,0.0,0.0,0.0,237.417
2018-03-01,0.0,0.0,264.223,0.0,0.119,0.0,0.0,0.0,0.0,3.65,0.0,0.0,2.77,270.762
2018-04-01,0.0,0.0,239.262,0.0,0.068,0.0,0.0,0.0,0.0,2.934,0.0,0.0,0.0,242.264
2018-05-01,0.0,0.0,224.549,0.0,0.19,0.0,0.0,0.0,0.0,2.429,0.0,0.0,0.0,227.168
2018-06-01,0.0,0.0,225.542,0.0,0.24,0.0,0.0,0.0,0.0,2.688,0.0,0.0,0.0,228.469
2018-07-01,0.0,0.0,240.676,0.0,0.96,0.0,0.0,0.0,0.0,5.376,0.0,0.0,0.0,247.012
2018-08-01,0.0,0.0,231.272,0.0,0.522,0.0,0.0,0.0,0.0,5.231,0.0,0.0,0.0,237.025
2018-09-01,0.0,0.0,211.046,0.0,0.068,0.0,0.0,0.0,0.0,2.961,0.0,0.0,0.0,214.074
2018-10-01,0.0,0.0,209.363,0.0,0.069,0.0,0.0,0.0,0.0,5.696,0.0,0.0,0.0,215.128
2018-11-01,0.0,0.0,209.673,0.0,0.079,0.0,0.0,0.0,0.0,2.734,0.0,0.0,0.0,212.486
2018-12-01,0.0,0.0,242.364,0.0,0.066,2.86,0.0,0.0,0.0,11.859,0.0,0.0,0.0,257.148
2019-01-01,0.0,0.0,276.416,0.0,0.067,0.0,0.0,0.0,0.0,11.753,0.0,0.0,2.651,290.886
2019-02-01,0.0,0.0,225.745,0.0,0.1,0.0,0.0,0.0,0.0,7.499,0.0,0.0,0.0,233.344
2019-03-01,0.0,0.0,249.4,0.0,0.133,0.0,0.0,0.0,0.0,3.456,0.0,0.0,0.0,252.989
2019-04-01,0.0,0.0,203.683,0.0,0.065,0.0,0.0,0.0,0.0,2.811,0.0,0.0,0.0,206.559
2019-05-01,0.0,0.0,207.572,0.0,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.651
2019-06-01,0.0,0.0,201.099,0.0,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.163
2019-07-01,0.0,0.0,227.514,0.0,0.062,0.0,0.0,0.0,0.0,2.832,0.0,0.0,0.0,230.407
2019-08-01,0.0,0.0,217.077,0.0,0.114,0.0,0.0,0.0,0.0,2.886,0.0,0.0,0.0,220.076
2019-09-01,0.0,0.0,208.224,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.286
2019-10-01,0.0,0.0,204.936,0.0,0.069,0.0,0.0,0.0,0.0,5.532,0.0,0.0,0.0,210.537
2019-11-01,0.0,0.0,220.875,0.0,0.109,0.0,0.0,0.0,0.0,2.78,0.0,0.0,0.0,223.765
2019-12-01,0.0,0.0,244.626,0.0,0.949,3.154,0.0,0.0,0.0,7.323,0.0,0.0,0.0,256.053
2020-01-01,0.0,0.0,248.563,0.0,0.3,1.584,3.032,0.0,0.0,8.602,0.0,0.0,0.0,262.08
2020-02-01,0.0,0.0,232.285,0.0,0.355,0.0,0.0,0.0,0.0,5.689,0.0,0.0,0.0,238.328
2020-03-01,0.0,0.0,210.274,0.0,0.1,0.0,0.0,0.0,0.0,2.857,0.0,0.0,0.0,213.231
2020-04-01,0.0,0.0,186.775,0.0,0.06,0.0,0.0,0.0,0.0,3.214,0.0,0.0,0.0,190.049
2020-05-01,0.0,0.0,183.644,0.0,0.063,0.0,0.0,0.0,0.0,2.811,0.0,0.0,0.0,186.518
2020-06-01,0.0,0.0,182.574,0.0,0.032,2.693,0.0,0.0,0.0,2.178,0.0,0.0,0.0,187.478
2020-07-01,0.0,0.0,206.221,0.0,0.119,0.0,0.0,0.0,0.0,4.078,0.0,0.0,0.0,210.419
2020-08-01,0.0,0.0,208.102,0.0,0.376,0.0,0.0,0.0,0.0,2.874,0.0,0.0,0.0,211.352
2020-09-01,0.0,0.0,172.891,0.0,0.099,0.0,0.0,0.0,0.0,1.235,0.0,0.0,0.0,174.225
2020-10-01,0.0,0.0,199.217,0.0,0.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.306
2020-11-01,0.0,0.0,208.672,0.0,0.057,0.0,0.0,0.0,0.0,2.841,0.0,0.0,0.0,211.57
2020-12-01,0.0,0.0,261.08,0.0,0.056,2.629,0.0,0.0,0.0,2.853,0.0,0.0,0.001,266.618
2021-01-01,0.0,0.0,277.633,0.0,0.057,0.0,0.0,0.0,0.0,6.376,0.0,0.0,0.0,284.065
2021-02-01,0.0,0.0,265.257,0.0,0.933,0.0,0.0,0.0,0.0,5.688,0.0,0.0,0.0,271.877
2021-03-01,0.0,0.0,237.262,0.0,0.056,0.0,0.0,0.0,0.0,1.406,0.0,0.0,0.0,238.724
2021-04-01,0.0,0.0,208.316,0.0,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.369
2021-05-01,0.0,0.0,203.188,0.0,0.04,0.0,0.0,0.0,0.0,1.662,0.0,0.0,0.0,204.89
2021-06-01,0.0,0.0,207.835,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.859
2021-07-01,0.0,0.0,226.016,0.0,0.049,0.0,0.0,0.0,0.0,1.714,0.0,0.0,0.0,227.779
2021-08-01,0.0,0.0,220.86,0.0,0.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.959
2021-09-01,0.0,0.0,218.741,0.0,0.244,0.0,0.0,0.0,0.0,1.221,0.0,0.0,0.0,220.206
2021-10-01,0.0,0.0,228.148,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.203
2021-11-01,0.0,0.0,240.624,0.0,0.052,0.0,0.0,0.0,0.0,1.729,0.0,0.0,0.0,242.405
2021-12-01,0.0,0.0,250.941,0.0,0.057,0.0,0.0,0.0,0.0,1.628,0.0,0.0,0.0,252.626
2022-01-01,0.0,0.0,289.811,0.0,0.054,0.0,0.0,0.0,0.0,6.381,0.0,0.0,0.0,296.247
2022-02-01,0.0,0.0,253.339,0.0,0.189,0.0,0.0,0.0,0.0,4.448,0.0,0.0,0.0,257.976
2022-03-01,0.0,0.0,256.845,0.0,0.053,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,259.498
2022-04-01,0.0,0.0,244.973,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.997
2022-05-01,0.0,0.0,230.392,0.0,0.024,0.0,0.0,0.0,0.0,0.482,0.0,0.0,0.0,230.898
2022-06-01,0.0,0.0,228.856,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,228.881
2022-07-01,0.0,0.0,254.263,0.0,0.196,0.0,0.0,0.0,0.0,2.736,0.0,0.0,0.0,257.195
2022-08-01,0.0,0.0,232.845,0.0,0.176,0.0,0.0,0.0,0.0,2.862,0.0,0.0,0.0,235.883
2022-09-01,0.0,0.0,233.792,0.0,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.926
2022-10-01,0.0,0.0,239.481,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.505
2022-11-01,0.0,0.0,244.945,0.0,0.022,0.0,0.0,0.0,0.0,1.216,0.0,0.0,0.017,246.2
2022-12-01,0.0,0.0,289.983,0.0,0.146,0.0,0.0,0.0,0.0,2.81,0.0,0.0,0.0,292.939
2023-01-01,0.0,0.0,272.495,0.0,0.147,0.0,0.0,0.0,0.0,1.329,0.0,0.0,1.259,275.23
2023-02-01,0.0,0.0,239.321,0.0,0.617,0.0,0.0,0.0,0.0,3.992,0.0,0.0,0.0,243.931
2023-03-01,0.0,0.0,248.17,0.0,0.024,0.0,0.0,0.0,0.0,1.324,0.0,0.0,0.001,249.519
2023-04-01,0.0,0.0,220.364,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.387
2023-05-01,0.0,0.0,214.752,0.0,0.023,0.0,0.0,0.0,0.0,1.37,0.0,0.0,0.0,216.145
2023-06-01,0.0,0.0,231.534,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.555
2023-07-01,0.0,0.0,254.814,0.0,0.022,0.0,0.0,0.0,0.0,1.257,0.0,0.0,0.0,256.093
2023-08-01,0.0,0.0,246.413,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.435
2023-09-01,0.0,0.0,229.987,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.008
2023-10-01,0.0,0.0,230.946,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.969
2023-11-01,0.0,0.0,251.021,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.042
2023-12-01,0.0,0.0,274.182,0.0,0.022,0.0,0.0,0.0,0.0,2.657,0.0,0.0,0.0,276.86
2024-01-01,0.0,0.0,318.746,0.0,0.023,0.0,2.937,0.0,0.0,1.291,0.0,0.0,0.0,322.997
2024-02-01,0.0,0.0,255.647,0.0,0.02,0.0,0.0,0.0,0.0,2.62,0.0,0.0,0.003,258.29
2024-03-01,0.0,0.0,238.77,0.0,0.021,0.0,0.0,0.0,0.0,4.622,0.0,0.0,0.0,243.413
2024-04-01,0.0,0.0,221.889,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,221.912
2024-05-01,0.0,0.0,238.448,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,238.47
2024-06-01,0.0,0.0,246.727,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.747
2024-07-01,0.0,0.0,271.422,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.444
2024-08-01,0.0,0.0,260.811,0.0,0.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,260.891
2024-09-01,0.0,0.0,244.44,0.0,0.021,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.002,246.564
