Month,Coal Consumed by the Residential Sector,Natural Gas Consumed by the Residential Sector (Excluding Supplemental Gaseous Fuels),Petroleum Consumed by the Residential Sector,Total Fossil Fuels Consumed by the Residential Sector,Geothermal Energy Consumed by the Residential Sector,Solar Energy Consumed by the Residential Sector,Biomass Energy Consumed by the Residential Sector,Total Renewable Energy Consumed by the Residential Sector,Total Primary Energy Consumed by the Residential Sector,Electricity Sales to Ultimate Customers in the Residential Sector,End-Use Energy Consumed by the Residential Sector,Electricity System Energy Losses Proportioned to the Residential Sector,Total Energy Consumed by the Residential Sector
2018-03-01,Not Available,682.935,107.226,790.161,3.363,10.116,44.577,58.056,848.217,365.829,1214.047,572.371,1786.418
2018-04-01,Not Available,456.429,87.675,544.104,3.255,11.468,43.139,57.862,601.966,325.688,927.654,492.81,1420.463
2018-05-01,Not Available,174.899,47.781,222.68,3.363,12.614,44.577,60.554,283.234,354.329,637.564,589.942,1227.505
2018-06-01,Not Available,123.405,36.303,159.708,3.255,12.84,43.139,59.234,218.942,443.263,662.204,731.361,1393.565
2018-07-01,Not Available,109.641,33.916,143.557,3.363,13.188,44.577,61.128,204.685,523.967,728.653,899.23,1627.883
2018-08-01,Not Available,103.276,31.344,134.62,3.363,12.639,44.577,60.579,195.2,523.73,718.93,859.755,1578.685
2018-09-01,Not Available,116.232,38.868,155.1,3.255,11.143,43.139,57.537,212.637,439.84,652.477,699.284,1351.761
2018-10-01,Not Available,264.228,80.373,344.601,3.363,9.996,44.577,57.937,402.538,365.25,767.788,561.916,1329.704
2018-11-01,Not Available,620.217,119.312,739.528,3.255,7.978,43.139,54.372,793.9,354.131,1148.031,598.89,1746.921
2018-12-01,Not Available,792.869,152.131,945.001,3.363,7.421,44.577,55.361,1000.361,420.292,1420.653,698.32,2118.973
2019-01-01,Not Available,990.381,161.76,1152.141,3.363,7.316,46.331,57.01,1209.151,454.879,1664.03,747.171,2411.201
2019-02-01,Not Available,840.132,135.426,975.559,3.038,7.941,41.847,52.826,1028.385,397.867,1426.251,614.524,2040.775
2019-03-01,Not Available,714.716,121.019,835.735,3.363,11.314,46.331,61.008,896.743,384.21,1280.953,591.516,1872.469
2019-04-01,Not Available,340.887,73.33,414.217,3.255,12.638,44.836,60.729,474.946,308.39,783.336,451.347,1234.683
2019-05-01,Not Available,220.316,55.755,276.072,3.363,13.868,46.331,63.562,339.634,342.33,681.963,540.342,1222.305
2019-06-01,Not Available,134.034,40.573,174.607,3.255,14.126,44.836,62.217,236.825,409.836,646.661,653.709,1300.37
2019-07-01,Not Available,115.956,37.963,153.919,3.363,14.733,46.331,64.427,218.346,524.591,742.937,852.862,1595.799
2019-08-01,Not Available,105.716,49.242,154.959,3.363,14.171,46.331,63.865,218.824,512.083,730.907,821.297,1552.204
2019-09-01,Not Available,113.94,38.144,152.084,3.255,12.545,44.836,60.637,212.721,448.906,661.626,685.932,1347.558
2019-10-01,Not Available,240.345,66.147,306.492,3.363,11.06,46.331,60.754,367.246,368.486,735.732,527.978,1263.71
2019-11-01,Not Available,611.374,121.959,733.333,3.255,8.737,44.836,56.828,790.16,349.569,1139.73,562.51,1702.239
2019-12-01,Not Available,781.262,143.423,924.685,3.363,7.936,46.331,57.63,982.315,413.118,1395.434,649.206,2044.64
2020-01-01,Not Available,855.489,131.266,986.755,3.354,8.363,29.229,40.946,1027.701,424.597,1452.298,646.003,2098.301
2020-02-01,Not Available,764.477,114.015,878.492,3.138,9.507,27.343,39.988,918.48,382.563,1301.043,563.521,1864.564
2020-03-01,Not Available,546.154,95.611,641.765,3.354,12.376,29.229,44.959,686.724,355.718,1042.442,510.264,1552.706
2020-04-01,Not Available,391.797,80.416,472.212,3.246,13.883,28.286,45.415,517.627,333.554,851.181,462.102,1313.283
2020-05-01,Not Available,245.142,68.621,313.764,3.354,15.614,29.229,48.197,361.961,360.583,722.544,539.207,1261.751
2020-06-01,Not Available,141.065,42.238,183.303,3.246,15.617,28.286,47.149,230.453,448.808,679.26,687.966,1367.227
2020-07-01,Not Available,122.459,32.448,154.907,3.354,16.072,29.229,48.655,203.562,570.173,773.735,898.872,1672.607
2020-08-01,Not Available,112.797,31.712,144.509,3.354,15.268,29.229,47.851,192.36,542.3,734.661,862.058,1596.719
2020-09-01,Not Available,131.122,45.45,176.572,3.246,13.5,28.286,45.032,221.604,436.135,657.739,632.782,1290.52
2020-10-01,Not Available,250.599,65.049,315.647,3.354,12.056,29.229,44.639,360.286,360.014,720.3,524.244,1244.543
2020-11-01,Not Available,455.936,84.948,540.884,3.246,9.877,28.286,41.409,582.293,340.043,922.336,507.508,1429.844
2020-12-01,Not Available,829.293,122.322,951.616,3.354,9.072,29.229,41.655,993.271,442.744,1436.015,684.256,2120.27
2021-01-01,Not Available,928.506,141.373,1069.878,3.363,9.379,29.227,41.969,1111.847,466.36,1578.207,713.461,2291.669
2021-02-01,Not Available,908.529,145.389,1053.918,3.038,9.991,26.398,39.427,1093.345,431.787,1525.132,678.399,2203.531
2021-03-01,Not Available,595.167,109.029,704.197,3.363,14.267,29.227,46.857,751.054,390.244,1141.298,535.333,1676.631
2021-04-01,Not Available,354.503,75.866,430.369,3.255,15.856,28.284,47.394,477.763,320.356,798.118,449.527,1247.645
2021-05-01,Not Available,225.761,58.259,284.02,3.363,17.477,29.227,50.067,334.087,345.159,679.246,519.034,1198.28
2021-06-01,Not Available,134.248,41.887,176.135,3.255,17.626,28.284,49.164,225.299,450.908,676.207,720.993,1397.2
2021-07-01,Not Available,116.977,33.605,150.582,3.363,17.831,29.227,50.421,201.003,527.135,728.139,847.731,1575.87
2021-08-01,Not Available,110.308,31.226,141.534,3.363,16.812,29.227,49.402,190.936,538.386,729.321,856.35,1585.671
2021-09-01,Not Available,122.785,44.65,167.435,3.255,14.869,28.284,46.408,213.842,447.352,661.194,641.12,1302.314
2021-10-01,Not Available,199.582,67.328,266.91,3.363,12.992,29.227,45.582,312.492,354.821,667.313,510.531,1177.845
2021-11-01,Not Available,499.698,97.24,596.938,3.255,11.421,28.284,42.959,639.897,343.216,983.114,513.907,1497.02
2021-12-01,Not Available,693.848,121.631,815.479,3.363,10.314,29.227,42.904,858.382,401.577,1259.959,595.138,1855.097
2022-01-01,Not Available,992.715,156.798,1149.513,3.363,10.858,35.882,50.103,1199.616,479.4,1679.016,746.754,2425.77
2022-02-01,Not Available,819.486,144.355,963.841,3.038,11.975,32.41,47.423,1011.264,427.668,1438.932,605.132,2044.064
2022-03-01,Not Available,609.184,109.82,719.004,3.363,16.516,35.882,55.761,774.766,380.228,1154.994,512.235,1667.229
2022-04-01,Not Available,397.928,76.477,474.405,3.255,18.394,34.725,56.374,530.778,332.437,863.216,437.587,1300.803
2022-05-01,Not Available,208.306,55.741,264.047,3.363,20.27,35.882,59.516,323.563,375.561,699.124,551.585,1250.709
2022-06-01,Not Available,128.245,42.509,170.754,3.255,20.23,34.725,58.209,228.963,465.091,694.054,703.975,1398.029
2022-07-01,Not Available,114.043,33.641,147.684,3.363,20.862,35.882,60.107,207.791,560.512,768.303,878.438,1646.741
2022-08-01,Not Available,106.505,30.9,137.405,3.363,20.142,35.882,59.388,196.792,546.846,743.639,824.039,1567.678
2022-09-01,Not Available,118.031,44.53,162.561,3.255,18.043,34.725,56.022,218.583,440.971,659.555,617.544,1277.098
2022-10-01,Not Available,250.315,70.387,320.701,3.363,16.595,35.882,55.84,376.542,340.491,717.033,480.467,1197.5
2022-11-01,Not Available,531.521,94.969,626.489,3.255,13.46,34.725,51.44,677.929,351.955,1029.884,522.501,1552.385
2022-12-01,Not Available,864.781,131.672,996.453,3.363,12.314,35.882,51.559,1048.013,448.343,1496.355,693.348,2189.704
2023-01-01,Not Available,833.405,140.803,974.208,3.363,12.487,38.247,54.096,1028.304,449.148,1477.452,640.49,2117.942
2023-02-01,Not Available,713.184,138.904,852.088,3.038,13.763,34.545,51.346,903.434,382.503,1285.937,508.362,1794.299
2023-03-01,Not Available,659.809,114.707,774.516,3.363,18.798,38.247,60.408,834.924,376.743,1211.666,515.458,1727.124
2023-04-01,Not Available,352.006,73.231,425.238,3.255,21.262,37.013,61.53,486.767,328.22,814.988,432.291,1247.279
2023-05-01,Not Available,205.006,57.469,262.475,3.363,23.993,38.247,65.603,328.078,341.987,670.064,480.464,1150.528
2023-06-01,Not Available,134.203,43.005,177.208,3.255,23.451,37.013,63.718,240.926,413.943,654.869,618.21,1273.079
2023-07-01,Not Available,115.969,33.701,149.671,3.363,24.497,38.247,66.107,215.778,544.947,760.725,844.037,1604.761
2023-08-01,Not Available,108.682,29.962,138.644,3.363,23.907,38.247,65.517,204.16,550.902,755.063,827.714,1582.777
2023-09-01,Not Available,118.388,44.331,162.719,3.255,20.897,37.013,61.164,223.884,453.138,677.021,625.832,1302.853
2023-10-01,Not Available,236.836,65.416,302.252,3.363,19.562,38.247,61.172,363.424,352.507,715.931,489.652,1205.583
2023-11-01,Not Available,514.539,93.774,608.312,3.255,16.077,37.013,56.345,664.657,347.705,1012.363,503.471,1515.834
2023-12-01,Not Available,684.29,121.184,805.475,3.363,14.5,38.247,56.11,861.584,405.745,1267.329,606.093,1873.421
2024-01-01,Not Available,950.284,147.345,1097.629,3.354,14.805,34.065,52.224,1149.854,488.828,1638.682,753.255,2391.937
2024-02-01,Not Available,668.155,132.348,800.504,3.138,16.591,31.867,51.596,852.1,396.991,1249.09,527.125,1776.216
2024-03-01,Not Available,526.442,105.947,632.389,3.354,21.989,34.065,59.408,691.796,350.5,1042.297,471.129,1513.426
2024-04-01,Not Available,328.513,71.206,399.719,3.246,24.494,32.966,60.706,460.425,324.57,784.995,426.632,1211.627
2024-05-01,Not Available,177.54,53.691,231.232,3.354,26.784,34.065,64.203,295.435,368.491,663.926,522.045,1185.971
2024-06-01,Not Available,126.882,40.9,167.781,3.246,26.721,32.966,62.933,230.715,474.498,705.213,695.522,1400.734
2024-07-01,Not Available,110.628,31.619,142.247,3.354,27.296,34.065,64.715,206.962,564.905,771.867,852.593,1624.46
2024-08-01,Not Available,108.903,30.332,139.235,3.354,26.275,34.065,63.694,202.929,544.707,747.636,811.302,1558.938
2024-09-01,Not Available,117.396,41.386,158.783,3.246,23.3,32.966,59.512,218.295,438.2,656.495,611.514,1268.009
