Month,Crude Oil Refinery and Blender Net Input,Natural Gas Liquids Refinery and Blender Net Inputs,Other Liquids Refinery and Blender Net Inputs,Total Petroleum Refinery and Blender Net Inputs,Distillate Fuel Oil Refinery and Blender Net Production,Propane Refinery and Blender Net Production,Propylene Refinery and Blender Net Production,Propane/Propylene Refinery and Blender Net Production,Total Hydrocarbon Gas Liquids Refinery and Blender Net Production,Jet Fuel Refinery and Blender Net Production,Finished Motor Gasoline Refinery and Blender Net Production,Residual Fuel Oil Refinery and Blender Net Production,Other Petroleum Products Refinery and Blender Net Production,Total Petroleum Refinery and Blender Net Production
1973-01-01,12190.419,839.065,358.968,13388.452,3027.806,212.813,71.774,284.587,360.903,864.097,6341.0,1112.0,2140.323,13846.129
1973-02-01,12187.286,835.536,128.75,13151.571,2937.214,209.971,64.857,274.829,359.25,898.429,6855.0,1037.607,1473.929,13561.429
1973-03-01,12200.677,790.161,-157.484,12833.355,2667.065,200.123,69.806,269.929,378.194,916.968,6149.935,954.581,2168.29,13235.032
1973-04-01,12207.967,732.7,-60.8,12879.867,2510.2,208.68,66.433,275.113,373.0,887.1,6377.167,877.167,2228.733,13253.367
1973-05-01,12280.71,732.968,146.548,13160.226,2543.871,232.535,70.613,303.148,420.613,839.871,6714.419,948.129,2226.742,13693.645
1973-06-01,12862.3,756.633,242.567,13861.5,2825.3,208.967,72.7,281.667,388.133,835.833,6993.067,914.933,2398.133,14355.4
1973-07-01,12749.548,848.968,218.097,13816.613,2751.581,222.29,73.29,295.581,410.032,824.903,6986.194,882.323,2432.419,14287.452
1973-08-01,12635.452,858.065,285.323,13778.839,2801.29,210.168,69.903,280.071,390.032,844.29,6879.903,850.581,2483.032,14249.129
1973-09-01,12559.633,833.067,84.233,13476.933,2812.633,197.833,74.767,272.6,369.667,847.3,6619.333,877.933,2408.467,13935.333
1973-10-01,12757.774,834.935,125.419,13718.129,2910.645,219.477,69.065,288.542,376.806,875.129,6620.935,984.419,2453.29,14221.226
1973-11-01,12374.133,876.333,153.833,13404.3,2922.4,186.507,65.8,252.307,331.167,852.433,6375.3,1061.333,2291.9,13834.533
1973-12-01,12149.581,841.806,322.613,13314.0,3135.968,192.587,63.355,255.942,337.871,830.0,6098.968,1158.387,2184.548,13745.742
1974-01-01,11490.516,793.806,190.355,12474.677,2880.226,172.097,62.581,234.677,326.645,799.806,5900.0,1071.677,1975.452,12953.806
1974-02-01,11102.25,776.786,257.964,12137.0,2398.786,176.036,67.071,243.107,337.036,783.036,5969.286,1028.857,2052.464,12569.464
1974-03-01,11355.097,720.0,-192.581,11882.516,2226.258,171.297,75.581,246.877,340.516,831.71,5982.032,911.581,2008.226,12300.323
1974-04-01,11822.967,690.4,166.767,12680.133,2521.833,183.027,67.3,250.327,353.0,868.233,6310.967,984.633,2119.6,13158.267
1974-05-01,12333.258,678.419,15.839,13027.516,2704.452,176.161,63.258,239.419,339.677,868.032,6328.581,994.677,2206.387,13441.806
1974-06-01,12697.067,717.5,95.5,13510.067,2782.833,177.1,76.5,253.6,368.3,809.867,6663.067,1025.767,2371.867,14021.7
1974-07-01,12811.032,722.871,227.226,13761.129,2791.839,173.948,70.323,244.271,364.323,801.968,6792.677,1055.71,2471.71,14278.226
1974-08-01,12644.452,741.581,284.129,13670.161,2704.903,185.548,72.419,257.968,361.065,804.903,6814.806,1066.839,2454.935,14207.452
1974-09-01,12123.7,738.3,204.333,13066.333,2551.533,184.587,75.3,259.887,348.067,867.167,6453.0,1032.1,2311.167,13563.033
1974-10-01,12285.613,787.677,88.871,13162.161,2699.871,182.394,75.161,257.555,329.548,867.774,6336.355,1098.71,2368.71,13700.968
1974-11-01,12331.6,794.767,127.9,13254.267,2800.633,172.42,69.2,241.62,300.633,862.833,6291.7,1228.7,2253.667,13738.167
1974-12-01,12518.839,795.548,203.903,13518.29,2924.484,176.716,52.548,229.265,286.194,861.161,6419.29,1334.581,2144.129,13969.839
1975-01-01,12296.548,756.194,335.806,13388.548,2852.194,192.871,51.645,244.516,307.355,831.258,6508.645,1414.742,1993.194,13907.387
1975-02-01,12134.893,734.036,17.107,12886.036,2678.75,181.743,56.5,238.243,295.571,834.786,6275.964,1354.0,1885.25,13324.321
1975-03-01,11905.032,731.0,-66.387,12569.645,2531.613,160.077,52.484,212.561,279.774,896.452,6069.903,1298.71,1913.935,12990.387
1975-04-01,11803.467,667.3,-59.967,12410.8,2486.5,156.273,44.2,200.473,272.8,863.533,6045.9,1244.5,1878.7,12791.933
1975-05-01,11983.258,628.194,-157.484,12453.968,2431.161,166.4,53.161,219.561,298.903,860.903,6126.387,1150.903,1997.581,12865.839
1975-06-01,12416.733,659.467,160.733,13236.933,2573.867,168.147,65.467,233.613,323.367,838.833,6669.4,1152.3,2111.5,13669.267
1975-07-01,12915.355,700.903,189.581,13805.839,2589.742,172.606,63.29,235.897,336.29,883.258,7002.839,1154.774,2270.065,14236.968
1975-08-01,13046.226,690.226,6.871,13743.323,2591.806,187.787,68.903,256.69,357.0,957.935,6871.742,1145.871,2264.516,14188.871
1975-09-01,12944.8,702.767,177.233,13824.8,2811.933,184.593,67.667,252.26,325.833,907.4,6822.5,1183.333,2301.833,14352.833
1975-10-01,12365.452,728.71,114.903,13209.065,2744.613,188.097,62.806,250.903,310.097,863.581,6409.581,1165.484,2228.774,13722.129
1975-11-01,12689.3,759.4,-8.5,13440.2,2766.8,191.16,63.5,254.66,308.833,863.767,6602.333,1214.2,2178.9,13934.833
1975-12-01,12779.097,767.935,153.452,13700.484,2783.323,192.245,69.29,261.535,310.161,848.581,6786.032,1353.871,2116.871,14198.839
1976-01-01,12560.419,728.097,93.129,13381.645,2733.871,188.258,69.226,257.484,305.0,889.29,6482.516,1415.355,2029.613,13855.645
1976-02-01,12833.586,793.138,113.724,13740.448,2961.034,176.772,65.69,242.462,316.448,917.621,6472.69,1393.586,2167.621,14229.0
1976-03-01,12877.161,673.806,-77.097,13473.871,2793.419,170.252,77.129,247.381,332.903,927.258,6455.29,1310.581,2148.968,13968.419
1976-04-01,12727.0,715.7,40.033,13482.733,2655.067,170.413,72.533,242.947,349.2,926.7,6562.133,1282.867,2162.567,13938.533
1976-05-01,12919.871,672.452,111.484,13703.806,2738.0,184.174,73.774,257.948,375.968,898.968,6774.516,1256.71,2207.29,14251.452
1976-06-01,13799.167,717.9,32.433,14549.5,2885.0,176.953,69.767,246.72,355.933,878.667,7302.9,1240.867,2365.233,15028.6
1976-07-01,13900.903,709.903,16.032,14626.839,2959.129,177.981,75.065,253.045,353.774,933.29,7174.226,1266.161,2432.194,15118.774
1976-08-01,13888.032,694.806,214.871,14797.71,2981.581,183.258,73.387,256.645,361.645,941.903,7148.839,1320.677,2455.581,15210.226
1976-09-01,13716.2,713.167,-7.7,14421.667,2946.833,189.44,76.733,266.173,351.6,989.6,6878.4,1330.4,2427.533,14924.367
1976-10-01,13319.226,708.516,50.806,14078.548,2995.355,183.471,51.71,235.181,309.0,889.677,6678.032,1351.129,2271.839,14495.032
1976-11-01,14101.3,726.333,2.933,14830.567,3180.333,201.447,63.967,265.413,331.4,919.933,6937.733,1581.033,2345.5,15295.933
1976-12-01,14332.968,852.968,113.968,15299.903,3254.935,202.923,71.677,274.6,340.645,899.871,7175.871,1772.419,2355.097,15798.839
1977-01-01,14129.774,734.742,266.065,15130.581,3369.0,182.439,74.419,256.858,322.71,915.774,6931.677,1891.516,2237.419,15668.097
1977-02-01,14734.107,698.929,197.964,15631.0,3695.107,201.193,67.786,268.979,336.286,972.643,6814.786,1954.964,2371.143,16144.929
1977-03-01,14263.29,689.742,-46.71,14906.323,3172.871,194.523,65.29,259.813,330.581,952.806,6861.613,1719.839,2383.258,15420.968
1977-04-01,14176.933,673.3,12.033,14862.267,2994.533,188.133,71.0,259.133,336.3,989.3,6965.833,1690.633,2363.767,15340.367
1977-05-01,14592.71,614.032,-100.355,15106.387,3130.226,201.884,76.903,278.787,397.484,977.032,6945.323,1681.548,2410.355,15541.968
1977-06-01,14864.567,621.867,5.933,15492.367,3190.867,187.6,73.933,261.533,363.667,994.433,7144.0,1719.667,2547.067,15959.7
1977-07-01,14881.71,593.613,170.129,15645.452,3197.742,199.335,73.258,272.594,380.968,966.71,7246.613,1734.613,2672.516,16199.161
1977-08-01,14642.323,658.806,220.774,15521.903,3272.097,201.219,72.613,273.832,360.194,1006.774,7187.968,1635.258,2640.323,16102.613
1977-09-01,14923.767,653.5,-34.3,15542.967,3311.067,192.627,77.833,270.46,352.4,1002.033,7058.933,1749.6,2575.167,16049.2
1977-10-01,14654.29,710.097,24.677,15389.065,3361.548,203.039,74.935,277.974,353.161,972.387,6930.355,1748.677,2574.548,15940.677
1977-11-01,14636.033,699.633,144.567,15480.233,3339.267,201.513,82.167,283.68,348.9,948.367,7123.4,1694.667,2600.667,16055.267
1977-12-01,14748.452,731.968,29.677,15510.097,3322.581,212.826,72.516,285.342,344.645,975.806,7145.516,1839.0,2457.935,16085.484
1978-01-01,14149.677,646.516,198.677,14994.871,3067.129,200.858,64.806,265.665,325.871,920.742,6933.452,1868.323,2364.645,15480.161
1978-02-01,13969.036,656.679,-48.5,14577.214,2951.893,196.75,74.964,271.714,338.429,988.964,6631.143,1795.357,2338.429,15044.214
1978-03-01,14148.323,601.677,18.387,14768.387,3014.516,213.819,72.387,286.206,361.032,966.806,6750.032,1750.903,2442.097,15285.387
1978-04-01,13885.733,600.9,65.2,14551.833,2959.1,185.387,79.833,265.22,351.633,979.533,6667.8,1548.133,2523.233,15029.433
1978-05-01,14995.839,493.516,103.323,15592.677,3250.129,191.735,74.452,266.187,362.677,1011.387,7058.839,1652.645,2707.29,16042.968
1978-06-01,14692.867,649.167,137.533,15479.567,3109.4,197.14,75.367,272.507,367.467,962.867,7209.833,1571.533,2730.067,15951.167
1978-07-01,14910.581,562.871,109.355,15582.806,3123.258,189.948,65.774,255.723,347.581,923.258,7264.548,1585.935,2727.387,15971.968
1978-08-01,15196.355,657.194,162.387,16015.935,3296.194,196.297,65.387,261.684,351.161,966.323,7453.903,1629.677,2808.032,16505.29
1978-09-01,15084.933,644.267,194.133,15923.333,3184.867,197.567,93.733,291.3,379.3,989.067,7398.633,1635.567,2870.433,16457.867
1978-10-01,15004.548,657.839,-151.935,15510.452,3299.0,194.523,86.613,281.135,352.194,931.839,7176.323,1563.548,2742.581,16065.484
1978-11-01,15336.2,754.967,110.533,16201.7,3366.233,208.427,88.0,296.427,357.2,1010.6,7583.033,1662.033,2782.967,16762.067
1978-12-01,15421.387,743.258,199.968,16364.613,3360.355,215.71,85.258,300.968,363.419,988.871,7831.194,1750.452,2628.839,16923.129
1979-01-01,14839.71,597.129,127.581,15564.419,3042.903,197.606,72.516,270.123,335.194,950.065,7245.774,1912.161,2520.258,16006.355
1979-02-01,14314.286,571.607,143.643,15029.536,2887.893,182.207,82.714,264.921,315.821,997.964,6923.714,1792.071,2574.143,15491.607
1979-03-01,14260.129,538.258,128.387,14926.774,3019.194,177.394,90.581,267.974,321.839,1098.258,6654.29,1719.258,2544.645,15357.484
1979-04-01,14570.867,469.067,-74.333,14965.6,2945.367,180.58,86.6,267.18,340.833,1042.667,6770.467,1639.4,2657.433,15396.167
1979-05-01,14449.935,475.323,162.452,15087.71,3065.677,203.652,89.71,293.361,372.968,979.677,6791.774,1586.258,2809.129,15605.484
1979-06-01,14805.933,455.033,43.4,15304.367,3152.667,186.753,83.933,270.687,355.767,958.4,7000.7,1548.133,2878.233,15893.9
1979-07-01,15098.484,444.742,-20.968,15522.258,3305.484,195.026,90.903,285.929,361.774,964.613,7001.742,1574.516,2852.387,16060.516
1979-08-01,14966.806,461.484,72.29,15500.581,3320.677,212.265,77.645,289.91,364.355,1039.613,6881.548,1583.516,2896.065,16085.774
1979-09-01,14593.9,450.633,39.033,15083.567,3354.367,191.633,67.567,259.2,323.167,957.967,6625.6,1627.3,2779.167,15667.567
1979-10-01,14422.806,503.71,107.226,15033.742,3250.774,197.877,65.968,263.845,320.742,1045.839,6483.0,1629.355,2823.065,15552.774
1979-11-01,14537.333,587.2,24.067,15148.6,3239.0,208.667,66.333,275.0,322.1,1028.5,6673.1,1736.333,2748.4,15747.433
1979-12-01,14876.548,571.645,183.097,15631.29,3220.806,214.871,76.71,291.581,342.903,1071.903,6988.194,1893.839,2739.161,16256.806
1980-01-01,14301.065,547.516,334.71,15183.29,3013.387,218.787,72.258,291.045,338.484,1003.806,6977.452,1770.774,2679.194,15783.097
1980-02-01,14187.448,482.517,149.379,14819.345,2765.724,214.938,78.621,293.559,352.862,1025.828,6850.586,1772.69,2701.759,15469.448
1980-03-01,13709.258,412.355,-52.097,14069.516,2557.194,207.787,76.677,284.465,342.323,1031.484,6508.548,1583.645,2679.645,14702.839
1980-04-01,13484.133,400.133,-142.567,13741.7,2460.2,194.553,81.2,275.753,334.6,1022.833,6267.6,1594.733,2638.867,14318.833
1980-05-01,13326.032,410.097,-93.355,13642.774,2473.871,188.252,73.194,261.445,324.548,1002.452,6299.226,1508.516,2582.065,14190.677
1980-06-01,13704.533,386.1,33.9,14124.533,2646.133,190.493,71.267,261.76,334.567,1003.933,6551.933,1574.733,2613.333,14724.633
