Month,Petroleum Imports From Brazil,Petroleum Imports From Canada,Petroleum Imports From Colombia,Petroleum Imports from Ecuador,Petroleum Imports From Mexico,Petroleum Imports From Netherlands,Petroleum Imports From Norway,Petroleum Imports From Russia,Petroleum Imports From United Kingdom,Petroleum Imports From U.S. Virgin Islands,Petroleum Imports From Other Non-OPEC,Petroleum Imports From Total Non-OPEC Countries
2019-09-01,186.3,4285.167,283.033,0.0,589.4,121.267,122.867,485.7,178.767,No Data Reported,858.533,7111.033
2019-10-01,285.194,4421.581,266.097,0.0,548,94.742,39.613,674.871,129.935,No Data Reported,837.677,7297.71
2019-11-01,125.233,3962.733,284.433,0.0,705.433,96.267,46,649,138.7,No Data Reported,773.767,6781.567
2019-12-01,142.839,4784.484,339.806,0.0,641.355,76.161,47.71,696.419,80.935,No Data Reported,939.194,7748.903
2020-01-01,101,4520.903,337.29,241.806,853.839,48.194,0.645,601.194,109.387,No Data Reported,839.484,7653.742
2020-02-01,132.31,4607.31,343.069,235.724,804.483,64.483,No Data Reported,614,74.138,No Data Reported,623.759,7499.276
2020-03-01,120.387,4381.452,322.387,259.742,801.355,113.613,18.129,645.419,62.419,No Data Reported,805.032,7529.935
2020-04-01,103.967,4093.233,277.067,176.367,631.067,93.3,15.733,407.767,54.3,No Data Reported,714.5,6567.3
2020-05-01,110.452,3688.355,250.355,58.258,888.774,24.226,43.871,350,100.71,No Data Reported,714.935,6229.935
2020-06-01,167.1,3751.8,369.3,111.8,849.033,98.267,98.9,551.333,87.033,No Data Reported,666.5,6751.067
2020-07-01,115.387,3981.452,331.452,108.226,755.387,72.065,12.161,563.226,83.806,No Data Reported,808.194,6831.355
2020-08-01,113.484,3876.742,186.032,242.452,769.032,91.226,20.097,551.839,63.581,No Data Reported,928.419,6842.903
2020-09-01,91.733,3944.233,351.267,227.233,728.267,124.633,14.9,527.033,91.0,No Data Reported,790.8,6891.1
2020-10-01,113.29,3967.29,248.258,165.452,574.323,55.677,60.323,660.194,113.29,No Data Reported,731.355,6689.451
2020-11-01,165.633,4259.967,174.733,226.567,610.667,72.1,36.433,596.8,65.633,No Data Reported,774.733,6983.267
2020-12-01,172.548,4440.484,219.226,175.806,739.742,131.677,25.613,416.065,116.0,6.581,827.29,7271.032
2021-01-01,121.452,4471.452,205.032,164.129,747.387,75.29,30.839,648.516,42.355,42.387,766.742,7315.581
2021-02-01,56.179,4307.607,272,133.679,613.036,76.679,56.036,453.25,74.321,34.286,847.286,6924.357
2021-03-01,83.452,4511.903,166.742,142.226,568.258,191.645,91.581,749.484,119.323,66.71,807.161,7498.484
2021-04-01,76.833,4045.733,222.967,250.8,708.033,188.867,55.7,688.033,67.667,25.533,996.333,7326.5
2021-05-01,95.516,4046.065,235.258,196.484,727.613,154.355,97.968,844.226,87.677,58.774,1098.677,7642.613
2021-06-01,156.5,4591.033,197.267,152.567,788.467,161.467,66.833,849.733,154.3,25.367,988.833,8132.367
2021-07-01,219.806,4181.0,157.161,119.613,851,143,94.452,761.129,121.323,7.323,985.258,7641.065
2021-08-01,177.194,4235.839,197.968,197.645,714.968,131.871,58.903,794.742,127.484,3.903,991.71,7632.226
2021-09-01,260.433,4276.6,140.6,165.067,814.267,174.067,73.6,632.167,112.6,0.4,1297.1,7946.9
2021-10-01,188.161,4104.71,204.968,144.258,649.903,64.29,74.903,634.806,129.065,0.29,966.258,7161.613
2021-11-01,175.233,4536.733,216.667,127.0,699.667,82.967,61.8,595.167,80.3,1.667,851.7,7428.9
2021-12-01,101.065,4774.645,227.839,219.419,644.806,70.613,95.774,405.452,125.516,No Data Reported,826.129,7491.258
2022-01-01,109.806,4576.355,200,99.903,757.871,69.484,48.097,282.548,81.097,No Data Reported,856.032,7081.193
2022-02-01,175.429,4484.643,239.5,129.964,778.357,113.25,43.036,585.714,76.071,No Data Reported,731.393,7357.357
2022-03-01,166.29,4613.871,256.903,144.387,832.355,81,18.968,575,50.935,No Data Reported,731.0,7470.71
2022-04-01,138.7,4221.8,261.267,131.733,788.467,58.833,54.433,359.833,70.4,No Data Reported,923.833,7009.3
2022-05-01,150.355,4213.516,308.065,212.129,937.71,113.194,38,No Data Reported,127.903,No Data Reported,913.161,7014.032
2022-06-01,205.2,4290.033,239.967,182.433,813.2,118.9,42.367,No Data Reported,142.167,No Data Reported,1036.433,7070.7
2022-07-01,261.806,4389.387,298.419,141.161,896.742,84.581,43.742,No Data Reported,94.29,No Data Reported,1030.935,7241.065
2022-08-01,207.839,4411.645,232.806,185.613,802.226,64.516,29.903,No Data Reported,106.0,No Data Reported,1094.0,7134.548
2022-09-01,222.767,4428.633,172.533,271.667,793.6,103.967,47.6,No Data Reported,121.6,No Data Reported,743.667,6906.033
2022-10-01,248.161,4248.742,251.645,151.226,866.548,50.097,35.677,No Data Reported,163.097,No Data Reported,923.71,6938.903
2022-11-01,237.7,4324.033,223.067,197.267,657.2,85.467,33,0,118.767,No Data Reported,1081.4,6957.9
2022-12-01,188.968,4183.419,218.194,178.0,761.871,56.194,55.742,No Data Reported,117.71,No Data Reported,976.355,6736.452
2023-01-01,125.613,4541.161,203.71,176.355,896.065,66.065,31.452,No Data Reported,110.419,No Data Reported,1010.71,7161.548
2023-02-01,183.786,4724.429,220.393,145.714,957.25,113.643,22.964,No Data Reported,118.0,No Data Reported,1051.571,7537.75
2023-03-01,192.258,4431.097,219.065,111.0,932.71,63.484,0.226,No Data Reported,56.484,No Data Reported,831.806,6838.129
2023-04-01,155.2,4170.433,203.6,139.633,812.8,118.533,83.5,No Data Reported,107.467,No Data Reported,1140.733,6931.9
2023-05-01,156.968,4518.097,240.645,190.581,913.419,106.935,64.645,No Data Reported,77.871,No Data Reported,967.774,7236.935
2023-06-01,301.5,4354.133,213.233,88.367,1029.9,122.867,53.4,No Data Reported,140.233,No Data Reported,1165.5,7469.133
2023-07-01,250.065,4124.613,214,191.968,947.613,137.452,45.935,No Data Reported,100.161,No Data Reported,894.935,6906.742
2023-08-01,273.129,4573.419,291.226,231.419,867.129,113.677,42.065,No Data Reported,48.387,No Data Reported,1047.258,7487.71
2023-09-01,419.2,4271.767,253.333,100.267,907.967,43.233,38.3,No Data Reported,108.867,No Data Reported,987.766,7130.7
2023-10-01,287.161,4242.968,193.194,83.387,871,51.129,31.71,No Data Reported,82.065,No Data Reported,870.742,6713.355
2023-11-01,345.5,4812.833,289.033,116.767,870.4,51.167,31.8,0.333,95.667,No Data Reported,991.667,7605.167
2023-12-01,397.871,4475.806,195.806,102.613,921.065,25.097,28.935,No Data Reported,94.29,No Data Reported,1035.71,7277.194
2024-01-01,305.129,4841.065,288.742,86.581,717.194,38.613,27.935,No Data Reported,90.355,No Data Reported,951.387,7347.0
2024-02-01,236.897,4781.276,195.897,130.862,690,91.517,5.448,No Data Reported,211.793,No Data Reported,1015.966,7359.655
2024-03-01,256.097,4438.516,200,113.581,586.516,82.452,6.774,No Data Reported,108.71,No Data Reported,1017.806,6810.452
2024-04-01,231.833,4524.467,304.5,105.133,644.7,136.6,42.767,No Data Reported,86.267,No Data Reported,1195.4,7271.667
2024-05-01,346.903,4674.161,267,187.032,661.032,132.194,76.742,No Data Reported,145.774,No Data Reported,1138.581,7629.419
2024-06-01,291.167,4509.033,221.333,152.533,747.4,107.7,34.167,No Data Reported,120.033,No Data Reported,1231.133,7414.5
2024-07-01,298.581,4912.806,288.677,168.677,516.871,163.548,62.484,No Data Reported,99.581,No Data Reported,1144.194,7655.419
2024-08-01,346.161,4397.0,216.097,124.935,572.097,109.71,60.355,No Data Reported,108.0,No Data Reported,933.613,6867.968
2024-09-01,188.467,4566.3,270.567,113.667,636.2,110.367,67.4,No Data Reported,115.633,No Data Reported,835.767,6904.367
