Month,Coal Industrial Sector CO2 Emissions,Coal Coke Net Imports CO2 Emissions,Natural Gas Industrial Sector CO2 Emissions,Distillate Fuel Oil Industrial Sector CO2 Emissions,HGL Industrial Sector CO2 Emissions,Kerosene Industrial Sector CO2 Emissions,Lubricants Industrial Sector CO2 Emissions,"Motor Gasoline, Excluding Ethanol, Industrial Sector CO2 Emissions",Petroleum Coke Industrial Sector CO2 Emissions,Residual Fuel Oil Industrial Sector CO2 Emissions,Other Petroleum Products Industrial Sector CO2 Emissions,"Petroleum, Excluding Biofuels, Industrial Sector CO2 Emissions",Industrial Share of Electric Power Sector CO2 Emissions,Total Industrial Sector CO2 Emissions
2015-08-01,10.742,-0.138,39.241,6.429,4.796,0.003,0.394,1.484,6.639,0.236,9.676,29.657,47.3,126.803
2015-09-01,10.228,0.004,37.93,8.481,3.836,0.001,0.4,1.409,4.091,0.207,8.827,27.252,43.25,118.664
2015-10-01,10.554,-0.188,39.907,5.884,4.418,0.005,0.471,1.452,5.331,0.193,7.189,24.942,40.418,115.632
2015-11-01,10.285,-0.274,41.005,4.196,3.46,0.002,0.327,1.382,4.832,0.237,9.453,23.889,37.53,112.435
2015-12-01,10.236,-0.062,43.165,5.242,4.244,0.042,0.42,1.437,4.54,0.262,10.563,26.75,35.849,115.939
2016-01-01,9.611,-0.108,45.624,8.347,3.896,0.003,0.441,1.357,6.205,0.31,9.838,30.397,39.06,124.584
2016-02-01,9.675,-0.03,42.14,8.481,3.514,0.003,0.449,1.351,5.432,0.176,12.323,31.729,34.436,117.949
2016-03-01,9.88,-0.054,42.522,8.776,3.793,0.017,0.464,1.469,5.829,0.373,9.669,30.39,32.272,115.009
2016-04-01,9.153,-0.129,40.012,6.477,3.324,0.005,0.412,1.394,4.274,0.449,10.587,26.923,33.131,109.089
2016-05-01,9.281,-0.088,39.773,5.881,3.679,0.013,0.429,1.476,4.179,0.321,9.297,25.275,36.957,111.197
2016-06-01,9.353,0.007,38.308,6.509,3.758,0.016,0.459,1.456,3.439,0.321,10.044,26.0,43.486,117.154
2016-07-01,9.456,-0.149,39.992,4.378,4.158,0.017,0.372,1.5,4.956,0.406,9.406,25.194,47.069,121.561
2016-08-01,9.329,-0.291,40.523,6.842,3.875,0.001,0.402,1.517,7.064,0.303,11.651,31.656,47.021,128.237
2016-09-01,9.182,-0.176,38.974,7.327,4.274,0.022,0.394,1.438,4.133,0.239,10.218,28.044,41.246,117.27
2016-10-01,9.346,-0.349,40.164,7.53,4.454,0.031,0.427,1.423,5.163,0.346,10.927,30.302,39.316,118.778
2016-11-01,9.352,-0.548,41.663,7.636,3.524,0.003,0.38,1.397,7.995,0.29,9.187,30.413,35.863,116.743
2016-12-01,9.65,-0.259,46.077,7.375,3.691,0.034,0.375,1.45,6.245,0.3,10.75,30.221,40.068,125.757
2017-01-01,9.412,-0.366,45.943,7.143,4.327,0.032,0.442,1.345,6.887,0.482,10.029,30.687,38.211,123.887
2017-02-01,9.267,-0.136,40.87,7.792,3.04,0.01,0.376,1.289,3.134,0.219,9.276,25.137,32.587,107.725
2017-03-01,9.415,-0.174,44.176,9.891,3.902,0.003,0.467,1.479,2.674,0.293,11.529,30.237,35.341,118.995
2017-04-01,9.145,-0.153,40.507,6.104,3.945,0.003,0.403,1.425,4.881,0.248,11.978,28.988,33.761,112.247
2017-05-01,9.266,-0.137,40.569,8.071,3.81,0.004,0.427,1.512,5.609,0.318,10.692,30.443,37.955,118.096
2017-06-01,9.07,-0.293,39.67,6.656,3.748,0.002,0.378,1.496,4.114,0.298,11.842,28.535,40.532,117.514
2017-07-01,9.432,-0.138,40.489,4.891,4.521,0.001,0.378,1.522,7.582,0.252,11.308,30.454,45.008,125.245
2017-08-01,9.495,-0.394,41.185,7.246,3.887,0.001,0.3,1.544,4.726,0.302,10.762,28.768,43.996,123.05
2017-09-01,9.276,-0.239,39.902,7.549,4.182,0.018,0.361,1.436,5.565,0.264,10.162,29.537,38.594,117.071
2017-10-01,9.41,-0.483,42.465,8.15,4.512,0.002,0.4,1.48,2.66,0.29,11.213,28.708,37.421,117.521
2017-11-01,9.38,-0.345,44.52,8.899,4.051,0.004,0.386,1.39,6.41,0.383,10.661,32.185,36.832,122.573
2017-12-01,9.636,-0.392,48.211,6.737,3.991,0.001,0.307,1.464,6.438,0.301,11.011,30.251,39.138,126.844
2018-01-01,9.164,-0.434,48.17,9.719,4.809,0.065,0.346,1.412,5.315,0.252,11.185,33.103,38.613,128.616
2018-02-01,8.788,-0.151,43.244,6.799,4.061,0.005,0.399,1.283,2.511,0.243,11.474,26.775,31.809,110.464
2018-03-01,9.278,-0.262,46.07,9.459,4.049,0.011,0.433,1.53,4.785,0.203,12.391,32.86,33.914,121.86
2018-04-01,9.147,-0.274,43.695,7.591,3.722,0.005,0.387,1.441,4.776,0.33,9.336,27.588,32.457,112.613
2018-05-01,9.257,-0.183,42.643,9.016,3.975,0.014,0.337,1.53,5.164,0.246,10.127,30.409,37.926,120.052
2018-06-01,8.922,-0.158,41.328,6.32,3.922,0.003,0.417,1.531,5.523,0.234,11.495,29.444,39.533,119.068
2018-07-01,9.217,-0.255,42.73,6.449,4.906,0.004,0.42,1.554,5.051,0.28,10.112,28.776,44.083,124.551
2018-08-01,9.15,-0.162,42.893,8.349,5.098,0.004,0.44,1.575,7.292,0.243,10.727,33.728,44.203,129.814
2018-09-01,9.158,-0.138,42.175,7.527,5.044,0.001,0.314,1.432,6.408,0.269,8.327,29.323,39.759,120.277
2018-10-01,9.436,-0.206,43.957,8.78,4.885,0.002,0.352,1.497,7.16,0.246,11.378,34.301,38.21,125.698
2018-11-01,9.475,-0.379,46.522,7.435,4.762,0.002,0.373,1.449,4.16,0.3,10.625,29.107,38.481,123.205
2018-12-01,9.662,-0.315,48.416,5.283,4.887,0.002,0.3,1.479,4.167,0.324,9.969,26.411,37.298,121.473
2019-01-01,9.132,-0.317,50.034,10.225,5.453,0.034,0.375,1.407,4.629,0.306,11.364,33.792,37.812,130.452
2019-02-01,8.763,-0.092,45.016,8.608,4.561,0.02,0.312,1.305,1.406,0.242,7.397,23.851,32.668,110.207
2019-03-01,9.201,-0.11,47.471,8.626,4.183,0.001,0.321,1.47,4.901,0.211,10.153,29.865,33.952,120.379
2019-04-01,8.428,-0.121,43.315,7.851,4.111,0.002,0.499,1.458,3.854,0.159,11.619,29.554,30.187,111.362
2019-05-01,8.867,-0.182,43.649,7.983,4.398,0.002,0.352,1.515,5.213,0.172,12.115,31.749,34.384,118.467
2019-06-01,8.79,-0.211,41.297,6.213,4.852,0.001,0.334,1.5,6.749,0.283,10.125,30.057,36.064,115.997
2019-07-01,8.53,-0.198,42.441,5.588,5.579,0.001,0.426,1.524,6.79,0.308,9.943,30.158,41.549,122.48
2019-08-01,8.536,-0.123,43.831,5.547,5.418,0.0,0.379,1.576,5.581,0.292,12.193,30.986,40.836,124.065
2019-09-01,8.487,-0.276,42.087,6.778,5.697,0.007,0.308,1.424,4.159,0.267,11.052,29.692,37.116,117.106
2019-10-01,8.74,-0.237,44.496,8.879,5.474,0.003,0.43,1.484,4.171,0.294,11.665,32.401,33.078,118.479
2019-11-01,8.446,-0.205,47.022,7.493,4.855,0.015,0.336,1.419,5.961,0.188,11.36,31.628,34.174,121.063
2019-12-01,8.801,-0.327,49.617,5.411,5.049,0.018,0.311,1.429,6.289,0.269,11.817,30.594,32.397,121.081
2020-01-01,8.439,-0.167,50.129,10.165,4.305,0.062,0.429,1.618,4.017,0.229,11.239,32.065,30.866,121.331
2020-02-01,8.404,-0.195,46.457,10.099,3.689,0.067,0.348,1.577,3.886,0.178,11.973,31.817,29.159,115.641
2020-03-01,8.238,-0.151,46.281,8.778,5.091,0.013,0.274,1.455,3.955,0.089,12.986,32.64,28.862,115.87
2020-04-01,6.771,-0.154,41.92,4.098,3.0,0.006,0.281,1.064,2.737,0.064,9.98,21.229,24.222,93.989
2020-05-01,6.419,-0.05,40.645,2.675,4.529,0.0,0.283,1.336,3.454,0.051,11.303,23.631,26.057,96.701
2020-06-01,6.928,-0.051,39.774,3.178,4.714,0.002,0.337,1.486,3.199,0.193,9.514,22.623,30.759,100.033
2020-07-01,6.532,-0.014,41.81,4.674,5.121,0.0,0.383,1.573,4.043,0.323,9.99,26.106,37.102,111.536
2020-08-01,6.772,-0.07,42.591,5.121,5.546,0.023,0.324,1.587,6.004,0.29,10.329,29.225,38.261,116.78
2020-09-01,6.698,-0.067,42.089,6.55,5.793,0.018,0.347,1.537,5.139,0.298,8.06,27.74,31.987,108.448
2020-10-01,7.534,-0.154,44.453,8.439,6.061,0.006,0.378,1.551,3.691,0.236,8.123,28.486,31.92,112.239
2020-11-01,7.627,-0.25,45.235,7.52,6.026,0.003,0.343,1.434,4.995,0.192,9.289,29.801,30.363,112.776
2020-12-01,7.763,-0.148,49.609,7.707,6.484,0.02,0.389,1.454,3.969,0.194,10.193,30.41,32.653,120.287
2021-01-01,8.323,-0.352,50.03,8.665,6.47,0.011,0.389,1.295,4.252,0.23,9.15,30.462,32.684,121.146
2021-02-01,7.732,-0.298,43.082,6.059,3.319,0.048,0.337,1.183,1.819,0.207,7.917,20.889,32.899,104.304
2021-03-01,8.352,-0.018,45.547,8.521,4.97,0.004,0.33,1.428,4.107,0.253,10.69,30.303,27.705,111.889
2021-04-01,7.903,-0.47,43.897,7.925,4.696,0.007,0.355,1.434,3.236,0.12,13.292,31.066,28.671,111.067
2021-05-01,8.064,-0.418,43.275,6.8,5.605,0.001,0.364,1.515,5.881,0.238,10.071,30.476,32.138,113.534
2021-06-01,7.942,-0.68,41.969,6.362,6.05,0.0,0.372,1.514,5.024,0.297,8.981,28.601,38.089,115.921
2021-07-01,8.053,-0.331,43.81,4.755,6.279,0.002,0.371,1.553,3.479,0.313,9.55,26.302,41.97,119.804
2021-08-01,8.048,-0.574,43.926,7.367,6.485,0.003,0.329,1.536,5.566,0.303,8.955,30.546,41.762,123.707
2021-09-01,7.836,-0.658,42.139,7.916,6.071,0.003,0.308,1.445,4.255,0.298,9.133,29.429,34.927,113.674
2021-10-01,8.365,-0.403,44.56,7.071,5.816,0.019,0.352,1.503,3.773,0.335,11.351,30.22,33.421,116.164
2021-11-01,8.227,-0.558,47.115,9.337,4.919,0.007,0.367,1.455,3.979,0.362,8.26,28.687,31.509,114.98
2021-12-01,8.232,-0.781,49.667,6.968,5.989,0.002,0.327,1.483,5.675,0.396,8.703,29.543,30.45,117.111
2022-01-01,8.062,-0.553,51.511,9.156,4.546,0.041,0.41,1.409,3.864,0.208,8.732,28.367,35.519,122.905
2022-02-01,7.791,-0.268,45.61,8.242,3.98,0.003,0.336,1.369,3.189,0.236,7.934,25.289,29.704,108.126
2022-03-01,8.094,-0.54,48.214,9.095,4.476,0.001,0.453,1.575,4.138,0.33,9.229,29.298,29.27,114.335
2022-04-01,7.726,-0.594,45.115,7.234,3.743,0.004,0.389,1.491,3.711,0.256,9.203,26.032,28.397,106.676
2022-05-01,7.816,-1.085,44.33,6.432,3.956,0.008,0.367,1.595,3.039,0.293,9.583,25.272,32.185,108.518
2022-06-01,7.616,-0.401,42.579,7.018,4.509,0.001,0.296,1.532,3.475,0.304,9.478,26.613,35.724,112.13
2022-07-01,7.626,-0.512,43.519,4.892,4.972,0.004,0.152,1.541,6.421,0.296,10.108,28.386,38.998,118.016
2022-08-01,7.601,-0.496,44.165,6.786,4.51,0.0,0.438,1.591,4.731,0.299,10.107,28.462,39.345,119.077
2022-09-01,7.434,-0.532,42.744,8.209,4.749,0.004,0.312,1.499,4.218,0.378,9.322,28.691,33.242,111.579
2022-10-01,7.728,-0.441,45.01,8.584,4.317,0.001,0.425,1.535,2.903,0.258,9.449,27.472,31.616,111.384
2022-11-01,7.513,-0.316,46.705,8.184,4.189,0.006,0.34,1.49,4.91,0.305,8.95,28.374,30.663,112.939
2022-12-01,7.564,-0.608,48.472,4.856,3.602,0.007,0.342,1.502,3.46,0.27,9.062,23.102,33.327,111.857
2023-01-01,7.663,-0.365,49.079,8.861,4.401,0.037,0.377,1.447,1.889,0.282,8.862,26.155,29.168,111.7
2023-02-01,7.458,-0.245,44.994,6.043,3.726,0.022,0.335,1.376,3.614,0.33,7.751,23.198,25.42,100.825
2023-03-01,7.809,-0.23,48.557,9.161,3.365,0.005,0.196,1.587,5.011,0.216,9.119,28.66,28.159,112.955
2023-04-01,6.948,-0.172,45.559,7.028,4.029,0.012,0.256,1.516,5.461,0.208,9.254,27.764,25.53,105.629
2023-05-01,7.034,-0.32,44.64,7.41,4.189,0.019,0.317,1.587,3.803,0.17,9.772,27.268,28.721,107.343
2023-06-01,6.981,-0.268,43.028,7.087,4.531,0.007,0.3,1.584,3.258,0.205,9.465,26.437,33.047,109.226
2023-07-01,6.9,-0.369,44.031,4.412,5.235,0.016,0.308,1.571,1.458,0.197,10.157,23.354,37.874,111.791
2023-08-01,6.932,-0.291,45.161,8.361,4.919,0.001,0.266,1.614,5.073,0.264,9.745,30.242,37.75,119.793
2023-09-01,6.821,-0.443,43.733,6.955,4.775,0.014,0.233,1.497,6.466,0.182,9.133,29.254,32.132,111.498
2023-10-01,6.864,-0.191,46.136,8.362,5.217,0.001,0.318,1.587,4.441,0.213,8.614,28.754,30.749,112.313
2023-11-01,7.146,-0.249,47.767,7.892,4.927,0.001,0.163,1.505,7.409,0.293,8.848,31.039,29.825,115.528
2023-12-01,6.954,-0.528,50.659,5.004,5.154,0.025,0.127,1.538,2.685,0.291,9.148,23.971,30.156,111.213
2024-01-01,6.884,-0.084,50.875,8.465,4.7,0.02,0.278,1.442,3.483,0.293,8.667,27.349,34.003,119.027
2024-02-01,6.913,-0.177,46.09,7.283,4.267,0.011,0.225,1.405,2.085,0.217,8.018,23.511,25.437,101.775
2024-03-01,7.071,-0.464,47.936,6.164,4.156,0.01,0.248,1.555,2.253,0.274,8.804,23.465,25.825,103.833
2024-04-01,6.751,-0.505,44.871,6.996,3.838,0.016,0.351,1.5,6.301,0.27,8.474,27.746,25.364,104.227
2024-05-01,6.587,-0.279,44.613,6.919,4.602,0.016,0.245,1.639,5.084,0.267,9.492,28.264,29.641,108.827
2024-06-01,6.583,-0.546,42.876,4.641,4.598,0.011,0.273,1.545,3.475,0.255,9.414,24.213,32.6,105.725
2024-07-01,6.423,-0.178,44.706,5.983,4.402,0.002,0.29,1.625,5.65,0.236,9.475,27.662,36.574,115.187
2024-08-01,6.579,-0.462,45.5,7.529,4.836,0.009,0.248,1.618,1.525,0.244,9.552,25.562,36.703,113.882
2024-09-01,6.548,-0.372,43.711,6.414,5.232,0.0,0.225,1.521,3.761,0.184,8.867,26.205,32.022,108.114
