Month,Coal Transportation Sector CO2 Emissions,Natural Gas Transportation Sector CO2 Emissions,Aviation Gasoline Transportation Sector CO2 Emissions,"Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions",HGL Transportation Sector CO2 Emissions,Jet Fuel Transportation Sector CO2 Emissions,Lubricants Transportation Sector CO2 Emissions,"Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions",Residual Fuel Oil Transportation Sector CO2 Emissions,"Petroleum, Excluding Biofuels, Transportation Sector CO2 Emissions",Transportation Share of Electric Power Sector CO2 Emissions,Total Energy Transportation Sector CO2 Emissions
2017-06-01,0.0,2.979,0.174,37.927,0.064,21.647,0.429,93.852,4.192,158.285,0.298,161.562
2017-07-01,0.0,3.336,0.137,38.671,0.066,22.011,0.429,95.423,3.542,160.279,0.323,163.937
2017-08-01,0.0,3.262,0.148,40.278,0.066,22.37,0.341,96.81,4.302,164.314,0.316,167.892
2017-09-01,0.0,2.989,0.102,37.578,0.064,19.988,0.41,90.061,3.602,151.806,0.286,155.08
2017-10-01,0.0,3.158,0.103,38.954,0.066,22.233,0.455,92.826,4.01,158.647,0.283,162.087
2017-11-01,0.0,3.655,0.112,36.52,0.064,20.707,0.439,87.199,4.827,149.868,0.277,153.8
2017-12-01,0.0,4.783,0.134,35.381,0.066,22.289,0.349,91.807,3.499,153.526,0.324,158.633
2018-01-01,0.0,5.662,0.103,36.187,0.067,19.909,0.388,86.868,2.704,146.226,0.36,152.248
2018-02-01,0.0,4.59,0.069,32.757,0.061,18.23,0.448,78.9,3.368,133.833,0.267,138.69
2018-03-01,0.0,4.733,0.141,38.654,0.067,21.659,0.487,94.139,2.917,158.065,0.259,163.058
2018-04-01,0.0,3.979,0.13,38.44,0.065,20.023,0.434,88.645,5.091,152.828,0.246,157.052
2018-05-01,0.0,3.476,0.133,41.484,0.067,21.388,0.378,94.125,3.688,161.264,0.26,165.0
2018-06-01,0.0,3.489,0.152,39.869,0.065,22.816,0.468,94.17,3.304,160.843,0.288,164.619
2018-07-01,0.0,3.97,0.176,41.794,0.067,22.512,0.471,95.617,4.357,164.995,0.313,169.278
2018-08-01,0.0,3.903,0.16,43.105,0.067,23.586,0.494,96.868,3.581,167.861,0.326,172.091
2018-09-01,0.0,3.632,0.099,39.38,0.065,20.932,0.353,88.082,4.189,153.1,0.297,157.03
2018-10-01,0.0,3.848,0.176,41.151,0.067,21.266,0.396,92.087,3.315,158.457,0.283,162.588
2018-11-01,0.0,4.573,0.077,37.231,0.065,21.577,0.419,89.118,4.16,152.648,0.292,157.512
2018-12-01,0.0,5.053,0.133,36.117,0.067,21.285,0.337,90.98,4.684,153.604,0.304,158.961
2019-01-01,0.0,6.509,0.093,36.643,0.067,20.581,0.416,87.234,3.853,148.887,0.306,155.702
2019-02-01,0.0,5.737,0.086,34.07,0.06,18.425,0.346,80.943,3.147,137.078,0.287,143.102
2019-03-01,0.0,5.557,0.136,38.475,0.067,21.728,0.356,91.157,2.711,154.629,0.287,160.474
2019-04-01,0.0,4.19,0.124,38.96,0.065,21.572,0.553,90.438,2.035,153.746,0.229,158.165
2019-05-01,0.0,4.036,0.162,41.123,0.067,22.512,0.39,93.943,2.273,160.47,0.247,164.754
2019-06-01,0.0,4.009,0.163,40.246,0.065,22.137,0.37,92.996,3.887,159.864,0.258,164.131
2019-07-01,0.0,4.531,0.185,41.5,0.067,23.45,0.473,94.492,4.255,164.421,0.294,169.246
2019-08-01,0.0,4.6,0.139,41.812,0.067,23.38,0.421,97.753,4.049,167.62,0.293,172.513
2019-09-01,0.0,4.165,0.156,39.393,0.065,20.918,0.342,88.282,3.657,152.812,0.291,157.269
2019-10-01,0.0,4.353,0.151,41.777,0.067,21.924,0.478,92.041,3.974,160.412,0.213,164.977
2019-11-01,0.0,5.262,0.13,37.895,0.065,21.022,0.373,87.992,2.397,149.873,0.264,155.398
2019-12-01,0.0,6.0,0.092,36.586,0.067,22.971,0.345,88.652,3.494,152.208,0.262,158.47
2020-01-01,0.0,6.406,0.129,34.863,0.046,21.238,0.446,85.663,2.873,145.258,0.257,151.921
2020-02-01,0.0,5.899,0.077,33.285,0.043,19.23,0.362,83.494,2.086,138.577,0.229,144.705
2020-03-01,0.0,5.236,0.124,36.889,0.046,17.619,0.285,77.003,0.945,132.912,0.213,138.361
2020-04-01,0.0,4.338,0.067,34.85,0.045,8.331,0.292,56.305,0.708,100.598,0.148,105.083
2020-05-01,0.0,3.992,0.146,36.065,0.046,7.58,0.294,70.725,0.546,115.404,0.159,119.556
2020-06-01,0.0,4.099,0.12,36.506,0.045,9.634,0.351,78.634,2.412,127.702,0.188,131.989
2020-07-01,0.0,4.749,0.137,38.855,0.046,12.285,0.398,83.269,4.345,139.336,0.243,144.328
2020-08-01,0.0,4.624,0.121,39.508,0.046,12.895,0.337,84.014,3.795,140.716,0.231,145.572
2020-09-01,0.0,4.14,0.128,37.128,0.045,11.317,0.361,81.326,3.909,134.214,0.211,138.566
2020-10-01,0.0,4.462,0.127,39.351,0.046,12.769,0.393,82.111,3.1,137.899,0.203,142.564
2020-11-01,0.0,4.702,0.117,35.846,0.045,13.879,0.357,75.883,2.412,128.537,0.201,133.44
2020-12-01,0.0,6.147,0.104,36.053,0.046,14.58,0.405,76.964,2.265,130.416,0.255,136.818
2021-01-01,0.0,7.126,0.124,34.797,0.052,14.36,0.408,76.527,2.954,129.223,0.232,136.582
2021-02-01,0.0,6.639,0.053,31.894,0.047,12.463,0.354,69.879,2.718,117.408,0.243,124.29
2021-03-01,0.0,5.622,0.099,37.704,0.052,14.602,0.346,84.336,3.505,140.644,0.194,146.46
2021-04-01,0.0,4.826,0.158,38.263,0.05,15.875,0.372,84.712,1.534,140.965,0.182,145.973
2021-05-01,0.0,4.488,0.099,39.824,0.052,16.4,0.382,89.498,3.286,149.543,0.187,154.218
2021-06-01,0.0,4.763,0.177,39.741,0.05,17.522,0.39,89.414,4.252,151.547,0.223,156.534
2021-07-01,0.0,5.137,0.114,40.534,0.052,19.062,0.389,91.738,4.454,156.344,0.252,161.732
2021-08-01,0.0,5.176,0.166,42.292,0.052,19.851,0.345,90.73,4.205,157.64,0.255,163.072
2021-09-01,0.0,4.533,0.15,39.262,0.05,18.244,0.323,85.391,4.105,147.524,0.214,152.272
2021-10-01,0.0,4.786,0.126,39.878,0.052,18.623,0.37,88.779,4.515,152.342,0.209,157.337
2021-11-01,0.0,5.705,0.108,38.111,0.05,18.517,0.385,85.979,5.092,148.242,0.188,154.134
2021-12-01,0.0,6.397,0.115,37.007,0.052,19.266,0.343,87.619,5.551,149.953,0.192,156.542
2022-01-01,0.0,8.081,0.079,35.412,0.06,18.008,0.463,79.115,3.064,136.2,0.239,144.52
2022-02-01,0.0,6.878,0.13,33.439,0.054,16.262,0.379,76.9,3.637,130.801,0.218,137.898
2022-03-01,0.0,6.237,0.156,38.407,0.06,19.299,0.512,88.446,4.645,151.525,0.203,157.965
2022-04-01,0.0,5.286,0.11,38.301,0.058,19.008,0.44,83.716,3.052,144.685,0.177,150.148
2022-05-01,0.0,5.012,0.096,40.011,0.06,20.202,0.415,89.56,4.053,154.397,0.198,159.607
2022-06-01,0.0,5.184,0.173,40.541,0.058,20.713,0.334,86.023,3.887,151.728,0.207,157.118
2022-07-01,0.0,5.78,0.098,41.053,0.06,20.347,0.171,86.539,3.838,152.106,0.244,158.13
2022-08-01,0.0,5.725,0.198,42.374,0.06,20.996,0.495,89.359,4.801,158.282,0.226,164.233
2022-09-01,0.0,5.108,0.119,39.868,0.058,18.851,0.352,84.169,5.77,149.187,0.214,154.51
2022-10-01,0.0,5.278,0.126,41.092,0.06,19.785,0.48,86.174,3.345,151.062,0.199,156.539
2022-11-01,0.0,6.192,0.137,37.785,0.058,19.468,0.384,83.651,4.382,145.866,0.205,152.263
2022-12-01,0.0,7.574,0.119,36.173,0.06,20.222,0.386,84.359,2.839,144.158,0.241,151.973
2023-01-01,0.0,7.232,0.062,34.476,0.06,19.396,0.426,81.238,3.352,139.01,0.21,146.452
2023-02-01,0.0,6.458,0.103,31.411,0.054,17.383,0.379,77.29,4.166,130.785,0.187,137.43
2023-03-01,0.0,6.623,0.133,37.596,0.06,20.479,0.221,89.112,2.699,150.3,0.196,157.12
2023-04-01,0.0,5.368,0.099,37.368,0.058,19.73,0.289,85.129,1.935,144.608,0.164,150.14
2023-05-01,0.0,5.154,0.151,39.618,0.06,21.199,0.358,89.122,2.582,153.088,0.179,158.422
2023-06-01,0.0,5.247,0.15,39.576,0.058,21.569,0.339,88.943,3.278,153.913,0.222,159.382
2023-07-01,0.0,5.892,0.154,39.888,0.06,22.257,0.348,88.197,3.037,153.94,0.26,160.091
2023-08-01,0.0,5.908,0.162,42.249,0.06,21.679,0.3,90.619,4.027,159.096,0.237,165.241
2023-09-01,0.0,5.268,0.075,38.292,0.058,20.782,0.263,84.06,2.497,146.026,0.242,151.536
2023-10-01,0.0,5.413,0.179,40.089,0.06,21.547,0.36,89.138,3.247,154.619,0.202,160.234
2023-11-01,0.0,6.211,0.103,36.866,0.058,19.947,0.185,84.506,4.376,146.041,0.2,152.452
2023-12-01,0.0,6.949,0.093,35.528,0.06,21.18,0.143,86.372,4.08,147.456,0.207,154.613
2024-01-01,0.0,7.883,0.076,33.501,0.059,19.504,0.315,80.998,3.119,137.573,0.25,145.706
2024-02-01,0.0,6.359,0.147,31.447,0.056,18.576,0.254,78.876,3.023,132.378,0.176,138.912
2024-03-01,0.0,6.02,0.099,35.122,0.059,20.96,0.28,87.313,3.951,147.785,0.186,153.991
2024-04-01,0.0,5.179,0.143,36.347,0.057,20.992,0.397,84.238,3.802,145.977,0.167,151.322
2024-05-01,0.0,5.061,0.124,38.431,0.059,22.449,0.277,92.063,3.667,157.07,0.202,162.333
2024-06-01,0.0,5.251,0.179,37.284,0.057,21.013,0.309,86.777,3.411,149.03,0.211,154.491
2024-07-01,0.0,5.907,0.178,39.692,0.059,23.256,0.327,91.26,3.629,158.401,0.257,164.565
2024-08-01,0.0,5.855,0.147,40.824,0.059,22.712,0.28,90.87,3.562,158.454,0.253,164.562
2024-09-01,0.0,5.24,0.15,37.094,0.057,20.527,0.255,85.426,2.483,145.991,0.207,151.439
