Month,Natural Gas Gross Withdrawals,Natural Gas Marketed Production (Wet),NGPL Production,Natural Gas Production (Dry),Supplemental Gaseous Fuels,Natural Gas Imports,Natural Gas Exports,Natural Gas Net Imports,Natural Gas Net Storage Withdrawals,Natural Gas Balancing Item,Natural Gas Consumption
2016-04-01,2678.61,2361.554,150.335,2211.218,4.755,241.317,177.853,63.464,-170.548,-25.042,2083.848
2016-05-01,2767.844,2412.475,153.577,2258.898,4.858,248.317,188.274,60.043,-336.845,-21.156,1965.799
2016-06-01,2628.164,2312.288,147.199,2165.089,4.656,241.885,183.013,58.872,-228.85,0.888,2000.656
2016-07-01,2721.21,2408.915,153.35,2255.564,4.851,265.022,188.682,76.339,-138.904,-11.234,2186.616
2016-08-01,2722.631,2389.813,152.134,2237.678,4.812,261.983,214.226,47.757,-129.65,47.777,2208.375
2016-09-01,2626.213,2297.402,146.252,2151.15,4.626,238.491,201.986,36.505,-269.618,25.089,1947.752
2016-10-01,2720.187,2364.679,150.534,2214.145,4.762,231.449,176.466,54.983,-316.367,-32.32,1925.203
2016-11-01,2678.247,2307.494,146.894,2160.6,4.646,231.044,227.919,3.125,38.639,-47.567,2159.445
2016-12-01,2746.543,2357.556,150.081,2207.475,4.747,280.791,250.836,29.955,687.508,-63.412,2866.273
2017-01-01,2723.628,2339.431,151.984,2187.447,5.263,291.656,269.96,21.696,687.268,12.604,2914.277
2017-02-01,2493.267,2142.588,139.196,2003.393,4.82,254.597,253.227,1.37,291.563,39.372,2340.517
2017-03-01,2797.117,2425.799,157.595,2268.204,5.457,280.567,273.345,7.222,281.497,-38.726,2523.654
2017-04-01,2689.967,2350.432,152.698,2197.733,5.288,238.279,242.424,-4.146,-235.891,-30.917,1932.067
2017-05-01,2778.965,2428.739,157.786,2270.953,5.464,244.353,248.867,-4.514,-347.723,-32.605,1891.574
2017-06-01,2688.422,2373.176,154.176,2219.0,5.339,239.805,253.322,-13.517,-287.064,-14.075,1909.683
2017-07-01,2753.997,2477.573,160.958,2316.614,5.574,250.508,248.801,1.707,-154.78,-27.982,2141.134
2017-08-01,2769.67,2476.18,160.868,2315.312,5.57,247.888,247.302,0.586,-201.367,-26.618,2093.483
2017-09-01,2763.285,2438.213,158.401,2279.811,5.485,229.444,248.916,-19.472,-323.349,-22.96,1919.516
2017-10-01,2911.373,2564.255,166.59,2397.665,5.769,241.338,279.775,-38.437,-253.596,-80.449,2030.95
2017-11-01,2897.003,2558.771,166.233,2392.537,5.756,240.314,287.727,-47.413,90.456,-84.177,2357.16
2017-12-01,3025.419,2662.67,170.757,2491.914,5.913,274.478,300.138,-25.661,707.086,-93.56,3085.692
2018-01-01,2993.178,2618.315,177.251,2441.063,5.5,299.891,300.234,-0.342,913.41,-18.191,3341.44
2018-02-01,2751.215,2414.348,163.444,2250.905,5.072,237.417,275.652,-38.235,476.95,16.55,2711.241
2018-03-01,3069.284,2704.217,183.067,2521.151,5.681,270.762,291.468,-20.705,292.55,-0.858,2797.818
2018-04-01,2976.108,2612.541,176.861,2435.681,5.488,242.264,278.941,-36.677,-37.154,-15.829,2351.509
2018-05-01,3098.558,2730.667,184.857,2545.81,5.736,227.168,272.116,-44.947,-433.358,-17.135,2056.106
2018-06-01,2972.738,2655.954,179.799,2476.154,5.579,228.469,261.995,-33.526,-357.739,-26.21,2064.26
2018-07-01,3138.242,2799.146,189.493,2609.653,5.88,247.012,305.997,-58.986,-193.992,-10.34,2352.215
2018-08-01,3206.177,2855.6,193.315,2662.285,5.999,237.025,311.449,-74.424,-243.939,-34.586,2315.335
2018-09-01,3153.978,2808.817,190.148,2618.67,5.901,214.074,301.742,-87.667,-343.832,-35.856,2157.215
2018-10-01,3314.676,2939.25,198.978,2740.273,6.175,215.128,306.653,-91.525,-299.401,-69.508,2286.013
2018-11-01,3259.912,2894.098,195.921,2698.177,6.08,212.486,337.789,-125.302,211.877,-74.603,2716.229
2018-12-01,3391.473,2975.914,201.46,2774.454,6.252,257.148,363.806,-106.658,328.89,-3.015,2999.923
2019-01-01,3376.735,2974.83,207.962,2766.868,4.96,290.886,364.787,-73.9,722.237,4.88,3425.044
2019-02-01,3056.916,2705.249,189.116,2516.133,4.51,233.344,329.954,-96.61,579.543,16.5,3020.076
2019-03-01,3383.042,3008.808,210.337,2798.471,5.016,252.989,373.539,-120.55,252.615,-7.027,2928.525
2019-04-01,3315.27,2925.844,204.537,2721.306,4.878,206.559,338.213,-131.654,-389.368,8.335,2213.498
2019-05-01,3424.018,3046.445,212.968,2833.477,5.079,207.651,368.568,-160.917,-480.271,-62.231,2135.137
2019-06-01,3299.794,2956.304,206.667,2749.637,4.929,201.163,360.226,-159.063,-439.124,-36.111,2120.269
2019-07-01,3395.984,3071.698,214.733,2856.964,5.121,230.407,393.4,-162.993,-260.342,-43.57,2395.18
2019-08-01,3448.106,3146.384,219.954,2926.429,5.246,220.076,384.983,-164.907,-292.461,-39.139,2435.169
2019-09-01,3396.571,3056.535,213.673,2842.862,5.096,208.286,394.511,-186.225,-427.095,-27.517,2207.12
2019-10-01,3551.97,3186.15,222.734,2963.416,5.312,210.537,425.775,-215.237,-352.691,-93.331,2307.468
2019-11-01,3509.293,3133.926,219.084,2914.843,5.225,223.765,441.944,-218.18,155.624,-73.284,2784.228
2019-12-01,3622.512,3234.746,226.132,3008.614,5.393,256.053,481.757,-225.704,427.898,-44.618,3171.583
2020-01-01,3598.402,3257.533,239.079,3018.453,5.571,262.08,510.444,-248.363,580.617,-26.456,3329.822
2020-02-01,3366.311,2992.845,223.394,2769.451,5.206,238.328,454.245,-215.917,545.043,-39.115,3064.668
2020-03-01,3579.884,3192.036,239.233,2952.802,5.575,213.231,497.437,-284.206,53.442,0.369,2727.983
2020-04-01,3375.996,3076.174,225.432,2850.742,5.253,190.049,420.767,-230.717,-311.296,-48.054,2265.928
2020-05-01,3290.613,2942.912,219.084,2723.828,5.105,186.518,395.472,-208.954,-454.122,13.063,2078.92
2020-06-01,3220.917,2927.068,215.04,2712.029,5.011,187.478,338.486,-151.009,-363.137,-66.428,2136.466
2020-07-01,3386.52,3026.78,226.142,2800.638,5.27,210.419,349.167,-138.748,-164.823,-31.696,2470.641
2020-08-01,3368.303,3027.588,225.412,2802.176,5.253,211.352,360.23,-148.878,-232.198,-19.733,2406.619
2020-09-01,3274.179,2957.168,218.375,2738.793,5.089,174.225,395.424,-221.199,-328.688,-34.781,2159.214
2020-10-01,3381.515,3004.869,223.934,2780.936,5.218,199.306,481.621,-282.314,-95.724,-85.298,2322.819
2020-11-01,3371.22,2998.371,223.387,2774.983,5.206,211.57,528.21,-316.64,-6.362,-8.321,2448.866
2020-12-01,3516.066,3117.483,231.185,2886.298,5.387,266.618,553.176,-286.558,597.482,-11.991,3190.619
2021-01-01,3504.128,3105.581,233.604,2871.976,5.493,284.065,563.515,-279.45,718.754,18.446,3335.219
2021-02-01,2938.642,2597.23,195.366,2401.865,4.594,271.877,424.004,-152.127,794.993,46.392,3095.717
2021-03-01,3509.749,3136.068,235.898,2900.17,5.547,238.724,595.411,-356.687,63.811,27.261,2640.102
2021-04-01,3428.387,3058.663,230.075,2828.588,5.41,208.369,564.333,-355.964,-179.528,-26.884,2271.622
2021-05-01,3524.82,3158.085,237.554,2920.531,5.586,204.89,578.056,-373.167,-423.499,-13.032,2116.42
2021-06-01,3389.749,3045.264,229.067,2816.197,5.386,207.859,539.165,-331.305,-253.915,5.668,2242.031
2021-07-01,3508.68,3176.507,238.939,2937.568,5.619,227.779,566.046,-338.268,-174.911,-12.417,2417.59
2021-08-01,3534.922,3185.92,239.647,2946.272,5.635,220.959,563.573,-342.614,-164.45,-8.578,2436.266
2021-09-01,3440.723,3104.078,233.491,2870.587,5.491,220.206,535.583,-315.377,-397.689,-24.801,2138.211
2021-10-01,3612.938,3258.481,245.106,3013.375,5.764,228.203,545.055,-316.852,-367.579,-75.381,2259.328
2021-11-01,3564.46,3188.958,239.876,2949.082,5.641,242.405,556.982,-314.578,136.738,-91.905,2684.978
2021-12-01,3719.546,3323.025,249.961,3073.064,5.878,252.626,620.886,-368.26,330.302,-32.762,3008.222
2022-01-01,3619.951,3227.152,252.277,2974.875,6.004,296.247,611.059,-314.813,1013.484,-94.586,3584.964
2022-02-01,3258.663,2907.17,227.263,2679.907,5.409,257.976,546.628,-288.652,672.512,-17.587,3051.589
2022-03-01,3654.373,3274.221,255.957,3018.264,6.091,259.498,639.308,-379.81,170.662,-34.415,2780.792
2022-04-01,3560.078,3191.194,249.466,2941.728,5.937,244.997,587.601,-342.604,-220.338,-27.511,2357.211
2022-05-01,3686.858,3323.683,259.823,3063.86,6.184,230.898,616.891,-385.993,-412.143,-31.409,2240.499
2022-06-01,3556.553,3224.218,252.048,2972.17,5.998,228.881,553.963,-325.082,-331.751,-3.921,2317.415
2022-07-01,3727.151,3366.612,263.179,3103.433,6.263,257.195,560.047,-302.852,-186.761,-29.977,2590.107
2022-08-01,3721.773,3383.875,264.529,3119.346,6.295,235.883,558.235,-322.353,-213.334,-23.452,2566.504
2022-09-01,3660.837,3322.061,259.697,3062.364,6.18,233.926,526.658,-292.732,-445.935,-36.492,2293.386
2022-10-01,3804.974,3429.12,268.066,3161.054,6.38,239.505,554.531,-315.026,-431.72,-58.177,2362.511
2022-11-01,3703.6,3318.229,259.397,3058.832,6.173,246.2,553.977,-307.777,77.894,-66.56,2768.563
2022-12-01,3746.117,3361.922,262.813,3099.109,6.255,292.939,597.535,-304.596,587.96,-10.358,3378.37
2023-01-01,3812.765,3419.928,268.763,3151.293,13.03,275.23,608.605,-333.376,455.63,28.139,3314.716
2023-02-01,3449.4,3094.781,245.677,2849.194,10.949,243.931,574.773,-330.842,399.179,28.977,2957.456
2023-03-01,3851.073,3465.974,282.813,3183.183,11.897,249.519,650.384,-400.865,223.658,12.924,3030.795
2023-04-01,3722.659,3353.338,277.562,3075.757,9.958,220.387,620.697,-400.309,-268.605,6.252,2423.053
2023-05-01,3862.507,3490.885,286.24,3204.653,10.144,216.145,638.382,-422.237,-452.208,-25.939,2314.413
2023-06-01,3713.099,3366.747,275.108,3091.656,8.11,231.555,607.307,-375.753,-343.529,-11.149,2369.336
2023-07-01,3820.319,3485.791,288.638,3197.133,11.916,256.093,634.485,-378.392,-133.525,-23.892,2673.239
2023-08-01,3842.716,3524.611,291.121,3233.476,9.015,246.435,634.499,-388.064,-132.85,-35.188,2686.39
2023-09-01,3754.414,3417.169,289.513,3127.567,5.895,230.008,625.625,-395.616,-322.862,-29.667,2385.317
2023-10-01,3901.637,3527.574,299.723,3227.751,6.015,230.969,651.805,-420.836,-321.344,-47.801,2443.785
2023-11-01,3833.62,3459.817,289.182,3170.586,9.052,251.042,654.23,-403.188,64.986,-11.039,2830.397
2023-12-01,3986.642,3582.998,292.004,3291.02,10.714,276.86,708.805,-431.944,283.872,46.786,3200.449
2024-01-01,3871.729,3478.855,269.19,3209.666,12.003,322.997,673.998,-351.001,844.369,-12.534,3702.503
2024-02-01,3723.104,3348.137,275.682,3072.455,10.068,258.29,643.532,-385.242,262.715,11.03,2971.026
2024-03-01,3880.213,3486.527,304.39,3182.137,10.326,243.413,667.989,-424.576,46.062,-14.778,2799.172
2024-04-01,3716.254,3352.207,301.0,3051.207,9.769,221.912,567.223,-345.311,-256.014,-64.696,2394.955
2024-05-01,3834.338,3461.632,313.602,3148.03,9.882,238.47,646.403,-407.933,-362.533,-53.592,2333.854
2024-06-01,3731.414,3385.781,301.477,3084.304,8.904,246.747,626.772,-380.025,-253.559,-29.711,2429.912
2024-07-01,3889.585,3536.125,306.403,3229.721,10.52,271.444,608.126,-336.683,-119.518,-39.695,2744.345
2024-08-01,3852.594,3510.728,311.57,3199.158,10.054,260.891,650.277,-389.387,-78.624,-22.191,2719.011
2024-09-01,3713.787,3370.962,306.989,3063.973,8.274,246.564,638.266,-391.703,-251.504,-4.379,2424.661
