Month,"Coal, Including Coal Coke Net Imports, CO2 Emissions","Natural Gas, Excluding Supplemental Gaseous Fuels, CO2 Emissions",Aviation Gasoline CO2 Emissions,"Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions",Hydrocarbon Gas Liquids CO2 Emissions,Jet Fuel CO2 Emissions,Kerosene CO2 Emissions,Lubricants CO2 Emissions,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Petroleum Coke CO2 Emissions,Residual Fuel Oil CO2 Emissions,Other Petroleum Products CO2 Emissions,"Petroleum, Excluding Biofuels, CO2 Emissions",Total Energy CO2 Emissions
1973-01-01,109.559,125.599,0.428,55.157,10.464,13.742,5.222,1.037,70.937,4.85,48.37,8.754,218.962,454.121
1973-02-01,98.839,113.788,0.431,51.771,8.849,12.193,4.475,1.025,67.412,3.992,44.686,7.674,202.509,415.136
1973-03-01,98.488,107.736,0.459,44.46,6.688,12.293,2.582,1.105,75.521,4.357,45.111,8.659,201.234,407.459
1973-04-01,94.155,97.871,0.446,33.973,5.793,12.112,2.031,0.979,73.404,4.179,35.063,8.23,176.211,368.237
1973-05-01,95.429,92.07,0.549,35.591,5.489,13.756,1.702,1.156,80.093,4.645,36.889,8.688,188.558,376.057
1973-06-01,98.894,81.684,0.471,31.175,4.503,12.039,1.464,1.006,78.143,4.872,36.914,8.846,179.432,360.01
1973-07-01,104.377,82.894,0.42,31.004,4.416,12.941,1.91,1.22,81.437,4.803,35.288,9.082,182.52,369.792
1973-08-01,106.637,84.126,0.668,34.029,5.232,12.956,1.886,1.187,84.144,5.01,40.315,9.168,194.594,385.357
1973-09-01,99.442,81.143,0.462,34.466,5.33,12.808,2.296,1.04,73.844,4.341,37.889,8.302,180.778,361.362
1973-10-01,102.23,90.692,0.55,39.032,6.644,13.631,2.308,1.28,77.422,5.142,37.895,8.591,192.496,385.418
1973-11-01,102.645,101.349,0.475,45.213,7.984,12.27,3.804,1.135,76.564,4.404,44.706,7.902,204.458,408.452
1973-12-01,110.021,116.28,0.413,49.169,8.149,13.422,3.065,1.121,72.319,4.543,43.072,8.255,203.528,429.829
1974-01-01,108.399,119.781,0.442,51.104,8.9,11.072,4.007,1.175,67.304,4.517,44.412,8.129,201.062,429.242
1974-02-01,98.044,110.146,0.304,46.322,7.244,9.608,3.264,0.979,63.886,4.04,39.528,7.398,182.574,390.763
1974-03-01,99.529,107.331,0.578,42.161,6.559,11.808,2.29,1.104,71.451,4.732,37.392,7.686,185.76,392.619
1974-04-01,94.507,90.626,0.445,36.774,5.697,11.234,1.618,1.055,72.456,4.075,34.504,8.126,175.984,361.117
1974-05-01,97.729,85.909,0.463,32.635,5.104,12.979,0.917,1.17,78.216,3.82,33.064,8.262,176.63,360.268
1974-06-01,96.075,76.846,0.527,30.639,4.803,11.353,1.428,0.919,77.644,4.123,34.05,8.597,174.082,347.004
1974-07-01,104.886,80.766,0.479,30.75,4.841,12.706,1.603,1.122,80.694,4.078,36.184,9.549,182.007,367.659
1974-08-01,105.137,80.472,0.641,30.75,5.071,12.725,1.809,1.014,81.881,4.166,37.005,9.422,184.484,370.093
1974-09-01,95.604,81.797,0.468,30.76,5.73,13.246,1.716,1.094,71.678,4.494,35.044,8.39,172.62,350.021
1974-10-01,100.224,90.866,0.557,38.462,6.759,12.484,2.475,1.126,77.831,3.838,38.204,8.857,190.593,381.683
1974-11-01,96.616,97.447,0.409,40.697,7.346,12.323,2.434,0.978,73.462,4.136,41.561,8.418,191.764,385.826
1974-12-01,102.603,112.601,0.348,51.342,8.513,12.89,3.141,0.992,76.042,4.454,43.651,8.454,209.829,425.032
1975-01-01,107.629,120.089,0.341,52.785,8.686,12.899,2.828,1.018,71.96,4.424,47.595,8.335,210.873,438.591
1975-02-01,98.981,103.839,0.365,45.765,6.934,12.006,2.937,0.716,63.847,4.026,37.645,7.004,181.246,384.066
1975-03-01,101.688,101.845,0.362,43.842,6.94,12.136,2.15,0.73,73.35,3.992,39.043,7.614,190.159,393.692
1975-04-01,94.253,84.491,0.411,39.873,5.699,12.044,1.819,0.968,75.387,4.171,31.61,7.281,179.263,358.006
1975-05-01,92.648,71.162,0.39,31.734,4.155,12.072,1.252,0.946,79.676,3.889,30.531,7.867,172.512,336.322
1975-06-01,96.172,67.04,0.423,29.234,3.834,11.842,1.644,1.005,79.405,4.029,30.825,7.942,170.181,333.393
1975-07-01,101.563,69.999,0.504,28.098,4.771,11.793,1.254,0.953,81.639,4.866,32.479,8.992,175.347,346.909
1975-08-01,104.646,72.881,0.471,28.952,5.082,12.936,1.376,1.035,81.265,4.519,31.559,8.62,175.816,353.342
1975-09-01,94.145,72.863,0.477,27.905,5.321,12.423,1.556,0.998,75.506,4.358,32.964,8.245,169.752,336.76
1975-10-01,96.016,82.06,0.471,35.658,6.116,12.309,1.879,1.091,78.59,4.929,33.188,8.252,182.483,360.559
1975-11-01,98.373,87.257,0.374,32.805,6.428,11.929,1.827,0.832,71.701,4.357,34.057,8.111,172.423,358.053
1975-12-01,108.988,109.349,0.322,50.525,8.876,11.226,3.541,0.977,78.943,4.541,42.601,8.664,210.215,428.553
1976-01-01,112.98,122.459,0.301,57.25,9.756,11.751,3.834,0.853,74.191,4.77,45.619,8.659,216.984,452.423
1976-02-01,100.132,103.723,0.292,46.083,6.76,11.168,2.621,0.914,67.943,4.072,42.111,8.433,190.395,394.251
1976-03-01,104.014,91.995,0.367,44.482,5.952,11.933,2.042,1.193,79.899,4.519,40.662,8.713,199.761,395.77
1976-04-01,99.383,80.509,0.387,35.928,4.993,12.079,1.73,1.064,80.339,4.241,35.334,8.403,184.499,364.391
1976-05-01,99.986,76.399,0.38,33.556,4.561,11.856,1.004,1.016,79.464,4.389,35.69,8.693,180.609,356.994
1976-06-01,103.533,71.074,0.523,31.412,4.234,11.626,1.501,1.123,83.958,4.128,35.524,9.059,183.088,357.695
1976-07-01,110.334,72.939,0.424,30.038,4.392,13.59,1.28,1.154,84.824,3.777,37.284,9.407,186.17,369.442
1976-08-01,111.261,69.996,0.514,29.803,4.815,11.939,1.213,1.012,83.119,5.2,39.184,8.932,185.729,366.985
1976-09-01,102.16,69.163,0.402,33.761,4.849,12.515,1.862,1.098,79.431,4.429,35.771,8.491,182.608,353.931
1976-10-01,106.265,85.977,0.396,40.361,6.829,11.268,2.002,1.031,80.345,4.118,37.266,8.381,191.997,384.239
1976-11-01,110.979,99.793,0.358,47.888,8.194,11.697,2.687,1.017,78.979,3.675,46.061,8.606,209.16,419.932
1976-12-01,120.223,119.108,0.319,62.175,9.706,12.696,3.92,1.042,82.766,4.23,53.323,9.317,239.496,478.827
1977-01-01,119.2,128.768,0.276,67.997,10.258,13.053,4.595,0.997,75.048,4.729,55.035,9.146,241.135,489.102
1977-02-01,105.954,97.557,0.322,56.646,8.59,11.576,3.076,0.784,72.263,3.988,49.143,8.851,215.239,418.75
1977-03-01,106.723,91.702,0.406,45.848,6.039,12.837,1.855,1.33,80.1,4.809,46.602,9.614,209.439,407.864
1977-04-01,98.494,76.854,0.385,37.829,4.734,12.157,1.474,1.064,82.422,4.133,40.686,9.698,194.583,369.931
1977-05-01,104.491,73.43,0.402,37.051,4.502,12.241,1.363,1.193,81.508,4.469,39.93,9.642,192.301,370.223
1977-06-01,109.776,70.981,0.52,35.701,4.6,11.809,1.223,1.183,85.202,4.14,41.876,9.606,195.861,376.617
1977-07-01,118.589,70.567,0.566,33.966,4.247,12.88,1.746,1.111,86.265,6.183,41.149,10.471,198.583,387.739
1977-08-01,115.934,72.583,0.489,35.053,4.592,13.738,1.507,1.24,86.038,4.841,44.604,10.651,202.753,391.269
1977-09-01,107.748,75.835,0.464,34.982,4.678,12.542,1.608,1.067,82.098,5.123,41.434,9.518,193.515,377.098
1977-10-01,106.912,80.704,0.373,40.435,6.045,12.565,2.438,1.107,82.681,4.893,39.605,10.147,200.29,387.907
1977-11-01,107.593,89.955,0.368,44.078,6.859,12.371,2.114,1.065,80.698,4.846,39.907,10.071,202.377,399.925
1977-12-01,114.389,112.491,0.292,56.009,8.608,13.495,3.542,0.956,85.513,4.399,49.067,10.273,232.154,459.034
1978-01-01,112.78,126.985,0.308,59.372,9.267,12.145,3.997,0.955,77.472,4.83,51.47,10.17,229.986,469.751
1978-02-01,94.305,114.317,0.31,58.322,8.148,12.383,3.708,0.981,72.019,4.001,52.513,9.298,221.683,430.306
1978-03-01,90.236,102.473,0.437,54.709,6.504,13.704,2.578,1.09,84.125,4.641,51.791,10.042,229.622,422.331
1978-04-01,97.711,82.056,0.385,40.088,4.508,12.096,1.345,1.185,80.821,3.382,42.514,10.47,196.795,376.562
1978-05-01,105.798,73.519,0.452,41.324,4.482,12.309,1.607,1.254,89.568,4.868,39.305,11.217,206.386,385.703
1978-06-01,110.883,66.553,0.451,36.566,4.183,12.507,1.133,1.304,88.796,4.318,37.17,11.121,197.548,374.984
1978-07-01,118.416,70.955,0.475,33.595,4.151,12.542,1.213,1.158,87.846,4.321,40.552,11.248,197.101,386.473
1978-08-01,122.004,68.353,0.549,37.308,4.183,13.931,1.449,1.294,91.283,4.96,42.851,11.527,209.334,399.692
1978-09-01,115.701,65.64,0.463,34.353,4.959,12.893,2.178,1.152,83.023,4.504,38.453,11.132,193.11,374.451
1978-10-01,112.133,76.425,0.46,40.991,6.289,13.2,2.226,1.248,86.363,4.657,38.345,10.748,204.528,393.086
1978-11-01,112.142,88.104,0.322,46.178,6.566,13.255,2.207,1.266,84.196,4.963,40.281,10.911,210.144,410.39
1978-12-01,122.156,110.173,0.329,55.356,7.953,12.953,2.934,1.176,86.404,4.612,45.458,11.145,228.318,460.647
1979-01-01,128.109,129.693,0.264,61.0,9.786,13.582,4.248,1.204,79.201,4.201,52.084,11.281,236.853,494.655
1979-02-01,113.972,118.152,0.269,57.884,8.743,12.855,3.926,1.051,75.978,3.861,47.513,10.255,222.336,454.46
1979-03-01,114.985,100.782,0.398,48.8,7.066,13.633,2.042,1.4,83.824,4.351,47.39,11.273,220.176,435.943
1979-04-01,108.565,85.274,0.363,38.873,6.025,11.736,1.949,1.298,79.168,3.61,35.501,10.883,189.406,383.245
1979-05-01,114.212,76.233,0.425,39.912,5.314,12.228,1.782,1.439,83.643,3.837,36.617,12.286,197.482,387.926
1979-06-01,117.953,69.825,0.26,34.9,5.015,13.088,1.738,1.258,80.691,5.046,36.569,12.064,190.629,378.406
1979-07-01,126.696,70.945,0.685,34.128,5.041,13.538,1.676,1.187,80.03,4.235,35.864,11.899,188.281,385.922
1979-08-01,127.481,71.557,0.557,36.764,5.663,13.437,2.035,1.326,84.998,5.905,37.303,11.587,199.576,398.613
1979-09-01,114.082,70.792,0.489,34.119,5.932,13.169,1.989,1.078,77.213,4.122,36.938,10.759,185.807,370.681
1979-10-01,116.73,82.868,0.401,41.533,7.03,13.045,2.326,1.309,81.406,4.592,37.155,11.584,200.382,399.979
1979-11-01,116.838,94.16,0.435,41.855,7.891,12.797,1.906,1.195,76.204,3.915,39.858,11.168,197.225,408.223
1979-12-01,127.927,110.578,0.316,49.384,8.359,13.644,2.838,0.972,78.042,4.356,44.076,11.679,213.665,452.17
1980-01-01,132.37,119.274,0.293,49.485,9.855,13.647,3.07,1.23,73.314,4.403,44.881,12.065,212.243,463.887
1980-02-01,123.949,114.676,0.374,46.262,7.931,12.414,2.788,1.128,71.553,3.624,42.498,11.117,199.688,438.313
1980-03-01,122.076,109.607,0.349,42.335,7.298,13.782,2.247,1.136,74.282,3.821,38.894,12.005,196.147,427.83
1980-04-01,109.246,81.896,0.327,33.961,4.969,13.257,1.75,1.149,76.305,4.417,34.609,11.794,182.539,373.681
1980-05-01,109.475,72.198,0.401,32.003,5.716,12.457,1.444,1.036,78.032,4.329,32.697,11.329,179.445,361.118
1980-06-01,115.883,66.806,0.412,29.877,5.064,12.654,1.469,1.04,74.704,3.267,32.859,11.263,172.61,355.298
1980-07-01,129.862,69.007,0.412,29.961,4.399,13.73,1.474,0.961,78.184,4.5,33.517,10.51,177.649,376.518
1980-08-01,129.246,68.248,0.438,28.471,4.943,12.881,1.762,0.965,77.089,3.734,33.452,10.529,174.265,371.759
1980-09-01,118.069,69.031,0.423,33.347,5.64,12.617,1.63,1.095,73.05,4.474,33.395,10.506,176.178,363.278
1980-10-01,114.99,80.685,0.431,38.904,6.85,12.744,1.864,1.236,77.253,3.992,32.583,10.5,186.357,382.032
1980-11-01,117.561,93.457,0.326,38.039,6.561,12.254,1.544,1.062,69.949,5.019,34.706,10.965,180.427,391.445
1980-12-01,131.162,113.356,0.262,48.164,8.797,13.373,3.013,1.068,76.9,4.537,39.203,11.485,206.803,451.321
1981-01-01,138.774,121.542,0.27,54.744,9.413,13.178,2.904,1.033,74.573,5.09,42.371,6.293,209.867,470.183
1981-02-01,122.756,101.287,0.233,40.595,7.607,11.376,1.847,1.062,65.988,3.377,34.201,6.446,172.733,396.775
1981-03-01,123.32,101.244,0.368,38.664,7.329,13.042,1.453,1.1,73.082,4.88,31.109,6.12,177.147,401.711
1981-04-01,112.308,79.255,0.369,32.628,5.425,11.581,1.175,1.227,74.087,4.408,26.443,7.512,164.857,356.42
1981-05-01,112.912,75.812,0.303,32.11,5.413,11.373,1.098,1.054,76.703,3.697,26.592,10.29,168.633,357.357
1981-06-01,121.77,69.61,0.405,31.763,5.143,12.526,1.04,0.964,78.862,4.89,28.846,7.381,171.819,363.199
1981-07-01,138.243,69.845,0.418,31.671,4.984,13.268,1.17,1.144,79.116,3.827,28.842,8.072,172.511,380.599
1981-08-01,135.258,69.727,0.412,31.804,4.925,12.677,1.211,0.966,76.957,4.372,27.102,7.445,167.87,372.856
1981-09-01,122.599,67.071,0.247,32.38,5.699,12.316,1.163,1.042,74.757,5.046,26.654,7.227,166.531,356.2
1981-10-01,121.338,80.49,0.355,37.35,7.229,11.528,1.722,1.188,76.272,4.09,27.567,6.712,174.012,375.84
1981-11-01,120.734,85.953,0.246,37.146,6.678,11.751,1.902,0.829,71.512,4.994,27.026,5.381,167.465,374.151
1981-12-01,133.028,110.38,0.264,42.794,8.076,12.076,2.53,0.961,77.471,4.497,32.918,6.502,188.088,431.496
1982-01-01,141.264,128.271,0.252,46.392,8.855,12.829,2.64,0.896,69.116,5.309,31.968,5.392,183.649,453.185
1982-02-01,122.944,106.336,0.186,37.116,6.705,11.75,2.062,0.949,64.891,4.624,30.978,5.416,164.678,393.957
1982-03-01,119.714,98.245,0.269,39.231,7.028,12.102,1.511,0.936,74.982,5.275,27.844,5.953,175.131,393.09
1982-04-01,109.662,79.45,0.27,38.388,6.41,12.001,1.354,1.022,77.399,4.436,27.225,6.189,174.694,363.806
1982-05-01,112.52,60.674,0.276,32.558,5.576,12.452,1.334,0.932,77.168,4.576,22.821,6.46,164.154,337.348
1982-06-01,114.482,59.444,0.359,31.601,5.131,11.826,1.029,1.02,76.702,3.877,21.251,6.224,159.019,332.945
1982-07-01,130.345,61.112,0.309,27.408,5.977,12.371,1.239,0.961,78.738,4.911,22.679,5.709,160.302,351.759
1982-08-01,129.934,61.45,0.384,29.538,5.472,12.122,1.007,0.964,76.693,4.915,22.391,8.266,161.753,353.136
1982-09-01,115.941,60.714,0.33,32.327,6.278,12.363,1.342,1.004,73.287,3.875,20.82,5.838,157.463,334.118
1982-10-01,112.725,69.645,0.258,34.386,6.764,11.876,1.817,0.915,74.102,3.536,21.802,5.968,161.422,343.792
1982-11-01,116.37,83.02,0.145,31.899,7.295,12.615,1.741,1.08,73.775,2.981,22.525,5.783,159.839,359.229
1982-12-01,123.289,92.874,0.212,38.048,7.788,13.047,2.411,0.783,75.936,4.061,23.387,6.59,172.262,388.425
1983-01-01,128.661,118.91,0.065,37.271,8.567,11.868,2.242,0.791,70.161,2.951,23.792,5.741,163.449,411.02
1983-02-01,111.833,99.008,0.299,33.458,6.878,11.811,1.76,0.812,62.843,3.699,20.75,6.817,149.127,359.968
1983-03-01,113.219,93.75,0.215,39.275,5.889,12.419,1.595,1.079,79.264,3.195,23.099,8.931,174.962,381.931
1983-04-01,108.085,80.259,0.275,34.787,5.109,12.341,1.668,0.953,72.404,3.289,19.455,9.094,159.376,347.72
1983-05-01,111.092,65.863,0.251,31.365,4.696,12.448,1.313,1.075,76.727,3.788,19.639,8.556,159.858,336.813
1983-06-01,118.82,56.947,0.362,32.548,4.13,12.858,0.83,1.032,78.478,3.644,18.733,9.578,162.192,337.96
1983-07-01,141.651,56.747,0.335,30.251,4.852,13.308,1.097,1.019,78.449,5.483,19.01,9.307,163.111,361.509
1983-08-01,148.744,58.717,0.347,33.249,4.994,13.264,1.145,1.054,80.421,4.708,20.48,8.243,167.904,375.366
1983-09-01,129.33,55.39,0.346,33.205,6.109,12.896,1.29,1.13,75.486,4.352,19.127,7.996,161.937,346.657
1983-10-01,123.724,58.769,0.325,34.782,6.232,12.375,1.39,1.168,76.393,4.403,18.181,8.507,163.756,346.249
1983-11-01,125.697,68.86,0.253,37.045,6.742,12.078,1.976,0.978,74.096,4.747,19.278,8.168,165.361,359.918
1983-12-01,144.051,88.175,0.224,44.838,9.388,14.625,2.929,0.909,79.385,4.067,23.227,7.352,186.943,419.169
1984-01-01,147.073,125.828,0.15,46.965,9.336,14.89,2.678,0.943,72.64,4.916,28.953,7.656,189.127,462.028
1984-02-01,129.118,105.073,0.226,35.326,7.126,12.964,1.351,1.155,67.595,4.096,22.6,7.924,160.364,394.555
1984-03-01,132.884,98.825,0.155,43.426,6.949,13.631,1.627,1.203,75.697,4.965,23.688,8.431,179.771,411.48
1984-04-01,120.964,85.819,0.274,37.727,5.561,13.872,1.386,1.221,74.916,4.215,19.595,8.491,167.257,374.04
1984-05-01,123.261,72.16,0.383,37.484,5.676,14.161,0.808,1.025,79.897,4.976,18.099,8.059,170.569,365.99
1984-06-01,135.897,62.925,0.327,33.446,5.241,13.211,1.062,1.073,79.748,3.446,19.023,7.311,163.888,362.71
1984-07-01,143.604,61.731,0.264,33.372,5.571,14.699,1.143,0.999,79.199,4.074,17.447,9.286,166.053,371.389
1984-08-01,149.788,61.739,0.368,34.112,6.298,15.431,1.036,1.086,82.248,4.679,18.456,8.914,172.628,384.155
1984-09-01,131.028,57.994,0.24,34.231,5.963,14.445,1.435,1.093,73.932,4.185,16.538,6.625,158.688,347.71
1984-10-01,131.653,63.127,0.214,36.84,7.285,15.147,1.07,1.139,78.031,5.124,15.599,8.117,168.567,363.347
1984-11-01,131.716,74.48,0.252,36.454,7.273,13.858,2.147,0.995,76.305,3.86,19.149,6.758,167.052,373.248
1984-12-01,139.238,92.872,0.181,38.184,7.568,15.386,1.763,0.862,76.008,3.886,17.399,9.223,170.46,402.57
1985-01-01,151.529,113.02,0.234,46.157,9.247,15.298,3.073,0.95,73.612,3.913,21.651,6.212,180.348,444.897
1985-02-01,133.402,115.811,0.194,40.079,7.454,13.167,2.032,1.024,68.993,3.9,18.052,7.435,162.329,411.542
1985-03-01,131.458,92.6,0.279,41.216,6.781,14.413,0.896,1.049,77.274,4.667,17.411,6.685,170.672,394.73
1985-04-01,125.525,77.532,0.328,36.079,5.168,14.972,0.926,1.094,78.052,4.042,15.938,8.367,164.966,368.024
1985-05-01,131.078,61.291,0.308,34.747,5.73,14.022,0.825,1.104,81.864,5.306,16.918,8.403,169.227,361.597
1985-06-01,135.274,57.546,0.297,33.458,5.658,13.664,1.015,1.019,78.514,4.391,14.774,8.191,160.981,353.801
1985-07-01,149.764,59.741,0.375,32.483,5.832,15.069,0.666,0.964,81.264,5.189,15.48,7.653,164.975,374.479
1985-08-01,147.688,59.723,0.379,35.144,5.552,14.965,1.135,1.114,83.969,5.716,17.096,8.209,173.28,380.691
1985-09-01,134.693,55.661,0.307,33.219,6.289,14.493,0.951,0.931,74.392,3.907,14.596,6.375,155.461,345.815
1985-10-01,131.552,61.214,0.291,38.658,7.96,15.579,1.246,1.073,79.97,5.031,15.245,6.587,171.641,364.407
1985-11-01,131.106,70.392,0.207,35.441,7.001,15.299,1.275,0.842,75.971,5.122,18.258,5.702,165.118,366.616
1985-12-01,152.08,102.293,0.28,43.37,9.224,16.671,3.21,0.761,78.762,4.702,21.698,6.064,184.742,439.114
1986-01-01,154.619,115.539,0.219,44.369,8.733,15.989,2.191,0.516,75.393,5.071,20.589,6.663,179.734,449.892
1986-02-01,134.226,101.124,0.205,41.115,7.113,14.298,1.628,0.889,67.751,4.971,19.527,7.089,164.586,399.936
1986-03-01,131.671,92.773,0.308,42.217,6.654,14.854,1.603,1.148,80.645,5.289,20.99,8.943,182.651,407.095
1986-04-01,120.511,72.168,0.347,37.448,5.243,15.096,0.668,1.069,79.724,3.425,19.856,8.311,171.185,363.864
1986-05-01,125.425,62.292,0.379,36.817,4.917,15.456,0.87,1.176,82.402,4.864,19.676,9.29,175.846,363.564
1986-06-01,138.792,55.331,0.371,32.819,4.422,15.849,0.38,1.116,80.897,5.847,19.493,8.564,169.758,363.881
1986-07-01,155.602,55.081,0.385,34.56,4.943,16.406,0.795,0.991,86.219,3.741,22.068,6.818,176.926,387.609
1986-08-01,142.726,53.109,0.415,34.942,5.41,16.769,1.27,0.985,86.211,4.843,21.733,8.81,181.388,377.223
1986-09-01,132.69,50.176,0.651,32.77,6.264,15.849,0.704,1.082,77.029,5.6,18.35,7.848,166.148,349.014
1986-10-01,128.464,54.246,0.303,38.805,8.0,15.764,1.287,1.073,84.062,4.015,18.42,7.25,178.981,361.69
1986-11-01,129.202,66.574,0.241,37.099,8.374,16.555,1.465,0.877,77.191,4.231,19.693,6.821,172.546,368.323
1986-12-01,141.931,89.742,0.252,44.341,8.953,17.918,2.02,0.74,82.822,4.817,23.964,6.415,192.241,423.915
1987-01-01,148.003,114.258,0.211,44.101,9.115,16.905,2.014,1.084,75.775,6.512,22.008,8.401,186.126,448.387
1987-02-01,128.877,103.246,0.212,40.256,7.372,15.983,1.723,1.058,71.176,4.366,20.023,8.375,170.544,402.666
1987-03-01,129.988,93.998,0.278,41.527,7.023,16.925,1.346,1.207,80.754,4.856,18.056,7.486,179.459,403.445
1987-04-01,125.892,77.137,0.283,38.574,6.048,16.139,0.539,1.216,82.074,4.827,16.74,9.208,175.648,378.676
1987-05-01,134.783,63.409,0.326,35.776,5.139,16.209,0.619,1.072,86.507,4.522,15.056,8.939,174.166,372.358
1987-06-01,147.244,58.781,0.306,35.985,5.168,16.304,0.749,1.242,84.604,5.09,17.098,9.344,175.889,381.913
1987-07-01,164.028,58.454,0.314,36.176,5.933,17.222,0.658,1.148,87.908,5.675,19.594,9.092,183.719,406.201
1987-08-01,162.98,60.176,0.327,34.049,5.47,17.559,0.834,1.062,85.091,6.072,17.213,8.417,176.094,399.25
1987-09-01,141.316,55.836,0.259,36.602,6.37,16.314,0.9,1.057,80.853,4.494,18.357,7.134,172.34,369.492
1987-10-01,137.817,65.314,0.271,41.996,7.424,18.2,1.605,1.046,84.709,5.658,15.637,6.457,183.004,386.135
1987-11-01,136.602,75.915,0.192,37.827,7.25,16.292,1.365,0.878,80.248,5.502,17.061,5.894,172.51,385.027
1987-12-01,152.086,96.758,0.177,44.216,8.53,18.168,1.968,1.114,84.081,5.567,20.989,8.708,193.52,442.364
1988-01-01,160.107,117.44,0.251,47.489,10.047,19.362,2.275,0.918,77.607,5.807,24.312,7.098,195.165,472.712
1988-02-01,146.289,109.378,0.222,44.411,8.346,17.549,1.697,1.109,76.356,5.273,23.244,7.781,185.987,441.654
1988-03-01,141.849,100.068,0.28,47.227,7.358,17.244,1.299,1.187,84.912,6.017,21.602,9.67,196.795,438.712
1988-04-01,130.601,78.358,0.257,36.997,5.2,16.679,0.846,1.036,83.375,5.399,18.666,9.595,178.05,387.009
1988-05-01,134.653,69.614,0.362,37.315,5.32,16.96,0.877,1.216,84.681,5.99,13.719,10.251,176.69,380.956
1988-06-01,152.266,62.447,0.339,36.871,4.989,17.05,0.58,1.032,87.72,4.057,15.341,10.102,178.081,392.795
1988-07-01,166.443,62.794,0.36,35.245,5.541,17.409,0.726,1.029,86.756,4.764,17.806,10.864,180.5,409.736
1988-08-01,172.525,65.229,0.308,38.348,5.873,17.875,0.733,1.148,87.62,6.327,19.309,11.216,188.757,426.512
1988-09-01,144.766,58.566,0.295,36.442,6.771,17.077,1.012,1.094,83.082,5.333,17.414,8.366,176.886,380.217
1988-10-01,142.819,65.685,0.274,42.955,7.573,18.497,1.124,1.063,84.311,5.077,19.652,10.554,191.08,399.583
1988-11-01,141.932,77.624,0.219,41.113,7.81,17.266,1.455,1.079,82.798,5.744,21.301,9.042,187.827,407.383
1988-12-01,158.613,97.492,0.222,47.52,9.187,19.136,1.982,0.803,85.157,6.269,25.661,9.284,205.222,461.328
1989-01-01,158.493,109.949,0.248,44.092,8.885,18.734,1.79,0.993,78.21,6.934,23.75,8.422,192.057,460.901
1989-02-01,149.315,109.421,0.16,41.317,8.26,17.289,1.486,1.045,74.559,4.654,22.717,9.127,180.614,439.713
1989-03-01,148.434,106.176,0.275,45.754,7.629,18.462,1.08,1.307,86.051,4.777,22.691,11.288,199.314,454.326
1989-04-01,135.978,86.531,0.318,38.425,5.992,16.207,0.812,1.081,80.313,4.66,19.84,9.746,177.394,400.292
1989-05-01,139.921,73.961,0.291,39.424,5.242,16.442,0.661,1.362,85.581,6.262,16.369,9.577,181.211,395.496
1989-06-01,149.537,65.987,0.267,38.782,5.128,18.005,0.815,1.163,87.307,5.162,17.323,10.671,184.623,400.536
1989-07-01,162.06,67.391,0.314,34.66,5.068,17.642,0.627,0.938,84.603,5.477,18.812,10.045,178.185,408.038
1989-08-01,162.94,67.053,0.429,39.587,5.379,18.399,0.533,1.124,89.483,6.537,16.409,9.519,187.398,417.794
1989-09-01,147.262,64.949,0.281,37.325,6.275,18.205,0.552,1.054,81.248,5.186,14.309,9.776,174.209,386.808
1989-10-01,144.451,73.261,0.231,41.734,7.308,18.27,1.14,1.158,84.666,5.072,18.908,8.112,186.599,404.713
1989-11-01,145.596,85.373,0.284,42.77,7.602,18.261,1.269,0.99,82.511,5.505,17.561,7.63,184.383,415.741
1989-12-01,169.293,117.246,0.192,52.245,9.882,21.673,1.997,0.826,85.925,4.742,27.365,8.826,213.673,500.614
1990-01-01,156.857,116.291,0.207,42.507,7.401,19.682,1.112,1.116,77.032,6.296,23.362,12.11,190.825,464.497
1990-02-01,139.318,100.087,0.225,39.295,6.79,17.022,1.101,1.168,75.186,5.399,19.475,8.601,174.263,414.141
1990-03-01,145.394,98.105,0.272,43.729,6.835,18.076,0.616,1.249,85.085,6.048,17.445,10.096,189.451,433.475
1990-04-01,137.69,87.336,0.238,39.3,6.324,18.391,0.57,0.99,79.908,5.06,16.296,11.218,178.295,403.829
1990-05-01,140.366,75.96,0.279,38.711,5.643,18.563,0.201,1.218,85.322,5.324,17.955,10.959,184.176,401.027
1990-06-01,152.276,70.631,0.325,37.758,4.291,17.91,0.146,0.944,84.369,5.518,18.433,11.88,181.576,404.99
1990-07-01,165.214,70.168,0.341,36.397,4.783,17.477,0.212,1.181,86.915,5.923,18.732,11.629,183.589,419.496
1990-08-01,168.157,71.763,0.337,42.946,5.337,19.274,0.509,1.351,90.394,6.352,18.122,9.705,194.326,434.77
1990-09-01,155.545,69.671,0.253,36.999,5.644,18.426,0.383,1.186,77.589,6.239,14.263,8.807,169.79,395.513
1990-10-01,152.45,76.198,0.241,39.507,6.882,19.689,0.235,1.216,83.791,6.03,15.008,8.37,180.967,410.139
1990-11-01,145.792,84.227,0.208,39.957,6.89,18.952,0.289,0.961,81.258,6.548,13.66,6.509,175.233,405.76
1990-12-01,161.103,106.163,0.183,37.588,8.056,19.149,1.067,0.838,80.918,6.947,18.966,9.174,182.885,450.677
1991-01-01,166.329,125.355,0.17,44.93,9.569,19.361,1.184,1.048,77.128,5.162,16.454,9.32,184.327,476.657
