Month,Coal Net Imports,Coal Coke Net Imports,Natural Gas Net Imports,Crude Oil Net Imports,"Petroleum Products, Excluding Biofuels, Net Imports","Total Petroleum, Excluding Biofuels, Net Imports",Biomass Net Imports,Electricity Net Imports,Total Energy Net Imports
1973-01-01,-0.079605,-0.001116,0.089163,0.492659,0.54206,1.034719,Not Available,0.004137,1.047299
1973-02-01,-0.071068,-0.000124,0.079832,0.467879,0.566866,1.034745,Not Available,0.003737,1.047122
1973-03-01,-0.092213,-0.002009,0.089849,0.570188,0.59957,1.169759,Not Available,0.004137,1.169523
1973-04-01,-0.136098,-0.000645,0.082504,0.532017,0.409202,0.941219,Not Available,0.004004,0.890984
1973-05-01,-0.138874,-0.002827,0.079134,0.578945,0.445513,1.024458,Not Available,0.004137,0.966029
1973-06-01,-0.133995,-0.000248,0.076951,0.561998,0.442033,1.004031,Not Available,0.004004,0.950743
1973-07-01,-0.111573,-0.001141,0.075617,0.629973,0.455098,1.085071,Not Available,0.004137,1.052112
1973-08-01,-0.138631,-0.001463,0.077667,0.647828,0.517261,1.165089,Not Available,0.004137,1.106799
1973-09-01,-0.091449,-0.00119,0.076717,0.604721,0.48685,1.091571,Not Available,0.004004,1.079652
1973-10-01,-0.158042,0.001736,0.088949,0.674219,0.49712,1.171339,Not Available,0.004137,1.108119
1973-11-01,-0.139547,0.001215,0.082342,0.602467,0.587875,1.190342,Not Available,0.004004,1.138356
1973-12-01,-0.130929,0.000347,0.08209,0.520369,0.547306,1.067674,Not Available,0.004137,1.023319
1974-01-01,-0.073425,0.00377,0.08238,0.427163,0.518209,0.945371,Not Available,0.003678,0.961774
1974-02-01,-0.119686,0.002951,0.075006,0.365122,0.464078,0.8292,Not Available,0.003322,0.790793
1974-03-01,-0.084872,0.00367,0.080706,0.444769,0.484373,0.929142,Not Available,0.003678,0.932325
1974-04-01,-0.131291,0.004414,0.079249,0.571023,0.442875,1.013898,Not Available,0.00356,0.969831
1974-05-01,-0.161558,0.005158,0.076349,0.704717,0.434675,1.139392,Not Available,0.003678,1.06302
1974-06-01,-0.16945,0.003373,0.068518,0.685857,0.394282,1.080139,Not Available,0.00356,0.986139
1974-07-01,-0.140005,0.003571,0.067023,0.739068,0.406362,1.14543,Not Available,0.003678,1.079698
1974-08-01,-0.125175,0.003844,0.072673,0.708761,0.406036,1.114797,Not Available,0.003678,1.069817
1974-09-01,-0.128406,0.006522,0.065915,0.663736,0.373516,1.037252,Not Available,0.00356,0.984844
1974-10-01,-0.191489,0.009077,0.079438,0.688145,0.39747,1.085615,Not Available,0.003678,0.98632
1974-11-01,-0.174216,0.004861,0.078199,0.691892,0.47549,1.167382,Not Available,0.00356,1.079786
1974-12-01,-0.068075,0.004886,0.081711,0.698885,0.475478,1.174363,Not Available,0.003678,1.196563
1975-01-01,-0.111756,0.008506,0.078911,0.7222,0.485142,1.207341,Not Available,0.001792,1.184795
1975-02-01,-0.116151,0.008134,0.069353,0.618513,0.355656,0.974168,Not Available,0.001619,0.937124
1975-03-01,-0.146055,0.002554,0.079195,0.657757,0.345572,1.00333,Not Available,0.001792,0.940816
1975-04-01,-0.163752,-0.000174,0.078371,0.589778,0.263261,0.853039,Not Available,0.001734,0.76922
1975-05-01,-0.184225,0.002554,0.075123,0.629087,0.281834,0.910921,Not Available,0.001792,0.806166
1975-06-01,-0.167345,-0.001662,0.074616,0.681884,0.228659,0.910543,Not Available,0.001734,0.817887
1975-07-01,-0.126891,-0.001116,0.073914,0.756532,0.291933,1.048465,Not Available,0.001792,0.996164
1975-08-01,-0.153597,-0.00186,0.070893,0.826675,0.279777,1.106452,Not Available,0.001792,1.023681
1975-09-01,-0.121959,-0.002703,0.069398,0.818869,0.341198,1.160067,Not Available,0.001734,1.106538
1975-10-01,-0.124896,-0.001662,0.07649,0.792052,0.323598,1.115649,Not Available,0.001792,1.067373
1975-11-01,-0.201293,0.000521,0.077586,0.80739,0.291098,1.098488,Not Available,0.001734,0.977036
1975-12-01,-0.119881,0.000446,0.080243,0.807728,0.312008,1.119736,Not Available,0.001792,1.082337
1976-01-01,-0.096141,-0.001017,0.081113,0.827216,0.365123,1.192339,Not Available,0.002488,1.178782
1976-02-01,-0.078921,-0.001711,0.074568,0.70875,0.394036,1.102786,Not Available,0.002328,1.09905
1976-03-01,-0.105404,-0.001885,0.080947,0.852812,0.32862,1.181432,Not Available,0.002488,1.157579
1976-04-01,-0.152209,-0.002331,0.082375,0.834534,0.285706,1.12024,Not Available,0.002408,1.050483
1976-05-01,-0.150626,-0.002703,0.078966,0.840691,0.27464,1.11533,Not Available,0.002488,1.043456
1976-06-01,-0.171937,-0.001662,0.072863,0.980582,0.294634,1.275216,Not Available,0.002408,1.176889
1976-07-01,-0.130088,-0.000198,0.068861,1.042768,0.344651,1.387419,Not Available,0.002488,1.328482
1976-08-01,-0.111336,0.001488,0.072802,0.998056,0.301645,1.2997,Not Available,0.002488,1.265142
1976-09-01,-0.150905,0.00062,0.069353,1.023584,0.333935,1.357519,Not Available,0.002408,1.278995
1976-10-01,-0.154942,0.00563,0.082455,1.021016,0.310414,1.33143,Not Available,0.002488,1.267061
1976-11-01,-0.142767,0.00129,0.07772,1.030736,0.324623,1.355359,Not Available,0.002408,1.29401
1976-12-01,-0.121266,0.002381,0.080288,1.060747,0.423807,1.484553,Not Available,0.002488,1.448444
1977-01-01,-0.0548,-0.001637,0.084358,1.128945,0.448033,1.576979,Not Available,0.005047,1.609947
1977-02-01,-0.080981,5e-05,0.089504,1.073722,0.523757,1.597479,Not Available,0.004558,1.610609
1977-03-01,-0.090789,-0.00181,0.099103,1.200815,0.460095,1.66091,Not Available,0.005047,1.672461
1977-04-01,-0.145879,-0.001984,0.083441,1.185902,0.301204,1.487106,Not Available,0.004884,1.427568
1977-05-01,-0.150487,0.000322,0.084726,1.211959,0.285304,1.497262,Not Available,0.005047,1.436871
1977-06-01,-0.158183,5e-05,0.073569,1.229788,0.294339,1.524127,Not Available,0.004884,1.444448
1977-07-01,-0.135834,0.001587,0.067276,1.263447,0.335272,1.59872,Not Available,0.005047,1.536797
1977-08-01,-0.112559,0.000918,0.073233,1.145162,0.36452,1.509682,Not Available,0.005047,1.47632
1977-09-01,-0.131843,0.006994,0.072727,1.104863,0.343471,1.448334,Not Available,0.004884,1.401096
1977-10-01,-0.124058,0.003993,0.082352,1.155717,0.310553,1.46627,Not Available,0.005047,1.433603
1977-11-01,-0.116968,0.000794,0.083747,1.093903,0.288417,1.38232,Not Available,0.004884,1.354776
1977-12-01,-0.09832,0.005307,0.086904,1.127138,0.365669,1.492807,Not Available,0.005047,1.491745
1978-01-01,-0.02024,0.001353,0.0833,1.104649,0.357759,1.462408,Not Available,0.005717,1.532539
1978-02-01,-0.01163,0.000792,0.074602,0.935109,0.360085,1.295194,Not Available,0.005164,1.364122
1978-03-01,-0.004236,0.005017,0.083353,1.097794,0.393901,1.491695,Not Available,0.005717,1.581546
1978-04-01,-0.058824,0.011542,0.07744,0.963486,0.335179,1.298665,Not Available,0.005533,1.334356
1978-05-01,-0.110439,0.024018,0.071369,1.007838,0.298905,1.306743,Not Available,0.005717,1.297408
1978-06-01,-0.136569,0.00884,0.065725,1.091948,0.257414,1.349362,Not Available,0.005533,1.292891
1978-07-01,-0.08686,0.014028,0.069028,1.113563,0.325047,1.43861,Not Available,0.005717,1.440523
1978-08-01,-0.090587,0.012862,0.071137,1.124648,0.301645,1.426293,Not Available,0.005717,1.425422
1978-09-01,-0.086612,0.011219,0.069257,1.183994,0.314849,1.498843,Not Available,0.005533,1.49824
1978-10-01,-0.12456,0.014318,0.079325,1.137389,0.281647,1.419035,Not Available,0.005717,1.393835
1978-11-01,-0.157222,0.012003,0.090156,1.151112,0.327773,1.478885,Not Available,0.005533,1.429356
1978-12-01,-0.116424,0.008733,0.106606,1.213278,0.377585,1.590862,Not Available,0.005717,1.595495
1979-01-01,-0.091107,0.003836,0.099346,1.215489,0.361253,1.576742,Not Available,0.005893,1.594709
1979-02-01,-0.066111,0.002971,0.095225,1.014234,0.30418,1.318414,Not Available,0.005322,1.355821
1979-03-01,-0.120227,0.001955,0.11229,1.081605,0.386006,1.467612,Not Available,0.005893,1.467522
1979-04-01,-0.135907,0.004957,0.105057,1.037448,0.25211,1.289558,Not Available,0.005703,1.269367
1979-05-01,-0.162266,0.010959,0.103465,1.096778,0.282892,1.37967,Not Available,0.005893,1.337721
1979-06-01,-0.153481,0.009193,0.099686,1.117798,0.251809,1.369607,Not Available,0.005703,1.330708
1979-07-01,-0.165036,0.007707,0.101439,1.145204,0.308464,1.453667,Not Available,0.005893,1.40367
1979-08-01,-0.15791,0.008548,0.095885,1.182295,0.280621,1.462916,Not Available,0.005893,1.415332
1979-09-01,-0.13215,0.007749,0.096855,1.089573,0.236436,1.326008,Not Available,0.005703,1.304164
1979-10-01,-0.193931,0.003457,0.108172,1.208803,0.279168,1.487971,Not Available,0.005893,1.411561
1979-11-01,-0.16062,-9.1e-05,0.115365,1.039558,0.290328,1.329886,Not Available,0.005703,1.290242
1979-12-01,-0.163057,0.001605,0.110578,1.099249,0.369618,1.468867,Not Available,0.005893,1.423885
1980-01-01,-0.114669,0.003275,0.114074,1.096298,0.34935,1.445648,Not Available,0.006047,1.454376
1980-02-01,-0.101774,-0.000522,0.105652,0.957788,0.283518,1.241305,Not Available,0.005657,1.250319
1980-03-01,-0.146302,-0.003243,0.106177,0.966891,0.269018,1.235908,Not Available,0.006047,1.198588
1980-04-01,-0.197948,-0.00467,0.075669,0.942543,0.217779,1.160322,Not Available,0.005852,1.039226
1980-05-01,-0.221634,-0.005253,0.068567,0.861471,0.214261,1.075733,Not Available,0.006047,0.923459
1980-06-01,-0.232194,-0.003941,0.059416,0.891931,0.193275,1.085206,Not Available,0.005852,0.914339
1980-07-01,-0.216801,-0.004256,0.059315,0.829873,0.19891,1.028783,Not Available,0.006047,0.873088
1980-08-01,-0.240426,-0.003093,0.058653,0.851336,0.203941,1.055276,Not Available,0.006047,0.876459
1980-09-01,-0.220625,-0.004043,0.056398,0.764806,0.222924,0.98773,Not Available,0.005852,0.825311
1980-10-01,-0.245948,-0.006002,0.071386,0.803467,0.234831,1.038298,Not Available,0.006047,0.863782
1980-11-01,-0.237031,-0.002192,0.086676,0.765754,0.2524,1.018153,Not Available,0.005852,0.871458
1980-12-01,-0.215327,-0.001091,0.095077,0.854073,0.27227,1.126343,Not Available,0.006047,1.01105
1981-01-01,-0.150709,-0.000383,0.086897,0.828731,0.292759,1.12149,Not Available,0.009632,1.066928
1981-02-01,-0.174526,-0.000889,0.081144,0.761721,0.24024,1.001962,Not Available,0.0087,0.916391
1981-03-01,-0.252102,-0.002505,0.075559,0.777643,0.196351,0.973994,Not Available,0.009632,0.804578
1981-04-01,-0.214804,-0.001267,0.065719,0.722793,0.160593,0.883386,Not Available,0.009321,0.742355
1981-05-01,-0.156784,4.2e-05,0.059688,0.716987,0.209969,0.926957,Not Available,0.009632,0.839534
1981-06-01,-0.157626,-0.004222,0.060824,0.687287,0.181369,0.868656,Not Available,0.009321,0.776954
1981-07-01,-0.281229,0.000248,0.061716,0.728473,0.209959,0.938432,Not Available,0.009632,0.728799
1981-08-01,-0.292248,0.000274,0.060323,0.717104,0.198949,0.916053,Not Available,0.009632,0.694033
1981-09-01,-0.309565,-0.001732,0.062419,0.793679,0.218746,1.012424,Not Available,0.009321,0.772868
1981-10-01,-0.320986,-0.002648,0.075149,0.749453,0.184314,0.933766,Not Available,0.009632,0.694912
1981-11-01,-0.308071,0.000162,0.077891,0.65782,0.213774,0.871594,Not Available,0.009321,0.650898
1981-12-01,-0.299336,-0.00303,0.089251,0.712113,0.214907,0.92702,Not Available,0.009632,0.723536
1982-01-01,-0.160184,-0.000413,0.096634,0.624135,0.181119,0.805254,Not Available,0.008698,0.749989
1982-02-01,-0.234321,-0.001419,0.08226,0.438262,0.206662,0.644924,Not Available,0.007556,0.499
1982-03-01,-0.273031,-0.002013,0.078468,0.461412,0.181274,0.642686,Not Available,0.006599,0.45271
1982-04-01,-0.283769,-0.000693,0.071248,0.467573,0.152978,0.620551,Not Available,0.006305,0.413643
1982-05-01,-0.262375,-0.002454,0.063392,0.550573,0.165906,0.71648,Not Available,0.007302,0.522345
1982-06-01,-0.279843,-0.003615,0.056268,0.654179,0.146777,0.800956,Not Available,0.003749,0.577516
1982-07-01,-0.239041,-0.003035,0.063452,0.725941,0.195833,0.921775,Not Available,0.006271,0.749423
1982-08-01,-0.190385,-0.001331,0.055855,0.640954,0.144412,0.785366,Not Available,0.010911,0.660416
1982-09-01,-0.225923,-0.003182,0.06213,0.603454,0.196126,0.79958,Not Available,0.010812,0.643417
1982-10-01,-0.259836,-0.001374,0.07332,0.614175,0.167731,0.781906,Not Available,0.011455,0.605471
1982-11-01,-0.20254,-0.001451,0.087531,0.629446,0.228168,0.857614,Not Available,0.01072,0.751875
1982-12-01,-0.157093,-0.000676,0.107281,0.507218,0.1613,0.668518,Not Available,0.009647,0.627678
1983-01-01,-0.115582,-0.001358,0.110163,0.514244,0.105335,0.619578,Not Available,0.009297,0.622098
1983-02-01,-0.113422,-0.001054,0.092327,0.327203,0.133927,0.46113,Not Available,0.009414,0.448395
1983-03-01,-0.162416,-0.000737,0.083343,0.382303,0.133531,0.515834,Not Available,0.009285,0.445309
1983-04-01,-0.157153,-0.002343,0.070807,0.529682,0.148453,0.678134,Not Available,0.009107,0.598553
1983-05-01,-0.180211,-0.001672,0.057973,0.556302,0.2022,0.758502,Not Available,0.007545,0.642137
1983-06-01,-0.188047,-0.000865,0.057173,0.600104,0.188205,0.788309,Not Available,0.009005,0.665575
1983-07-01,-0.159249,-0.001614,0.054895,0.672926,0.252423,0.925349,Not Available,0.010385,0.829766
1983-08-01,-0.217436,-0.000611,0.050752,0.732278,0.251841,0.98412,Not Available,0.011208,0.828032
1983-09-01,-0.195407,-0.000945,0.063944,0.704919,0.238598,0.943517,Not Available,0.012192,0.823301
1983-10-01,-0.209034,-0.000742,0.061284,0.597082,0.240567,0.83765,Not Available,0.011973,0.70113
1983-11-01,-0.152694,-0.000951,0.077817,0.550809,0.233105,0.783914,Not Available,0.010528,0.718614
1983-12-01,-0.162285,-0.002745,0.104787,0.563135,0.222463,0.785598,Not Available,0.010607,0.735962
1984-01-01,-0.13162,0.000756,0.093195,0.52396,0.336472,0.860432,Not Available,0.010618,0.833381
1984-02-01,-0.108734,0.002017,0.064642,0.46714,0.378839,0.845979,Not Available,0.009324,0.813228
1984-03-01,-0.152097,-0.000975,0.063449,0.58394,0.208758,0.792698,Not Available,0.00962,0.712695
1984-04-01,-0.199294,-0.000433,0.066987,0.567144,0.244085,0.811228,Not Available,0.009953,0.688441
1984-05-01,-0.215256,-0.000569,0.061692,0.67229,0.254753,0.927042,Not Available,0.01069,0.783599
1984-06-01,-0.205441,-0.00244,0.056511,0.58086,0.212981,0.793841,Not Available,0.010261,0.652732
1984-07-01,-0.214782,-0.000934,0.051149,0.638846,0.228448,0.867293,Not Available,0.012332,0.715059
1984-08-01,-0.213765,-0.001926,0.049756,0.552195,0.213935,0.76613,Not Available,0.015099,0.615294
1984-09-01,-0.227578,-0.000439,0.052521,0.555754,0.2331,0.788854,Not Available,0.012324,0.625682
1984-10-01,-0.172742,-0.003422,0.061521,0.651783,0.269441,0.921225,Not Available,0.013482,0.820063
1984-11-01,-0.108922,-0.00258,0.080301,0.590812,0.222593,0.813405,Not Available,0.01088,0.793083
1984-12-01,-0.168936,-0.000543,0.090253,0.532868,0.166939,0.699808,Not Available,0.01074,0.631322
1985-01-01,-0.149882,0.000449,0.099381,0.465183,0.176596,0.64178,Not Available,0.009788,0.601517
1985-02-01,-0.156105,0.001434,0.095038,0.308326,0.17803,0.486356,Not Available,0.008107,0.43483
1985-03-01,-0.173598,0.00011,0.083601,0.469696,0.234932,0.704628,Not Available,0.012438,0.627179
1985-04-01,-0.180774,0.000519,0.070989,0.554123,0.227897,0.78202,Not Available,0.009749,0.682503
1985-05-01,-0.238862,-0.003021,0.071926,0.629462,0.271257,0.900719,Not Available,0.011152,0.741914
1985-06-01,-0.20471,-0.002135,0.060924,0.518556,0.209602,0.728158,Not Available,0.012151,0.594389
1985-07-01,-0.187975,-0.001682,0.053496,0.551356,0.207699,0.759055,Not Available,0.014505,0.6374
1985-08-01,-0.267579,-0.001357,0.056005,0.519686,0.185385,0.705071,Not Available,0.015432,0.507572
1985-09-01,-0.208401,-0.002795,0.058782,0.51924,0.195634,0.714874,Not Available,0.012568,0.575029
1985-10-01,-0.226807,-0.001256,0.071313,0.563246,0.22299,0.786236,Not Available,0.011585,0.641071
1985-11-01,-0.211186,-0.00275,0.07253,0.649751,0.223038,0.872789,Not Available,0.010995,0.742379
1985-12-01,-0.183441,-0.00101,0.10175,0.632708,0.23742,0.870128,Not Available,0.011186,0.798614
1986-01-01,-0.152195,-4.7e-05,0.094406,0.606801,0.239554,0.846355,Not Available,0.012291,0.800809
1986-02-01,-0.130385,-0.000298,0.07076,0.464304,0.152242,0.616546,Not Available,0.009235,0.565858
1986-03-01,-0.158687,-0.000871,0.049181,0.508713,0.206454,0.715167,Not Available,0.00815,0.612939
1986-04-01,-0.212938,-0.000414,0.036512,0.63599,0.163801,0.79979,Not Available,0.008104,0.631055
1986-05-01,-0.220358,-0.002656,0.048982,0.760077,0.261606,1.021683,Not Available,0.009649,0.8573
1986-06-01,-0.187783,0.00014,0.038265,0.779038,0.303036,1.082073,Not Available,0.009237,0.941933
1986-07-01,-0.200094,-0.001716,0.042542,0.853123,0.274016,1.127138,Not Available,0.01016,0.97803
1986-08-01,-0.198647,-0.005696,0.044255,0.847322,0.28761,1.134933,Not Available,0.012958,0.987802
1986-09-01,-0.21062,-0.000417,0.049726,0.862888,0.250458,1.113346,Not Available,0.011507,0.963542
1986-10-01,-0.186681,-0.000593,0.062925,0.781508,0.227085,1.008593,Not Available,0.010295,0.894539
1986-11-01,-0.167557,-0.003465,0.064239,0.797277,0.209878,1.007155,Not Available,0.009723,0.910095
1986-12-01,-0.167197,-0.000723,0.084644,0.778915,0.279209,1.058124,Not Available,0.011173,0.986021
1987-01-01,-0.140473,-0.001103,0.095503,0.787148,0.229075,1.016223,Not Available,0.013284,0.983433
1987-02-01,-0.119928,0.000982,0.080358,0.592791,0.218255,0.811046,Not Available,0.014721,0.787178
1987-03-01,-0.167126,-0.00159,0.081023,0.66442,0.24612,0.910539,Not Available,0.014928,0.837773
1987-04-01,-0.158018,0.000421,0.06523,0.688538,0.189208,0.877746,Not Available,0.015459,0.800839
1987-05-01,-0.169,0.000436,0.058206,0.781651,0.192181,0.973832,Not Available,0.012167,0.875641
1987-06-01,-0.189704,0.001509,0.053031,0.830792,0.232246,1.063038,Not Available,0.013956,0.94183
1987-07-01,-0.170801,0.000266,0.061538,0.941762,0.301514,1.243276,Not Available,0.015844,1.150123
1987-08-01,-0.199187,0.000639,0.07002,0.982497,0.242451,1.224948,Not Available,0.015195,1.111615
1987-09-01,-0.171129,0.003844,0.06816,0.884525,0.227819,1.112343,Not Available,0.011139,1.024357
1987-10-01,-0.172232,0.002093,0.08771,0.925525,0.232178,1.157703,Not Available,0.011163,1.086438
1987-11-01,-0.182985,0.002563,0.100481,0.858985,0.244359,1.103343,Not Available,0.009927,1.033329
1987-12-01,-0.208692,-0.00143,0.115664,0.809221,0.228635,1.037856,Not Available,0.01032,0.953718
1988-01-01,-0.112625,0.003234,0.13329,0.815524,0.315849,1.131373,Not Available,0.010801,1.166073
1988-02-01,-0.113819,0.001732,0.111722,0.771181,0.302798,1.073979,Not Available,0.011117,1.08473
1988-03-01,-0.182386,0.005755,0.10571,0.852112,0.249031,1.101143,Not Available,0.010735,1.040957
1988-04-01,-0.232521,0.004149,0.088443,0.894662,0.256073,1.150735,Not Available,0.008635,1.019441
1988-05-01,-0.202297,-0.001557,0.089712,0.951658,0.248563,1.200222,Not Available,0.007447,1.093527
1988-06-01,-0.205349,0.004725,0.08473,0.918095,0.182789,1.100884,Not Available,0.008879,0.993869
1988-07-01,-0.213285,0.006793,0.095064,0.89935,0.266709,1.166059,Not Available,0.0116,1.066231
1988-08-01,-0.240023,0.003292,0.089508,0.903473,0.280165,1.183638,Not Available,0.012603,1.049017
1988-09-01,-0.263997,0.003039,0.088736,0.901772,0.289588,1.191359,Not Available,0.008271,1.027408
1988-10-01,-0.231229,0.004347,0.101502,0.985359,0.294396,1.279755,Not Available,0.007573,1.161948
1988-11-01,-0.214099,0.000991,0.114034,0.871663,0.345907,1.21757,Not Available,0.005779,1.124273
1988-12-01,-0.234028,0.003051,0.118986,0.933347,0.275688,1.209035,Not Available,0.004959,1.102003
1989-01-01,-0.163309,0.007314,0.112897,1.011928,0.34004,1.351968,Not Available,0.004736,1.313606
1989-02-01,-0.173245,0.002171,0.103268,0.843414,0.321153,1.164567,Not Available,0.006267,1.103028
1989-03-01,-0.210737,0.00326,0.10231,0.893817,0.295257,1.189075,Not Available,0.002095,1.086004
1989-04-01,-0.234209,0.006886,0.099428,0.994492,0.275929,1.270421,Not Available,0.003328,1.145853
1989-05-01,-0.24555,0.005679,0.100229,1.025433,0.238035,1.263468,Not Available,0.00406,1.127886
1989-06-01,-0.247193,0.004064,0.095008,1.01642,0.209938,1.226358,Not Available,0.005417,1.083654
1989-07-01,-0.153045,0.003668,0.093046,1.125227,0.247533,1.372761,Not Available,0.007348,1.323777
1989-08-01,-0.206287,0.002516,0.098879,1.17293,0.202396,1.375326,Not Available,0.005852,1.276287
1989-09-01,-0.245165,0.001558,0.108062,1.062434,0.224381,1.286815,Not Available,0.003093,1.154362
1989-10-01,-0.239093,-0.0036,0.112503,1.121756,0.236998,1.358755,Not Available,8.5e-05,1.228649
1989-11-01,-0.249421,-0.001128,0.115592,1.072569,0.21669,1.289259,Not Available,-0.003059,1.151243
1989-12-01,-0.198781,-0.001982,0.136922,0.955903,0.22076,1.176663,Not Available,-0.001771,1.11105
1990-01-01,-0.190763,0.000244,0.127917,1.119035,0.415025,1.53406,Not Available,-0.001145,1.470313
1990-02-01,-0.156874,0.000112,0.111208,0.962894,0.275949,1.238843,Not Available,-0.003473,1.189816
1990-03-01,-0.220473,0.000524,0.105834,1.10143,0.186235,1.287665,Not Available,-0.003724,1.169826
1990-04-01,-0.220527,-0.000792,0.118574,1.015486,0.230604,1.24609,Not Available,-0.001488,1.141857
1990-05-01,-0.253893,0.000177,0.118379,1.167051,0.309683,1.476734,Not Available,-0.001053,1.340345
1990-06-01,-0.23538,0.000719,0.112092,1.128199,0.266034,1.394233,Not Available,-0.000821,1.270844
1990-07-01,-0.235897,0.003235,0.116471,1.24504,0.271892,1.516932,Not Available,0.003374,1.404115
1990-08-01,-0.260723,-0.000774,0.11529,1.17526,0.239367,1.414627,Not Available,0.002749,1.271169
1990-09-01,-0.263408,0.00098,0.114242,0.996339,0.149588,1.145927,Not Available,0.002123,0.999864
1990-10-01,-0.222333,0.000562,0.13729,0.925228,0.123058,1.048286,Not Available,0.005054,0.96886
1990-11-01,-0.246484,-0.001043,0.135364,0.881309,0.157002,1.038311,Not Available,0.003432,0.929581
1990-12-01,-0.198034,0.000834,0.15088,0.819071,0.132577,0.951648,Not Available,0.002858,0.908186
1991-01-01,-0.156148,0.001622,0.155964,0.967386,0.108366,1.075751,Not Available,0.00319,1.080379
1991-02-01,-0.202106,0.001805,0.129131,0.88879,0.007562,0.896352,Not Available,0.002366,0.827547
1991-03-01,-0.202759,0.001532,0.143387,0.928012,0.112794,1.040806,Not Available,0.004011,0.986977
1991-04-01,-0.176197,0.000673,0.136732,0.958463,0.218682,1.177145,Not Available,0.00453,1.142883
1991-05-01,-0.256165,0.000539,0.135356,1.143626,0.198701,1.342327,Not Available,0.005506,1.227563
1991-06-01,-0.235879,-0.001453,0.128276,1.116589,0.175679,1.292269,Not Available,0.00361,1.186823
1991-07-01,-0.25576,0.002839,0.128745,1.07303,0.165795,1.238825,Not Available,0.007163,1.121813
1991-08-01,-0.269843,-0.002086,0.119183,1.215359,0.212422,1.427782,Not Available,0.008513,1.283548
1991-09-01,-0.266785,0.003618,0.124836,1.018032,0.222579,1.240612,Not Available,0.007386,1.109667
1991-10-01,-0.236738,-0.000682,0.144118,1.031467,0.162478,1.193945,Not Available,0.008188,1.108832
1991-11-01,-0.27019,0.001187,0.155643,0.964609,0.212998,1.177607,Not Available,0.006282,1.070529
1991-12-01,-0.240353,9.4e-05,0.16468,1.002245,0.11441,1.116654,Not Available,0.00622,1.047295
1992-01-01,-0.217906,0.003699,0.149719,1.077976,0.122436,1.200412,Not Available,0.006458,1.142381
1992-02-01,-0.197637,0.002492,0.162933,0.87308,0.146163,1.019244,Not Available,0.00655,0.993582
1992-03-01,-0.214474,0.00327,0.159551,0.963066,0.160082,1.123148,Not Available,0.004377,1.075872
1992-04-01,-0.219442,0.003086,0.16001,1.090131,0.173223,1.263354,Not Available,0.00532,1.212328
1992-05-01,-0.239605,0.001898,0.156856,1.099432,0.167828,1.26726,Not Available,0.006281,1.192691
1992-06-01,-0.221481,0.00387,0.1459,1.083523,0.152145,1.235668,Not Available,0.005831,1.169789
1992-07-01,-0.241352,0.001795,0.152902,1.244561,0.136622,1.381183,Not Available,0.00961,1.304138
1992-08-01,-0.194032,0.002591,0.158097,1.167754,0.196687,1.364441,Not Available,0.008,1.339097
1992-09-01,-0.235333,0.002841,0.149482,1.098706,0.195437,1.294144,Not Available,0.008053,1.219187
1992-10-01,-0.182952,0.002991,0.158788,1.216541,0.172905,1.389446,Not Available,0.009219,1.377492
1992-11-01,-0.218638,0.001222,0.193934,1.073894,0.142118,1.216012,Not Available,0.008427,1.200957
1992-12-01,-0.204005,0.004868,0.192668,1.076401,0.129208,1.205609,Not Available,0.008608,1.207748
1993-01-01,-0.163002,0.003899,0.187144,1.138273,0.116562,1.254835,Not Available,0.007528,1.290564
1993-02-01,-0.162802,3.7e-05,0.182005,0.999271,0.140063,1.139334,Not Available,0.007061,1.165634
1993-03-01,-0.13492,0.002609,0.192014,1.17248,0.162122,1.334602,Not Available,0.006947,1.401415
1993-04-01,-0.127343,0.002955,0.180972,1.224847,0.136325,1.361172,Not Available,0.005203,1.422959
1993-05-01,-0.151912,0.001594,0.163228,1.236558,0.147523,1.384081,Not Available,0.003529,1.40052
1993-06-01,-0.213097,0.003409,0.175288,1.260211,0.138561,1.398772,Not Available,0.003605,1.36814
1993-07-01,-0.155126,-0.001054,0.185578,1.3341,0.166059,1.500159,Not Available,0.008536,1.538176
1993-08-01,-0.130612,0.004571,0.190476,1.215748,0.17084,1.386588,Not Available,0.010954,1.461978
1993-09-01,-0.140445,-0.001663,0.187829,1.15693,0.188488,1.345418,Not Available,0.009865,1.401067
1993-10-01,-0.142661,0.005165,0.187282,1.314317,0.201651,1.515968,Not Available,0.010989,1.576916
1993-11-01,-0.107657,0.000654,0.204134,1.238083,0.161185,1.399268,Not Available,0.01026,1.506658
1993-12-01,-0.128364,0.004935,0.218742,1.25077,0.10108,1.35185,Not Available,0.010431,1.457635
1994-01-01,-0.107815,0.005754,0.234976,1.076829,0.199359,1.276189,Not Available,0.011472,1.420782
1994-02-01,-0.091399,0.001414,0.189991,1.03299,0.21543,1.24842,Not Available,0.013037,1.361464
1994-03-01,-0.136858,0.004885,0.208395,1.168028,0.211636,1.379663,Not Available,0.015404,1.471575
1994-04-01,-0.116759,0.005679,0.20735,1.22074,0.199219,1.419959,Not Available,0.011069,1.527299
1994-05-01,-0.125294,0.005591,0.202111,1.306501,0.195101,1.501601,Not Available,0.011889,1.595899
1994-06-01,-0.186599,0.004928,0.19226,1.294673,0.186588,1.481261,Not Available,0.012485,1.504335
1994-07-01,-0.132103,0.004586,0.215267,1.434147,0.182563,1.61671,Not Available,0.014068,1.718611
