Month,Total Primary Energy Consumed by the Transportation Sector,Electricity Sales to Ultimate Customers in the Transportation Sector,End-Use Energy Consumed by the Transportation Sector,Electrical System Energy Losses Proportioned to the Transportation Sector,Total Energy Consumed by the Transportation Sector,Total Primary Energy Consumed by the End-Use Sectors,Electricity Sales to Ultimate Customers in the End-Use Sectors,End-Use Energy Consumed by the End-Use Sectors,Total Electrical Energy System Losses Proportioned to the End-Use Sectors,Total Energy Consumed by the End-Use-Sectors,Primary Energy Consumed by the Electric Power Sector,Primary Energy Consumption Total
2013-01-01,2129.454,2.265,2131.719,4.041,2135.76,5670.974,1094.17,6765.144,1951.934,8717.078,3046.104,8716.572
2013-02-01,1937.44,2.248,1939.688,3.848,1943.537,5087.014,994.531,6081.545,1702.719,7784.264,2697.25,7782.869
2013-03-01,2217.204,2.196,2219.4,3.921,2223.321,5311.058,1014.135,6325.194,1810.995,8136.188,2825.13,8134.614
2013-04-01,2168.868,2.148,2171.016,3.63,2174.646,4690.958,947.792,5638.75,1601.484,7240.234,2549.276,7236.421
2013-05-01,2270.959,2.14,2273.099,3.833,2276.932,4560.326,987.427,5547.753,1768.117,7315.87,2755.544,7313.232
2013-06-01,2225.205,2.178,2227.383,4.017,2231.4,4335.295,1092.525,5427.819,2015.174,7442.993,3107.698,7445.006
2013-07-01,2341.583,2.213,2343.797,4.087,2347.883,4520.095,1223.888,5743.983,2259.905,8003.888,3483.792,8009.255
2013-08-01,2346.226,2.2,2348.426,4.061,2352.487,4513.984,1206.414,5720.397,2226.32,7946.717,3432.733,7950.89
2013-09-01,2200.778,2.136,2202.913,3.721,2206.634,4408.237,1103.706,5511.943,1923.013,7434.956,3026.719,7435.745
2013-10-01,2287.836,2.016,2289.852,3.533,2293.385,4736.795,1004.391,5741.186,1760.325,7501.512,2764.717,7499.247
2013-11-01,2206.132,1.959,2208.092,3.649,2211.741,5151.79,960.459,6112.248,1788.634,7900.882,2749.092,7898.542
2013-12-01,2209.072,2.317,2211.389,4.366,2215.754,5715.308,1079.811,6795.119,2034.837,8829.956,3114.648,8830.809
2014-01-01,2138.132,2.43,2140.562,4.509,2145.071,5998.753,1164.305,7163.058,2161.016,9324.074,3325.321,9328.486
2014-02-01,1981.498,2.388,1983.886,4.14,1988.026,5331.104,1054.107,6385.211,1827.558,8212.769,2881.665,8215.271
2014-03-01,2205.912,2.212,2208.125,3.917,2212.042,5380.703,1031.748,6412.451,1826.887,8239.338,2858.635,8239.482
2014-04-01,2215.497,2.183,2217.68,3.614,2221.294,4762.663,941.349,5704.012,1558.556,7262.568,2499.905,7259.826
2014-05-01,2275.268,2.203,2277.47,3.965,2281.435,4577.895,994.328,5572.223,1789.966,7362.19,2784.294,7361.221
2014-06-01,2240.222,2.079,2242.301,3.8,2246.101,4375.573,1101.366,5476.94,2013.185,7490.124,3114.551,7492.54
2014-07-01,2361.976,2.2,2364.176,4.047,2368.223,4564.535,1199.4,5763.935,2206.628,7970.562,3406.027,7974.273
2014-08-01,2359.126,2.19,2361.316,4.056,2365.372,4560.942,1200.625,5761.567,2223.901,7985.468,3424.525,7989.329
2014-09-01,2193.266,2.142,2195.408,3.641,2199.05,4431.809,1115.407,5547.216,1896.126,7443.342,3011.533,7443.998
2014-10-01,2330.022,2.132,2332.154,3.639,2335.793,4799.865,1012.271,5812.136,1727.868,7540.005,2740.14,7537.277
2014-11-01,2207.469,2.174,2209.643,3.978,2213.621,5189.726,973.828,6163.554,1781.746,7945.3,2755.574,7942.423
2014-12-01,2293.338,2.137,2295.475,3.817,2299.292,5607.541,1056.422,6663.963,1886.734,8550.698,2943.157,8547.856
2015-01-01,2179.508,2.296,2181.803,4.054,2185.857,5932.229,1124.821,7057.051,1986.358,9043.409,3111.18,9042.738
2015-02-01,2005.886,2.387,2008.272,4.153,2012.425,5497.322,1046.694,6544.016,1821.402,8365.418,2868.096,8366.128
2015-03-01,2291.052,2.318,2293.37,3.799,2297.17,5421.642,1041.86,6463.503,1707.294,8170.797,2749.155,8168.627
2015-04-01,2228.321,2.114,2230.435,3.429,2233.864,4735.857,939.921,5675.778,1524.695,7200.473,2464.616,7197.124
2015-05-01,2308.339,2.077,2310.416,3.754,2314.171,4631.972,982.965,5614.937,1776.622,7391.559,2759.587,7390.3
2015-06-01,2299.151,2.079,2301.23,3.822,2305.052,4500.598,1113.666,5614.264,2047.339,7661.602,3161.005,7663.885
2015-07-01,2414.427,2.212,2416.638,4.063,2420.702,4669.927,1238.345,5908.271,2275.15,8183.421,3513.495,8188.273
2015-08-01,2394.086,2.131,2396.217,3.807,2400.024,4639.195,1235.252,5874.447,2206.725,8081.172,3441.977,8085.876
2015-09-01,2269.467,2.099,2271.566,3.545,2275.111,4419.558,1136.052,5555.61,1918.043,7473.653,3054.095,7476.851
2015-10-01,2319.385,2.17,2321.555,3.572,2325.128,4719.782,1010.141,5729.922,1662.935,7392.857,2673.076,7391.16
2015-11-01,2185.955,2.06,2188.016,3.508,2191.524,4876.046,941.427,5817.473,1603.037,7420.51,2544.464,7417.739
2015-12-01,2285.976,2.113,2288.089,3.554,2291.643,5370.716,1014.536,6385.252,1706.293,8091.545,2720.829,8089.055
2016-01-01,2181.601,2.252,2183.853,3.908,2187.761,5780.6,1094.877,6875.477,1899.999,8775.476,2994.876,8775.062
2016-02-01,2122.518,2.205,2124.722,3.482,2128.205,5331.014,1012.701,6343.715,1599.425,7943.14,2612.126,7939.39
2016-03-01,2347.69,2.079,2349.769,3.219,2352.988,5184.842,975.192,6160.034,1510.124,7670.157,2485.316,7663.325
2016-04-01,2261.754,2.03,2263.784,3.251,2267.035,4752.719,919.641,5672.359,1472.73,7145.089,2392.371,7139.828
2016-05-01,2354.409,1.983,2356.392,3.392,2359.784,4649.19,971.422,5620.613,1661.574,7282.187,2632.997,7279.006
2016-06-01,2362.216,2.154,2364.37,3.87,2368.24,4508.976,1125.543,5634.52,2021.847,7656.366,3147.39,7659.17
2016-07-01,2432.025,2.212,2434.237,4.017,2438.254,4606.928,1269.852,5876.78,2306.273,8183.054,3576.125,8189.425
2016-08-01,2458.308,2.154,2460.462,3.766,2464.228,4713.71,1300.628,6014.338,2273.387,8287.726,3574.016,8294.37
2016-09-01,2301.496,2.174,2303.669,3.556,2307.225,4482.047,1148.998,5631.046,1879.632,7510.677,3028.63,7513.675
2016-10-01,2323.418,2.09,2325.508,3.41,2328.918,4729.756,1012.274,5742.03,1651.538,7393.568,2663.813,7393.244
2016-11-01,2255.466,2.019,2257.484,3.339,2260.823,4948.948,946.206,5895.153,1565.376,7460.53,2511.582,7457.402
2016-12-01,2340.194,2.228,2342.422,3.946,2346.368,5840.988,1060.184,6901.172,1877.677,8778.849,2937.862,8778.429
2017-01-01,2222.793,2.276,2225.07,3.838,2228.907,5753.551,1085.621,6839.172,1830.1,8669.272,2915.721,8671.126
2017-02-01,2042.955,2.167,2045.122,3.379,2048.501,4917.152,940.952,5858.104,1466.959,7325.063,2407.911,7322.789
2017-03-01,2375.094,2.201,2377.295,3.533,2380.828,5475.054,994.406,6469.46,1596.147,8065.607,2590.553,8063.111
2017-04-01,2262.527,2.01,2264.537,3.079,2267.616,4731.921,930.798,5662.719,1425.88,7088.599,2356.677,7085.278
2017-05-01,2419.929,1.989,2421.918,3.236,2425.154,4799.165,995.862,5795.027,1620.805,7415.832,2616.667,7414.495
2017-06-01,2396.996,2.142,2399.138,3.537,2402.675,4631.675,1121.124,5752.799,1851.371,7604.17,2972.495,7606.577
2017-07-01,2428.899,2.149,2431.048,3.738,2434.786,4676.609,1254.296,5930.905,2182.025,8112.93,3436.321,8118.369
2017-08-01,2487.974,2.184,2490.158,3.658,2493.816,4738.101,1229.216,5967.317,2058.927,8026.244,3288.143,8029.97
2017-09-01,2298.886,2.109,2300.995,3.38,2304.375,4494.968,1097.728,5592.696,1759.233,7351.929,2856.962,7352.366
2017-10-01,2401.19,2.136,2403.326,3.44,2406.766,4852.071,1022.029,5874.1,1645.621,7519.72,2667.649,7518.17
2017-11-01,2283.763,2.039,2285.802,3.407,2289.209,5234.751,966.78,6201.531,1614.905,7816.436,2581.685,7814.65
2017-12-01,2358.371,2.265,2360.636,3.995,2364.631,5951.082,1065.28,7016.363,1879.062,8895.425,2944.342,8894.74
2018-01-01,2263.799,2.543,2266.342,4.234,2270.576,6205.505,1175.358,7380.863,1956.897,9337.76,3132.255,9339.664
2018-02-01,2058.716,2.164,2060.88,3.273,2064.153,5243.256,998.803,6242.058,1510.121,7752.179,2508.923,7749.862
2018-03-01,2417.46,2.114,2419.574,3.308,2422.882,5762.143,1013.362,6775.504,1585.491,8360.995,2598.853,8356.587
2018-04-01,2322.027,2.045,2324.072,3.095,2327.167,5136.093,950.133,6086.226,1437.679,7523.905,2387.812,7518.366
2018-05-01,2448.812,2.002,2450.814,3.334,2454.148,4857.021,1034.682,5891.703,1722.697,7614.4,2757.379,7612.065
2018-06-01,2435.602,2.125,2437.727,3.505,2441.232,4718.511,1153.539,5872.05,1903.279,7775.329,3056.819,7777.734
2018-07-01,2504.091,2.165,2506.256,3.715,2509.971,4828.691,1279.58,6108.27,2196.009,8304.279,3475.589,8308.898
2018-08-01,2549.328,2.321,2551.649,3.811,2555.46,4947.829,1300.418,6248.247,2134.765,8383.012,3435.182,8387.71
2018-09-01,2322.143,2.185,2324.327,3.473,2327.801,4610.571,1150.74,5761.311,1829.515,7590.826,2980.255,7591.627
2018-10-01,2411.068,2.152,2413.22,3.311,2416.531,5128.878,1054.696,6183.573,1622.586,7806.159,2677.282,7804.156
2018-11-01,2339.354,2.101,2341.455,3.553,2345.007,5559.715,991.21,6550.926,1676.288,8227.214,2667.499,8224.769
2018-12-01,2362.795,2.235,2365.031,3.714,2368.744,5891.122,1065.021,6956.143,1769.545,8725.688,2834.566,8723.344
2019-01-01,2313.61,2.285,2315.894,3.752,2319.647,6274.758,1121.215,7395.972,1841.673,9237.645,2962.888,9239.818
2019-02-01,2135.384,2.291,2137.676,3.539,2141.215,5534.239,1009.262,6543.501,1558.853,8102.354,2568.115,8101.878
2019-03-01,2386.727,2.341,2389.068,3.605,2392.673,5751.468,1029.921,6781.389,1585.633,8367.022,2615.554,8365.006
2019-04-01,2349.565,2.082,2351.648,3.048,2354.696,5003.948,934.546,5938.494,1367.766,7306.259,2302.312,7302.421
2019-05-01,2450.756,2.076,2452.831,3.277,2456.108,4959.59,1012.688,5972.277,1598.452,7570.729,2611.139,7568.584
2019-06-01,2434.291,2.076,2436.367,3.311,2439.678,4722.287,1096.827,5819.114,1749.493,7568.607,2846.32,7569.402
2019-07-01,2511.898,2.192,2514.089,3.563,2517.652,4855.115,1283.236,6138.35,2086.24,8224.59,3369.476,8231.794
2019-08-01,2555.013,2.228,2557.241,3.573,2560.815,4945.26,1271.223,6216.483,2038.83,8255.313,3310.053,8261.292
2019-09-01,2330.631,2.308,2332.939,3.527,2336.466,4627.764,1161.659,5789.423,1775.025,7564.448,2936.684,7567.85
2019-10-01,2450.18,1.853,2452.032,2.654,2454.687,5077.254,1051.719,6128.973,1506.933,7635.906,2558.652,7634.095
2019-11-01,2316.831,2.096,2318.927,3.374,2322.301,5563.373,974.235,6537.608,1567.691,8105.299,2541.926,8104.571
2019-12-01,2367.528,2.212,2369.74,3.477,2373.216,5930.971,1057.115,6988.086,1661.233,8649.319,2718.348,8646.66
2020-01-01,2270.287,2.286,2272.572,3.477,2276.05,5941.067,1076.598,7017.665,1637.991,8655.656,2714.588,8651.425
2020-02-01,2162.393,2.112,2164.505,3.111,2167.616,5540.578,1005.378,6545.956,1480.936,8026.892,2486.314,8021.148
2020-03-01,2056.338,2.042,2058.379,2.929,2061.308,5135.43,989.118,6124.548,1418.852,7543.4,2407.97,7537.447
2020-04-01,1564.415,1.517,1565.932,2.101,1568.033,4032.78,895.311,4928.091,1240.351,6168.442,2135.662,6163.349
2020-05-01,1790.605,1.549,1792.154,2.316,1794.47,4096.387,937.301,5033.687,1401.614,6435.302,2338.915,6433.366
2020-06-01,1981.515,1.639,1983.153,2.512,1985.665,4116.258,1092.03,5208.288,1673.946,6882.234,2765.976,6883.4
2020-07-01,2154.516,1.897,2156.413,2.991,2159.404,4367.293,1294.957,5662.25,2041.485,7703.735,3336.442,7712.47
2020-08-01,2168.525,1.782,2170.308,2.833,2173.141,4417.626,1258.634,5676.26,2000.765,7677.024,3259.399,7685.118
2020-09-01,2070.274,1.822,2072.096,2.643,2074.739,4307.925,1100.556,5408.481,1596.779,7005.26,2697.335,7008.373
2020-10-01,2119.579,1.785,2121.363,2.599,2123.962,4670.454,1012.943,5683.397,1475.025,7158.422,2487.968,7157.795
2020-11-01,1998.676,1.791,2000.467,2.673,2003.139,4883.268,945.974,5829.242,1411.848,7241.09,2357.822,7239.33
2020-12-01,2059.739,2.121,2061.86,3.278,2065.137,5639.27,1075.907,6715.177,1662.803,8377.98,2738.71,8378.472
2021-01-01,2040.133,1.934,2042.067,2.959,2045.027,5804.761,1096.946,6901.707,1678.164,8579.871,2775.109,8578.512
2021-02-01,1864.646,1.868,1866.514,2.935,1869.449,5195.402,1022.57,6217.972,1606.603,7824.574,2629.172,7825.842
2021-03-01,2193.525,1.85,2195.375,2.538,2197.913,5316.666,1007.717,6324.383,1382.377,7706.76,2390.094,7701.781
2021-04-01,2179.113,1.725,2180.838,2.421,2183.259,4892.243,930.721,5822.964,1305.999,7128.963,2236.72,7123.664
2021-05-01,2304.968,1.66,2306.629,2.497,2309.125,4834.402,989.687,5824.089,1488.246,7312.334,2477.932,7309.298
2021-06-01,2332.625,1.732,2334.357,2.769,2337.126,4663.974,1154.673,5818.647,1846.301,7664.948,3000.974,7668.241
2021-07-01,2408.7,1.862,2410.562,2.995,2413.557,4734.662,1275.912,6010.573,2051.901,8062.474,3327.813,8069.453
2021-08-01,2426.675,1.911,2428.586,3.039,2431.626,4787.131,1300.106,6087.237,2067.933,8155.171,3368.039,8162.131
2021-09-01,2262.402,1.798,2264.2,2.576,2266.776,4579.183,1147.947,5727.13,1645.175,7372.305,2793.122,7374.565
2021-10-01,2352.985,1.818,2354.803,2.616,2357.419,4906.352,1030.859,5937.211,1483.241,7420.452,2514.1,7417.817
2021-11-01,2306.308,1.677,2307.985,2.511,2310.496,5330.874,979.701,6310.574,1466.931,7777.505,2446.631,7773.118
2021-12-01,2343.358,1.777,2345.135,2.634,2347.769,5749.594,1048.805,6798.399,1554.33,8352.73,2603.135,8348.412
2022-01-01,2170.887,1.927,2172.815,3.002,2175.817,6082.905,1155.494,7238.399,1799.897,9038.296,2955.392,9038.656
2022-02-01,2066.189,1.93,2068.119,2.731,2070.85,5478.498,1043.605,6522.103,1476.657,7998.76,2520.262,7997.207
2022-03-01,2365.045,1.976,2367.021,2.662,2369.683,5613.637,1038.272,6651.909,1398.734,8050.643,2437.006,8046.307
2022-04-01,2244.886,1.751,2246.636,2.304,2248.94,4988.741,972.191,5960.932,1279.693,7240.624,2251.884,7236.551
2022-05-01,2382.01,1.806,2383.816,2.653,2386.469,4821.237,1056.686,5877.923,1551.95,7429.873,2608.636,7428.285
2022-06-01,2351.858,1.751,2353.609,2.65,2356.259,4658.835,1184.327,5843.162,1792.632,7635.794,2976.959,7638.387
2022-07-01,2358.199,1.931,2360.13,3.027,2363.157,4689.582,1327.999,6017.581,2081.249,8098.83,3409.248,8104.751
2022-08-01,2455.948,1.828,2457.776,2.754,2460.53,4774.156,1329.405,6103.561,2003.272,8106.832,3332.677,8112.273
2022-09-01,2302.737,1.903,2304.639,2.665,2307.304,4597.241,1161.936,5759.177,1627.194,7386.371,2789.129,7387.454
2022-10-01,2348.649,1.827,2350.476,2.578,2353.053,4939.601,1014.033,5953.633,1430.902,7384.535,2444.934,7381.285
2022-11-01,2285.922,1.864,2287.786,2.767,2290.553,5327.271,997.183,6324.455,1480.387,7804.841,2477.57,7801.736
2022-12-01,2288.494,2.022,2290.516,3.127,2293.643,5791.592,1118.371,6909.963,1729.527,8639.491,2847.898,8639.019
2023-01-01,2211.348,1.976,2213.324,2.818,2216.142,5771.813,1110.315,6882.127,1583.321,8465.448,2693.635,8464.608
2023-02-01,2070.929,1.914,2072.843,2.544,2075.387,5271.458,999.531,6270.989,1328.417,7599.406,2327.947,7595.571
2023-03-01,2369.004,1.969,2370.973,2.693,2373.666,5664.669,1045.621,6710.29,1430.615,8140.905,2476.236,8136.792
2023-04-01,2257.165,1.752,2258.917,2.307,2261.224,4954.62,958.128,5912.747,1261.928,7174.675,2220.055,7170.331
2023-05-01,2394.358,1.804,2396.162,2.535,2398.697,4884.507,1019.183,5903.69,1431.871,7335.561,2451.054,7332.91
2023-06-01,2403.158,1.975,2405.133,2.949,2408.082,4711.554,1121.859,5833.413,1675.461,7508.874,2797.32,7510.971
2023-07-01,2406.741,2.118,2408.859,3.28,2412.138,4698.375,1321.318,6019.693,2046.512,8066.205,3367.83,8073.882
2023-08-01,2489.666,1.971,2491.637,2.961,2494.598,4862.037,1338.992,6201.029,2011.796,8212.824,3350.787,8220.148
2023-09-01,2286.169,2.223,2288.392,3.07,2291.462,4612.241,1182.178,5794.418,1632.715,7427.133,2814.893,7429.615
2023-10-01,2416.896,1.929,2418.825,2.68,2421.505,5035.379,1051.119,6086.498,1460.066,7546.564,2511.185,7546.027
2023-11-01,2296.294,1.874,2298.168,2.713,2300.881,5388.205,1003.976,6392.181,1453.739,7845.92,2457.715,7843.293
2023-12-01,2341.974,1.915,2343.89,2.861,2346.751,5707.975,1066.734,6774.709,1593.464,8368.173,2660.198,8367.071
2024-01-01,2208.274,2.084,2210.358,3.212,2213.569,5996.15,1170.9,7167.05,1804.286,8971.337,2975.186,8975.002
2024-02-01,2116.285,1.845,2118.13,2.45,2120.58,5315.605,1030.137,6345.742,1367.818,7713.56,2397.955,7709.875
2024-03-01,2330.949,2.044,2332.994,2.748,2335.742,5360.069,1004.908,6364.977,1350.759,7715.736,2355.667,7710.097
2024-04-01,2284.438,1.835,2286.273,2.412,2288.684,4911.902,967.072,5878.974,1271.168,7150.142,2238.24,7145.004
2024-05-01,2451.075,2.037,2453.111,2.885,2455.996,4910.851,1064.651,5975.502,1508.299,7483.802,2572.95,7481.997
2024-06-01,2337.873,1.936,2339.809,2.838,2342.648,4608.131,1204.791,5812.922,1765.99,7578.912,2970.781,7581.976
2024-07-01,2492.254,2.187,2494.44,3.301,2497.741,4807.847,1344.75,6152.597,2029.586,8182.183,3374.336,8189.114
2024-08-01,2484.096,2.183,2486.279,3.251,2489.529,4834.732,1331.427,6166.159,1983.067,8149.226,3314.494,8155.038
2024-09-01,2292.136,1.926,2294.062,2.687,2296.749,4612.586,1161.377,5773.963,1620.717,7394.68,2782.094,7396.753
