Month,Coal Consumption,"Natural Gas, Excluding Supplemental Gaseous Fuels, Consumption","Petroleum, Excluding Ethanol, Consumption",Total Fossil Fuels Consumption,Nuclear Electric Power Consumption,"Conventional Hydro Energy Consumption, Fossil Fuel Equivalent","Geothermal Energy Consumption, Fossil Fuel Equivalent","Solar Energy Consumption, Fossil Fuel Equivalent","Wind Energy Consumption, Fossil Fuel Equivalent",Biomass Energy Consumption,"Renewable Energy Consumption, Fossil Fuel Equivalent","Total Energy Consumption, Fossil Fuel Equivalent"
1973-01-01,1166.191,2397.308,3185.268,6747.651,68.103,272.703,1.491,Not Available,Not Available,129.787,403.981,7223.873
1973-02-01,1050.588,2170.646,2941.986,6163.095,64.634,242.199,1.363,Not Available,Not Available,117.338,360.9,6592.366
1973-03-01,1046.856,2057.315,2942.485,6044.647,72.494,268.81,1.412,Not Available,Not Available,129.938,400.161,6521.439
1973-04-01,998.979,1873.535,2621.315,5493.184,64.07,253.185,1.649,Not Available,Not Available,125.636,380.47,5941.729
1973-05-01,1014.502,1765.309,2836.567,5613.551,62.111,260.77,1.537,Not Available,Not Available,129.834,392.141,6071.94
1973-06-01,1050.077,1566.214,2731.435,5347.479,73.968,249.859,1.763,Not Available,Not Available,125.611,377.232,5802.683
1973-07-01,1110.438,1590.718,2804.54,5504.556,75.89,235.67,1.869,Not Available,Not Available,129.787,367.325,5951.909
1973-08-01,1135.679,1615.222,2999.441,5748.879,84.883,222.077,1.762,Not Available,Not Available,129.918,353.757,6191.657
1973-09-01,1057.732,1559.067,2761.173,5376.782,85.724,179.733,1.492,Not Available,Not Available,125.782,307.006,5773.515
1973-10-01,1083.177,1743.868,2936.519,5765.3,81.971,191.723,1.76,Not Available,Not Available,129.97,323.453,6174.862
1973-11-01,1088.59,1945.005,3053.629,6088.44,88.773,210.285,1.889,Not Available,Not Available,125.643,337.817,6519.033
1973-12-01,1168.68,2227.822,2991.666,6388.515,87.557,274.435,2.435,Not Available,Not Available,129.824,406.694,6886.904
1974-01-01,1145.845,2283.52,2944.909,6378.043,84.855,304.506,2.154,Not Available,Not Available,130.807,437.467,6904.043
1974-02-01,1036.439,2103.296,2677.772,5820.458,90.577,279.95,1.901,Not Available,Not Available,118.091,399.942,6314.3
1974-03-01,1050.801,2051.072,2740.105,5845.649,97.966,290.582,2.165,Not Available,Not Available,130.727,423.474,6370.767
1974-04-01,994.963,1731.584,2624.656,5355.618,79.566,293.702,2.039,Not Available,Not Available,126.583,422.323,5861.066
1974-05-01,1029.181,1646.592,2678.975,5359.907,73.242,294.828,2.04,Not Available,Not Available,130.789,427.657,5864.485
1974-06-01,1014.433,1473.536,2659.05,5150.392,79.015,280.695,1.975,Not Available,Not Available,126.611,409.281,5642.248
1974-07-01,1110.438,1550.336,2793.658,5458.003,113.953,276.772,2.191,Not Available,Not Available,130.756,409.719,5985.353
1974-08-01,1112.559,1546.24,2825.426,5488.069,137.654,253.175,2.163,Not Available,Not Available,130.763,386.101,6015.502
1974-09-01,1005.508,1573.888,2644.93,5230.848,122.88,225.274,1.999,Not Available,Not Available,126.637,353.91,5711.198
1974-10-01,1051.737,1746.944,2905.632,5713.389,121.248,210.955,2.03,Not Available,Not Available,130.718,343.703,6182.018
1974-11-01,1022.021,1870.848,2859.805,5757.535,122.819,222.713,2.414,Not Available,Not Available,126.506,351.633,6235.546
1974-12-01,1088.954,2154.496,3065.694,6314.029,148.309,243.428,2.54,Not Available,Not Available,130.674,376.642,6842.659
1975-01-01,1131.658,2295.208,3072.693,6508.066,153.503,263.371,2.117,Not Available,Not Available,127.269,392.756,7056.118
1975-02-01,1038.817,1979.719,2632.196,5658.866,140.232,251.317,2.019,Not Available,Not Available,114.942,368.278,6168.996
1975-03-01,1072.008,1942.963,2776.781,5794.307,163.893,293.961,2.277,Not Available,Not Available,127.251,423.49,6383.482
1975-04-01,996.432,1608.075,2639.706,5244.039,146.773,279.947,2.281,Not Available,Not Available,123.139,405.368,5797.914
1975-05-01,976.643,1358.951,2578.863,4917.011,151.58,291.504,2.475,Not Available,Not Available,127.303,421.283,5491.667
1975-06-01,1021.948,1283.397,2578.24,4881.923,140.348,285.31,3.07,Not Available,Not Available,123.241,411.622,5435.627
1975-07-01,1081.702,1340.573,2678.403,5099.561,169.294,268.081,3.091,Not Available,Not Available,127.288,398.459,5669.107
1975-08-01,1116.476,1397.749,2687.048,5199.413,174.883,237.557,3.351,Not Available,Not Available,127.321,368.23,5744.318
1975-09-01,1003.35,1398.77,2596.741,4996.158,158.543,215.793,2.954,Not Available,Not Available,123.21,341.957,5498.393
1975-10-01,1020.889,1576.424,2781.396,5377.048,161.078,238.068,3.406,Not Available,Not Available,127.312,368.786,5908.704
1975-11-01,1044.129,1674.44,2590.402,5309.492,155.988,256.706,3.31,Not Available,Not Available,123.18,383.196,5850.411
1975-12-01,1158.734,2092.029,3086.312,6337.521,183.682,272.99,3.429,Not Available,Not Available,127.277,403.696,6926.691
1976-01-01,1201.363,2336.82,3173.05,6710.216,177.844,273.323,3.403,Not Available,Not Available,145.049,421.775,7312.324
1976-02-01,1063.557,1976.76,2797.522,5836.128,158.824,257.277,3.2,Not Available,Not Available,135.695,396.173,6393.452
1976-03-01,1103.547,1755.42,2950.439,5807.521,154.58,278.567,3.426,Not Available,Not Available,145.051,427.044,6391.633
1976-04-01,1054.029,1538.16,2744.806,5334.664,121.316,253.482,3.086,Not Available,Not Available,140.363,396.931,5855.319
1976-05-01,1060.057,1462.68,2723.288,5243.322,131.784,267.732,2.949,Not Available,Not Available,145.047,415.728,5793.322
1976-06-01,1098.82,1361.7,2777.649,5236.508,174.072,268.088,3.063,Not Available,Not Available,140.405,411.555,5824.544
1976-07-01,1171.113,1399.44,2834.785,5405.14,195.628,273.026,3.311,Not Available,Not Available,145.088,421.425,6024.682
1976-08-01,1179.87,1343.34,2842.559,5367.256,202.851,249.759,3.26,Not Available,Not Available,145.11,398.129,5970.726
1976-09-01,1081.958,1328.04,2778.502,5189.12,191.006,213.376,3.173,Not Available,Not Available,140.436,356.984,5739.519
1976-10-01,1119.412,1653.42,2902.739,5681.201,191.723,220.99,3.082,Not Available,Not Available,145.114,369.186,6244.598
1976-11-01,1176.231,1912.5,3107.876,6197.897,178.235,208.138,2.597,Not Available,Not Available,140.651,351.386,6729.925
1976-12-01,1274.11,2276.64,3508.77,7061.9,233.256,212.507,2.963,Not Available,Not Available,145.364,360.834,7658.479
1977-01-01,1266.433,2457.547,3507.984,7230.327,238.556,219.069,3.232,Not Available,Not Available,156.22,378.521,7852.451
1977-02-01,1121.735,1854.136,3158.978,6134.899,211.078,160.329,2.823,Not Available,Not Available,141.176,304.328,6654.863
1977-03-01,1129.22,1751.015,3098.805,5977.23,222.619,209.549,3.2,Not Available,Not Available,156.217,368.966,6573.861
1977-04-01,1041.243,1469.219,2900.699,5409.177,213.943,197.287,2.854,Not Available,Not Available,151.161,351.301,5979.305
1977-05-01,1103.387,1407.959,2901.985,5413.653,221.834,197.656,3.081,Not Available,Not Available,156.186,356.923,5997.456
1977-06-01,1162.1,1360.993,2989.659,5512.801,231.72,182.303,3.029,Not Available,Not Available,151.153,336.485,6085.89
1977-07-01,1257.119,1352.825,3007.273,5618.804,235.032,177.779,3.204,Not Available,Not Available,155.92,336.903,6195.785
1977-08-01,1231.003,1392.644,3090.14,5714.704,244.991,176.863,2.937,Not Available,Not Available,156.081,335.881,6300.623
1977-09-01,1135.635,1456.967,2936.273,5535.869,211.395,173.821,3.144,Not Available,Not Available,151.11,328.075,6080.223
1977-10-01,1127.504,1549.878,3039.576,5720.95,205.053,181.908,3.288,Not Available,Not Available,156.172,341.368,6272.418
1977-11-01,1139.472,1725.49,3034.94,5900.695,209.548,215.864,3.303,Not Available,Not Available,151.0,370.168,6485.295
1977-12-01,1207.253,2152.268,3416.33,6781.158,255.994,240.826,3.288,Not Available,Not Available,155.935,400.048,7442.248
1978-01-01,1195.802,2427.258,3369.733,6994.146,282.638,262.529,3.326,Not Available,Not Available,173.128,438.983,7721.485
1978-02-01,1001.51,2179.641,3234.538,6416.481,238.869,232.625,2.854,Not Available,Not Available,156.387,391.866,7052.381
1978-03-01,953.062,1954.442,3368.195,6280.715,245.611,257.965,2.359,Not Available,Not Available,173.136,433.459,6965.503
1978-04-01,1019.025,1568.241,2938.869,5537.677,192.342,265.041,1.989,Not Available,Not Available,167.349,434.379,6169.931
1978-05-01,1088.001,1406.22,3114.781,5633.02,223.373,301.188,1.772,Not Available,Not Available,172.923,475.883,6337.994
1978-06-01,1162.388,1272.731,3025.056,5469.015,242.728,263.109,2.179,Not Available,Not Available,167.34,432.628,6149.904
1978-07-01,1237.363,1358.327,3019.691,5629.409,273.603,256.107,2.441,Not Available,Not Available,172.912,431.461,6340.19
1978-08-01,1278.218,1309.415,3201.369,5801.865,280.082,232.357,2.871,Not Available,Not Available,173.189,408.417,6496.081
1978-09-01,1211.465,1258.465,2965.814,5446.963,242.769,221.801,3.031,Not Available,Not Available,167.455,392.287,6087.552
1978-10-01,1166.964,1467.36,3139.837,5788.479,251.605,204.012,2.254,Not Available,Not Available,173.169,379.436,6425.237
1978-11-01,1170.315,1689.502,3156.6,6028.42,272.438,208.974,2.547,Not Available,Not Available,167.557,379.078,6685.469
1978-12-01,1281.463,2108.311,3384.635,6783.142,278.067,231.275,3.228,Not Available,Not Available,173.06,407.564,7474.491
1979-01-01,1352.487,2476.946,3502.897,7336.166,302.351,262.096,3.099,Not Available,Not Available,182.6,447.796,8092.205
1979-02-01,1203.643,2250.284,3275.613,6732.512,281.883,222.855,2.535,Not Available,Not Available,165.096,390.487,7410.205
1979-03-01,1212.5,1920.501,3287.034,6421.99,264.739,271.516,3.402,Not Available,Not Available,182.881,457.799,7150.421
1979-04-01,1140.389,1627.474,2862.597,5635.417,200.369,265.941,3.146,Not Available,Not Available,176.844,445.932,6287.42
1979-05-01,1193.97,1459.009,3024.277,5688.216,163.455,303.134,3.164,Not Available,Not Available,182.782,489.08,6346.644
1979-06-01,1238.154,1336.489,2937.072,5520.908,174.776,261.646,3.204,Not Available,Not Available,176.833,441.683,6143.07
1979-07-01,1334.783,1357.93,2919.158,5619.578,226.552,238.414,3.398,Not Available,Not Available,182.7,424.513,6276.536
1979-08-01,1342.578,1370.182,3093.268,5814.576,263.316,222.695,3.707,Not Available,Not Available,182.808,409.21,6492.996
1979-09-01,1198.249,1356.909,2868.191,5431.098,237.204,198.794,3.217,Not Available,Not Available,176.891,378.903,6052.908
1979-10-01,1231.391,1589.697,3087.436,5911.981,227.745,211.243,3.607,Not Available,Not Available,182.752,397.602,6543.22
1979-11-01,1237.532,1805.128,3006.554,6049.123,209.477,234.286,3.505,Not Available,Not Available,176.949,414.74,6679.042
1979-12-01,1353.91,2115.512,3211.645,6682.671,223.959,238.063,4.275,Not Available,Not Available,182.77,425.109,7337.632
1980-01-01,1394.041,2278.492,3188.828,6864.636,215.389,265.618,3.495,Not Available,Not Available,209.829,478.943,7565.016
1980-02-01,1309.761,2186.179,2987.494,6482.913,210.277,224.631,3.357,Not Available,Not Available,196.31,424.298,7123.145
1980-03-01,1291.623,2090.937,2948.824,6328.141,218.584,255.676,3.731,Not Available,Not Available,209.727,469.134,7021.907
1980-04-01,1155.186,1562.193,2757.535,5470.245,205.0,270.552,3.909,Not Available,Not Available,202.894,477.356,6158.453
1980-05-01,1159.54,1380.874,2748.166,5283.326,200.541,303.305,4.603,Not Available,Not Available,209.548,517.456,6007.37
1980-06-01,1231.174,1277.249,2664.502,5168.984,199.859,290.604,4.441,Not Available,Not Available,202.723,497.768,5872.463
1980-07-01,1385.342,1318.738,2728.917,5428.74,229.329,257.106,4.67,Not Available,Not Available,209.554,471.331,6135.448
1980-08-01,1377.215,1305.406,2683.241,5362.77,265.424,214.693,4.991,Not Available,Not Available,209.675,429.358,6063.599
1980-09-01,1257.702,1322.794,2729.299,5305.752,257.127,194.301,4.506,Not Available,Not Available,202.905,401.712,5970.443
1980-10-01,1224.097,1549.528,2873.005,5640.628,267.351,187.73,5.117,Not Available,Not Available,209.717,402.564,6316.59
1980-11-01,1246.566,1791.974,2739.27,5775.618,228.892,201.929,5.002,Not Available,Not Available,202.945,409.876,6420.238
1980-12-01,1390.54,2167.904,3110.452,6667.805,241.396,233.998,4.877,Not Available,Not Available,209.671,448.546,7363.795
1981-01-01,1467.366,2319.606,3118.37,6904.959,262.28,236.553,5.284,Not Available,Not Available,220.544,462.381,7639.252
1981-02-01,1297.021,1928.722,2585.717,5810.571,238.196,223.123,4.671,Not Available,Not Available,199.248,427.043,6484.509
1981-03-01,1304.283,1933.264,2675.019,5910.062,242.709,217.976,5.237,Not Available,Not Available,220.595,443.808,6606.21
1981-04-01,1186.599,1513.85,2500.958,5200.14,227.726,219.717,4.836,Not Available,Not Available,213.467,438.02,5875.206
1981-05-01,1194.768,1451.464,2585.675,5231.949,217.546,255.2,4.791,Not Available,Not Available,220.433,480.423,5939.55
1981-06-01,1295.935,1331.774,2632.443,5255.929,233.457,278.976,4.782,Not Available,Not Available,213.237,496.995,5995.702
1981-07-01,1463.331,1336.794,2652.557,5452.931,254.569,265.656,5.256,Not Available,Not Available,220.392,491.304,6208.435
1981-08-01,1430.796,1335.664,2585.304,5352.038,297.219,228.409,5.191,Not Available,Not Available,220.428,454.028,6112.916
1981-09-01,1296.714,1286.644,2553.468,5135.095,269.115,188.516,5.224,Not Available,Not Available,213.48,407.22,5820.751
1981-10-01,1284.573,1545.294,2663.528,5490.746,226.731,191.231,5.153,Not Available,Not Available,220.581,416.966,6144.075
1981-11-01,1274.44,1647.118,2537.492,5459.212,251.301,200.541,4.498,Not Available,Not Available,213.437,418.476,6138.31
1981-12-01,1411.723,2113.001,2793.473,6315.167,286.743,252.071,4.513,Not Available,Not Available,220.44,477.024,7088.566
1982-01-01,1488.841,2447.351,2704.918,6640.697,284.331,284.215,3.975,Not Available,Not Available,226.251,514.44,7448.166
1982-02-01,1294.926,2023.15,2433.874,5750.531,223.538,281.593,3.656,Not Available,Not Available,204.375,489.624,6471.248
1982-03-01,1262.21,1873.59,2606.926,5740.713,251.971,315.347,3.22,Not Available,Not Available,226.157,544.724,6544.007
1982-04-01,1154.664,1514.599,2607.36,5275.93,241.222,295.061,3.247,Not Available,Not Available,218.821,517.128,6040.586
1982-05-01,1188.681,1158.395,2485.054,4829.676,239.606,295.887,3.773,Not Available,Not Available,226.135,525.795,5602.379
1982-06-01,1212.642,1136.504,2438.379,4783.91,266.04,295.552,4.556,Not Available,Not Available,218.866,518.974,5572.673
1982-07-01,1383.398,1167.608,2480.346,5028.317,281.997,288.273,4.792,Not Available,Not Available,226.202,519.267,5835.852
1982-08-01,1376.905,1174.323,2497.944,5047.842,276.671,252.259,4.776,Not Available,Not Available,226.168,483.203,5818.627
1982-09-01,1229.66,1162.899,2434.187,4823.564,281.149,210.219,4.581,Not Available,Not Available,218.947,433.748,5549.273
1982-10-01,1192.804,1335.372,2490.956,5017.757,257.422,208.623,4.877,Not Available,Not Available,226.373,439.874,5726.507
1982-11-01,1231.755,1589.784,2420.923,5241.011,257.281,245.861,5.122,Not Available,Not Available,218.948,469.93,5978.943
1982-12-01,1305.074,1772.929,2578.628,5655.954,269.921,292.668,4.053,Not Available,Not Available,226.21,522.93,6458.452
1983-01-01,1359.687,2265.754,2438.421,6062.504,273.422,310.615,5.087,Not Available,0.002,246.575,562.279,6907.502
1983-02-01,1180.042,1888.071,2223.831,5290.891,242.067,296.625,3.913,Not Available,0,222.738,523.276,6065.647
1983-03-01,1196.034,1788.953,2604.959,5589.21,260.523,321.73,4.51,Not Available,0.003,246.61,572.853,6431.871
1983-04-01,1139.55,1533.045,2385.301,5055.553,243.561,318.603,4.227,Not Available,0.002,238.625,561.458,5869.679
1983-05-01,1172.176,1260.206,2432.262,4862.973,240.465,331.656,3.434,Not Available,0.003,246.647,581.741,5692.724
1983-06-01,1256.52,1090.922,2489.536,4836.114,263.376,326.237,4.518,Not Available,0.002,238.736,569.493,5677.988
1983-07-01,1499.058,1086.246,2517.064,5100.754,279.191,298.715,5.627,Not Available,0.001,246.651,550.993,5941.322
1983-08-01,1573.899,1123.874,2606.248,5303.409,285.725,274.189,7.404,Not Available,0,246.695,528.288,6128.631
1983-09-01,1366.111,1060.564,2513.007,4938.737,272.705,230.65,6.764,Not Available,0.004,238.755,476.173,5699.808
1983-10-01,1304.357,1125.246,2505.054,4933.914,281.314,220.423,7.091,Not Available,0.005,246.732,474.251,5701.452
1983-11-01,1325.008,1316.659,2504.586,5145.302,272.735,261.94,6.311,Not Available,0.004,238.78,507.035,5935.601
1983-12-01,1521.978,1681.296,2776.983,5977.512,287.465,335.876,5.025,Not Available,0.001,246.871,587.773,6863.357
1984-01-01,1551.521,2399.247,2804.008,6755.532,317.844,313.504,5.094,Not Available,0,251.483,570.081,7654.075
1984-02-01,1358.99,2005.105,2404.095,5770.207,308.326,293.845,6.222,Not Available,0.002,235.169,535.239,6623.097
1984-03-01,1402.844,1887.051,2684.594,5973.514,296.499,320.67,6.838,Not Available,0.002,251.529,579.04,6858.673
1984-04-01,1271.621,1639.935,2520.623,5431.746,262.738,315.985,6.748,Not Available,0.006,243.277,566.019,6270.456
1984-05-01,1297.942,1380.376,2608.349,5286.097,280.471,335.607,6.473,Not Available,0.008,251.408,593.504,6170.762
1984-06-01,1439.065,1204.611,2547.346,5188.581,274.321,303.719,6.283,Not Available,0.006,243.303,553.321,6026.485
1984-07-01,1519.22,1180.805,2589.785,5288.875,306.687,289.982,5.997,Not Available,0.005,251.632,547.618,6155.513
1984-08-01,1586.855,1181.397,2697.843,5464.17,319.793,264.894,7.509,Not Available,0.003,251.638,524.053,6323.114
1984-09-01,1383.544,1110.435,2468.375,4961.915,316.027,220.536,6.763,Not Available,0.005,243.596,470.91,5761.176
1984-10-01,1395.014,1208.513,2599.145,5199.25,268.621,220.205,7.424,Not Available,0.009,251.974,479.62,5960.973
1984-11-01,1393.904,1424.191,2521.827,5337.341,266.462,234.699,7.331,Not Available,0.009,244.068,486.11,6100.793
1984-12-01,1470.103,1771.942,2547.104,5788.606,334.742,272.166,8.127,Not Available,0.013,252.042,532.347,6666.436
1985-01-01,1599.226,2155.823,2672.391,6427.89,384.371,290.793,8.086,Not Available,0.007,256.315,555.205,7377.254
1985-02-01,1405.395,2206.765,2419.434,6033.03,327.29,273.175,7.141,Not Available,0.011,231.512,511.838,6880.264
1985-03-01,1385.744,1767.205,2557.334,5710.393,329.72,260.344,8.314,Not Available,0.007,256.336,525.002,6577.553
1985-04-01,1319.424,1481.028,2501.434,5302.405,281.04,258.039,7.281,Not Available,0.006,247.599,512.937,6106.13
1985-05-01,1384.445,1172.93,2592.054,5146.409,304.823,279.498,7.571,Not Available,0.004,255.881,542.968,6005.352
1985-06-01,1431.061,1100.814,2503.708,5033.449,327.55,252.373,7.294,Not Available,0.004,247.643,507.33,5880.48
1985-07-01,1584.552,1142.42,2584.345,5309.635,373.727,225.387,8.019,Not Available,0.001,256.159,489.577,6187.443
1985-08-01,1561.888,1141.786,2693.552,5395.869,369.775,211.206,8.381,Not Available,0.004,256.301,475.912,6256.987
1985-09-01,1424.542,1065.341,2438.53,4925.617,366.541,198.288,7.966,Not Available,0.009,247.997,454.274,5759.0
1985-10-01,1389.491,1171.877,2647.682,5207.793,331.461,211.589,7.626,Not Available,0.005,256.175,475.406,6026.246
1985-11-01,1385.921,1345.754,2499.163,5228.088,320.428,242.115,9.416,Not Available,0.002,248.07,499.606,6059.118
1985-12-01,1606.739,1951.717,2757.676,6315.121,358.837,267.386,10.325,Not Available,0.001,256.246,533.96,7219.105
1986-01-01,1628.376,2205.211,2680.492,6514.033,383.159,226.352,10.526,Not Available,0.002,249.178,486.064,7395.548
1986-02-01,1412.688,1930.555,2442.941,5785.886,346.156,245.152,9.04,Not Available,0.002,224.922,479.122,6620.399
1986-03-01,1385.114,1772.385,2727.101,5883.728,325.549,300.28,9.403,Not Available,0.007,248.837,558.538,6775.964
1986-04-01,1264.564,1380.229,2594.758,5239.137,322.413,290.609,8.479,Not Available,0.006,240.788,539.897,6109.551
1986-05-01,1321.18,1192.312,2696.101,5206.938,337.725,287.656,8.568,Not Available,0.008,248.822,545.072,6099.383
1986-06-01,1463.56,1059.219,2624.776,5147.695,331.481,277.26,9.295,Not Available,0.005,240.837,527.412,6015.826
1986-07-01,1648.01,1053.847,2750.898,5451.039,379.718,254.396,9.862,Not Available,0.005,249.011,513.292,6354.208
1986-08-01,1515.011,1016.637,2805.41,5331.362,396.534,223.81,9.839,Not Available,0.005,249.176,482.847,6223.701
1986-09-01,1401.321,960.084,2586.916,4947.904,387.113,222.779,8.245,Not Available,0.001,241.074,472.114,5818.638
1986-10-01,1355.954,1037.874,2771.165,5164.399,383.103,225.018,8.105,Not Available,0.002,248.974,482.113,6039.911
1986-11-01,1366.752,1271.522,2612.738,5247.547,369.674,244.175,7.015,Not Available,0,241.122,492.321,6119.265
1986-12-01,1497.876,1711.484,2857.621,6066.258,417.484,273.692,9.299,Not Available,0,249.352,532.346,7027.262
1987-01-01,1563.157,2179.929,2778.384,6520.368,417.417,267.809,9.317,Not Available,0.001,244.137,521.265,7472.334
1987-02-01,1357.526,1968.916,2551.887,5879.311,382.159,223.722,8.64,Not Available,0,220.511,452.878,6729.068
1987-03-01,1372.447,1793.1,2699.987,5863.944,389.382,245.143,9.473,Not Available,0,244.157,498.782,6767.036
1987-04-01,1322.692,1472.949,2674.699,5470.761,349.992,232.573,8.929,Not Available,0.002,236.139,477.656,6313.868
1987-05-01,1419.056,1212.924,2687.267,5319.684,358.374,255.627,9.382,Not Available,0.003,244.007,509.032,6199.256
1987-06-01,1553.622,1125.283,2737.218,5417.632,381.76,220.689,9.635,Not Available,0.01,236.522,466.873,6280.222
1987-07-01,1731.657,1118.428,2874.513,5724.864,418.26,213.34,9.961,Not Available,0.013,244.359,467.691,6626.659
1987-08-01,1719.952,1151.681,2746.301,5618.573,431.801,194.652,9.923,Not Available,0.002,244.396,448.986,6514.555
1987-09-01,1484.318,1068.976,2704.211,5261.35,414.191,191.635,9.257,Not Available,0.002,236.298,437.201,6123.881
1987-10-01,1448.063,1250.133,2827.616,5527.906,381.045,189.215,9.375,Not Available,0.001,244.059,442.655,6362.769
1987-11-01,1433.762,1450.775,2630.898,5517.998,390.924,177.943,9.064,Not Available,0.001,236.197,423.208,6342.057
1987-12-01,1602.198,1846.705,2905.377,6352.849,438.627,222.161,9.312,Not Available,0.002,244.104,475.58,7277.377
1988-01-01,1684.214,2237.883,2895.584,6820.914,473.469,230.477,9.312,Not Available,0.007,255.331,495.132,7800.316
1988-02-01,1539.149,2085.677,2775.957,6402.514,447.892,199.789,8.013,Not Available,0,238.853,446.663,7308.187
1988-03-01,1485.58,1910.986,2949.037,6351.358,465.555,204.359,9.341,Not Available,0,255.385,469.098,7296.746
1988-04-01,1368.241,1498.021,2689.981,5560.392,424.786,200.293,8.454,Not Available,0,247.241,455.993,6449.806
1988-05-01,1418.454,1333.133,2716.171,5466.201,430.975,222.701,8.31,Not Available,0,255.188,486.212,6390.836
1988-06-01,1601.226,1197.23,2774.459,5577.641,467.326,197.723,8.815,Not Available,0,247.34,453.891,6507.738
1988-07-01,1748.765,1203.533,2804.455,5763.547,528.281,177.42,9.589,Not Available,0,255.582,442.602,6746.03
1988-08-01,1819.299,1250.795,2945.102,6018.489,519.872,172.238,9.149,Not Available,0,255.815,437.214,6988.178
1988-09-01,1522.329,1124.432,2765.934,5415.734,490.56,170.174,8.772,Not Available,0,247.357,426.312,6340.877
1988-10-01,1498.257,1259.569,2942.807,5704.981,451.551,158.144,8.939,Not Available,0,255.517,422.602,6586.707
1988-11-01,1493.134,1485.535,2850.221,5829.882,419.662,192.932,8.874,Not Available,0,247.096,448.903,6704.226
1988-12-01,1667.662,1861.598,3063.919,6596.231,467.038,208.016,8.77,Not Available,0.001,255.345,472.132,7540.36
1989-01-01,1661.361,2093.063,2872.847,6634.584,490.288,224.04,14.134,2.881,1.521,266.572,509.146,7638.754
1989-02-01,1570.485,2082.145,2697.285,6352.085,409.824,199.31,12.761,3.104,2.331,243.927,461.434,7229.609
1989-03-01,1558.177,2022.197,3003.263,6586.898,419.471,242.358,15.001,4.37,2.671,268.315,532.714,7541.178
1989-04-01,1421.056,1650.696,2693.884,5772.522,354.476,257.728,13.095,4.843,2.484,251.946,530.096,6660.421
1989-05-01,1465.828,1413.189,2778.194,5662.89,405.739,300.24,13.857,5.237,2.131,241.235,562.699,6635.388
1989-06-01,1571.761,1262.426,2849.206,5687.456,454.815,277.046,13.664,5.346,1.631,248.447,546.135,6693.823
1989-07-01,1705.408,1288.763,2771.958,5769.796,553.819,242.678,13.872,5.746,1.482,261.318,525.096,6856.059
1989-08-01,1717.331,1282.892,2924.922,5927.662,581.511,216.086,13.414,5.593,1.075,276.985,513.153,7028.178
1989-09-01,1550.947,1242.952,2719.971,5515.428,474.507,202.515,12.52,5.18,2.923,264.811,487.948,6480.976
1989-10-01,1524.699,1400.854,2896.565,5818.518,460.972,214.892,13.157,4.715,1.832,276.462,511.058,6790.632
1989-11-01,1534.514,1630.263,2799.093,5962.743,459.296,226.777,12.562,3.884,1.281,276.819,521.323,6940.303
1989-12-01,1788.196,2232.167,3157.566,7175.947,537.442,233.595,13.504,3.55,0.671,282.52,533.84,8245.458
1990-01-01,1651.617,2214.586,2849.383,6715.83,583.273,253.277,15.036,3.132,3.134,236.692,511.271,7809.229
1990-02-01,1465.526,1907.248,2597.232,5970.118,528.705,262.555,13.739,3.395,2.405,226.266,508.359,7003.709
1990-03-01,1528.733,1870.65,2853.453,6253.36,487.694,301.333,15.116,4.685,2.551,244.248,567.933,7305.262
1990-04-01,1449.803,1668.133,2714.167,5831.31,407.576,276.175,12.08,5.16,4.373,232.64,530.428,6767.827
1990-05-01,1477.073,1452.612,2837.106,5766.968,454.445,291.917,14.14,5.863,3.644,210.108,525.671,6746.032
1990-06-01,1604.918,1350.899,2806.675,5763.212,490.288,300.121,14.647,5.821,4.227,178.544,503.361,6756.04
1990-07-01,1740.572,1341.798,2876.087,5961.692,567.668,257.581,14.779,6.181,1.239,219.713,499.493,7032.228
1990-08-01,1776.442,1372.602,3040.655,6188.925,590.033,230.354,14.592,6.145,0.729,245.632,497.453,7279.16
1990-09-01,1639.972,1333.192,2676.68,5650.824,513.067,187.254,13.746,5.467,0.947,239.932,447.347,6613.362
1990-10-01,1604.968,1458.073,2818.935,5882.538,459.207,203.213,14.398,5.037,2.114,235.437,460.198,6806.996
1990-11-01,1535.479,1609.279,2688.43,5832.145,476.554,219.084,13.805,4.014,2.405,220.256,459.564,6771.694
1990-12-01,1697.532,2024.196,2742.093,6464.655,545.839,263.525,14.668,3.85,1.239,245.644,528.926,7542.279
1991-01-01,1748.968,2389.278,2791.38,6931.248,570.005,280.572,15.446,3.278,0.648,269.531,569.476,8073.919
1991-02-01,1460.729,1987.785,2442.56,5892.879,501.792,240.524,13.497,3.534,3.026,204.535,465.115,6862.151
1991-03-01,1480.065,1921.539,2697.918,6101.053,514.987,282.566,15.382,4.624,2.161,214.374,519.107,7139.158
1991-04-01,1373.16,1620.823,2607.969,5602.625,436.46,281.008,13.871,5.094,2.485,190.452,492.91,6536.525
1991-05-01,1497.435,1416.318,2704.182,5618.474,490.175,309.826,14.196,6.204,3.782,206.579,540.586,6654.742
1991-06-01,1596.278,1277.489,2740.08,5612.394,568.322,280.947,15.048,6.299,1.621,209.721,513.636,6697.962
1991-07-01,1738.203,1377.051,2837.241,5955.334,636.742,266.05,15.07,6.737,1.621,210.055,499.532,7098.771
1991-08-01,1737.679,1367.091,2875.986,5978.671,613.027,237.525,14.928,6.563,2.377,250.834,512.227,7112.438
