Month,Asphalt and Road Oil Consumed by the Industrial Sector,Distillate Fuel Oil Consumed by the Industrial Sector,Propane Consumed by the Industrial Sector,Propylene Consumed by the Industrial Sector,Propane/Propylene Consumed by the Industrial Sector,Total Hydrocarbon Gas Liquids Consumed by the Industrial Sector,Kerosene Consumed by the Industrial Sector,Lubricants Consumed by the Industrial Sector,Motor Gasoline Consumed by the Industrial Sector,Petroleum Coke Consumed by the Industrial Sector,Residual Fuel Oil Consumed by the Industrial Sector,Other Petroleum Products Consumed by the Industrial Sector,Total Petroleum Consumed by the Industrial Sector
2009-08-01,541.577,323.634,507.197,281.968,789.165,1835.365,0.718,70.819,132.135,339.062,47.276,1141.804,4432.389
2009-09-01,461.017,446.59,459.842,286.9,746.742,1775.437,-0.54,63.753,126.673,400.363,36.44,1263.034,4572.768
2009-10-01,377.014,546.45,483.99,263.323,747.313,1837.361,2.583,63.187,127.75,287.974,52.672,1134.362,4429.353
2009-11-01,287.492,583.949,676.115,273.267,949.382,2063.372,2.606,60.199,126.602,314.039,50.771,1025.269,4514.299
2009-12-01,204.436,600.305,418.114,283.935,702.05,1711.401,3.204,58.86,126.965,330.834,67.0,1137.874,4240.879
2010-01-01,203.021,480.801,439.8,301.806,741.607,1845.768,2.611,54.417,132.943,201.081,59.165,1111.865,4091.671
2010-02-01,248.99,524.548,325.485,312.607,638.092,1711.959,6.104,63.944,133.876,264.292,55.69,1186.623,4196.027
2010-03-01,263.719,657.223,266.151,310.871,577.022,1673.639,2.026,64.418,137.207,356.137,54.413,1340.562,4549.344
2010-04-01,330.694,600.784,222.218,309.667,531.885,1527.142,1.179,61.655,142.122,323.178,60.247,1396.043,4443.044
2010-05-01,377.892,468.754,306.023,289.806,595.829,1656.833,1.904,59.879,142.976,274.355,50.524,1282.316,4315.431
2010-06-01,516.806,432.584,385.369,310.4,695.769,1831.855,2.751,72.408,145.293,332.627,43.438,1301.748,4679.509
2010-07-01,469.536,346.292,395.127,307.903,703.031,1863.02,3.368,65.96,145.135,303.341,53.033,1265.017,4514.703
2010-08-01,536.642,534.052,500.011,265.613,765.624,1953.563,1.664,60.431,144.425,369.947,41.833,1341.947,4984.503
2010-09-01,462.884,670.147,506.751,306.867,813.617,1976.788,1.418,63.661,142.192,370.885,50.806,1227.144,4965.925
2010-10-01,434.338,536.58,413.105,310.258,723.363,1814.701,2.61,59.553,140.684,278.794,51.343,1107.441,4426.044
2010-11-01,294.709,638.182,249.594,313.167,562.761,1660.137,8.168,58.217,137.568,338.975,57.096,1195.578,4388.629
2010-12-01,203.537,675.315,429.0,327.516,756.516,1853.182,8.857,52.605,139.048,307.448,51.367,1254.63,4545.99
2011-01-01,221.101,716.11,457.103,338.387,795.491,1709.938,2.666,57.214,131.585,275.215,75.734,1335.548,4525.112
2011-02-01,248.446,606.587,358.538,291.464,650.003,1753.772,7.077,55.737,135.261,218.303,73.626,1105.468,4204.278
2011-03-01,281.64,752.749,267.926,299.935,567.862,1678.773,3.771,69.115,138.321,265.672,59.572,1380.215,4629.828
2011-04-01,310.685,567.659,207.579,318.1,525.679,1597.733,1.207,62.96,138.283,301.889,61.009,1252.499,4293.925
2011-05-01,357.109,555.745,362.899,301.323,664.222,1734.012,0.031,56.231,138.613,358.907,60.351,1075.456,4336.457
2011-06-01,454.004,579.586,369.949,319.633,689.582,1784.24,0.621,57.791,142.54,309.177,61.424,1177.703,4567.086
2011-07-01,464.886,342.925,423.451,308.323,731.774,1788.824,1.277,54.756,141.977,286.794,39.039,1358.802,4479.28
2011-08-01,544.712,547.102,503.797,297.871,801.668,1909.743,0.773,63.261,140.312,388.338,42.269,1261.602,4898.111
2011-09-01,461.756,571.645,479.624,321.833,801.458,1884.358,1.094,57.699,137.46,275.816,63.01,1232.888,4685.725
2011-10-01,422.931,600.511,485.824,309.161,794.985,1884.413,0.29,47.342,135.962,343.097,51.908,1180.127,4666.581
2011-11-01,296.982,706.879,420.767,304.467,725.233,1908.258,0.829,57.324,134.21,336.3,52.96,1305.688,4799.429
2011-12-01,186.971,492.363,397.402,308.903,706.306,1889.496,1.733,51.156,136.509,172.792,66.2,1197.365,4194.584
2012-01-01,201.059,720.954,430.15,301.839,731.989,1894.66,1.015,56.594,128.481,337.859,37.757,1154.644,4533.024
2012-02-01,220.437,807.551,413.034,307.414,720.448,1813.649,4.956,64.721,134.872,249.504,32.743,1211.141,4539.574
2012-03-01,234.04,631.155,373.108,316.484,689.592,1776.076,1.255,51.431,134.625,288.102,34.592,1156.324,4307.601
2012-04-01,326.531,618.941,272.654,345.133,617.787,1730.61,0.362,58.259,137.111,317.083,35.505,1018.285,4242.686
2012-05-01,382.743,597.529,451.352,358.839,810.191,1916.208,1.467,56.84,140.855,351.035,26.607,1058.061,4531.346
2012-06-01,455.138,513.338,528.708,347.667,876.375,1892.118,0.349,50.147,141.111,346.914,28.099,1202.125,4629.34
2012-07-01,463.71,392.507,557.661,295.29,852.951,1995.952,0.025,49.938,138.205,303.502,35.952,1157.181,4536.972
2012-08-01,496.93,453.781,612.646,269.226,881.872,2034.654,0.059,51.157,143.594,367.511,32.56,1144.961,4725.207
2012-09-01,444.748,552.441,615.599,265.867,881.466,1953.902,0.805,49.48,134.292,331.868,31.082,995.211,4493.828
2012-10-01,373.941,699.41,583.922,308.323,892.245,2094.906,0.54,52.353,136.487,271.97,27.374,1243.22,4900.202
2012-11-01,281.554,721.954,455.74,266.2,721.94,1880.956,0.583,56.473,133.065,337.644,26.904,1268.655,4707.788
2012-12-01,200.668,523.654,475.934,314.613,790.547,1949.334,0.397,42.973,131.594,327.491,15.435,1366.754,4558.3
2013-01-01,223.622,749.092,611.031,315.613,926.644,2020.936,1.493,59.262,133.937,350.758,21.582,1138.776,4699.458
2013-02-01,214.564,620.468,554.325,306.571,860.897,2023.731,0.313,59.333,134.97,229.578,19.683,1232.084,4534.726
2013-03-01,235.579,525.139,463.27,305.323,768.592,1938.762,2.066,59.047,138.912,241.148,28.397,1046.886,4215.935
2013-04-01,289.886,571.055,452.159,307.967,760.126,1910.408,0.655,52.518,142.366,219.279,17.639,1142.707,4346.513
2013-05-01,308.021,565.017,354.008,311.323,665.33,1838.455,0.163,59.826,145.228,330.957,16.44,1285.842,4549.948
2013-06-01,406.073,500.259,465.485,299.3,764.785,1976.206,0.107,65.739,145.937,333.777,18.544,1194.653,4641.296
2013-07-01,452.733,448.979,580.164,304.387,884.552,2060.88,0.134,56.86,147.04,306.506,22.519,1373.652,4869.302
2013-08-01,464.176,453.169,547.92,307.742,855.662,2050.732,0.11,56.132,146.688,331.18,26.105,1150.314,4678.606
2013-09-01,460.761,543.929,600.694,299.1,899.794,2240.106,0.541,55.588,143.83,336.848,23.403,1364.351,5169.358
2013-10-01,377.325,808.536,675.006,306.161,981.167,2252.303,0.194,54.049,143.788,256.639,17.306,1185.695,5095.835
2013-11-01,261.799,720.398,518.278,289.533,807.811,2206.282,0.041,46.428,143.45,345.639,23.657,1315.556,5063.249
2013-12-01,179.89,704.428,484.477,320.29,804.767,2174.301,2.662,53.389,139.377,251.45,16.754,1292.214,4814.466
2014-01-01,194.643,913.077,504.08,317.452,821.532,2097.001,2.801,48.876,105.477,372.004,19.429,1047.628,4800.937
2014-02-01,208.099,712.331,314.51,291.321,605.831,1841.4,0.755,48.288,110.236,239.612,17.364,1186.42,4364.503
2014-03-01,215.136,669.023,261.423,292.645,554.068,1733.568,0.357,67.677,110.872,113.726,12.125,1107.045,4029.529
2014-04-01,277.623,714.399,282.388,290.567,572.955,1766.925,0.295,61.302,114.167,277.953,19.357,1208.925,4440.947
2014-05-01,346.307,586.446,218.277,297.452,515.729,1700.606,0.296,60.415,115.03,307.972,16.128,1159.679,4292.881
2014-06-01,402.063,517.488,434.357,303.967,738.324,1960.638,0.242,54.759,115.241,287.361,18.258,1083.983,4440.033
2014-07-01,466.442,512.757,427.876,300.452,728.328,1916.281,1.788,64.221,117.91,355.847,17.137,1159.32,4611.701
2014-08-01,458.445,497.588,514.441,289.677,804.119,2152.67,0.217,59.785,118.705,288.016,14.135,1145.576,4735.139
2014-09-01,447.376,555.252,569.86,236.967,806.826,2141.869,2.795,67.291,112.465,353.581,19.154,1279.432,4979.213
2014-10-01,391.547,768.191,494.973,281.258,776.232,2150.164,2.443,59.05,116.625,328.08,17.202,1153.565,4986.867
2014-11-01,263.798,574.747,401.396,318.133,719.53,2103.612,0.956,64.068,113.734,354.389,24.215,1170.882,4670.402
2014-12-01,246.585,756.87,377.792,348.935,726.728,2110.037,3.363,51.884,113.984,199.563,17.999,1118.931,4619.217
2015-01-01,200.056,713.906,452.664,309.968,762.632,2104.194,0.329,71.302,131.497,342.151,16.917,1078.938,4659.29
2015-02-01,214.651,826.148,424.798,276.571,701.37,2021.479,1.164,57.143,134.381,145.659,8.135,1173.285,4582.045
2015-03-01,222.121,658.181,372.477,259.903,632.38,1952.556,1.469,70.914,137.851,333.873,16.295,1074.819,4468.079
2015-04-01,303.245,650.084,269.411,302.967,572.377,1972.658,0.087,69.135,139.874,330.133,10.505,1125.62,4601.341
2015-05-01,342.627,466.057,335.789,297.0,632.789,2065.155,2.662,74.096,140.985,330.009,14.043,1281.395,4717.029
2015-06-01,471.79,542.755,549.242,302.167,851.409,2228.447,0.054,61.312,143.339,357.487,11.699,1231.421,5048.304
2015-07-01,480.155,514.638,512.085,321.484,833.568,2271.387,0.112,72.869,144.149,334.52,18.093,1264.618,5100.542
2015-08-01,510.449,485.573,535.46,309.935,845.396,2257.332,0.198,56.576,143.994,350.242,16.571,1155.759,4976.695
2015-09-01,469.045,661.893,477.914,295.033,772.947,2085.714,0.081,59.342,141.384,221.637,14.971,1106.238,4760.304
2015-10-01,399.846,444.407,453.193,266.839,720.032,2176.275,0.38,67.644,140.715,281.346,13.512,950.896,4475.021
2015-11-01,286.707,327.512,345.061,289.033,634.094,2049.852,0.167,48.495,138.69,263.644,17.148,1158.951,4291.166
2015-12-01,212.221,395.922,477.496,311.129,788.625,2230.674,3.255,60.365,139.237,239.393,18.364,1230.918,4530.349
2016-01-01,194.702,630.751,417.038,329.29,746.329,2130.152,0.245,63.339,131.52,326.354,21.762,1126.045,4624.87
2016-02-01,230.378,685.075,547.372,311.241,858.614,2114.14,0.283,68.961,140.153,305.03,13.189,1361.822,4919.031
2016-03-01,253.905,663.123,394.4,311.742,706.142,2126.018,1.307,66.578,142.461,306.078,26.203,1106.63,4692.303
2016-04-01,300.762,505.725,244.468,297.9,542.368,1994.134,0.427,61.153,139.458,230.679,32.54,1205.489,4470.367
2016-05-01,393.676,444.422,379.335,298.0,677.335,2094.262,0.993,61.68,143.126,218.417,22.497,1074.615,4453.687
2016-06-01,482.274,508.244,338.083,288.3,626.383,2065.442,1.286,68.05,146.03,184.894,23.273,1158.953,4638.446
2016-07-01,472.303,330.8,461.583,290.419,752.003,2220.929,1.343,53.488,145.569,259.362,28.48,1103.406,4615.68
2016-08-01,523.558,516.979,466.61,291.774,758.384,2116.051,0.09,57.789,147.233,371.217,21.242,1260.589,5014.75
2016-09-01,438.85,572.127,545.014,298.267,843.281,2242.95,1.736,58.445,144.142,223.0,17.293,1170.569,4869.111
2016-10-01,417.186,569.012,472.092,276.839,748.931,2268.086,2.392,61.384,138.208,271.915,24.286,1175.171,4927.639
2016-11-01,309.735,596.282,361.841,308.7,670.541,2047.972,0.251,56.461,140.335,435.968,20.989,1100.599,4708.591
2016-12-01,195.212,557.269,321.343,315.0,636.343,2014.301,2.675,53.812,141.094,328.517,21.069,1201.412,4515.361
2017-01-01,183.325,539.865,554.096,299.903,853.999,2249.728,2.478,63.541,130.71,360.3,33.805,1132.52,4696.272
2017-02-01,241.918,651.994,292.712,326.607,619.319,1968.752,0.897,59.786,138.409,180.216,17.041,1179.527,4438.539
2017-03-01,259.662,747.506,297.885,310.194,608.079,2132.079,0.24,67.017,143.287,138.61,20.564,1288.184,4797.149
2017-04-01,316.265,476.728,362.732,333.467,696.198,2175.786,0.254,59.802,142.825,264.969,17.992,1338.071,4792.692
2017-05-01,366.577,609.954,252.576,311.742,564.318,2136.226,0.297,61.382,146.738,293.115,22.306,1227.002,4863.597
2017-06-01,474.901,519.847,347.295,309.933,657.228,2285.825,0.16,56.031,150.156,220.969,21.631,1344.87,5074.39
2017-07-01,442.825,369.618,455.815,304.355,760.17,2412.711,0.053,54.227,147.436,397.438,17.697,1250.7,5092.704
2017-08-01,543.18,547.614,414.69,301.226,715.915,2083.126,0.094,43.109,149.84,246.754,21.197,1194.815,4829.729
2017-09-01,444.042,589.55,589.633,257.867,847.499,2123.511,1.459,53.552,144.091,301.085,19.156,1137.073,4813.517
2017-10-01,411.008,615.938,292.387,296.194,588.58,2270.042,0.14,57.508,143.777,138.255,20.343,1214.227,4871.24
2017-11-01,308.171,695.004,388.968,319.967,708.935,2338.109,0.339,57.287,139.987,347.138,27.781,1218.706,5132.522
2017-12-01,209.253,509.146,257.689,333.29,590.979,2323.098,0.09,44.14,142.078,337.407,21.152,1213.569,4799.933
2018-01-01,157.899,734.309,538.074,331.097,869.17,2613.742,5.063,49.666,137.579,278.508,17.665,1210.851,5205.282
2018-02-01,203.267,568.716,447.761,312.464,760.226,2398.003,0.418,63.368,137.713,144.135,18.876,1325.538,4860.033
2018-03-01,278.236,714.668,356.216,306.258,662.474,2401.254,0.862,62.223,148.177,251.663,14.22,1312.66,5183.962
2018-04-01,224.911,592.639,334.339,287.667,622.006,2318.112,0.433,57.405,144.129,259.423,23.92,1126.431,4747.404
2018-05-01,385.119,681.219,250.961,310.645,561.606,2308.588,1.109,48.391,148.971,272.366,17.239,1152.531,5015.532
2018-06-01,476.359,493.448,261.873,308.033,569.906,2378.118,0.25,61.812,153.382,299.821,16.992,1295.245,5175.428
2018-07-01,459.529,487.272,440.286,294.355,734.641,2635.879,0.323,60.28,150.93,264.634,19.645,1177.061,5255.555
2018-08-01,506.632,630.784,414.822,313.581,728.402,2692.755,0.312,63.217,153.087,383.972,17.028,1231.652,5679.438
2018-09-01,385.183,587.662,535.295,302.267,837.561,2666.158,0.058,46.664,143.293,348.525,19.505,1059.586,5256.633
2018-10-01,410.193,663.4,429.912,314.548,744.46,2568.371,0.147,50.606,145.504,378.317,17.29,1270.55,5504.378
2018-11-01,247.428,580.487,351.174,328.033,679.207,2628.534,0.192,55.417,145.451,225.554,21.734,1212.695,5117.491
2018-12-01,181.618,399.165,346.017,325.097,671.114,2589.808,0.139,43.038,143.699,218.121,22.734,1149.76,4748.083
2019-01-01,194.639,772.644,400.279,319.839,720.117,2743.426,2.634,53.85,136.306,242.131,21.496,1216.674,5383.799
2019-02-01,201.108,720.163,319.701,299.286,618.986,2672.995,1.724,49.573,140.862,79.276,18.779,969.223,4853.702
2019-03-01,231.795,651.858,190.0,264.548,454.548,2362.78,0.043,46.055,142.605,257.591,14.773,1102.121,4809.62
2019-04-01,318.085,613.092,175.83,288.533,464.364,2404.75,0.168,73.987,146.122,209.637,11.535,1261.243,5038.62
2019-05-01,369.492,603.242,198.558,302.097,500.654,2385.977,0.143,50.516,147.471,273.515,12.056,1257.08,5099.491
2019-06-01,412.845,485.182,273.776,310.933,584.709,2501.473,0.079,49.518,150.667,367.812,20.502,1143.95,5132.028
2019-07-01,510.051,422.261,365.419,296.903,662.323,2704.068,0.089,61.16,148.022,357.137,21.575,1110.052,5334.416
2019-08-01,506.578,419.174,310.832,293.613,604.445,2624.133,0.005,54.44,152.692,293.236,20.482,1299.151,5369.891
2019-09-01,480.203,529.278,502.98,282.567,785.547,2783.289,0.57,45.706,142.813,225.541,19.377,1221.581,5448.358
2019-10-01,438.037,670.946,451.633,316.0,767.633,2704.682,0.217,61.787,144.532,220.65,20.654,1171.81,5433.315
2019-11-01,309.665,585.102,415.161,301.233,716.394,2645.118,1.235,49.907,142.993,325.531,13.644,1221.697,5294.891
2019-12-01,198.196,408.897,325.439,305.871,631.31,2652.319,1.405,44.644,139.3,331.697,18.897,1274.662,5070.016
2020-01-01,190.382,768.295,317.774,283.613,601.387,2578.863,4.784,61.56,157.723,210.48,16.094,1227.755,5215.936
2020-02-01,189.798,815.93,431.043,257.793,688.836,2487.542,5.609,53.409,163.633,217.959,13.318,1290.818,5238.016
2020-03-01,209.289,663.444,354.62,253.613,608.233,2724.363,0.994,39.286,140.645,206.857,6.247,1323.718,5314.844
2020-04-01,299.607,320.018,129.384,280.767,410.15,2188.13,0.487,41.698,106.054,147.334,4.661,1094.981,4202.97
2020-05-01,364.077,202.199,278.438,274.194,552.631,2590.114,0.025,40.616,130.141,180.56,3.596,1156.323,4667.652
2020-06-01,507.543,248.217,205.317,263.133,468.45,2663.901,0.181,50.074,149.912,171.857,13.992,1056.81,4862.488
2020-07-01,487.944,353.234,264.873,275.419,540.292,2813.133,0.019,54.945,152.963,211.038,22.632,1090.312,5186.219
2020-08-01,480.421,387.066,376.899,259.161,636.06,2759.698,1.812,46.567,154.117,315.404,20.381,1109.565,5275.031
2020-09-01,421.051,511.52,496.248,285.367,781.615,2755.988,1.461,51.427,154.424,279.968,21.59,944.378,5141.808
2020-10-01,402.019,637.855,395.009,298.645,693.654,2888.926,0.504,54.299,150.362,194.322,16.58,937.872,5282.738
2020-11-01,321.417,587.278,378.04,299.933,677.973,3137.506,0.205,50.853,144.666,271.513,13.949,1046.423,5573.809
2020-12-01,234.425,582.495,249.069,298.129,547.198,3108.942,1.556,55.824,142.027,207.485,13.613,1112.813,5459.18
2021-01-01,238.865,654.885,349.484,322.645,672.129,3121.406,0.867,55.876,125.599,222.394,16.133,1008.925,5444.95
2021-02-01,206.422,507.004,114.954,266.321,381.275,2024.027,4.105,53.619,127.229,103.387,16.078,923.98,3965.85
2021-03-01,274.747,644.053,296.925,281.548,578.473,2532.975,0.278,47.416,139.094,214.992,17.766,1107.813,4979.134
2021-04-01,345.234,618.962,120.252,312.367,432.619,2738.138,0.601,52.683,143.749,175.437,8.684,1384.67,5468.159
2021-05-01,387.623,513.935,299.74,337.903,637.643,3043.838,0.088,52.344,147.674,309.614,16.698,1131.831,5603.645
2021-06-01,512.053,496.904,358.037,317.867,675.904,3141.172,0.012,55.227,152.242,273.179,21.531,1063.508,5715.827
2021-07-01,472.75,359.372,413.567,311.194,724.761,3097.939,0.118,53.311,151.192,181.462,21.994,1090.318,5428.456
2021-08-01,491.929,556.828,382.588,311.032,693.62,3161.38,0.259,47.229,149.326,291.896,21.267,1027.025,5747.138
2021-09-01,472.983,618.229,463.675,285.7,749.375,3073.116,0.248,45.697,145.262,230.3,21.626,1060.946,5668.407
2021-10-01,452.562,534.438,453.783,276.452,730.234,3040.785,1.462,50.611,146.799,197.275,23.482,1163.624,5611.037
2021-11-01,363.922,729.256,196.329,314.333,510.662,2866.987,0.55,54.508,146.704,214.39,26.219,983.771,5386.307
2021-12-01,221.194,526.68,386.099,323.516,709.615,3269.976,0.127,47.017,144.4,298.249,27.797,1029.217,5564.658
2022-01-01,243.386,692.038,323.889,298.129,622.018,3009.199,3.222,58.894,137.235,201.11,14.62,947.527,5307.231
2022-02-01,264.284,689.654,373.219,290.5,663.719,2864.195,0.234,53.365,147.249,183.024,18.37,937.201,5157.576
2022-03-01,271.874,687.41,294.067,304.226,598.293,2944.618,0.066,65.064,153.292,215.897,23.168,986.925,5348.313
2022-04-01,335.362,564.961,175.792,302.133,477.925,2758.175,0.301,57.764,149.778,199.705,18.595,1014.868,5099.508
2022-05-01,401.146,486.112,226.108,297.161,523.269,2715.9,0.631,52.78,155.232,157.494,20.528,1020.668,5010.492
2022-06-01,492.792,548.139,330.242,280.6,610.842,3007.858,0.073,43.861,154.483,186.122,22.049,1025.363,5480.738
2022-07-01,465.132,369.74,396.832,289.903,686.736,3137.014,0.284,21.786,149.997,336.496,20.803,1065.986,5567.237
2022-08-01,509.969,512.862,345.345,281.355,626.7,2778.132,0.02,62.964,155.168,246.928,20.972,1052.456,5339.471
2022-09-01,471.82,641.109,494.62,260.667,755.287,2908.713,0.31,46.287,150.594,226.698,27.384,1007.825,5480.739
2022-10-01,452.579,648.779,331.565,231.548,563.113,2798.901,0.052,60.99,149.915,150.162,18.126,991.104,5270.609
2022-11-01,368.504,639.182,335.608,240.4,576.008,2772.719,0.497,50.408,150.257,265.079,22.116,973.43,5242.192
2022-12-01,255.941,367.039,244.175,237.452,481.627,2459.002,0.57,49.095,146.326,179.16,18.952,962.775,4438.859
2023-01-01,227.022,669.689,328.358,260.194,588.551,2832.702,2.849,54.143,141.136,97.832,19.81,937.911,4983.093
2023-02-01,243.668,505.653,271.529,244.893,516.422,2812.826,1.932,53.286,148.011,209.533,25.639,901.955,4902.503
2023-03-01,257.731,692.392,35.608,251.968,287.576,2636.04,0.372,28.148,154.514,263.498,15.172,978.968,5026.835
2023-04-01,324.824,548.851,183.302,270.233,453.536,2889.741,1.002,37.952,152.252,296.952,15.048,1033.623,5300.247
2023-05-01,408.951,560.075,148.518,276.161,424.68,2998.625,1.47,45.501,154.564,199.49,11.948,1047.276,5427.9
2023-06-01,470.452,553.494,311.656,267.233,578.889,3046.645,0.532,44.55,159.43,176.119,14.882,1012.764,5478.868
2023-07-01,460.217,333.437,391.5,266.29,657.79,3245.145,1.272,44.272,152.847,74.009,13.845,1068.26,5393.302
2023-08-01,513.156,631.964,421.14,272.226,693.366,3020.465,0.059,38.189,157.366,265.233,18.541,1006.478,5651.451
2023-09-01,475.107,543.161,390.632,259.967,650.599,3034.907,1.133,34.544,150.533,350.5,13.17,1002.963,5606.019
2023-10-01,449.709,632.007,484.258,242.097,726.355,3120.918,0.108,45.707,154.904,233.465,14.927,901.073,5552.818
2023-11-01,329.542,616.397,328.091,279.467,607.558,3202.764,0.11,24.253,151.67,404.011,21.214,980.891,5730.853
2023-12-01,249.71,378.211,312.782,312.839,625.621,3446.5,1.911,18.176,149.729,140.263,20.412,978.356,5383.268
2024-01-01,228.951,639.767,358.729,263.806,622.536,3008.009,1.563,39.994,140.227,182.545,20.562,931.462,5193.082
2024-02-01,226.322,588.413,274.579,238.759,513.338,3133.662,0.903,34.537,146.412,116.445,16.311,939.543,5202.549
2024-03-01,262.165,465.905,136.838,267.452,404.29,2975.013,0.756,35.634,151.287,118.413,19.251,960.172,4988.595
2024-04-01,299.082,546.373,148.81,282.267,431.076,2879.837,1.26,52.147,150.33,343.185,19.569,909.594,5201.377
2024-05-01,405.528,522.925,218.099,287.129,505.228,3174.308,1.221,35.155,159.945,267.536,18.75,992.354,5577.724
2024-06-01,477.288,362.501,263.642,279.433,543.075,3146.406,0.891,40.534,155.244,187.869,18.46,1017.498,5406.689
2024-07-01,463.249,452.2,260.259,268.71,528.969,2896.417,0.17,41.584,158.258,296.689,16.578,1005.827,5330.971
2024-08-01,510.666,569.074,294.484,273.968,568.451,3235.536,0.698,35.569,157.591,78.532,17.117,1015.252,5620.037
2024-09-01,451.415,500.961,380.36,270.967,651.327,3433.348,0.01,33.445,153.097,204.28,13.312,957.159,5747.026
