Month,Petroleum Imports From Algeria,Petroleum Imports From Iraq,Petroleum Imports From Kuwait,Petroleum Imports From Libya,Petroleum Imports From Nigeria,Petroleum Imports From Saudi Arabia,Petroleum Imports from United Arab Emirates,Petroleum Imports From Venezuela,Petroleum Imports From Other OPEC,Petroleum Imports From Total OPEC
2019-09-01,49.133,399.967,No Data Reported,69.067,244.867,457.567,120.5,No Data Reported,259.633,1600.733
2019-10-01,23.323,252.323,No Data Reported,86.097,127.71,444.065,21.71,No Data Reported,346.258,1301.484
2019-11-01,34.1,282.833,41.067,89.5,211.0,355.4,4.7,No Data Reported,303.033,1321.633
2019-12-01,16.032,435.71,43.194,33.516,163.097,469.677,No Data Reported,No Data Reported,249.323,1410.548
2020-01-01,17.065,298.968,46.355,66.903,63.806,407.484,6.968,No Data Reported,18.323,925.871
2020-02-01,33.241,261.655,46.103,35.897,76.483,489.448,6.379,No Data Reported,33.138,982.345
2020-03-01,11.839,289.581,22.968,No Data Reported,54.065,445.419,3.71,No Data Reported,3.226,830.806
2020-04-01,0.8,140.033,No Data Reported,No Data Reported,56.9,429.367,13.233,No Data Reported,33.033,673.367
2020-05-01,0.516,242.452,No Data Reported,No Data Reported,68.613,1158.226,2.484,No Data Reported,59.839,1532.129
2020-06-01,6.967,145.7,33.733,No Data Reported,103.2,1221.0,38.767,No Data Reported,67.2,1616.567
2020-07-01,4.29,136.355,84.161,No Data Reported,34.387,718.419,29.258,No Data Reported,7.419,1014.29
2020-08-01,10.581,193.355,No Data Reported,0.065,114.29,273.258,2.871,No Data Reported,12.355,606.774
2020-09-01,13.733,83.333,35.333,0.033,90.967,366.0,13.667,No Data Reported,64.167,667.233
2020-10-01,2.581,120.548,34.452,No Data Reported,29.839,279.871,79.645,No Data Reported,139.226,686.162
2020-11-01,18.567,110.5,34.2,No Data Reported,119.0,286.0,13.167,No Data Reported,50.833,632.267
2020-12-01,60.903,89.097,No Data Reported,No Data Reported,93.226,190.355,19.806,No Data Reported,13.774,467.161
2021-01-01,23.742,89.387,No Data Reported,33.419,145.226,237.484,33.323,No Data Reported,40.323,602.903
2021-02-01,59.5,139.607,28.786,121.607,78.321,268.321,10.464,No Data Reported,17.214,723.821
2021-03-01,56.806,135.097,No Data Reported,20.742,123.484,350.581,10.484,No Data Reported,131.033,828.226
2021-04-01,68.467,174.8,66.133,123.1,118.933,330.8,36.967,No Data Reported,22.767,941.967
2021-05-01,19.032,178.484,13.71,117.71,123.323,394.839,24.839,No Data Reported,43.742,915.677
2021-06-01,32.7,180.033,31.967,104.733,203.033,577.2,21.467,No Data Reported,24.7,1175.833
2021-07-01,37.516,236.742,37.387,95.161,150.323,452.129,96.484,No Data Reported,54.645,1160.387
2021-08-01,26.645,131.032,45.839,113.839,140.065,470.935,80.613,No Data Reported,72.871,1081.839
2021-09-01,21.767,40.3,50.633,96.267,132.2,546.5,70.767,No Data Reported,28.5,986.933
2021-10-01,39.129,185.258,46.742,127.581,86.806,419.258,46.097,No Data Reported,23.871,974.742
2021-11-01,52.067,165.033,43.3,83.233,87.1,554.667,3.167,No Data Reported,57.233,1045.8
2021-12-01,39.355,223.452,34.032,55.484,110.387,549.645,37.71,No Data Reported,12.129,1062.194
2022-01-01,No Data Reported,260.742,57.516,76.161,28.516,552.871,33.774,No Data Reported,86,1095.581
2022-02-01,28.786,235.214,14,79.107,127.214,517.607,13.607,No Data Reported,83.607,1099.143
2022-03-01,28.548,204.194,21.839,96.516,48.871,536.452,8.484,No Data Reported,32.968,977.871
2022-04-01,38.4,268.5,53.667,81.733,94.667,536.8,134.8,No Data Reported,29.467,1238.033
2022-05-01,96.323,303.065,64.903,53.903,168.613,594.516,18.645,No Data Reported,34.129,1334.097
2022-06-01,73.633,334.5,50,83.133,155.8,801.633,8.567,No Data Reported,47.133,1554.4
2022-07-01,106.129,535.839,23.258,53.613,102.71,552.613,82.71,No Data Reported,46.032,1502.903
2022-08-01,52.806,306.258,24.935,68.29,162.677,482.806,51.677,No Data Reported,83.387,1232.839
2022-09-01,47.267,281.567,No Data Reported,62.467,60.8,499.667,67.367,No Data Reported,103.967,1123.1
2022-10-01,59.194,294.71,76.581,120.677,51.645,480.29,16.806,No Data Reported,106.419,1206.323
2022-11-01,132.767,379.7,58.833,76.167,130.567,552.567,13.667,No Data Reported,39.567,1383.833
2022-12-01,43.129,325.968,60.839,93.161,133.806,605.258,12.581,No Data Reported,14.839,1289.581
2023-01-01,40.968,370.194,30.581,60,193.839,497.387,23.258,40.032,11.226,1267.484
2023-02-01,60.75,434.571,66.786,56.107,167.821,512.214,4.393,58.214,30.393,1391.25
2023-03-01,30.968,367.548,25.032,56.129,205.452,483.419,53.645,109.129,73.161,1404.484
2023-04-01,97.467,364.733,25.9,87.433,231.867,525.767,14.733,140.333,80.6,1568.833
2023-05-01,87.194,303.516,40.129,75.387,160.548,356.419,47.677,184.742,55.129,1310.742
2023-06-01,78.033,311,59.733,111.733,154.267,484.567,16.667,125.8,49.5,1391.3
2023-07-01,97.645,303.452,47.935,19.645,164.065,513.742,6.258,152.871,77.323,1382.935
2023-08-01,91.097,319.516,64.968,92.065,202.161,458.032,15.161,129.742,77.258,1450.0
2023-09-01,115.167,328.1,47.033,54.8,111.8,469.333,71.3,162.8,133.067,1493.4
2023-10-01,67.742,294.065,9.516,141.419,48.323,306.839,49.452,165.806,90.581,1173.742
2023-11-01,48.433,178.367,37.3,95.133,160.4,318.467,39.067,147.433,28.4,1053.0
2023-12-01,44.258,223.29,99.903,112.871,119.194,351.581,39.419,163.935,31.355,1185.806
2024-01-01,72.774,216.839,16.226,56,178.581,386.484,16.097,158.968,No Data Reported,1101.968
2024-02-01,41.966,161.379,44.517,74.241,153.724,347.552,2.241,141.931,No Data Reported,967.552
2024-03-01,75.226,228.226,31.161,133.677,147.839,372.871,59.258,179.774,No Data Reported,1228.032
2024-04-01,27.9,350.4,36,51.267,247.967,375.833,54.233,212.9,No Data Reported,1356.5
2024-05-01,88.774,272.903,84,132.226,175.387,486.097,35.806,241.032,11.129,1527.355
2024-06-01,86.567,286.667,97.433,40.967,137.333,316.533,80.9,226.1,21.733,1294.233
2024-07-01,78.935,286.065,61.194,91.871,219.194,320.742,40.161,311.323,No Data Reported,1409.484
2024-08-01,69.774,257.548,63.742,91.71,152.613,333.129,45.129,262.613,No Data Reported,1276.258
2024-09-01,61.033,320.833,40.7,24.4,167.767,387.733,56.7,210.333,2.1,1271.6
