Month,Primary Energy Consumed by the Residential Sector,Electricity Sales to Ultimate Customers in the Residential Sector,End-Use Energy Consumed by the Residential Sector,Residential Sector Electrical System Energy Losses,Total Energy Consumed by the Residential Sector,Primary Energy Consumed by the Commercial Sector,Electricity Sales to Ultimate Customers in the Commercial Sector,End-Use Energy Consumed by the Commercial Sector,Commercial Sector Electrical System Energy Losses,Total Energy Consumed by the Commercial Sector,Primary Energy Consumed by the Industrial Sector,Electricity Sales to Ultimate Customers in the Industrial Sector,End-Use Energy Consumed by the Industrial Sector,Industrial Sector Electrical System Energy Losses,Total Energy Consumed by the Industrial Sector
2015-05-01,294.895,324.688,619.583,586.844,1206.427,244.004,373.292,617.296,674.692,1291.988,1784.734,282.909,2067.642,511.332,2578.974
2015-06-01,215.41,410.463,625.873,754.585,1380.458,207.047,406.95,613.997,748.127,1362.124,1778.989,294.175,2073.164,540.804,2613.968
2015-07-01,203.02,498.283,701.303,915.47,1616.773,208.989,438.457,647.445,805.555,1453.0,1843.491,299.394,2142.885,550.062,2692.947
2015-08-01,202.932,493.086,696.018,880.876,1576.894,213.431,438.507,651.938,783.373,1435.311,1828.745,301.529,2130.274,538.668,2668.942
2015-09-01,206.058,427.922,633.98,722.477,1356.457,213.307,416.931,630.238,703.921,1334.159,1730.725,289.1,2019.826,488.1,2507.926
2015-10-01,355.854,338.979,694.833,558.041,1252.874,301.765,384.947,686.712,633.715,1320.427,1742.777,284.045,2026.822,467.606,2494.429
2015-11-01,584.912,316.216,901.129,538.445,1439.574,398.019,355.326,753.345,605.04,1358.386,1707.159,267.824,1974.983,456.043,2431.026
2015-12-01,796.114,381.02,1177.134,640.816,1817.95,478.616,364.502,843.118,613.036,1456.154,1810.01,266.902,2076.912,448.887,2525.799
2016-01-01,1088.173,446.876,1535.049,775.488,2310.537,631.502,376.721,1008.222,653.743,1661.966,1879.323,269.029,2148.352,466.86,2615.212
2016-02-01,870.881,395.654,1266.535,624.881,1891.416,532.132,352.977,885.109,557.48,1442.589,1805.483,261.866,2067.349,413.582,2480.931
2016-03-01,605.022,341.973,946.995,529.559,1476.554,402.034,360.782,762.816,558.686,1321.501,1830.096,270.358,2100.454,418.66,2519.114
2016-04-01,456.996,301.09,758.085,482.171,1240.256,324.502,348.178,672.68,557.579,1230.259,1709.467,268.343,1977.81,429.729,2407.539
2016-05-01,306.626,321.404,628.03,549.747,1177.776,257.573,369.987,627.559,632.846,1260.405,1730.582,278.049,2008.631,475.59,2484.221
2016-06-01,212.827,427.221,640.048,767.429,1407.477,213.646,410.679,624.326,737.716,1362.042,1720.286,285.489,2005.775,512.832,2518.608
2016-07-01,198.439,526.845,725.284,956.842,1682.126,211.977,443.691,655.668,805.82,1461.488,1764.487,297.105,2061.592,539.594,2601.186
2016-08-01,185.857,533.778,719.635,932.999,1652.635,214.578,460.684,675.262,805.237,1480.499,1854.967,304.011,2158.978,531.385,2690.364
2016-09-01,205.52,441.386,646.906,722.058,1368.965,221.055,421.358,642.412,689.294,1331.706,1753.977,284.081,2038.058,464.724,2502.782
2016-10-01,309.557,346.345,655.902,565.066,1220.968,283.445,385.429,668.874,628.832,1297.706,1813.337,278.41,2091.747,454.229,2545.976
2016-11-01,522.262,318.149,840.411,526.337,1366.748,380.761,358.464,739.225,593.033,1332.259,1790.459,267.574,2058.033,442.667,2500.7
2016-12-01,1006.839,413.81,1420.649,732.894,2153.543,597.554,375.907,973.462,665.764,1639.225,1896.4,268.239,2164.639,475.074,2639.713
2017-01-01,1036.843,440.873,1477.716,743.208,2220.924,607.347,373.574,980.921,629.758,1610.68,1886.568,268.897,2155.465,453.296,2608.761
2017-02-01,738.666,344.504,1083.17,537.087,1620.257,463.712,339.971,803.684,530.021,1333.705,1671.818,254.309,1926.128,396.472,2322.6
2017-03-01,743.287,351.762,1095.049,564.622,1659.672,480.518,365.674,846.192,586.953,1433.145,1876.154,274.769,2150.923,441.039,2591.962
2017-04-01,401.279,309.552,710.831,474.2,1185.031,300.94,350.034,650.973,536.213,1187.187,1767.175,269.202,2036.377,412.388,2448.765
2017-05-01,305.59,335.335,640.925,545.771,1186.697,260.101,374.884,634.985,610.138,1245.123,1813.545,283.655,2097.2,461.659,2558.859
2017-06-01,221.43,418.117,639.548,690.459,1330.007,218.679,409.485,628.164,676.204,1304.368,1794.57,291.38,2085.95,481.171,2567.121
2017-07-01,194.308,511.46,705.768,889.758,1595.526,207.147,441.092,648.238,767.342,1415.58,1846.256,299.595,2145.85,521.187,2667.037
2017-08-01,196.423,484.528,680.951,811.581,1492.533,215.509,438.377,653.886,734.278,1388.164,1838.195,304.127,2142.322,509.41,2651.732
2017-09-01,207.775,405.273,613.048,649.496,1262.544,220.143,405.307,625.45,649.55,1275.0,1768.164,285.039,2053.203,456.807,2510.01
2017-10-01,318.216,350.791,669.008,564.827,1233.835,287.185,386.536,673.721,622.381,1296.102,1845.48,282.565,2128.045,454.973,2583.018
2017-11-01,623.021,335.47,958.491,560.367,1518.858,427.825,358.168,785.993,598.283,1384.276,1900.142,271.102,2171.245,452.848,2624.093
2017-12-01,1030.847,416.28,1447.126,734.281,2181.408,619.649,372.95,992.599,657.852,1650.451,1942.216,273.785,2216.001,482.933,2698.935
2018-01-01,1243.195,508.106,1751.301,845.965,2597.266,699.238,392.125,1091.363,652.863,1744.226,1999.273,272.584,2271.857,453.835,2725.692
2018-02-01,880.913,388.119,1269.032,586.81,1855.842,534.876,350.363,885.239,529.724,1414.963,1768.751,258.156,2026.907,390.314,2417.221
2018-03-01,848.217,365.829,1214.047,572.371,1786.418,529.837,368.866,898.703,577.122,1475.825,1966.628,276.553,2243.181,432.69,2675.871
2018-04-01,601.966,325.688,927.654,492.81,1420.463,400.643,352.567,753.21,533.481,1286.691,1811.457,269.833,2081.29,408.293,2489.583
2018-05-01,283.234,354.329,637.564,589.942,1227.505,244.113,386.155,630.267,642.929,1273.197,1880.862,292.196,2173.058,486.492,2659.549
2018-06-01,218.942,443.263,662.204,731.361,1393.565,216.495,416.302,632.797,686.877,1319.674,1847.472,291.85,2139.322,481.537,2620.859
2018-07-01,204.685,523.967,728.653,899.23,1627.883,211.47,448.752,660.222,770.145,1430.367,1908.444,304.696,2213.141,522.918,2736.059
2018-08-01,195.2,523.73,718.93,859.755,1578.685,215.773,460.102,675.875,755.302,1431.177,1987.528,314.265,2301.793,515.897,2817.69
2018-09-01,212.637,439.84,652.477,699.284,1351.761,219.416,416.378,635.794,661.983,1297.777,1856.376,292.337,2148.713,464.774,2613.487
2018-10-01,402.538,365.25,767.788,561.916,1329.704,335.081,396.247,731.328,609.602,1340.93,1980.191,291.046,2271.237,447.757,2718.994
2018-11-01,793.9,354.131,1148.031,598.89,1746.921,502.321,358.202,860.524,605.775,1466.299,1924.14,276.776,2200.916,468.07,2668.987
2018-12-01,1000.361,420.292,1420.653,698.32,2118.973,595.78,368.489,964.269,612.25,1576.519,1932.186,274.005,2206.19,455.262,2661.452
2019-01-01,1209.151,454.879,1664.03,747.171,2411.201,695.037,382.186,1077.223,627.767,1704.99,2056.961,281.864,2338.825,462.982,2801.807
2019-02-01,1028.385,397.867,1426.251,614.524,2040.775,594.8,348.266,943.066,537.913,1480.979,1775.67,260.838,2036.508,402.877,2439.385
2019-03-01,896.743,384.21,1280.953,591.516,1872.469,544.376,366.681,911.058,564.531,1475.588,1923.622,276.689,2200.311,425.981,2626.292
2019-04-01,474.946,308.39,783.336,451.347,1234.683,338.774,349.546,688.319,511.581,1199.901,1840.662,274.529,2115.191,401.79,2516.98
2019-05-01,339.634,342.33,681.963,540.342,1222.305,269.325,379.418,648.743,598.882,1247.625,1899.876,288.864,2188.74,455.951,2644.691
2019-06-01,236.825,409.836,646.661,653.709,1300.37,221.569,394.922,616.491,629.92,1246.411,1829.603,289.993,2119.595,462.553,2582.148
2019-07-01,218.346,524.591,742.937,852.862,1595.799,219.019,446.806,665.825,726.402,1392.228,1905.852,309.646,2215.499,503.413,2718.911
2019-08-01,218.824,512.083,730.907,821.297,1552.204,226.521,446.208,672.729,715.644,1388.373,1944.902,310.703,2255.605,498.316,2753.921
2019-09-01,212.721,448.906,661.626,685.932,1347.558,215.736,416.466,632.202,636.363,1268.565,1868.677,293.979,2162.656,449.203,2611.859
2019-10-01,367.246,368.486,735.732,527.978,1263.71,303.977,393.42,697.398,563.704,1261.102,1955.851,287.96,2243.811,412.597,2656.407
2019-11-01,790.16,349.569,1139.73,562.51,1702.239,506.106,350.89,856.996,564.635,1421.631,1950.275,271.679,2221.955,437.173,2659.127
2019-12-01,982.315,413.118,1395.434,649.206,2044.64,587.156,368.501,955.657,579.091,1534.749,1993.972,273.283,2267.255,429.459,2696.714
2020-01-01,1027.701,424.597,1452.298,646.003,2098.301,620.854,374.679,995.533,570.056,1565.589,2022.226,275.036,2297.262,418.454,2715.716
2020-02-01,918.48,382.563,1301.043,563.521,1864.564,565.995,351.486,917.481,517.744,1435.226,1893.71,269.216,2162.926,396.559,2559.485
2020-03-01,686.724,355.718,1042.442,510.264,1552.706,446.456,355.223,801.679,509.554,1311.233,1945.912,276.135,2222.048,396.106,2618.153
2020-04-01,517.627,333.554,851.181,462.102,1313.283,326.492,311.876,638.369,432.07,1070.438,1624.246,248.363,1872.609,344.079,2216.688
2020-05-01,361.961,360.583,722.544,539.207,1261.751,254.097,321.749,575.846,481.134,1056.98,1689.724,253.42,1943.143,378.957,2322.1
2020-06-01,230.453,448.808,679.26,687.966,1367.227,211.432,373.93,585.363,573.189,1158.551,1692.859,267.653,1960.512,410.279,2370.791
2020-07-01,203.562,570.173,773.735,898.872,1672.607,204.806,433.691,638.497,683.709,1322.206,1804.409,289.196,2093.604,455.914,2549.518
2020-08-01,192.36,542.3,734.661,862.058,1596.719,205.867,419.87,625.737,667.439,1293.176,1850.873,294.681,2145.554,468.435,2613.989
2020-09-01,221.604,436.135,657.739,632.782,1290.52,224.669,386.306,610.975,560.485,1171.46,1791.377,276.293,2067.671,400.869,2468.54
2020-10-01,360.286,360.014,720.3,524.244,1244.543,299.339,370.093,669.432,538.922,1208.354,1891.251,281.051,2172.302,409.26,2581.562
2020-11-01,582.293,340.043,922.336,507.508,1429.844,391.951,334.023,725.975,498.523,1224.498,1910.348,270.117,2180.465,403.144,2583.609
2020-12-01,993.271,442.744,1436.015,684.256,2120.27,573.26,359.817,933.077,556.093,1489.169,2013.0,271.226,2284.226,419.177,2703.403
2021-01-01,1111.847,466.36,1578.207,713.461,2291.669,632.255,356.546,988.801,545.462,1534.263,2020.526,272.105,2292.631,416.281,2708.912
2021-02-01,1093.345,431.787,1525.132,678.399,2203.531,630.532,335.59,966.122,527.259,1493.381,1606.879,253.325,1860.204,398.009,2258.213
2021-03-01,751.054,390.244,1141.298,535.333,1676.631,478.835,351.017,829.853,481.522,1311.374,1893.252,264.606,2157.858,362.984,2520.842
2021-04-01,477.763,320.356,798.118,449.527,1247.645,347.325,336.837,684.162,472.654,1156.817,1888.042,271.803,2159.845,381.397,2541.242
2021-05-01,334.087,345.159,679.246,519.034,1198.28,274.953,357.275,632.227,537.253,1169.481,1920.394,285.593,2205.986,429.462,2635.448
2021-06-01,225.299,450.908,676.207,720.993,1397.2,227.764,406.208,633.972,649.519,1283.491,1878.286,295.826,2174.111,473.02,2647.132
2021-07-01,201.003,527.135,728.139,847.731,1575.87,223.195,436.244,659.439,701.56,1360.999,1901.763,310.67,2212.433,499.615,2712.048
2021-08-01,190.936,538.386,729.321,856.35,1585.671,218.935,447.351,666.286,711.551,1377.837,1950.585,312.459,2263.044,496.993,2760.037
2021-09-01,213.842,447.352,661.194,641.12,1302.314,233.311,405.989,639.3,581.842,1221.142,1869.628,292.808,2162.436,419.637,2582.072
2021-10-01,312.492,354.821,667.313,510.531,1177.845,292.446,382.985,675.431,551.054,1226.485,1948.429,291.235,2239.663,419.04,2658.703
2021-11-01,639.897,343.216,983.114,513.907,1497.02,448.177,353.163,801.339,528.8,1330.139,1936.492,281.644,2218.136,421.713,2639.85
2021-12-01,858.382,401.577,1259.959,595.138,1855.097,529.908,363.431,893.339,538.605,1431.945,2017.945,282.02,2299.965,417.953,2717.919
2022-01-01,1199.616,479.4,1679.016,746.754,2425.77,701.025,387.621,1088.645,603.791,1692.436,2011.377,286.547,2297.924,446.35,2744.273
2022-02-01,1011.264,427.668,1438.932,605.132,2044.064,609.212,351.65,960.861,497.57,1458.431,1791.833,262.357,2054.19,371.225,2425.415
2022-03-01,774.766,380.228,1154.994,512.235,1667.229,516.524,370.554,887.078,499.201,1386.28,1957.302,285.513,2242.815,384.636,2627.452
2022-04-01,530.778,332.437,863.216,437.587,1300.803,383.165,356.779,739.944,469.627,1209.571,1829.912,281.224,2111.136,370.175,2481.311
2022-05-01,323.563,375.561,699.124,551.585,1250.709,283.292,385.581,668.873,566.3,1235.173,1832.372,293.738,2126.11,431.412,2557.521
2022-06-01,228.963,465.091,694.054,703.975,1398.029,238.563,414.787,653.35,627.834,1281.184,1839.451,302.698,2142.149,458.173,2600.322
2022-07-01,207.791,560.512,768.303,878.438,1646.741,231.438,457.043,688.481,716.281,1404.762,1892.154,308.513,2200.667,483.503,2684.17
2022-08-01,196.792,546.846,743.639,824.039,1567.678,227.584,462.926,690.51,697.581,1388.091,1893.831,317.804,2211.636,478.897,2690.533
2022-09-01,218.583,440.971,659.555,617.544,1277.098,240.581,423.754,664.335,593.432,1257.768,1835.34,295.307,2130.647,413.553,2544.2
2022-10-01,376.542,340.491,717.033,480.467,1197.5,328.491,381.637,710.128,538.528,1248.656,1885.919,290.078,2175.997,409.329,2585.326
2022-11-01,677.929,351.955,1029.884,522.501,1552.385,469.511,364.599,834.111,541.273,1375.383,1893.909,278.765,2172.674,413.846,2586.52
2022-12-01,1048.013,448.343,1496.355,693.348,2189.704,630.87,388.727,1019.597,601.155,1620.752,1824.216,279.279,2103.495,431.896,2535.391
2023-01-01,1028.304,449.148,1477.452,640.49,2117.942,621.485,384.839,1006.324,548.784,1555.108,1910.675,274.352,2185.027,391.229,2576.256
2023-02-01,903.434,382.503,1285.937,508.362,1794.299,567.683,354.269,921.952,470.838,1392.79,1729.412,260.845,1990.256,346.673,2336.93
2023-03-01,834.924,376.743,1211.666,515.458,1727.124,544.004,384.338,928.342,525.85,1454.192,1916.737,282.572,2199.309,386.614,2585.923
2023-04-01,486.767,328.22,814.988,432.291,1247.279,360.806,355.158,715.963,467.77,1183.733,1849.881,272.998,2122.879,359.559,2482.438
2023-05-01,328.078,341.987,670.064,480.464,1150.528,284.148,386.384,670.532,542.839,1213.37,1877.924,289.009,2166.932,406.034,2572.966
2023-06-01,240.926,413.943,654.869,618.21,1273.079,242.817,411.851,654.668,615.086,1269.754,1824.653,294.091,2118.744,439.216,2557.96
2023-07-01,215.778,544.947,760.725,844.037,1604.761,230.654,465.377,696.031,720.795,1416.826,1845.203,308.876,2154.079,478.4,2632.479
2023-08-01,204.16,550.902,755.063,827.714,1582.777,232.327,472.185,704.513,709.444,1413.957,1935.883,313.934,2249.817,471.676,2721.493
2023-09-01,223.884,453.138,677.021,625.832,1302.853,237.653,431.774,669.427,596.327,1265.754,1864.536,295.043,2159.578,407.486,2567.064
2023-10-01,363.424,352.507,715.931,489.652,1205.583,330.133,403.325,733.458,560.242,1293.701,1924.925,293.358,2218.284,407.492,2625.775
2023-11-01,664.657,347.705,1012.363,503.471,1515.834,464.668,374.489,839.157,542.254,1381.41,1962.586,279.908,2242.494,405.301,2647.795
2023-12-01,861.584,405.745,1267.329,606.093,1873.421,549.415,380.478,929.893,568.35,1498.243,1955.002,278.596,2233.598,416.16,2649.758
2024-01-01,1149.854,488.828,1638.682,753.255,2391.937,681.285,396.454,1077.739,610.911,1688.65,1956.737,283.534,2240.271,436.909,2677.18
2024-02-01,852.1,396.991,1249.09,527.125,1776.216,554.469,363.987,918.456,483.303,1401.759,1792.752,267.314,2060.066,354.94,2415.006
2024-03-01,691.796,350.5,1042.297,471.129,1513.426,472.605,369.236,841.841,496.313,1338.154,1864.719,283.127,2147.846,380.568,2528.414
2024-04-01,460.425,324.57,784.995,426.632,1211.627,351.336,361.289,712.625,474.896,1187.521,1815.703,279.378,2095.081,367.228,2462.309
2024-05-01,295.435,368.491,663.926,522.045,1185.971,276.129,395.461,671.59,560.253,1231.843,1888.213,298.662,2186.875,423.117,2609.992
2024-06-01,230.715,474.498,705.213,695.522,1400.734,244.4,429.292,673.693,629.259,1302.952,1795.143,299.065,2094.208,438.371,2532.578
2024-07-01,206.962,564.905,771.867,852.593,1624.46,234.465,466.62,701.085,704.254,1405.339,1874.167,311.038,2185.205,469.439,2654.643
2024-08-01,202.929,544.707,747.636,811.302,1558.938,235.405,467.327,702.733,696.052,1398.784,1912.301,317.21,2229.512,472.463,2701.974
2024-09-01,218.295,438.2,656.495,611.514,1268.009,247.287,423.973,671.26,591.659,1262.919,1854.868,297.278,2152.146,414.856,2567.002
