Month,Distillate Fuel Oil Consumed by the Residential Sector,Propane Consumed by the Residential Sector,Kerosene Consumed by the Residential Sector,Total Petroleum Consumed by the Residential Sector,Distillate Fuel Oil Consumed by the Commercial Sector,Propane Consumed by the Commercial Sector,Kerosene Consumed by the Commercial Sector,Motor Gasoline Consumed by the Commercial Sector,Petroleum Coke Consumed by the Commercial Sector,Residual Fuel Oil Consumed by the Commercial Sector,Total Petroleum Consumed by the Commercial Sector
1975-02-01,1332.976,635.646,123.403,2092.025,432.854,129.287,37.873,42.381,Not Available,336.11,978.505
1975-03-01,1020.686,556.093,81.604,1658.383,331.449,118.448,25.044,43.978,Not Available,257.389,776.308
1975-04-01,902.774,419.914,71.338,1394.027,293.165,99.894,21.894,46.705,Not Available,227.635,689.292
1975-05-01,610.231,204.626,47.51,862.367,198.16,70.56,14.581,47.771,Not Available,153.872,484.944
1975-06-01,536.605,152.497,64.455,753.557,174.265,63.458,19.781,49.195,Not Available,135.301,442.0
1975-07-01,463.843,131.925,47.589,643.357,150.612,60.655,14.605,48.948,Not Available,116.969,391.788
1975-08-01,509.488,136.979,52.234,698.702,165.45,61.343,16.031,48.723,Not Available,128.485,420.033
1975-09-01,638.439,199.131,61.022,898.591,207.298,69.812,18.728,46.779,Not Available,161.001,503.618
1975-10-01,708.2,280.261,71.305,1059.765,229.966,80.866,21.884,47.12,Not Available,178.582,558.417
1975-11-01,822.707,428.001,71.647,1322.356,267.165,100.995,21.989,44.422,Not Available,207.468,642.039
1975-12-01,1349.657,623.835,134.389,2107.881,438.255,127.678,41.244,47.331,Not Available,340.325,994.833
1976-01-01,1564.651,722.651,156.618,2443.92,516.582,143.954,37.17,46.228,Not Available,414.001,1157.936
1976-02-01,1341.453,529.83,114.47,1985.754,442.898,117.456,27.167,45.254,Not Available,354.932,987.708
1976-03-01,1058.649,466.096,83.403,1608.148,349.517,108.697,19.794,49.784,Not Available,280.098,807.891
1976-04-01,731.169,333.436,73.028,1137.633,241.401,90.467,17.332,51.727,Not Available,193.467,594.394
1976-05-01,660.777,248.669,41.007,950.452,218.162,78.818,9.732,49.513,Not Available,174.839,531.064
1976-06-01,614.869,151.448,63.376,829.693,203.001,65.457,15.041,54.057,Not Available,162.701,500.257
1976-07-01,500.679,138.511,52.297,691.486,165.291,63.679,12.412,52.853,Not Available,132.484,426.719
1976-08-01,508.163,146.326,49.533,704.022,167.775,64.753,11.756,51.791,Not Available,134.452,430.526
1976-09-01,585.869,189.849,78.581,854.298,193.434,70.734,18.65,51.143,Not Available,155.034,488.994
1976-10-01,742.229,364.443,81.793,1188.465,245.033,94.728,19.412,50.062,Not Available,196.388,605.623
1976-11-01,1250.871,556.155,113.405,1920.431,412.968,121.074,26.915,50.852,Not Available,330.968,942.776
1976-12-01,1631.716,701.207,160.127,2493.05,538.711,141.007,38.003,51.571,Not Available,431.743,1201.036
1977-01-01,1936.64,847.342,164.847,2948.83,656.551,163.063,51.32,47.314,Not Available,529.048,1447.296
1977-02-01,1657.032,637.56,122.184,2416.776,561.975,133.713,38.038,50.439,Not Available,452.665,1236.829
1977-03-01,1003.481,454.199,66.546,1524.227,340.178,108.059,20.717,50.499,Not Available,274.121,793.574
1977-04-01,728.565,307.936,54.642,1091.143,246.989,87.595,17.011,53.695,Not Available,199.027,604.318
1977-05-01,678.579,206.819,48.905,934.303,230.054,73.448,15.225,51.387,Not Available,185.381,555.495
1977-06-01,602.965,155.651,45.351,803.967,204.424,66.289,14.118,55.506,Not Available,164.728,505.066
1977-07-01,516.708,133.849,62.646,713.203,175.153,63.239,19.503,54.386,Not Available,141.157,453.437
1977-08-01,562.063,140.169,54.056,756.288,190.54,64.123,16.828,54.243,Not Available,153.544,479.278
1977-09-01,625.365,170.924,59.627,855.916,211.99,68.426,18.563,53.484,Not Available,170.828,523.291
1977-10-01,768.063,318.11,87.478,1173.651,260.375,89.019,27.233,52.126,Not Available,209.8,638.553
1977-11-01,874.864,448.45,78.379,1401.693,296.587,107.254,24.401,52.572,Not Available,238.993,719.806
1977-12-01,1341.061,645.912,127.063,2114.036,454.625,134.881,39.557,53.912,Not Available,366.344,1049.318
1978-01-01,1317.036,705.021,130.797,2152.855,449.413,142.111,46.834,50.118,Not Available,332.574,1021.05
1978-02-01,1443.469,705.884,134.318,2283.671,492.564,142.232,48.095,51.582,Not Available,364.493,1098.966
1978-03-01,1188.359,503.565,84.36,1776.284,405.51,113.864,30.207,54.422,Not Available,300.091,904.094
1978-04-01,695.669,331.874,45.487,1073.03,237.397,89.79,16.287,54.027,Not Available,175.663,573.165
1978-05-01,711.68,218.93,52.588,983.198,242.835,73.954,18.83,57.943,Not Available,179.706,573.269
1978-06-01,634.935,145.633,38.304,818.872,216.664,63.677,13.715,59.359,Not Available,160.33,513.744
1978-07-01,540.453,131.094,39.702,711.249,184.417,61.638,14.216,56.829,Not Available,136.481,453.581
1978-08-01,695.712,133.049,47.401,876.162,237.384,61.912,16.973,59.053,Not Available,175.674,550.995
1978-09-01,701.302,163.669,73.647,938.618,239.297,66.206,26.37,55.5,Not Available,177.097,564.469
1978-10-01,844.358,289.734,72.833,1206.924,288.125,83.882,26.079,55.869,Not Available,213.222,667.177
1978-11-01,988.737,424.728,74.615,1488.08,337.395,102.81,26.717,56.284,Not Available,249.662,772.867
1978-12-01,1278.165,587.348,95.997,1961.51,436.155,125.611,34.373,55.896,Not Available,322.768,974.804
1979-01-01,1303.453,495.445,112.828,1911.726,467.768,106.105,66.678,52.892,Not Available,375.089,1068.531
1979-02-01,1370.43,487.993,115.449,1973.872,491.78,104.981,68.226,56.175,Not Available,394.348,1115.51
1979-03-01,926.291,308.184,54.221,1288.697,332.415,77.863,32.043,55.979,Not Available,266.543,764.843
1979-04-01,658.001,234.844,53.489,946.334,236.13,66.803,31.61,54.631,Not Available,189.329,578.504
1979-05-01,565.517,146.249,47.322,759.088,202.933,53.441,27.966,55.858,Not Available,162.738,502.936
1979-06-01,486.367,101.211,47.704,635.282,174.531,46.649,28.191,55.682,Not Available,139.964,445.018
1979-07-01,452.936,88.189,44.501,585.626,162.546,44.685,26.299,53.445,Not Available,130.352,417.327
1979-08-01,507.388,91.928,54.034,653.349,182.095,45.249,31.932,56.763,Not Available,145.997,462.035
1979-09-01,537.667,111.233,54.571,703.471,192.931,48.16,32.25,53.282,Not Available,154.73,481.353
1979-10-01,661.485,194.364,61.77,917.619,237.384,60.698,36.504,54.364,Not Available,190.351,579.3
1979-11-01,797.534,297.685,52.316,1147.535,286.196,76.28,30.917,52.586,Not Available,229.495,675.475
1979-12-01,950.195,372.571,75.358,1398.124,340.996,87.574,44.534,52.117,Not Available,273.413,798.634
1980-01-01,1071.542,392.763,77.433,1541.738,421.518,88.807,29.484,53.521,Not Available,426.003,1019.334
1980-02-01,959.201,394.369,75.166,1428.737,377.312,89.052,28.62,55.838,Not Available,381.348,932.17
1980-03-01,665.802,321.933,56.67,1044.405,261.904,78.014,21.578,54.228,Not Available,264.679,680.404
1980-04-01,452.164,207.097,45.604,704.865,177.867,60.515,17.364,57.562,Not Available,179.768,493.077
1980-05-01,451.61,132.031,36.409,620.05,177.646,49.077,13.863,56.966,Not Available,179.55,477.102
1980-06-01,420.864,97.551,38.272,556.687,165.567,43.823,14.572,56.354,Not Available,167.301,447.618
1980-07-01,329.579,79.824,37.183,446.586,129.646,41.122,14.158,57.077,Not Available,131.033,373.036
1980-08-01,305.772,81.806,44.436,432.014,120.291,41.423,16.92,56.278,Not Available,121.549,356.461
1980-09-01,416.597,99.387,42.489,558.473,163.867,44.102,16.178,55.107,Not Available,165.635,444.889
1980-10-01,611.9,194.96,47.021,853.88,240.711,58.666,17.904,56.397,Not Available,243.26,616.938
1980-11-01,764.795,289.206,40.229,1094.23,300.868,73.027,15.318,52.768,Not Available,304.036,746.016
1980-12-01,966.801,374.473,75.989,1417.263,380.324,86.02,28.934,56.139,Not Available,384.358,935.775
1981-01-01,1149.477,423.987,73.372,1646.835,458.065,94.702,59.611,46.63,Not Available,387.42,1046.427
1981-02-01,825.995,347.251,51.684,1224.93,329.143,82.726,41.991,45.683,Not Available,278.393,777.935
1981-03-01,472.513,297.087,36.713,806.313,188.29,74.896,29.828,45.698,Not Available,159.258,497.971
1981-04-01,336.365,175.678,30.692,542.734,134.033,55.948,24.936,47.87,Not Available,113.367,376.154
1981-05-01,349.288,137.945,27.751,514.984,139.194,50.059,22.546,47.962,Not Available,117.742,377.502
1981-06-01,339.398,85.337,27.159,451.894,135.233,41.848,22.065,50.956,Not Available,114.4,364.502
1981-07-01,297.288,77.552,29.554,404.394,118.484,40.633,24.011,49.471,Not Available,100.194,332.792
1981-08-01,336.095,79.672,30.597,446.363,133.936,40.964,24.858,48.121,Not Available,113.258,361.137
1981-09-01,346.698,105.392,30.369,482.459,138.167,44.978,24.673,48.303,Not Available,116.834,372.955
1981-10-01,609.964,195.626,43.514,849.104,243.065,59.061,35.353,47.692,Not Available,205.581,590.752
1981-11-01,660.629,264.248,49.653,974.53,263.267,69.771,40.341,46.206,Not Available,222.667,642.252
1981-12-01,763.124,375.179,63.94,1202.243,304.097,87.084,51.948,48.442,Not Available,257.194,748.765
1982-01-01,746.132,430.345,73.298,1249.775,312.461,91.766,23.372,41.632,Not Available,262.439,731.67
1982-02-01,611.788,361.734,63.382,1036.904,256.222,81.394,20.21,43.275,Not Available,215.204,616.305
1982-03-01,624.003,283.213,41.936,949.152,261.331,69.523,13.372,45.165,Not Available,219.473,608.864
1982-04-01,632.436,218.579,38.854,889.869,264.842,59.753,12.389,48.175,Not Available,222.456,607.614
1982-05-01,422.228,114.392,37.041,573.661,176.844,44.002,11.811,46.482,Not Available,148.509,427.649
1982-06-01,336.468,95.114,29.511,461.093,140.904,41.088,9.41,47.741,Not Available,118.361,357.504
1982-07-01,240.646,75.169,34.388,350.203,100.777,38.073,10.965,47.428,Not Available,84.641,281.884
1982-08-01,291.421,79.909,27.957,399.286,122.036,38.789,8.914,46.196,Not Available,102.511,318.447
1982-09-01,487.635,100.777,38.498,626.91,204.206,41.944,12.275,45.616,Not Available,171.525,475.566
1982-10-01,474.744,164.885,50.452,690.081,198.813,51.635,16.087,44.635,Not Available,166.992,478.162
1982-11-01,392.102,254.708,49.931,696.741,164.205,65.214,15.921,45.919,Not Available,138.027,429.286
1982-12-01,673.132,304.78,66.936,1044.848,281.88,72.784,21.343,45.74,Not Available,236.763,658.509
1983-01-01,609.685,436.014,56.629,1102.329,429.639,97.708,73.817,48.77,Not Available,127.339,777.273
1983-02-01,555.222,399.681,49.2,1004.102,391.28,92.216,64.133,48.363,Not Available,115.979,711.971
1983-03-01,539.749,324.137,40.282,904.168,380.382,80.796,52.508,55.097,Not Available,112.724,681.508
1983-04-01,476.906,264.949,43.536,785.391,336.095,71.849,56.75,52.006,Not Available,99.613,616.314
1983-05-01,300.068,166.661,33.155,499.885,211.481,56.991,43.219,53.334,Not Available,62.685,427.71
1983-06-01,345.605,101.586,21.649,468.839,243.563,47.154,28.22,56.369,Not Available,72.176,447.482
1983-07-01,297.133,88.947,27.718,413.798,209.416,45.244,36.131,54.53,Not Available,62.072,407.394
1983-08-01,350.65,88.481,28.908,468.039,247.126,45.173,37.682,55.901,Not Available,73.235,459.117
1983-09-01,318.238,110.201,33.668,462.107,224.263,48.457,43.887,54.22,Not Available,66.475,437.302
1983-10-01,352.327,190.676,35.106,578.109,248.287,60.622,45.762,53.101,Not Available,73.59,481.362
1983-11-01,445.406,301.317,51.57,798.292,313.896,77.347,67.222,53.221,Not Available,93.045,604.731
1983-12-01,633.17,480.633,73.983,1187.785,446.219,104.453,96.439,55.181,Not Available,132.243,834.535
1984-01-01,831.377,403.205,139.495,1374.078,560.448,92.043,31.214,52.166,Not Available,187.52,923.392
1984-02-01,593.782,300.645,75.24,969.667,400.256,75.599,16.836,51.891,Not Available,133.934,678.515
1984-03-01,671.958,306.798,84.73,1063.486,452.955,76.585,18.96,54.362,Not Available,151.584,754.445
1984-04-01,489.956,201.908,74.603,766.467,330.278,59.767,16.694,55.594,Not Available,110.502,572.836
1984-05-01,427.66,131.281,42.097,601.037,288.285,48.442,9.42,57.378,Not Available,96.454,499.979
1984-06-01,357.351,80.611,57.18,495.142,240.899,40.318,12.795,59.18,Not Available,80.602,433.794
1984-07-01,343.514,72.911,59.559,475.983,231.561,39.083,13.327,56.876,Not Available,77.486,418.334
1984-08-01,409.327,72.609,53.964,535.9,275.923,39.035,12.075,59.066,Not Available,92.325,478.425
1984-09-01,424.904,103.053,77.232,605.189,286.416,43.916,17.282,54.864,Not Available,95.835,498.314
1984-10-01,426.89,147.179,55.744,629.812,287.763,50.992,12.474,56.038,Not Available,96.292,503.558
1984-11-01,530.192,268.133,115.575,913.899,357.409,70.386,25.862,56.625,Not Available,119.603,629.884
1984-12-01,629.133,305.307,91.82,1026.261,424.088,76.346,20.546,54.585,Not Available,141.906,717.472
1985-01-01,702.713,462.985,160.65,1326.348,405.859,106.787,33.275,46.584,Not Available,135.708,728.213
1985-02-01,723.669,404.993,117.62,1246.282,417.962,97.337,24.363,48.339,Not Available,139.749,727.749
1985-03-01,581.54,284.382,46.866,912.788,335.843,77.686,9.707,48.902,Not Available,112.321,584.459
1985-04-01,436.346,182.015,50.042,668.403,251.996,61.006,10.365,51.041,Not Available,84.266,458.674
1985-05-01,376.477,127.495,43.122,547.094,217.412,52.123,8.932,51.806,Not Available,72.709,402.982
1985-06-01,354.622,97.84,54.814,507.276,204.829,47.291,11.354,51.342,Not Available,68.499,383.315
1985-07-01,360.836,80.944,34.807,476.587,208.387,44.538,7.209,51.426,Not Available,69.677,381.237
1985-08-01,398.12,85.999,59.354,543.474,229.923,45.362,12.294,53.138,Not Available,76.87,417.587
1985-09-01,419.454,107.348,51.375,578.177,242.266,48.84,10.641,48.647,Not Available,80.999,431.394
1985-10-01,497.756,171.56,65.121,734.437,287.46,59.303,13.488,50.608,Not Available,96.128,506.987
1985-11-01,570.096,273.525,68.863,912.484,329.262,75.917,14.264,49.679,Not Available,110.099,579.22
1985-12-01,755.285,424.335,167.851,1347.47,436.192,100.489,34.767,49.843,Not Available,145.87,767.16
1986-01-01,769.057,408.056,101.64,1278.753,431.367,97.122,41.827,51.266,Not Available,185.742,807.322
1986-02-01,793.131,390.904,83.608,1267.643,444.838,94.329,34.406,51.005,Not Available,191.571,816.15
1986-03-01,631.811,289.203,74.331,995.345,354.385,77.77,30.589,54.837,Not Available,152.613,670.193
1986-04-01,486.267,199.432,32.015,717.715,272.729,63.153,13.175,56.018,Not Available,117.433,522.508
1986-05-01,438.094,128.954,40.336,607.384,245.733,51.678,16.599,56.032,Not Available,105.806,475.848
1986-06-01,380.689,90.095,18.193,488.977,213.522,45.35,7.487,56.842,Not Available,91.967,415.168
1986-07-01,379.498,81.154,36.887,497.538,212.847,43.895,15.18,58.627,Not Available,91.645,422.193
1986-08-01,409.753,85.222,58.925,553.9,229.797,44.557,24.249,58.621,Not Available,98.968,456.191
1986-09-01,410.598,109.924,33.731,554.254,230.304,48.579,13.881,54.124,Not Available,99.167,446.055
1986-10-01,490.527,180.352,59.711,730.59,275.108,60.046,24.572,57.161,Not Available,118.484,535.371
1986-11-01,489.416,303.169,70.202,862.787,274.509,80.044,28.889,54.238,Not Available,118.2,555.88
1986-12-01,609.953,382.452,93.681,1086.085,342.095,92.953,38.551,56.317,Not Available,147.323,677.239
1987-01-01,688.534,476.395,95.008,1259.937,361.935,109.547,38.937,52.389,Not Available,144.907,707.715
1987-02-01,656.439,422.456,89.974,1168.869,345.077,100.932,36.874,54.483,Not Available,138.147,675.513
1987-03-01,635.367,332.186,63.488,1031.041,334.002,86.515,26.019,55.832,Not Available,133.713,636.081
1987-04-01,504.854,226.114,26.26,757.228,265.402,69.574,10.762,58.636,Not Available,106.269,510.644
1987-05-01,440.251,136.012,29.201,605.464,231.418,55.184,11.968,59.81,Not Available,92.648,451.027
1987-06-01,426.502,95.612,36.487,558.602,224.188,48.732,14.954,60.444,Not Available,89.769,438.086
1987-07-01,429.212,89.449,31.027,549.687,225.64,47.747,12.716,60.778,Not Available,90.325,437.206
1987-08-01,393.2,92.653,39.342,525.195,206.688,48.259,16.124,58.831,Not Available,82.744,412.645
1987-09-01,474.785,115.149,43.871,633.805,249.572,51.852,17.98,57.764,Not Available,99.936,477.103
1987-10-01,577.458,236.304,75.717,889.479,303.56,71.202,31.031,58.567,Not Available,121.552,585.911
1987-11-01,597.156,306.06,66.545,969.761,313.918,82.342,27.273,57.332,Not Available,125.67,606.534
1987-12-01,704.061,414.423,92.827,1211.311,370.123,99.649,38.044,58.133,Not Available,148.197,714.146
1988-01-01,759.792,481.651,127.17,1368.613,383.014,108.084,23.142,52.35,Not Available,156.057,722.647
1988-02-01,744.628,414.216,101.411,1260.255,375.352,97.52,18.455,55.058,Not Available,152.924,699.308
1988-03-01,673.617,322.721,72.614,1068.952,339.565,83.186,13.214,57.277,Not Available,138.348,631.59
1988-04-01,498.831,230.899,48.859,778.589,251.468,68.801,8.891,58.116,Not Available,102.462,489.737
1988-05-01,451.534,142.945,49.041,643.52,227.602,55.021,8.924,57.122,Not Available,92.737,441.407
1988-06-01,416.426,98.446,33.524,548.395,209.917,48.05,6.101,61.144,Not Available,85.529,410.74
1988-07-01,451.534,86.752,40.603,578.89,227.602,46.218,7.389,58.521,Not Available,92.737,432.468
1988-08-01,472.59,87.779,40.977,601.346,238.228,46.379,7.457,59.104,Not Available,97.06,448.228
1988-09-01,473.9,116.948,58.465,649.313,238.884,50.948,10.64,57.911,Not Available,97.329,455.711
1988-10-01,523.732,227.228,62.854,813.814,264.001,68.225,11.438,56.872,Not Available,107.575,508.112
1988-11-01,572.539,296.375,84.055,952.97,288.592,79.058,15.296,57.713,Not Available,117.594,558.253
1988-12-01,662.638,413.342,110.829,1186.809,333.999,97.383,20.169,57.443,Not Available,136.09,645.083
1989-01-01,691.428,441.202,93.568,1226.198,341.949,103.98,22.0,48.936,0,125.972,642.837
1989-02-01,636.219,498.228,85.994,1220.441,314.621,112.757,20.219,51.65,0,115.923,615.17
1989-03-01,642.947,361.877,56.474,1061.298,317.953,91.772,13.278,53.842,0,117.146,593.991
1989-04-01,486.364,256.27,43.892,786.525,240.519,75.518,10.32,51.927,0,88.598,466.882
1989-05-01,428.523,172.526,34.578,635.627,211.946,62.629,8.13,53.549,0,78.065,414.319
1989-06-01,442.845,111.508,44.017,598.369,219.011,53.238,10.349,56.449,0,80.667,419.715
1989-07-01,394.788,98.89,32.78,526.458,195.246,51.296,7.708,52.936,0,71.925,379.11
1989-08-01,489.736,103.156,27.878,620.77,242.199,51.953,6.555,55.99,0,89.226,445.923
1989-09-01,490.08,131.35,29.828,651.258,242.377,56.292,7.013,52.532,0,89.292,447.506
1989-10-01,503.115,213.48,59.578,776.172,248.803,68.932,14.008,52.976,0,91.657,476.376
1989-11-01,578.716,344.72,68.55,991.986,286.179,89.131,16.118,53.348,0,105.419,550.195
1989-12-01,765.624,562.116,104.41,1432.15,378.633,122.59,24.55,53.764,0,139.468,719.004
1990-01-01,522.37,431.658,62.76,1016.788,286.151,101.213,11.622,53.251,0,113.734,565.97
1990-02-01,531.656,430.828,68.809,1031.293,291.228,101.083,12.742,57.544,0,115.74,578.337
1990-03-01,455.562,342.197,34.753,832.512,249.557,87.223,6.436,58.817,0,99.195,501.228
1990-04-01,421.22,249.558,33.272,704.049,230.771,72.736,6.161,57.08,0,91.719,458.468
1990-05-01,395.235,181.138,11.333,587.706,216.512,62.037,2.099,58.982,0,86.056,425.685
1990-06-01,424.958,103.82,8.503,537.281,232.788,49.946,1.575,60.267,0,92.508,437.084
1990-07-01,400.812,91.442,11.977,504.231,219.565,48.01,2.218,60.082,0,87.265,417.14
1990-08-01,447.197,93.785,28.724,569.705,244.978,48.377,5.319,62.487,0,97.35,458.511
1990-09-01,450.928,118.121,22.354,591.403,247.019,52.182,4.14,55.424,0,98.162,456.927
1990-10-01,462.985,207.724,13.249,683.959,253.639,66.194,2.454,57.923,0,100.786,480.995
1990-11-01,498.237,316.9,16.884,832.021,272.95,83.267,3.127,58.045,0,108.484,525.872
1990-12-01,514.947,461.188,60.249,1036.384,282.105,105.831,11.157,55.937,0,112.111,567.141
1991-01-01,579.225,540.204,69.495,1188.924,322.096,118.929,11.613,41.017,0,122.221,615.875
1991-02-01,512.812,436.922,41.999,991.733,285.17,103.012,7.018,42.211,0,108.26,545.67
1991-03-01,460.406,372.455,32.267,865.128,256.013,93.077,5.392,43.316,0,97.174,494.971
1991-04-01,412.349,245.116,29.246,686.712,229.312,73.452,4.887,44.055,0,87.025,438.731
1991-05-01,377.428,148.828,20.128,546.384,209.891,58.613,3.363,45.906,0,79.631,397.404
1991-06-01,390.531,111.707,12.154,514.392,217.173,52.892,2.031,46.024,0,82.418,400.539
1991-07-01,398.362,97.847,10.286,506.495,221.534,50.756,1.719,46.674,0,84.089,404.772
1991-08-01,392.262,99.132,12.87,504.264,218.138,50.954,2.151,46.468,0,82.806,400.517
1991-09-01,380.05,131.729,3.843,515.622,211.337,55.977,0.642,43.721,0,80.198,391.876
1991-10-01,434.202,215.572,20.115,669.89,241.459,68.899,3.361,44.946,0,91.658,450.323
1991-11-01,407.985,391.682,86.435,886.102,226.877,96.04,14.443,43.261,0,86.097,466.718
1991-12-01,507.58,459.416,81.032,1048.028,282.245,106.479,13.54,44.591,0,107.116,553.971
1992-01-01,581.834,472.735,85.689,1140.258,300.928,108.81,14.663,39.122,0.028,104.056,567.608
1992-02-01,528.762,401.05,55.735,985.547,273.49,97.64,9.538,39.659,0.032,94.558,514.916
1992-03-01,474.843,364.61,62.179,901.632,245.596,91.961,10.64,40.65,0.032,84.917,473.796
1992-04-01,447.438,256.053,25.512,729.003,231.4,75.045,4.366,41.227,0.026,80.001,432.064
1992-05-01,374.028,165.003,14.709,553.741,193.434,60.857,2.517,41.74,0.019,66.893,365.461
1992-06-01,396.162,115.135,7.71,519.006,204.868,53.086,1.319,42.489,0.026,70.837,372.625
1992-07-01,357.22,99.917,41.835,498.971,184.769,50.714,7.159,43.507,0.028,63.895,350.073
1992-08-01,369.607,104.717,-12.051,462.273,191.144,51.462,-2.062,42.034,0.045,66.096,348.719
1992-09-01,490.747,129.931,15.194,635.871,253.819,55.391,2.6,41.832,0.039,87.747,441.428
1992-10-01,428.875,230.749,25.401,685.025,221.787,71.102,4.347,41.797,0.04,76.686,415.759
1992-11-01,473.944,357.596,25.426,856.967,245.121,90.868,4.351,40.45,0.037,84.747,465.574
1992-12-01,594.221,462.554,28.464,1085.24,307.303,107.224,4.871,42.125,0.041,106.257,567.821
1993-01-01,563.491,481.635,45.728,1090.854,285.305,108.739,8.49,13.707,0.063,92.612,508.915
1993-02-01,587.1,506.167,73.338,1166.605,297.235,112.443,13.617,14.684,0.061,96.472,534.511
1993-03-01,582.177,394.835,39.675,1016.687,294.768,95.632,7.367,15.256,0.059,95.668,508.75
1993-04-01,483.848,272.935,21.521,778.304,244.965,77.225,3.996,15.35,0.055,79.513,421.104
1993-05-01,415.005,160.561,9.311,584.877,210.113,60.257,1.729,15.661,0.058,68.193,356.011
1993-06-01,444.52,117.365,-11.989,549.895,225.053,53.734,-2.226,15.898,0.069,73.033,365.56
1993-07-01,411.082,103.64,16.369,531.09,208.124,51.661,3.039,16.073,0.085,67.557,346.539
1993-08-01,449.416,102.823,24.173,576.412,227.531,51.538,4.488,16.236,0.076,73.86,373.729
1993-09-01,416.001,141.579,30.219,587.799,210.633,57.39,5.611,15.706,0.09,68.361,357.792
1993-10-01,317.654,236.404,9.235,563.293,160.842,71.709,1.715,15.242,0.076,52.212,301.794
1993-11-01,350.111,369.425,92.348,811.885,177.258,91.795,17.147,15.552,0.071,57.538,359.36
1993-12-01,483.862,466.718,91.616,1042.196,244.983,106.486,17.01,15.818,0.082,79.495,463.875
1994-01-01,632.566,568.305,51.213,1252.084,330.168,120.909,15.35,12.131,0.093,104.986,583.636
1994-02-01,633.808,510.047,46.349,1190.205,330.789,112.139,13.892,12.644,0.081,105.188,574.732
1994-03-01,515.193,370.982,33.14,919.315,268.882,91.204,9.933,12.852,0.077,85.507,468.456
1994-04-01,396.612,241.269,32.791,670.672,206.999,71.678,9.828,13.145,0.06,65.833,367.544
1994-05-01,394.126,181.444,9.687,585.257,205.716,62.672,2.903,13.286,0.048,65.425,350.051
1994-06-01,390.431,107.434,-2.018,495.847,203.762,51.531,-0.605,13.769,0.061,64.815,333.333
1994-07-01,334.807,99.187,13.791,447.784,174.742,50.289,4.133,13.703,0.063,55.575,298.506
1994-08-01,371.89,104.973,27.7,504.564,194.092,51.16,8.302,13.86,0.054,61.739,329.208
