Month,Distillate Fuel Oil Consumed by the Residential Sector,Propane Consumed by the Residential Sector,Kerosene Consumed by the Residential Sector,Total Petroleum Consumed by the Residential Sector,Distillate Fuel Oil Consumed by the Commercial Sector,Propane Consumed by the Commercial Sector,Kerosene Consumed by the Commercial Sector,Motor Gasoline Consumed by the Commercial Sector,Petroleum Coke Consumed by the Commercial Sector,Residual Fuel Oil Consumed by the Commercial Sector,Total Petroleum Consumed by the Commercial Sector
2017-03-01,231.87,441.168,1.808,674.846,173.055,144.558,0.255,195.582,0.319,1.886,515.656
2017-04-01,191.634,264.816,1.915,458.365,143.025,100.43,0.27,194.951,0.107,1.559,440.342
2017-05-01,132.639,201.976,2.239,336.855,98.995,84.706,0.316,200.292,0.142,1.079,385.53
2017-06-01,164.602,123.131,1.205,288.939,122.85,64.977,0.17,204.958,0.107,1.339,394.4
2017-07-01,101.232,110.711,0.399,212.343,75.554,61.869,0.056,201.245,0.064,0.824,339.611
2017-08-01,131.644,116.794,0.708,249.146,98.251,63.391,0.1,204.527,0.372,1.071,367.712
2017-09-01,132.379,135.665,11.008,279.052,98.8,68.113,1.554,196.68,0.362,1.077,366.586
2017-10-01,167.609,225.792,1.058,394.459,125.094,90.665,0.149,196.251,0.245,1.364,413.768
2017-11-01,258.911,418.858,2.56,680.329,193.237,138.976,0.361,191.078,0.156,2.106,525.914
2017-12-01,349.675,597.647,0.679,948.001,260.978,183.713,0.096,193.932,0.345,2.845,641.909
2018-01-01,465.339,705.513,25.7,1196.552,296.182,208.292,4.169,187.094,0.353,2.614,698.705
2018-02-01,331.603,573.746,2.123,907.472,211.061,176.603,0.344,187.276,0.338,1.863,577.486
2018-03-01,248.87,520.082,4.374,773.326,158.402,163.697,0.709,201.507,0.285,1.398,525.999
2018-04-01,237.487,400.747,2.199,640.433,151.157,134.997,0.357,196.002,0.109,1.334,483.956
2018-05-01,140.646,181.617,5.632,327.894,89.519,82.298,0.914,202.586,0,0.79,376.107
2018-06-01,112.586,143.988,1.269,257.843,71.659,73.248,0.206,208.586,0,0.633,354.332
2018-07-01,102.264,128.743,1.642,232.648,65.089,69.582,0.266,205.251,0,0.575,340.763
2018-08-01,86.498,130.917,1.585,219.0,55.055,70.105,0.257,208.184,0,0.486,334.087
2018-09-01,123.339,151.524,0.294,275.157,78.503,75.06,0.048,194.865,0.174,0.693,349.343
2018-10-01,255.28,290.286,0.745,546.311,162.482,108.432,0.121,197.872,0.161,1.434,470.503
2018-11-01,340.163,522.809,0.973,863.946,216.509,164.353,0.158,197.8,0.312,1.911,581.042
2018-12-01,450.894,599.036,0.708,1050.637,286.988,182.685,0.115,195.418,0.321,2.533,668.06
2019-01-01,382.609,754.213,19.947,1156.769,266.056,208.648,3.412,188.726,0.34,1.744,668.926
2019-02-01,353.035,709.511,13.06,1075.606,245.492,198.65,2.234,195.034,0.223,1.609,643.241
2019-03-01,282.016,592.154,0.329,874.499,196.107,172.4,0.056,197.447,0.272,1.285,567.567
2019-04-01,187.251,353.169,1.269,541.69,130.21,118.945,0.217,202.317,0.245,0.854,452.788
2019-05-01,141.781,253.635,1.081,396.497,98.591,96.682,0.185,204.184,0,0.646,400.288
2019-06-01,123.439,165.759,0.596,289.794,85.836,77.026,0.102,208.61,0,0.563,372.137
2019-07-01,115.432,144.4,0.673,260.505,80.268,72.249,0.115,204.948,0,0.526,358.106
2019-08-01,176.771,147.899,0.041,324.711,122.922,73.031,0.007,211.413,0,0.806,408.179
2019-09-01,102.271,170.996,4.313,277.58,71.116,78.198,0.738,197.736,0,0.466,348.254
2019-10-01,153.789,322.033,1.644,477.467,106.941,111.981,0.281,200.116,0,0.701,420.019
2019-11-01,312.065,575.716,9.356,897.137,217.002,168.723,1.6,197.984,0,1.422,586.732
2019-12-01,357.503,651.675,10.638,1019.816,248.598,185.713,1.819,192.871,0.134,1.63,630.766
2020-01-01,294.457,634.77,17.147,946.374,199.246,222.513,2.679,217.618,0.391,1.547,643.994
2020-02-01,258.701,605.27,20.105,884.076,175.051,214.217,3.141,225.773,0.256,1.359,619.797
2020-03-01,226.059,458.131,3.562,687.752,152.964,172.839,0.556,194.055,0,1.188,521.603
2020-04-01,210.026,379.792,1.744,591.562,142.115,150.808,0.272,146.328,0,1.104,440.627
2020-05-01,229.411,231.549,0.09,461.05,155.232,109.119,0.014,179.561,0,1.205,445.133
2020-06-01,149.264,141.369,0.65,291.283,101.001,83.759,0.102,206.841,0,0.784,392.487
2020-07-01,97.174,126.437,0.067,223.678,65.753,79.56,0.011,211.051,0,0.511,356.885
2020-08-01,85.562,128.209,6.494,220.264,57.896,80.058,1.014,212.642,0,0.45,352.06
2020-09-01,147.735,164.766,5.239,317.739,99.966,90.339,0.818,213.067,0,0.776,404.966
2020-10-01,165.819,294.538,1.807,462.163,112.202,126.833,0.282,207.462,0,0.871,447.65
2020-11-01,207.264,424.768,0.735,632.767,140.246,163.456,0.115,199.602,0,1.089,504.509
2020-12-01,251.07,641.913,5.577,898.559,169.888,224.522,0.871,195.962,0,1.319,592.562
2021-01-01,344.578,661.384,5.611,1011.573,238.741,252.826,0.857,178.028,0,2.111,672.563
2021-02-01,400.264,711.365,26.557,1138.186,277.323,268.334,4.057,180.339,0.19,2.452,732.694
2021-03-01,300.012,462.327,1.801,764.14,207.863,191.065,0.275,197.156,0.012,1.838,598.21
2021-04-01,211.563,334.834,3.89,550.287,146.581,151.508,0.594,203.754,0,1.296,503.734
2021-05-01,177.138,222.344,0.568,400.05,122.73,116.606,0.087,209.318,0,1.085,449.826
2021-06-01,155.75,129.422,0.076,285.248,107.911,87.775,0.012,215.793,0,0.954,412.445
2021-07-01,104.626,123.927,0.765,229.318,72.49,86.07,0.117,214.304,0,0.641,373.622
2021-08-01,89.8,124.875,1.678,216.352,62.218,86.364,0.256,211.659,0,0.55,361.047
2021-09-01,157.412,148.652,1.604,307.668,109.063,93.741,0.245,205.9,0,0.964,409.913
2021-10-01,206.168,241.771,9.458,457.397,142.844,122.633,1.445,208.077,0.221,1.263,476.483
2021-11-01,242.417,474.457,3.561,720.434,167.958,194.828,0.544,207.942,0.351,1.485,573.109
2021-12-01,323.407,534.457,0.824,858.688,224.073,213.445,0.126,204.677,0.345,1.981,644.646
2022-01-01,373.47,718.823,25.056,1117.348,258.759,243.227,3.857,218.469,0.336,2.319,726.967
2022-02-01,467.583,637.15,1.816,1106.549,323.965,220.62,0.28,234.411,0.36,2.904,782.539
2022-03-01,303.132,466.187,0.51,769.828,210.025,173.296,0.078,244.03,0.335,1.883,629.647
2022-04-01,203.27,354.883,2.337,560.49,140.836,142.487,0.36,238.437,0.3,1.262,523.682
2022-05-01,170.194,205.217,4.911,380.322,117.919,101.058,0.756,247.119,0.359,1.057,468.268
2022-06-01,149.644,143.268,0.566,293.479,103.681,83.911,0.087,245.927,0.324,0.929,434.859
2022-07-01,100.525,128.256,2.209,230.99,69.649,79.755,0.34,238.785,0.223,0.624,389.376
2022-08-01,86.279,129.673,0.152,216.105,59.779,80.148,0.023,247.018,0,0.536,387.503
2022-09-01,151.241,155.693,2.408,309.342,104.788,87.35,0.371,239.735,0.066,0.939,433.249
2022-10-01,198.087,292.963,0.407,491.457,137.244,125.347,0.063,238.656,0,1.23,502.54
2022-11-01,232.914,468.572,3.868,705.354,161.374,173.957,0.595,239.199,0.134,1.447,576.706
2022-12-01,310.73,632.502,4.432,947.664,215.289,219.333,0.682,232.941,0.262,1.93,670.438
2023-01-01,364.575,602.128,22.161,988.864,252.596,208.075,3.411,224.679,0.28,1.925,690.966
2023-02-01,456.447,583.691,15.026,1055.165,316.249,202.972,2.313,235.624,0.066,2.411,759.634
2023-03-01,295.912,514.55,2.896,813.357,205.023,183.833,0.446,245.976,0.04,1.563,636.88
2023-04-01,198.429,325.931,7.796,532.156,137.481,131.622,1.2,242.376,0,1.048,513.727
2023-05-01,166.141,216.193,11.43,393.764,115.111,101.246,1.759,246.056,0,0.877,465.05
2023-06-01,146.08,147.651,4.14,297.872,101.212,82.274,0.637,253.802,0,0.771,438.696
2023-07-01,98.131,121.022,9.891,229.044,67.99,74.903,1.523,243.322,0,0.518,388.256
2023-08-01,84.225,124.424,0.461,209.11,58.355,75.844,0.071,250.517,0,0.445,385.232
2023-09-01,147.639,149.93,8.81,306.379,102.292,82.904,1.356,239.639,0,0.78,426.971
2023-10-01,193.369,257.66,0.841,451.87,133.976,112.725,0.129,246.597,0,1.021,494.448
2023-11-01,227.367,470.978,0.856,699.201,157.531,171.772,0.132,241.448,0,1.201,572.084
2023-12-01,303.329,540.147,14.859,858.335,210.162,190.918,2.287,238.36,0.229,1.602,643.557
2024-01-01,354.67,686.718,12.16,1053.547,245.733,231.377,1.872,223.233,0.245,2.057,704.516
2024-02-01,428.733,533.744,7.024,969.502,297.048,189.033,1.081,233.078,0.116,2.486,722.842
2024-03-01,287.872,448.657,5.877,742.406,199.452,165.48,0.905,240.839,0,1.669,608.346
2024-04-01,193.038,313.497,9.802,516.336,133.746,128.067,1.509,239.316,0,1.119,503.758
2024-05-01,161.627,194.098,9.499,365.224,111.983,95.017,1.462,254.622,0.198,0.937,464.22
2024-06-01,142.112,131.23,6.928,280.27,98.462,77.615,1.067,247.139,0.219,0.824,425.325
2024-07-01,95.464,120.187,1.32,216.971,66.143,74.558,0.203,251.936,0,0.554,393.393
2024-08-01,81.936,123.634,5.432,211.003,56.769,75.512,0.836,250.875,0,0.475,384.468
2024-09-01,143.628,143.289,0.078,286.995,99.513,80.953,0.012,243.72,0,0.833,425.031
