Month,Coal Consumed by the Electric Power Sector,Natural Gas Consumed by the Electric Power Sector (Excluding Supplemental Gaseous Fuels),Petroleum Consumed by the Electric Power Sector,Total Fossil Fuels Consumed by the Electric Power Sector,Nuclear Electric Power Consumed by the Electric Power Sector,Conventional Hydroelectric Power Consumed by the Electric Power Sector,Geothermal Energy Consumed by the Electric Power Sector,Solar Energy Consumed by the Electric Power Sector,Wind Energy Consumed by the Electric Power Sector,Biomass Energy Consumed by the Electric Power Sector,Total Renewable Energy Consumed by the Electric Power Sector,Electric Power Sector Electricity Net Imports,Total Primary Energy Consumed by the Electric Power Sector
2020-01-01,695.812,979.401,16.519,1691.732,774.776,83.179,3.795,15.091,95.868,39.29,237.222,10.858,2714.588
2020-02-01,606.117,921.695,13.855,1541.666,688.502,87.83,4.057,18.829,99.24,36.528,246.484,9.661,2486.314
2020-03-01,548.033,918.992,14.979,1482.005,668.515,80.807,4.852,21.486,99.951,37.464,244.561,12.889,2407.97
2020-04-01,446.708,802.169,13.328,1262.205,618.09,78.702,4.57,26.813,101.426,32.788,244.299,11.069,2135.662
2020-05-01,506.41,863.19,14.359,1383.959,672.074,101.852,4.516,32.672,96.744,34.455,270.239,12.642,2338.915
2020-06-01,691.529,1073.68,17.528,1782.737,702.024,95.21,4.233,32.672,102.83,32.952,267.896,13.318,2765.976
2020-07-01,940.712,1388.267,18.74,2347.719,724.8,90.955,4.439,35.92,77.751,36.34,245.405,18.517,3336.442
2020-08-01,953.07,1316.238,17.817,2287.125,720.588,79.17,4.411,31.547,78.346,38.14,231.614,20.072,3259.399
2020-09-01,730.981,1047.684,12.546,1791.211,686.588,63.499,4.28,26.18,78.823,33.992,206.774,12.762,2697.335
2020-10-01,639.838,978.086,12.925,1630.848,620.1,63.952,4.262,24.001,97.982,33.568,223.765,13.254,2487.968
2020-11-01,647.978,796.43,14.191,1458.599,645.145,71.006,4.633,19.532,112.632,34.629,242.432,11.646,2357.822
2020-12-01,822.096,913.244,17.608,1752.948,729.872,73.048,4.636,17.258,108.772,37.427,241.142,14.748,2738.71
2021-01-01,856.05,891.794,17.555,1765.4,748.098,83.42,4.445,18.845,102.49,38.269,247.469,14.143,2775.109
2021-02-01,907.999,809.911,24.303,1742.213,656.549,68.42,4.258,21.473,91.077,35.197,220.424,9.986,2629.172
2021-03-01,653.738,765.421,15.442,1434.6,664.413,71.976,4.179,31.503,133.659,36.71,278.025,13.055,2390.094
2021-04-01,569.289,785.068,13.03,1367.387,595.413,65.777,4.267,36.911,123.279,32.343,262.577,11.343,2236.72
2021-05-01,675.256,838.985,14.63,1528.872,661.137,79.163,4.379,42.231,115.204,34.34,275.317,12.607,2477.932
2021-06-01,909.202,1121.026,14.789,2045.017,689.048,79.739,4.221,41.351,90.935,35.509,251.754,15.155,3000.974
2021-07-01,1067.796,1277.23,16.689,2361.715,717.845,75.059,4.474,41.332,74.046,38.282,233.193,15.06,3327.813
2021-08-01,1065.542,1301.881,20.504,2387.926,724.517,69.049,4.42,40.57,92.309,37.744,244.093,11.504,3368.039
2021-09-01,840.796,1019.397,16.74,1876.933,672.879,57.759,4.437,38.025,98.864,34.873,233.959,9.351,2793.122
2021-10-01,674.593,968.204,16.254,1659.051,609.065,58.138,4.335,31.427,109.837,32.518,236.255,9.728,2514.1
2021-11-01,622.184,895.775,18.137,1536.096,654.413,65.757,4.509,26.43,121.888,33.575,252.159,3.964,2446.631
2021-12-01,655.228,906.871,16.941,1579.04,737.537,80.077,4.871,20.657,135.867,36.853,278.325,8.233,2603.135
2022-01-01,917.143,978.746,36.867,1932.756,737.387,82.218,5.016,26.52,127.562,33.706,275.021,10.228,2955.392
2022-02-01,752.869,828.92,18.678,1600.468,646.232,72.391,4.241,30.603,128.337,31.78,267.351,6.212,2520.262
2022-03-01,648.292,800.536,15.646,1464.474,659.83,82.917,4.389,39.639,146.707,32.24,305.891,6.81,2437.006
2022-04-01,582.771,765.435,14.018,1362.224,577.665,68.046,4.374,45.42,157.409,28.229,303.478,8.517,2251.884
2022-05-01,662.678,950.174,15.959,1628.812,662.211,79.323,4.528,51.254,143.632,29.435,308.173,9.44,2608.636
2022-06-01,785.822,1178.868,17.11,1981.799,686.595,88.362,4.355,54.406,115.143,31.339,293.605,14.96,2976.959
2022-07-01,931.257,1447.422,16.908,2395.587,719.417,83.555,4.577,53.438,100.512,33.516,275.599,18.645,3409.248
2022-08-01,910.832,1421.788,16.976,2349.596,719.835,71.823,4.62,49.142,84.296,33.189,243.07,20.175,3332.677
2022-09-01,702.993,1158.75,17.447,1879.19,665.884,57.825,4.536,45.035,93.2,30.366,230.962,13.093,2789.129
2022-10-01,592.964,974.699,17.399,1585.062,615.861,48.794,4.43,40.485,111.643,28.804,234.157,9.854,2444.934
2022-11-01,610.805,929.573,15.902,1556.279,648.207,60.797,4.766,28.473,140.464,29.622,264.121,8.962,2477.57
2022-12-01,787.066,1023.069,40.951,1851.086,721.896,69.325,5.057,22.979,131.884,31.953,261.197,13.72,2847.898
2023-01-01,665.743,990.05,14.776,1670.57,740.734,77.248,4.845,26.486,130.797,31.693,271.069,11.263,2693.635
2023-02-01,503.541,890.511,18.003,1412.055,635.553,67.725,4.441,32,141.242,28.241,273.649,6.69,2327.947
2023-03-01,538.263,962.476,12.92,1513.66,656.599,72.326,4.92,41.413,148.609,29.915,297.183,8.795,2476.236
2023-04-01,428.614,886.265,12.455,1327.334,592.236,67.225,4.625,51.045,145.755,25.309,293.959,6.526,2220.055
2023-05-01,477.447,1016.323,13.643,1507.413,639.194,93.969,4.59,58.601,109.887,28.446,295.492,8.955,2451.054
2023-06-01,628.493,1210.876,13.897,1853.266,677.49,73.305,4.413,60.504,93.941,28.637,260.799,5.765,2797.32
2023-07-01,832.524,1514.152,17.402,2364.078,730.465,74.673,4.422,64.105,95.521,30.288,269.009,4.278,3367.83
2023-08-01,822.695,1512.736,17.491,2352.921,728.965,72.377,4.323,60.216,96.837,30.391,264.143,4.758,3350.787
2023-09-01,641.565,1233.68,16.085,1891.33,685.23,57.496,4.485,52.885,96.702,26.402,237.97,0.362,2814.893
2023-10-01,554.353,1045.328,13.694,1613.376,642.125,53.26,4.845,47.935,122.834,26.112,254.985,0.699,2511.185
2023-11-01,553.716,990.141,11.501,1555.358,650.717,57.866,4.912,35.444,124.273,26.96,249.455,2.184,2457.715
2023-12-01,600.367,1061.754,13.642,1675.762,719.666,64.598,5.025,30.947,129.711,29.921,260.202,4.568,2660.198
2024-01-01,795.286,1170.716,20.593,1986.595,722.021,74.42,4.847,33.003,118.764,29.61,260.644,5.926,2975.186
2024-02-01,485.947,943.95,11.263,1441.16,675.03,68.231,4.497,42.305,141.34,24.844,281.217,0.547,2397.955
2024-03-01,417.816,948.768,10.042,1376.626,662.09,79.176,4.394,53.57,155.16,25.84,318.14,-1.189,2355.667
2024-04-01,398.456,906.884,12.692,1318.033,602.26,65.791,4.555,64.629,161.07,23.482,319.527,-1.58,2238.24
2024-05-01,491.374,1074.997,13.139,1579.509,679.097,76.79,4.249,75.021,131.584,26.546,314.19,0.154,2572.95
2024-06-01,645.071,1279.635,14.413,1939.119,712.744,71.876,4.333,82.088,129.785,25.985,314.067,4.85,2970.781
2024-07-01,758.387,1578.324,15.805,2352.516,730.441,71.97,4.526,81.836,95.169,26.992,280.492,10.887,3374.336
2024-08-01,738.786,1536.577,16.006,2291.37,729.135,72.53,4.479,81.311,97.852,27.656,283.828,10.162,3314.494
2024-09-01,591.151,1263.623,12.131,1866.904,654.927,56.564,4.341,68.204,98.585,25.396,253.089,7.173,2782.094
