Month,"Coal Consumption for Electricity Generation, All Sectors","Distillate Fuel Oil Consumption for Electricity Generation, All Sectors","Residual Fuel Oil Consumption for Electricity Generation, All Sectors","Other Petroleum Liquids Consumption for Electricity Generation, All Sectors","Petroleum Coke Consumption for Electricity Generation, All Sectors","Total Petroleum Consumption for Electricity Generation, All Sectors","Natural Gas Consumption for Electricity Generation, All Sectors","Other Fossil Gases Consumption for Electricity Generation, All Sectors","Wood Consumption for Electricity Generation, All Sectors","Waste Consumption for Electricity Generation, All Sectors","Other Consumption for Electricity Generation, All Sectors"
2015-01-01,71383.855,1294.207,1718.065,280.863,401.551,5300.889,745.235,10.149,36.17,24.754,16.516
2015-02-01,67135.783,3731.586,4102.176,754.972,413.352,10655.493,676.139,8.224,33.328,22.39,14.917
2015-03-01,58367.258,851.106,804.895,129.345,275.001,3160.351,736.5,8.497,33.569,24.811,15.683
2015-04-01,48543.45,637.739,761.828,122.307,299.692,3020.334,692.199,8.058,31.142,24.793,16.012
2015-05-01,57152.846,840.511,714.217,142.735,339.264,3393.781,765.715,8.84,32.373,25.894,17.03
2015-06-01,68981.736,784.841,823.42,136.983,306.297,3276.728,922.461,9.423,33.871,26.005,17.181
2015-07-01,76569.588,740.769,1091.163,162.829,408.825,4038.889,1084.12,10.104,36.954,28.784,18.764
2015-08-01,73810.381,706.23,960.884,133.617,387.848,3739.973,1064.683,9.629,37.027,27.868,18.488
2015-09-01,64822.818,642.927,830.205,183.184,376.283,3537.733,930.09,9.325,33.522,26.19,16.834
2015-10-01,53659.269,635.969,759.291,145.769,300.083,3041.443,824.878,7.479,30.952,26.286,17.034
2015-11-01,48942.894,803.738,840.174,75.949,259.737,3018.546,767.336,7.357,32.84,27.139,17.262
2015-12-01,50224.302,768.321,718.052,94.485,276.07,2961.209,807.219,8.912,34.9,28.074,17.892
2016-01-01,61983.496,1257.899,1049.046,164.599,341.508,4179.084,786.04,6.759,31.835,25.103,16.514
2016-02-01,50515.637,920.272,1131.16,178.42,329.521,3877.458,702.082,6.093,30.721,23.904,15.074
2016-03-01,39863.956,697.604,677.519,119.485,362.292,3306.067,758.344,6.493,30.38,25.209,15.539
2016-04-01,39064.741,643.958,687.201,89.565,381.782,3329.632,734.6,6.395,25.323,25.616,16.283
2016-05-01,45032.129,807.838,751.857,102.117,370.38,3513.712,819.345,6.202,26.827,26.166,16.904
2016-06-01,63185.834,706.613,863.78,122.97,380.143,3594.078,985.722,5.997,29.961,25.402,17.126
2016-07-01,74132.468,809.974,1348.124,129.049,400.415,4289.222,1157.589,6.431,32.167,25.822,17.503
2016-08-01,73797.914,769.115,1274.384,187.495,418.875,4325.369,1168.337,6.099,33.526,26.453,17.986
2016-09-01,62334.621,639.667,855.858,124.231,376.039,3499.951,932.041,6.034,30.502,24.576,16.746
2016-10-01,54537.359,636.068,928.901,63.829,250.122,2879.408,760.61,5.304,27.598,23.817,16.132
2016-11-01,48075.876,830.415,734.176,107.083,306.528,3204.314,679.004,5.826,29.176,26.103,16.062
2016-12-01,64847.11,942.597,892.77,159.475,335.505,3672.367,686.396,6.152,31.967,26.935,16.699
2017-01-01,63459.871,912.34,846.27,142.204,367.502,3738.324,680.323,5.911,31.076,26.591,16.019
2017-02-01,47985.032,711.664,724.084,100.064,277.129,2921.457,588.021,5.53,28.393,23.809,14.311
2017-03-01,48839.871,819.692,738.475,118.706,265.266,3003.203,690.819,5.901,31.265,26.025,15.504
2017-04-01,44278.92,678.037,718.496,111.641,167.612,2346.234,647.308,5.885,27.467,24.355,15.138
2017-05-01,50897.496,800.452,810.9,99.72,328.729,3354.717,720.158,5.955,28.262,25.89,15.821
2017-06-01,58852.118,686.524,907.846,147.314,349.747,3490.419,872.286,5.707,30.235,25.632,16.156
2017-07-01,69768.68,694.3,810.896,94.622,343.985,3319.743,1104.27,5.939,32.592,26.085,17.436
2017-08-01,65761.392,649.319,930.016,124.971,300.248,3205.546,1043.343,6.402,33.309,26.012,17.456
2017-09-01,54713.251,698.205,820.138,115.123,276.292,3014.926,877.043,5.912,28.549,24.191,15.259
2017-10-01,50015.108,757.016,843.507,105.583,228.368,2847.946,791.359,5.619,28.927,24.482,14.918
2017-11-01,50881.795,770.277,710.573,136.445,292.658,3080.585,686.661,5.698,30.409,25.026,15.34
2017-12-01,58457.275,1529.141,1580.699,250.329,292.121,4820.774,806.472,6.263,33.163,26.235,16.299
2018-01-01,64844.913,5238.114,3644.495,585.137,377.14,11353.446,806.33,6.439,33.136,25.902,16.015
2018-02-01,45793.399,675.51,658.448,116.912,304.938,2975.56,706.947,6.266,28.906,24.352,14.591
2018-03-01,44473.549,735.21,649.735,112.449,254.515,2769.969,773.463,6.587,31.435,25.953,16.206
2018-04-01,40514.796,794.372,706.582,100.255,271.028,2956.349,723.624,6.516,26.86,24.822,15.307
2018-05-01,47292.779,958.193,786.269,118.433,211.95,2922.645,869.54,6.783,29.53,25.389,16.142
2018-06-01,56078.204,916.059,872.781,106.403,337.601,3583.248,974.982,6.451,31.205,25.046,16.403
2018-07-01,63817.521,753.501,874.109,125.258,367.341,3589.573,1246.99,7.063,33.49,24.956,16.351
2018-08-01,63736.839,802.932,931.111,135.569,352.369,3631.457,1210.256,7.842,32.186,25.28,16.707
2018-09-01,53913.994,752.053,975.732,135.615,324.901,3487.905,1052.958,6.402,28.704,22.55,14.745
2018-10-01,48421.865,798.08,873.878,141.58,228.55,2956.288,909.369,6.031,27.972,24.358,15.697
2018-11-01,51701.661,919.786,754.406,125.173,270.978,3154.255,784.844,5.898,28.539,24.203,15.548
2018-12-01,55623.919,878.972,679.012,182.175,321.324,3346.779,782.825,6.479,29.741,25.02,16.267
2019-01-01,55833.555,1206.358,996.334,303.371,325.72,4134.663,874.064,5.837,31.33,23.187,17.42
2019-02-01,45025.266,739.057,579.988,163.35,272.299,2843.89,802.067,5.454,26.761,20.646,14.836
2019-03-01,43976.415,734.003,611.079,130.734,235.127,2651.451,836.443,6.352,28.084,22.566,16.113
2019-04-01,33352.809,647.563,620.647,148.911,155.458,2194.411,763.709,5.418,23.804,21.371,15.592
2019-05-01,40015.012,830.497,735.156,135.868,293.547,3169.256,864.321,5.84,26.723,22.147,16.775
2019-06-01,44217.941,811.69,790.207,145.465,216.204,2828.382,1017.45,5.705,27.518,22.405,16.511
2019-07-01,55862.906,774.627,895.377,147.755,308.953,3362.524,1284.934,6.826,31.373,22.92,17.155
2019-08-01,52348.615,757.584,960.718,150.134,276.451,3250.691,1307.234,6.484,31.913,23.185,17.828
2019-09-01,47188.08,725.114,786.419,157.253,230.979,2823.681,1109.834,6.262,28.163,21.634,16.782
2019-10-01,37431.314,742.329,793.834,172.439,82.918,2123.192,965.47,5.406,26.246,21.917,16.266
2019-11-01,41906.906,778.682,717.665,130.145,129.158,2272.282,847.088,6.063,26.964,21.6,16.237
2019-12-01,40461.137,872.915,763.273,179.395,196.787,2799.518,940.243,6.209,29.438,23.024,17.037
2020-01-01,36810.209,805.143,756.408,179.327,257.096,3026.358,976.483,6.486,29.263,23.25,16.434
2020-02-01,32073.775,679.588,614.408,152.129,217.17,2531.975,917.866,6.594,27.502,21.298,14.835
2020-03-01,29028.208,560.651,590.734,140.784,285.089,2717.614,915.706,6.302,27.511,23.172,16.383
2020-04-01,23653.768,497.878,550.751,120.213,245.442,2396.052,799.298,4.696,23.851,21.832,15.744
2020-05-01,26801.188,599.92,587.301,135.604,255.839,2602.02,858.837,5.332,25.105,22.399,16.222
2020-06-01,36588.725,712.761,702.776,119.964,323.214,3151.571,1065.962,5.195,24.647,20.682,15.259
2020-07-01,49751.074,772.884,797.11,129.59,332.043,3359.799,1372.851,5.718,27.217,22.024,16.572
2020-08-01,50405.883,726.34,794.31,127.162,308.171,3188.667,1302.728,6.407,28.93,22.286,16.899
2020-09-01,38684.951,556.068,710.206,138.271,174.766,2278.375,1038.152,5.853,25.307,21.072,15.515
2020-10-01,33822.669,650.544,780.914,148.763,154.895,2354.696,971.619,5.543,24.776,21.107,16.041
2020-11-01,34271.076,649.373,661.313,150.758,226.237,2592.629,796.405,5.738,26.008,20.614,15.836
2020-12-01,43459.487,779.784,752.305,175.993,296.586,3191.012,912.197,5.746,28.265,21.958,17.105
2021-01-01,45094.65,738.754,829.193,160.473,281.776,3137.3,888.929,5.78,29.254,21.879,16.191
2021-02-01,47820.521,1898.861,843.545,245.869,274.012,4358.335,801.381,4.755,26.391,19.387,13.854
2021-03-01,34416.07,710.114,642.442,136.754,259.555,2787.085,761.278,5.273,27.443,21.788,15.897
2021-04-01,29994.643,779.793,586.67,133.857,173.238,2366.51,779.081,4.869,24.196,20.442,14.907
2021-05-01,35612.948,779.385,639.568,105.846,219.921,2624.404,834.675,5.069,26.614,21.069,15.32
2021-06-01,47913.283,845.386,705.158,174.877,195.395,2702.396,1111.149,5.381,27.589,20.796,15.713
2021-07-01,56262.183,734.141,727.238,171.005,277.779,3021.279,1266.884,5.927,30.352,21.477,16.417
2021-08-01,56131.128,890.566,1067.591,235.221,298.906,3687.908,1288.895,5.961,29.979,21.103,16.284
2021-09-01,44291.454,714.316,860.216,165.245,255.358,3016.567,1011.461,5.723,27.359,20.59,15.522
2021-10-01,35573.579,770.08,725.341,158.643,262.377,2965.949,962.719,5.965,25.444,20.171,15.253
2021-11-01,32787.66,819.853,665.903,161.533,324.616,3270.369,891.827,5.04,25.753,19.58,15.033
2021-12-01,34469.207,942.157,705.387,162.258,246.858,3044.092,904.29,5.395,27.88,21.353,16.289
2022-01-01,48671.326,2591.148,2392.028,234.21,240.303,6418.901,972.571,5.433,28.59,20.055,13.532
2022-02-01,39950.798,1063.094,856.312,147.45,247.571,3304.711,823.713,4.94,27.355,18.526,12.319
2022-03-01,34395.82,862.34,727.122,142.339,215.617,2809.886,800.152,5.314,26.834,20.23,13.372
2022-04-01,30903.964,693.707,591.127,122.816,225.365,2534.475,767.572,5.197,24.378,18.999,12.937
2022-05-01,35210.009,834.076,678.149,75.61,247.697,2826.32,947.25,5.768,26.094,19.363,13.37
2022-06-01,41747.735,927.711,623.241,152.681,280.918,3108.223,1168.712,5.553,27.667,19.519,13.482
2022-07-01,49433.095,948.937,881.304,189.795,219.322,3116.646,1430.805,5.991,30.189,19.911,13.696
2022-08-01,48355.635,889.601,811.786,194.846,241.245,3102.458,1407.824,5.374,29.708,19.526,13.194
2022-09-01,37302.026,713.852,861.1,162.632,280.492,3140.044,1149.683,5.439,26.117,18.769,12.495
2022-10-01,31457.894,751.219,899.505,163.677,262.999,3129.396,971.75,5.283,23.854,19.377,12.781
2022-11-01,32397.547,783.441,778.275,138.595,227.079,2835.706,928.162,4.792,25.533,18.794,12.81
2022-12-01,41749.967,3678.907,1809.458,387.486,296.202,7356.861,1015.891,5.2,27.502,18.981,12.918
2023-01-01,35505.962,839.251,786.919,195.167,179.321,2717.942,986.729,5.054,26.972,18.975,12.725
2023-02-01,26854.496,1100.575,1130.618,200.923,163.159,3247.911,886.2,4.85,23.316,17.137,11.254
2023-03-01,28671.416,733.729,788.686,154.119,134.643,2349.749,959.777,5.614,24.472,18.035,11.863
2023-04-01,22888.57,725.209,738.611,140.754,123.845,2223.799,882.659,4.948,21.34,16.948,11.202
2023-05-01,25483.588,837.958,739.386,111.744,143.868,2408.428,1015.436,5.681,24.408,18.797,12.215
2023-06-01,33541.2,768.896,759.618,151.116,161.897,2489.115,1204.125,5.49,24.291,18.396,12.265
2023-07-01,44412.16,724.108,897.492,156.194,265.973,3107.659,1500.478,5.704,26.08,19.067,13.151
2023-08-01,43887.145,823.501,821.196,143.898,265.172,3114.455,1498.044,6.018,27.025,18.976,12.927
2023-09-01,34222.658,635.796,883.161,146.74,237.7,2854.197,1225.232,5.373,23.669,17.595,11.864
2023-10-01,29579.702,702.596,957.956,164.24,124.996,2449.772,1040.696,5.207,20.337,18.21,12.376
2023-11-01,29548.506,747.27,786.839,136.788,80.077,2071.282,986.104,5.361,22.798,17.963,12.085
2023-12-01,32031.078,792.551,777.795,134.145,147.002,2439.501,1059.333,5.845,25.286,19.699,13.029
2024-01-01,42427.868,1717.906,1060.513,259.362,138.427,3729.916,1163.883,5.71,25.39,18.379,12.379
2024-02-01,25926.119,622.283,711.519,135.655,114.24,2040.657,939.647,4.083,21.707,16.473,11.115
2024-03-01,22273.607,678.44,696.602,134.401,63.184,1825.363,944.562,3.96,22.556,17.354,11.436
2024-04-01,21252.77,952.998,700.92,358.943,103.366,2529.691,908.193,4.299,21.066,16.365,10.892
2024-05-01,26227.894,853.073,775.238,104.295,118.311,2324.161,1068.924,4.187,23.871,17.809,12.074
2024-06-01,34449.721,813.69,794.176,117.622,168.709,2569.033,1264.109,4.778,23.533,17.13,11.681
2024-07-01,40500.765,873.616,875.497,131.102,184.604,2803.235,1556.527,4.652,23.599,18.13,12.394
2024-08-01,39427.456,955.73,850.614,119.089,180.647,2828.668,1517.308,4.698,24.669,18.322,12.4
2024-09-01,31571.893,691.6,806.857,99.43,107.733,2136.552,1249.157,4,22.125,17.144,11.293
