Month,Coal Consumed by the Residential Sector,"Coal Consumed by the Commercial Sector, CHP","Coal Consumed by the Commercial Sector, Other","Coal Consumed by the Commercial Sector, Total","Coal Consumed by the Industrial Sector, Coke Plants","Coal Consumed by the Other Industrial Sector, CHP","Coal Consumed by the Other Industrial Sector, Non-CHP","Coal Consumed by the Other Industrial Sector, Total","Coal Consumed by the Industrial Sector, Total",Coal Consumed by the Transportation Sector,Coal Consumed by the Electric Power Sector,"Coal Consumption, Total"
2019-01-01,Not Available,59.36,51.26,110.62,1514.709,1118.977,1487.171,2606.148,4120.857,0,55967.287,60198.764
2019-02-01,Not Available,54.497,47.061,101.558,1392.602,1004.705,1576.823,2581.528,3974.13,0,45124.076,49199.764
2019-03-01,Not Available,57.717,49.841,107.558,1555.608,932.37,1654.245,2586.615,4142.223,0,44098.064,48347.845
2019-04-01,Not Available,39.767,26.937,66.704,1449.57,893.164,1443.68,2336.844,3786.414,0,33429.106,37282.224
2019-05-01,Not Available,38.032,25.762,63.794,1623.893,873.157,1454.671,2327.828,3951.721,0,40044.651,44060.166
2019-06-01,Not Available,27.108,18.362,45.47,1586.433,844.356,1493.998,2338.354,3924.787,0,44296.773,48267.03
2019-07-01,Not Available,34.981,13.159,48.14,1498.201,846.101,1477.782,2323.883,3822.084,0,55931.744,59801.968
2019-08-01,Not Available,36.817,13.849,50.666,1487.291,854.488,1486.931,2341.419,3828.71,0,52431.368,56310.744
2019-09-01,Not Available,39.766,14.959,54.725,1469.397,814.112,1526.374,2340.486,3809.883,0,47248.68,51113.288
2019-10-01,Not Available,37.48,27.404,64.884,1494.131,856.199,1579.435,2435.634,3929.765,0,37522.999,41517.648
2019-11-01,Not Available,44.068,32.221,76.289,1387.02,904.177,1524.35,2428.527,3815.547,0,41977.307,45869.143
2019-12-01,Not Available,49.406,36.124,85.53,1507.7,950.303,1497.708,2448.011,3955.711,0,40533.544,44574.785
2020-01-01,Not Available,49.63,52.485,102.115,1434.52,966.696,1417.394,2384.09,3818.61,0,36850.536,40771.261
2020-02-01,Not Available,53.731,56.822,110.553,1434.114,893.904,1472.904,2366.808,3800.922,0,32100.228,36011.703
2020-03-01,Not Available,45.319,47.925,93.244,1407.58,823.06,1494.864,2317.924,3725.504,0,29024.079,32842.827
2020-04-01,Not Available,29.976,16.355,46.331,1191.994,728.756,1129.196,1857.952,3049.946,0,23657.856,26754.133
2020-05-01,Not Available,30.233,16.495,46.728,1054.942,709.143,1152.955,1862.098,2917.04,0,26819.734,29783.502
2020-06-01,Not Available,32.006,17.463,49.469,1208.077,675.663,1240.976,1916.639,3124.716,0,36623.719,39797.904
2020-07-01,Not Available,31.457,12.801,44.258,1018.733,749.141,1219.639,1968.78,2987.513,0,49820.585,52852.356
2020-08-01,Not Available,34.421,14.007,48.428,1085.77,733.735,1267.333,2001.068,3086.838,0,50475.073,53610.339
2020-09-01,Not Available,39.667,16.141,55.808,1057.841,744.809,1256.149,2000.958,3058.799,0,38713.114,41827.721
2020-10-01,Not Available,34.356,18.889,53.245,1152.972,806.427,1493.778,2300.205,3453.177,0,33886.114,37392.536
2020-11-01,Not Available,39.222,21.564,60.786,1167.45,760.835,1567.519,2328.354,3495.804,0,34317.227,37873.817
2020-12-01,Not Available,53.005,29.141,82.146,1199.603,860.758,1493.912,2354.67,3554.273,0,43538.584,47175.003
2021-01-01,Not Available,52.186,32.784,84.97,1491.474,873.813,1363.884,2237.697,3729.171,0,45195.621,49009.762
2021-02-01,Not Available,65.209,40.965,106.174,1350.588,811.082,1314.626,2125.708,3476.296,0,47938.272,51520.742
2021-03-01,Not Available,49.956,31.382,81.338,1519.201,800.683,1415.14,2215.823,3735.024,0,34514.422,38330.784
2021-04-01,Not Available,38.573,18.536,57.109,1477.056,757.925,1285.805,2043.73,3520.786,0,30055.889,33633.784
2021-05-01,Not Available,30.685,14.746,45.431,1526.556,766.526,1292.826,2059.352,3585.908,0,35650.51,39281.849
2021-06-01,Not Available,33.776,16.231,50.007,1485.472,774.068,1278.365,2052.433,3537.905,0,48001.795,51589.707
2021-07-01,Not Available,35.434,13.962,49.396,1474.236,845.331,1278.469,2123.8,3598.036,0,56374.831,60022.263
2021-08-01,Not Available,39.628,15.614,55.242,1482.375,790.798,1319.453,2110.251,3592.626,0,56255.826,59903.694
2021-09-01,Not Available,43.484,17.133,60.617,1409.47,819.561,1280.362,2099.923,3509.393,0,44390.24,47960.25
2021-10-01,Not Available,46.174,23.999,70.173,1495.044,800.49,1454.078,2254.568,3749.612,0,35615.498,39435.283
2021-11-01,Not Available,50.182,26.082,76.264,1437.819,865.4,1395.463,2260.863,3698.682,0,32848.526,36623.472
2021-12-01,Not Available,48.63,25.276,73.906,1439.336,794.612,1466.726,2261.338,3700.674,0,34593.116,38367.696
2022-01-01,Not Available,56.029,36.044,92.073,1432.361,881.08,1322.299,2203.379,3635.74,0,48804.961,52532.774
2022-02-01,Not Available,55.307,35.58,90.887,1308.778,761.857,1469.08,2230.937,3539.715,0,40063.279,43693.881
2022-03-01,Not Available,37.039,23.827,60.866,1411.723,845.38,1402.354,2247.734,3659.457,0,34498.293,38218.616
2022-04-01,Not Available,25.383,13.167,38.55,1318.323,765.16,1419.891,2185.051,3503.374,0,31011.638,34553.562
2022-05-01,Not Available,26.885,13.946,40.831,1349.243,823.56,1365.808,2189.368,3538.611,0,35263.856,38843.298
2022-06-01,Not Available,41.539,21.549,63.088,1281.175,781.372,1397.19,2178.562,3459.737,0,41816.83,45339.655
2022-07-01,Not Available,44.236,12.881,57.117,1334.448,786.518,1325.211,2111.729,3446.177,0,49556.01,53059.304
2022-08-01,Not Available,46.404,13.513,59.917,1334.448,802.775,1296.57,2099.345,3433.793,0,48469.141,51962.851
2022-09-01,Not Available,46.749,13.613,60.362,1263.451,751.135,1357.947,2109.082,3372.533,0,37409.151,40842.046
2022-10-01,Not Available,45.775,23.917,69.692,1372.53,790.769,1321.914,2112.683,3485.213,0,31554.04,35108.945
2022-11-01,Not Available,51.766,27.047,78.813,1287.708,745.955,1370.901,2116.856,3404.564,0,32503.461,35986.838
2022-12-01,Not Available,57.492,30.04,87.532,1315.065,827.52,1278.889,2106.409,3421.474,0,41883.045,45392.051
2023-01-01,Not Available,51.306,31.061,82.367,1354.406,807.627,1273.393,2081.02,3435.426,0,35568.915,39086.708
2023-02-01,Not Available,44.271,33.791,78.062,1265.588,693.929,1402.538,2096.467,3362.055,0,26902.884,30343.001
2023-03-01,Not Available,39.095,31.971,71.066,1405.284,713.732,1373.305,2087.037,3492.321,0,28757.983,32321.37
2023-04-01,Not Available,35.615,17.023,52.638,1263.009,663.535,1176.386,1839.921,3102.93,0,22899.728,26055.296
2023-05-01,Not Available,27.789,18.409,46.198,1302.345,690.815,1139.775,1830.59,3132.935,0,25508.736,28687.869
2023-06-01,Not Available,22.192,14.564,36.756,1286.752,671.746,1153.103,1824.849,3111.601,0,33578.732,36727.089
2023-07-01,Not Available,25.542,12.864,38.406,1343.938,717.916,988.417,1706.333,3050.271,0,44479.539,47568.216
2023-08-01,Not Available,26.392,14.18,40.572,1350.124,676.913,1037.044,1713.957,3064.081,0,43954.408,47059.061
2023-09-01,Not Available,26.985,16.348,43.333,1303.498,671.288,1049.267,1720.555,3024.053,0,34277.138,37344.524
2023-10-01,Not Available,27.474,26.992,54.466,1278.033,668.231,1108.584,1776.815,3054.848,0,29617.637,32726.951
2023-11-01,Not Available,33.585,23.971,57.556,1386.049,690.913,1084.204,1775.117,3161.166,0,29583.58,32802.302
2023-12-01,Not Available,39.497,26.794,66.291,1309.51,717.684,1062.293,1779.977,3089.487,0,32076.025,35231.803
2024-01-01,Not Available,53.515,42.677,96.192,1275.529,780.37,1009.919,1790.289,3065.818,0,42490.049,45652.059
2024-02-01,Not Available,39.077,29.244,68.321,1263.871,698.482,1122.519,1821.001,3084.872,0,25962.893,29116.086
2024-03-01,Not Available,35.857,28.165,64.022,1327.882,792.169,1022.874,1815.043,3142.925,0,22322.826,25529.773
2024-04-01,Not Available,30.481,11.566,42.047,1302.003,658.847,1027.732,1686.579,2988.582,0,21288.47,24319.099
2024-05-01,Not Available,18.558,26.088,44.646,1307.679,657.903,937.619,1595.522,2903.201,0,26252.797,29200.644
2024-06-01,Not Available,28.748,9.852,38.6,1278.0,689.026,944.374,1633.4,2911.4,0,34464.447,37414.447
2024-07-01,Not Available,30.953,10.968,41.921,1265.817,726.401,841.687,1568.088,2833.904,0,40518.597,43394.423
2024-08-01,Not Available,32.053,8.68,40.733,1312.363,735.908,849.386,1585.294,2897.657,0,39471.413,42409.803
2024-09-01,Not Available,31.32,9.229,40.549,1227.438,683.393,1000.317,1683.71,2911.148,0,31583.642,34535.339
