Month,Aviation Gasoline Consumed by the Transportation Sector,Distillate Fuel Oil Consumed by the Transportation Sector,Propane Consumed by the Transportation Sector,Jet Fuel Consumed by the Transportation Sector,Lubricants Consumed by the Transportation Sector,Motor Gasoline Consumed by the Transportation Sector,Residual Fuel Oil Consumed by the Transportation Sector,Other Products Consumed by the Transportation Sector,Total Petroleum Consumed by the Transportation Sector,Distillate Fuel Oil Consumed by the Electric Power Sector,Petroleum Coke Consumed by the Electric Power Sector,Residual Fuel Oil Consumed by the Electric Power Sector,Total Petroleum Consumed by the Electric Power Sector
1990-04-01,22.733,1770.703,16.345,1530.851,71.349,6968.847,357.533,Not Available,10738.362,38.57,12.516,540.165,591.252
1990-05-01,25.806,1742.714,16.345,1494.764,84.996,7200.965,476.246,Not Available,11041.835,41.331,15.211,480.066,536.608
1990-06-01,31.067,1757.696,16.345,1489.659,68.057,7357.926,332.722,Not Available,11053.471,57.927,13.614,701.26,772.802
1990-07-01,31.548,1718.672,16.345,1405.979,82.382,7335.383,357.0,Not Available,10947.309,58.213,14.734,659.618,732.564
1990-08-01,31.097,1871.978,16.345,1551.993,94.259,7629.0,413.69,Not Available,11608.361,58.348,14.339,550.151,622.839
1990-09-01,24.2,1673.024,16.345,1534.246,85.497,6766.621,355.408,Not Available,10455.341,49.09,16.107,409.384,474.581
1990-10-01,22.29,1691.436,16.345,1584.643,84.831,7071.717,416.868,Not Available,10888.131,42.759,17.092,354.563,414.414
1990-11-01,19.867,1705.149,16.345,1577.873,69.301,7086.573,391.341,Not Available,10866.448,33.912,12.498,322.184,368.594
1990-12-01,16.871,1536.965,16.345,1540.59,58.46,6829.248,586.982,Not Available,10585.461,47.335,15.519,394.265,457.119
1991-01-01,15.742,1683.738,15.092,1558.527,73.135,6510.471,402.641,Not Available,10259.346,40.057,16.04,464.089,520.186
1991-02-01,18.286,1613.793,15.092,1541.202,59.353,6699.943,462.354,Not Available,10410.023,30.019,13.716,489.693,533.429
1991-03-01,19.968,1689.044,15.092,1423.473,68.899,6875.319,537.496,Not Available,10629.291,27.927,15.817,439.63,483.374
1991-04-01,22.333,1677.406,15.092,1329.229,70.841,6992.67,478.947,Not Available,10586.518,35.515,16.234,408.203,459.952
1991-05-01,25.129,1685.817,15.092,1333.94,77.12,7286.535,275.731,Not Available,10699.364,61.216,14.323,530.704,606.243
1991-06-01,27.9,1720.501,15.092,1465.37,72.833,7305.267,474.389,Not Available,11081.353,39.128,11.275,582.449,632.852
1991-07-01,31.129,1657.24,15.092,1508.916,80.278,7408.468,336.975,Not Available,11038.099,41.097,13.369,562.505,616.97
1991-08-01,30.452,1722.517,15.092,1542.535,66.806,7375.702,417.728,Not Available,11170.833,46.544,12.235,586.969,645.748
1991-09-01,25.7,1723.729,15.092,1506.244,77.818,6939.745,413.997,Not Available,10702.325,40.62,11.623,444.067,496.31
1991-10-01,21.29,1768.277,15.092,1489.251,72.946,7134.14,483.609,Not Available,10984.605,30.443,10.865,318.532,359.84
1991-11-01,17.667,1685.958,15.092,1469.499,66.144,6866.631,500.047,Not Available,10621.037,39.955,11.763,404.097,455.815
1991-12-01,15.806,1687.486,15.092,1492.13,66.286,7077.754,584.983,Not Available,10939.536,38.576,12.765,444.309,495.65
1992-01-01,15.839,1654.747,13.826,1473.364,73.05,6733.997,471.763,Not Available,10436.587,38.872,17.142,521.114,577.128
1992-02-01,22.379,1709.85,13.826,1397.794,72.051,6826.414,583.799,Not Available,10626.112,30.37,19.692,448.5,498.562
1992-03-01,21.774,1791.131,13.826,1364.731,71.622,6996.942,449.296,Not Available,10709.321,29.72,20.092,444.676,494.488
1992-04-01,19.533,1778.094,13.826,1409.467,76.662,7096.33,472.745,Not Available,10866.658,29.525,16.359,338.141,384.025
1992-05-01,24.903,1721.073,13.826,1345.61,89.36,7184.687,526.692,Not Available,10906.152,29.694,12.062,260.686,302.442
1992-06-01,30.6,1698.516,13.826,1436.357,77.417,7313.484,397.043,Not Available,10967.242,39.216,16.366,387.299,442.881
1992-07-01,24.323,1731.959,13.826,1433.343,70.446,7488.864,348.024,Not Available,11110.785,50.314,17.472,426.435,494.221
1992-08-01,28.774,1739.769,13.826,1585.09,69.216,7235.201,381.257,Not Available,11053.134,35.643,27.87,349.593,413.107
1992-09-01,24.167,1705.251,13.826,1441.509,74.623,7200.43,314.419,Not Available,10774.224,30.906,24.337,356.113,411.356
1992-10-01,16.419,1801.962,13.826,1479.673,69.558,7194.471,514.024,Not Available,11089.934,27.92,24.947,344.543,397.41
1992-11-01,16.333,1668.295,13.826,1528.061,68.235,6962.548,445.542,Not Available,10702.841,36.544,23.083,351.797,411.424
1992-12-01,21.677,1731.642,13.826,1552.805,55.783,7250.876,675.553,Not Available,11302.163,34.833,25.436,321.307,381.577
1993-01-01,10.806,1636.983,14.458,1455.626,66.893,6541.901,393.908,Not Available,10120.575,36.856,31.896,355.971,424.724
1993-02-01,11.571,1798.241,14.458,1479.812,69.038,7008.36,443.884,Not Available,10825.365,37.657,30.885,385.554,454.096
1993-03-01,26.742,1814.534,14.458,1453.34,80.877,7281.573,369.299,Not Available,11040.824,46.45,29.856,421.215,497.521
1993-04-01,18.1,1738.983,14.458,1412.924,75.596,7326.202,520.355,Not Available,11106.618,30.776,28.011,259.742,318.53
1993-05-01,26.452,1700.772,14.458,1400.969,68.985,7474.67,504.693,Not Available,11190.998,31.566,29.62,254.435,315.622
1993-06-01,23.767,1785.405,14.458,1529.704,82.711,7587.68,251.57,Not Available,11275.295,38.818,34.852,400.263,473.933
1993-07-01,28.419,1730.373,14.458,1465.667,72.291,7671.122,277.029,Not Available,11259.359,66.094,43.181,556.682,665.956
1993-08-01,30.774,1775.627,14.458,1513.777,83.101,7749.086,146.221,Not Available,11313.044,56.966,38.586,594.532,690.084
1993-09-01,26.7,1814.026,14.458,1497.056,80.624,7496.345,394.777,Not Available,11323.986,38.744,45.868,501.517,586.128
1993-10-01,14.065,1875.233,14.458,1479.011,69.631,7274.525,431.676,Not Available,11158.6,32.639,38.49,372.922,444.051
1993-11-01,21.6,1902.472,14.458,1453.186,76.937,7422.855,468.388,Not Available,11359.896,33.298,36.102,386.049,455.449
1993-12-01,10.387,1855.688,14.458,1492.51,59.575,7549.658,519.2,Not Available,11501.476,37.35,41.469,517.08,595.899
1994-01-01,19.0,1838.267,24.284,1503.539,72.756,6875.377,274.138,Not Available,10607.361,150.932,47.706,686.808,885.447
1994-02-01,20.75,1867.423,24.284,1519.414,77.051,7165.776,570.542,Not Available,11245.24,62.935,41.572,538.744,643.251
1994-03-01,18.774,1874.385,24.284,1507.188,84.14,7284.018,380.968,Not Available,11173.758,41.269,39.847,398.19,479.306
1994-04-01,27.233,1921.97,24.284,1543.644,80.791,7450.132,423.498,Not Available,11471.552,43.792,31.171,396.353,471.316
1994-05-01,9.677,1863.12,24.284,1445.835,78.711,7529.743,446.659,Not Available,11398.03,47.362,24.979,342.557,414.899
1994-06-01,37.167,1950.298,24.284,1572.815,85.903,7803.297,220.089,Not Available,11693.853,78.698,31.377,505.506,615.581
1994-07-01,7.194,1838.61,24.284,1525.728,74.442,7766.205,258.924,Not Available,11495.387,62.259,32.605,465.599,560.463
1994-08-01,29.548,1996.414,24.284,1584.533,75.703,7854.925,427.753,Not Available,11993.162,41.552,27.936,297.713,367.201
1994-09-01,21.3,1956.856,24.284,1514.713,72.975,7501.168,309.439,Not Available,11400.735,36.581,27.383,251.322,315.287
1994-10-01,20.097,1926.874,24.284,1552.071,81.331,7434.647,409.813,Not Available,11449.116,32.993,26.361,219.64,278.993
1994-11-01,21.533,1900.543,24.284,1515.47,65.706,7352.164,424.063,Not Available,11303.764,36.272,25.94,220.048,282.26
1994-12-01,16.903,1823.983,24.284,1537.885,76.483,7804.684,482.243,Not Available,11766.466,42.656,24.21,232.722,299.588
1995-01-01,19.032,1854.659,12.663,1542.226,72.624,7057.753,429.245,Not Available,10988.202,40.64,35.997,199.736,276.373
1995-02-01,21.679,1964.256,12.663,1519.679,74.178,7370.635,385.807,Not Available,11348.895,56.036,38.584,388.291,482.91
1995-03-01,22.097,1957.738,12.663,1478.258,83.529,7672.885,452.088,Not Available,11679.259,34.871,29.356,143.404,207.631
1995-04-01,19.267,1939.446,12.663,1413.833,66.091,7538.707,448.003,Not Available,11438.01,36.467,20.961,161.964,219.392
1995-05-01,26.29,1930.987,12.663,1487.258,80.161,7777.547,375.148,Not Available,11690.054,43.581,33.587,205.299,282.467
1995-06-01,19.7,2114.117,12.663,1432.5,77.117,8099.331,471.912,Not Available,12227.341,47.471,39.911,217.013,304.395
1995-07-01,27.516,1920.793,12.663,1505.129,67.015,7771.445,223.867,Not Available,11528.428,72.23,32.272,352.382,456.884
1995-08-01,25.71,2037.998,12.663,1511.419,82.151,8066.616,244.163,Not Available,11980.719,109.695,45.239,383.879,538.814
1995-09-01,31.333,2100.602,12.663,1556.7,75.077,7671.391,409.647,Not Available,11857.414,35.879,38.399,241.362,315.641
1995-10-01,14.548,2007.426,12.663,1521.032,80.897,7666.338,472.323,Not Available,11775.228,35.841,41.829,159.221,236.891
1995-11-01,15.467,1941.275,12.663,1583.667,80.21,7750.05,425.893,Not Available,11809.224,41.758,48.656,166.76,257.175
1995-12-01,15.161,1913.182,12.663,1619.516,70.807,7627.658,427.637,Not Available,11686.624,54.637,35.082,347.613,437.331
1996-01-01,13.774,1972.205,11.136,1623.968,65.871,7161.599,417.163,Not Available,11265.716,70.529,38.475,381.688,490.693
1996-02-01,13.345,1999.902,11.136,1661.276,70.397,7484.967,352.878,Not Available,11593.901,96.365,31.707,423.997,552.069
1996-03-01,24.968,2056.534,11.136,1541.065,93.197,7674.735,333.503,Not Available,11735.137,57.149,24.219,293.77,375.137
1996-04-01,21.067,2131.308,11.136,1516.567,65.249,7754.71,411.716,Not Available,11911.753,37.107,28.266,150.174,215.547
1996-05-01,21.742,2100.11,11.136,1489.097,82.307,7949.604,463.429,Not Available,12117.425,48.555,30.571,175.831,254.958
1996-06-01,28.6,2162.117,11.136,1558.433,68.407,7966.445,270.95,Not Available,12066.088,40.136,31.327,288.755,360.218
1996-07-01,20.548,2128.252,11.136,1572.194,75.664,8042.54,312.081,Not Available,12162.416,47.404,44.7,382.827,474.93
1996-08-01,20.968,2194.926,11.136,1582.355,75.523,8217.896,372.092,Not Available,12474.895,40.276,53.581,302.12,395.977
1996-09-01,22.5,2108.487,11.136,1605.633,77.684,7547.046,308.95,Not Available,11681.436,44.226,45.973,235.776,325.975
1996-10-01,18.581,2227.147,11.136,1631.065,73.564,7971.782,484.323,Not Available,12417.597,38.596,36.597,150.846,226.039
1996-11-01,20.567,2069.581,11.136,1588.067,71.483,7795.651,342.084,Not Available,11898.569,41.239,33.024,209.294,283.557
1996-12-01,15.903,2002.27,11.136,1569.677,61.061,7677.308,364.58,Not Available,11701.936,55.696,34.173,285.012,374.88
1997-01-01,13.645,2053.406,10.158,1615.0,61.499,7179.437,349.275,Not Available,11282.42,69.028,21.705,398.164,488.897
1997-02-01,23.429,2016.468,10.158,1572.25,79.59,7539.57,521.006,Not Available,11762.471,38.529,23.82,231.866,294.215
1997-03-01,19.323,2145.342,10.158,1529.065,73.549,7665.732,366.533,Not Available,11809.7,34.43,13.445,201.693,249.568
1997-04-01,28.167,2245.695,10.158,1559.0,87.56,7929.221,436.623,Not Available,12296.425,44.272,41.261,176.405,261.938
1997-05-01,25.806,2200.52,10.158,1551.0,90.768,8003.135,370.4,Not Available,12251.786,39.067,52.318,204.154,295.539
1997-06-01,21.433,2227.404,10.158,1573.6,67.047,8149.549,267.321,Not Available,12316.511,58.357,57.933,334.391,450.681
1997-07-01,23.516,2248.072,10.158,1685.419,82.48,8353.733,202.593,Not Available,12605.971,105.283,55.85,416.772,577.905
1997-08-01,31.226,2221.143,10.158,1648.29,82.448,8095.724,207.716,Not Available,12296.706,55.439,62.136,360.306,477.881
1997-09-01,19.833,2217.436,10.158,1585.633,78.267,7888.643,250.132,Not Available,12050.103,43.987,64.742,379.089,487.818
1997-10-01,23.097,2357.135,10.158,1598.839,90.972,8005.101,214.359,Not Available,12299.66,45.171,54.414,341.257,440.842
1997-11-01,14.067,2197.773,10.158,1612.1,71.159,7831.71,303.953,Not Available,12040.919,43.991,54.28,332.323,430.594
1997-12-01,15.097,2225.869,10.158,1647.484,67.782,7930.401,252.813,Not Available,12149.604,44.859,51.276,352.172,448.307
1998-01-01,9.484,2098.056,12.601,1558.548,78.061,7501.879,466.56,Not Available,11725.19,36.205,58.304,309.263,403.772
1998-02-01,22.929,2162.949,12.601,1605.821,82.175,7593.911,373.688,Not Available,11854.075,31.389,50.707,310.897,392.993
1998-03-01,18.613,2236.456,12.601,1588.677,80.505,7881.986,239.206,Not Available,12058.045,41.427,46.814,435.947,524.189
1998-04-01,18.667,2286.801,12.601,1654.167,93.082,8185.785,539.019,Not Available,12790.122,35.025,54.574,343.465,433.064
1998-05-01,19.065,2215.57,12.601,1566.645,80.537,8153.318,176.382,Not Available,12224.118,69.754,54.693,458.481,582.929
1998-06-01,28.3,2395.091,12.601,1610.733,82.914,8391.021,111.945,Not Available,12632.606,112.143,64.458,595.661,772.262
1998-07-01,21.806,2311.795,12.601,1658.0,78.578,8548.547,265.443,Not Available,12896.771,117.562,65.735,660.597,843.893
1998-08-01,24.516,2391.416,12.601,1604.742,82.245,8438.375,134.526,Not Available,12688.421,108.733,61.612,643.447,813.791
1998-09-01,18.5,2305.322,12.601,1563.933,84.776,8183.98,315.085,Not Available,12484.198,94.087,60.121,518.369,672.576
1998-10-01,22.677,2353.742,12.601,1667.355,90.267,8250.974,270.296,Not Available,12667.913,34.278,53.851,364.603,452.732
1998-11-01,17.267,2207.34,12.601,1633.533,70.107,8042.692,349.318,Not Available,12332.858,35.909,54.617,376.782,467.307
1998-12-01,9.903,2186.977,12.601,1748.677,73.846,8322.294,293.876,Not Available,12648.174,47.069,48.587,443.611,539.267
1999-01-01,26.0,2169.205,10.193,1697.452,69.459,7614.796,205.197,Not Available,11792.302,84.648,48.839,548.217,681.704
1999-02-01,16.036,2123.1,10.193,1688.964,78.358,7940.802,298.133,Not Available,12155.587,35.29,44.661,517.215,597.166
1999-03-01,18.548,2324.059,10.193,1691.29,81.681,8036.362,312.916,Not Available,12475.049,39.032,51.447,488.302,578.78
1999-04-01,25.267,2317.535,10.193,1647.3,82.752,8410.006,187.457,Not Available,12680.51,61.704,47.729,409.835,519.268
1999-05-01,15.323,2347.801,10.193,1608.742,77.309,8325.051,355.594,Not Available,12740.012,45.481,51.848,417.671,515.0
1999-06-01,25.267,2423.127,10.193,1630.967,86.071,8786.167,138.518,Not Available,13100.309,77.123,53.795,479.468,610.386
1999-07-01,25.935,2441.141,10.193,1644.194,81.383,8841.156,25.256,Not Available,13069.258,172.859,63.184,623.549,859.593
1999-08-01,28.065,2448.389,10.193,1738.806,80.317,8483.126,326.033,Not Available,13114.929,106.717,69.78,534.815,711.312
1999-09-01,22.667,2398.746,10.193,1643.4,88.321,8211.725,283.291,Not Available,12658.343,46.508,44.63,364.78,455.918
1999-10-01,17.806,2485.764,10.193,1724.0,90.298,8445.585,322.249,Not Available,13095.895,36.673,43.465,288.627,368.765
1999-11-01,17.733,2335.631,10.193,1636.867,85.601,8147.554,459.012,Not Available,12692.592,43.016,41.832,186.824,271.673
1999-12-01,16.161,2391.626,10.193,1716.613,85.598,8759.535,564.017,Not Available,13543.742,37.786,51.557,156.358,245.701
2000-01-01,15.871,2212.387,8.464,1603.774,85.66,7560.479,399.089,Not Available,11885.725,75.195,75.478,284.305,434.978
2000-02-01,12.483,2229.256,8.464,1675.724,88.704,8191.042,502.382,Not Available,12708.055,48.523,65.785,200.305,314.613
2000-03-01,21.032,2345.834,8.464,1682.516,81.822,8205.16,386.325,Not Available,12731.153,38.808,40.743,177.14,256.692
2000-04-01,21.367,2379.884,8.464,1677.1,80.291,8273.898,456.843,Not Available,12897.846,36.194,43.073,200.26,279.527
2000-05-01,21.613,2501.496,8.464,1669.0,85.864,8556.295,247.968,Not Available,13090.7,81.666,37.974,357.122,476.762
2000-06-01,22.467,2524.986,8.464,1715.233,82.995,8718.11,308.154,Not Available,13380.409,72.891,47.676,499.559,620.126
2000-07-01,24.129,2475.094,8.464,1779.097,80.85,8537.938,485.783,Not Available,13391.355,83.205,27.24,449.417,559.862
2000-08-01,28.387,2561.538,8.464,1845.806,87.901,8813.096,240.681,Not Available,13585.874,93.435,53.017,557.616,704.068
2000-09-01,18.4,2541.609,8.464,1750.1,83.901,8414.844,246.407,Not Available,13063.726,65.229,41.99,513.951,621.17
2000-10-01,20.452,2486.968,8.464,1778.032,82.683,8315.236,564.016,Not Available,13255.852,43.481,32.011,377.362,452.855
2000-11-01,16.7,2422.063,8.464,1729.0,69.961,8282.855,415.965,Not Available,12945.008,56.767,35.718,323.8,416.285
2000-12-01,12.323,2381.528,8.464,1793.806,59.321,8565.313,378.738,Not Available,13199.493,283.458,37.187,589.861,910.506
2001-01-01,17.677,2276.135,9.799,1741.742,72.311,7934.804,234.436,Not Available,12286.904,256.679,47.812,694.24,998.732
2001-02-01,22.214,2391.016,9.799,1752.857,78.358,8066.32,288.6,Not Available,12609.165,94.615,47.986,467.439,610.041
2001-03-01,16.097,2474.763,9.799,1685.29,83.608,8358.885,248.18,Not Available,12876.621,94.077,42.651,485.84,622.568
2001-04-01,16.867,2491.092,9.799,1688.3,72.681,8400.951,313.005,Not Available,12992.694,86.075,35.505,483.912,605.492
2001-05-01,24.129,2558.635,9.799,1719.871,79.941,8529.099,279.643,Not Available,13201.118,69.293,39.245,441.164,549.702
2001-06-01,21.767,2583.125,9.799,1749.7,86.055,8513.355,214.274,Not Available,13178.074,60.751,45.664,551.369,657.784
2001-07-01,23.355,2562.892,9.799,1765.645,74.896,8839.821,288.519,Not Available,13564.926,56.15,52.098,470.733,578.981
2001-08-01,24.742,2667.26,9.799,1717.71,78.625,8771.495,95.463,Not Available,13365.093,83.814,54.278,626.957,765.049
2001-09-01,14.733,2529.294,9.799,1527.133,76.842,8383.513,216.881,Not Available,12758.195,40.451,51.478,304.153,396.082
2001-10-01,15.774,2580.292,9.799,1569.161,63.991,8478.914,364.151,Not Available,13082.081,43.051,47.994,241.598,332.643
2001-11-01,16.833,2439.012,9.799,1443.467,80.776,8500.619,312.957,Not Available,12803.463,34.984,43.658,237.187,315.829
2001-12-01,13.484,2306.566,9.799,1506.581,43.778,8410.809,210.247,Not Available,12501.264,40.719,54.727,236.798,332.245
2002-01-01,15.355,2316.101,10.2,1586.71,91.677,8053.868,345.955,Not Available,12419.865,59.303,71.134,221.672,352.109
2002-02-01,12.071,2326.819,10.2,1532.179,68.349,8425.63,326.613,Not Available,12701.86,40.6,81.969,206.739,329.308
2002-03-01,16.419,2427.862,10.2,1580.677,71.308,8473.268,386.349,Not Available,12966.084,58.927,78.459,299.074,436.461
2002-04-01,18.633,2594.778,10.2,1658.133,82.93,8581.164,325.53,Not Available,13271.369,58.013,77.284,289.56,424.857
2002-05-01,16.484,2592.548,10.2,1527.452,77.199,8887.363,293.479,Not Available,13404.725,65.072,84.421,279.702,429.195
2002-06-01,21.633,2623.726,10.2,1647.0,69.799,8947.715,275.813,Not Available,13595.886,56.595,93.97,291.524,442.09
2002-07-01,26.677,2661.768,10.2,1680.29,73.94,8950.742,158.329,Not Available,13561.948,84.299,80.57,368.945,533.814
2002-08-01,24.613,2685.893,10.2,1609.677,68.456,9116.469,162.238,Not Available,13677.545,78.389,90.576,364.711,533.676
2002-09-01,18.767,2605.96,10.2,1600.633,78.105,8503.664,225.339,Not Available,13042.668,54.66,85.2,301.033,440.893
2002-10-01,20.516,2594.775,10.2,1613.806,76.291,8628.195,247.178,Not Available,13190.96,61.983,69.358,293.255,424.597
2002-11-01,15.1,2553.376,10.2,1615.6,70.851,8642.74,418.007,Not Available,13325.875,44.759,68.73,222.909,336.398
2002-12-01,12.839,2438.617,10.2,1705.903,51.158,8706.163,379.587,Not Available,13304.467,53.92,74.808,296.315,425.042
2003-01-01,7.903,2423.92,12.764,1506.548,77.842,8223.28,159.431,Not Available,12411.688,144.845,61.831,453.644,660.32
2003-02-01,14.179,2556.287,12.764,1580.643,68.869,8332.697,280.433,Not Available,12845.871,136.893,63.112,430.582,630.588
2003-03-01,17.806,2532.361,12.764,1567.419,71.512,8407.186,348.059,Not Available,12957.108,92.312,47.662,397.083,537.056
2003-04-01,14.8,2678.344,12.764,1520.533,70.609,8638.198,278.029,Not Available,13213.277,51.313,73.239,352.469,477.021
2003-05-01,17.871,2613.342,12.764,1469.935,61.186,8837.301,264.016,Not Available,13276.415,79.775,67.108,274.959,421.842
2003-06-01,14.333,2705.555,12.764,1565.2,63.76,8962.822,161.638,Not Available,13486.071,94.306,83.187,419.617,597.11
2003-07-01,20.645,2694.405,12.764,1606.581,67.532,8983.846,184.055,Not Available,13569.828,76.129,92.716,474.322,643.166
2003-08-01,19.613,2750.38,12.764,1661.226,69.005,9198.651,257.835,Not Available,13969.473,65.73,92.012,505.59,663.332
2003-09-01,25.633,2690.49,12.764,1580.7,68.471,8724.013,197.291,Not Available,13299.362,40.016,92.352,339.474,471.842
2003-10-01,13.387,2710.522,12.764,1580.452,76.134,8901.682,261.586,Not Available,13556.527,39.425,91.316,311.47,442.211
2003-11-01,17.8,2607.93,12.764,1631.067,52.135,8743.268,329.461,Not Available,13394.424,37.061,95.025,220.734,352.819
2003-12-01,12.871,2583.502,12.764,1663.516,66.357,8807.191,265.867,Not Available,13412.068,53.973,92.965,365.332,512.27
2004-01-01,13.452,2552.874,13.607,1505.387,61.938,8496.135,247.2,Not Available,12890.592,134.165,110.413,540.619,785.196
2004-02-01,17.862,2587.465,13.607,1672.0,54.351,8625.472,417.281,Not Available,13388.039,48.693,101.432,367.867,517.993
2004-03-01,14.387,2730.553,13.607,1560.258,74.943,8807.512,347.726,Not Available,13548.986,40.761,95.705,365.293,501.759
2004-04-01,20.1,2850.896,13.607,1571.267,78.898,8906.936,323.233,Not Available,13764.937,36.307,98.338,351.786,486.43
2004-05-01,14.194,2811.044,13.607,1595.839,66.466,8959.171,256.784,Not Available,13717.105,52.943,100.52,390.899,544.363
2004-06-01,16.7,2886.106,13.607,1669.0,83.464,9098.135,250.553,Not Available,14017.566,51.376,97.814,441.134,590.324
2004-07-01,21.323,2888.841,13.607,1657.806,73.423,9132.931,273.996,Not Available,14061.927,45.157,99.729,491.84,636.726
2004-08-01,19.258,2911.517,13.607,1730.258,62.58,9102.833,214.154,Not Available,14054.207,42.593,109.743,439.408,591.745
2004-09-01,20.9,2894.606,13.607,1611.2,66.561,8799.152,318.714,Not Available,13724.74,51.515,96.529,325.834,473.879
2004-10-01,18.968,2885.215,13.607,1641.097,71.01,8878.572,429.369,Not Available,13937.838,33.49,101.943,266.564,401.998
2004-11-01,12.067,2756.716,13.607,1704.4,62.513,8837.867,422.054,Not Available,13809.224,30.493,94.095,242.241,366.83
2004-12-01,13.839,2630.12,13.607,1644.935,65.746,8984.673,362.612,Not Available,13715.531,57.476,101.839,354.338,513.653
2005-01-01,28.742,2583.379,20.14,1536.297,64.45,8609.542,381.36,Not Available,13223.91,94.165,110.789,421.382,626.336
2005-02-01,17.857,2670.981,20.14,1742.712,65.788,8657.262,440.623,Not Available,13615.363,30.94,113.43,273.523,417.894
2005-03-01,16.548,2846.542,20.14,1726.127,70.406,8786.385,310.81,Not Available,13776.958,32.633,107.524,289.78,429.937
2005-04-01,17.167,2891.74,20.14,1613.826,66.527,8917.283,393.019,Not Available,13919.701,34.28,101.516,238.236,374.033
2005-05-01,17.097,2933.415,20.14,1674.058,75.625,9064.559,374.049,Not Available,14158.943,35.613,110.961,208.378,354.952
2005-06-01,20.2,2964.603,20.14,1688.608,75.563,9156.67,259.567,Not Available,14185.352,47.149,121.597,427.81,596.557
2005-07-01,21.29,2919.921,20.14,1725.034,70.21,9314.142,256.677,Not Available,14327.414,69.706,115.529,507.357,692.592
2005-08-01,23.226,2970.478,20.14,1743.312,73.458,9317.391,317.403,Not Available,14465.408,78.802,122.071,574.95,775.822
2005-09-01,23.067,2950.692,20.14,1670.435,63.783,8709.748,359.961,Not Available,13797.826,62.323,109.598,504.516,676.437
2005-10-01,15.323,2918.074,20.14,1654.596,78.49,8827.981,417.64,Not Available,13932.244,45.438,106.104,385.691,537.233
2005-11-01,14.367,2822.144,20.14,1618.97,57.042,8905.056,537.743,Not Available,13975.461,34.162,99.039,239.49,372.691
2005-12-01,15.258,2807.292,20.14,1756.073,58.265,9081.35,340.64,Not Available,14079.017,78.206,110.447,497.895,686.549
2006-01-01,8.548,2711.766,19.616,1604.825,57.571,8626.148,564.857,Not Available,13593.331,33.717,110.47,175.194,319.38
2006-02-01,16.107,2799.369,19.616,1582.378,96.45,8696.359,483.855,Not Available,13694.134,33.316,108.475,149.414,291.206
2006-03-01,21.677,2965.379,19.616,1560.132,67.404,8836.066,522.568,Not Available,13992.844,23.904,92.855,90.997,207.756
2006-04-01,21.833,3001.285,19.616,1654.164,73.258,8933.159,425.702,Not Available,14129.017,32.79,97.547,117.414,247.75
2006-05-01,21.645,3064.871,19.616,1633.184,60.451,9083.049,355.716,Not Available,14238.533,31.937,87.864,110.551,230.352
2006-06-01,17.667,3116.108,19.616,1704.156,72.128,9249.708,328.05,Not Available,14507.433,37.697,101.609,178.083,317.389
2006-07-01,20.097,3118.673,19.616,1699.568,65.152,9375.423,332.753,Not Available,14631.283,46.167,108.567,224.623,379.356
2006-08-01,27.645,3206.821,19.616,1695.532,66.376,9333.037,357.006,Not Available,14706.034,52.518,102.296,295.616,450.43
2006-09-01,18.3,3103.051,19.616,1608.145,57.772,9012.955,295.719,Not Available,14115.558,26.74,95.315,132.9,254.955
2006-10-01,18.516,3158.133,19.616,1605.2,79.564,9043.073,350.885,Not Available,14274.988,30.684,93.537,144.158,268.378
2006-11-01,12.9,2996.206,19.616,1613.222,59.171,9021.365,268.418,Not Available,13990.899,31.684,84.754,143.114,259.552
2006-12-01,12.645,2944.521,19.616,1631.028,46.555,9112.759,450.763,Not Available,14217.888,34.179,84.71,120.668,239.558
2007-01-01,16.419,2785.236,15.673,1616.16,73.526,8701.003,438.944,Not Available,13646.962,45.405,90.209,181.694,317.308
2007-02-01,13.286,2916.916,15.673,1633.706,61.963,8819.398,441.351,Not Available,13902.293,89.246,78.95,339.09,507.286
2007-03-01,13.742,2941.074,15.673,1550.993,73.632,8987.043,417.665,Not Available,13999.822,39.833,72.185,166.591,278.608
2007-04-01,20.067,3104.674,15.673,1646.55,70.07,9024.076,405.542,Not Available,14286.652,32.058,72.841,164.547,269.447
2007-05-01,17.355,3134.387,15.673,1618.075,76.484,9238.406,447.083,Not Available,14547.464,32.256,76.524,142.738,251.518
2007-06-01,22.167,3193.094,15.673,1662.715,65.18,9294.266,445.622,Not Available,14698.717,40.366,91.207,184.358,315.931
2007-07-01,17.29,3183.719,15.673,1664.456,71.581,9439.432,398.572,Not Available,14790.724,37.945,78.43,178.52,294.894
2007-08-01,21.323,3219.975,15.673,1703.435,67.599,9382.993,416.312,Not Available,14827.311,54.332,81.459,244.181,379.972
2007-09-01,16.567,3130.697,15.673,1532.875,61.867,9062.077,415.683,Not Available,14235.439,31.839,78.447,160.742,271.028
2007-10-01,21.194,3117.575,15.673,1636.717,73.067,9044.293,383.045,Not Available,14291.564,35.649,67.874,146.905,250.428
2007-11-01,15.367,2910.414,15.673,1599.635,67.031,9037.544,566.512,Not Available,14212.176,30.925,66.3,72.117,169.342
2007-12-01,10.774,2799.786,15.673,1602.867,62.192,9058.775,423.815,Not Available,13973.881,37.555,80.08,105.142,222.777
2008-01-01,13.065,2481.032,28.593,1580.596,66.66,8658.095,429.323,Not Available,13257.365,51.492,78.33,105.252,235.074
