Month,Petroleum Imports From Persian Gulf,Petroleum Imports From OPEC,Petroleum Imports,Petroleum Exports,Petroleum Net Imports,Petroleum Products Supplied,Petroleum Imports From Persian Gulf as Share of Products Supplied,Petroleum Imports From OPEC as Share of Products Supplied,Petroleum Imports as Share of Products Supplied,Petroleum Net Imports as Share of Products Supplied,Petroleum Imports From Persian Gulf as Share of Total Imports,Petroleum Imports From OPEC as Share of Total Imports
1973-01-01,524.839,2650.677,5857.097,210.613,5646.484,18712.645,2.8,14.2,31.3,30.2,9,45.3
1973-02-01,505.393,2636.464,6507.286,260.964,6246.321,19094.143,2.6,13.8,34.1,32.7,7.8,40.5
1973-03-01,800.161,2820.065,6610.161,224.194,6385.968,17216.226,4.6,16.4,38.4,37.1,12.1,42.7
1973-04-01,571.967,2373.4,5593.367,275.567,5317.8,15920.533,3.6,14.9,35.1,33.4,10.2,42.4
1973-05-01,798.29,2823.065,5840.935,237.387,5603.548,16625.806,4.8,17,35.1,33.7,13.7,48.3
1973-06-01,887.1,2827.133,5890.267,215.433,5674.833,16481.333,5.4,17.2,35.7,34.4,15.1,48
1973-07-01,1027.226,3335.323,6178.935,240.742,5938.194,16372.387,6.3,20.4,37.7,36.3,16.6,54
1973-08-01,1086.871,3398.839,6591.129,218.161,6372.968,17498.839,6.2,19.4,37.7,36.4,16.5,51.6
1973-09-01,1030.667,3311.767,6411.467,243.0,6168.467,16656.3,6.2,19.9,38.5,37.0,16.1,51.7
1973-10-01,1188.161,3531.871,6632.613,222.032,6410.581,17202.226,6.9,20.5,38.6,37.3,17.9,53.3
1973-11-01,1089.167,3315.733,6922.333,202.567,6719.767,18492.033,5.9,17.9,37.4,36.3,15.7,47.9
1973-12-01,660.516,2721.129,6055.774,227.806,5827.968,17538.355,3.8,15.5,34.5,33.2,10.9,44.9
1974-01-01,497.645,2308.065,5370.71,206.71,5164.0,17285.871,2.9,13.4,31.1,29.9,9.3,43
1974-02-01,377.857,2180.036,5216.036,202.857,5013.179,17365.714,2.2,12.6,30.0,28.9,7.2,41.8
1974-03-01,466.581,2582.742,5273.806,195.613,5078.194,16103.71,2.9,16,32.7,31.5,8.8,49
1974-04-01,675.8,2870.333,5979.633,243.333,5736.3,15928.5,4.2,18,37.5,36.0,11.3,48
1974-05-01,1266.613,3375.323,6493.355,246.548,6246.806,15725.677,8.1,21.5,41.3,39.7,19.5,52
1974-06-01,1424.567,3670.8,6359.967,238.4,6121.567,16117.133,8.8,22.8,39.5,38.0,22.4,57.7
1974-07-01,1351.871,3792.613,6536.516,253.194,6283.323,16348.742,8.3,23.2,40.0,38.4,20.7,58
1974-08-01,1387.226,3561.387,6361.194,247.226,6113.968,16549.71,8.4,21.5,38.4,36.9,21.8,56
1974-09-01,1150.967,3498.1,6051.8,170.867,5880.933,16023.8,7.2,21.8,37.8,36.7,19,57.8
1974-10-01,1275.355,3651.677,6175.161,220.871,5954.29,17050.032,7.5,21.4,36.2,34.9,20.7,59.1
1974-11-01,1200.7,3850.667,6798.4,186.467,6611.933,17351.267,6.9,22.2,39.2,38.1,17.7,56.6
1974-12-01,1292.032,3615.097,6666.806,231.097,6435.71,18012.968,7.2,20.1,37.0,35.7,19.4,54.2
1975-01-01,1363.452,3752.548,6860.645,228.065,6632.581,18003.903,7.6,20.8,38.1,36.8,19.9,54.7
1975-02-01,1221.929,3512.286,6176.107,248.0,5928.107,17084.357,7.2,20.6,36.2,34.7,19.8,56.9
1975-03-01,1030.484,3627.032,5730.0,213.097,5516.903,16315.355,6.3,22.2,35.1,33.8,18,63.3
1975-04-01,853.333,3050,5040.3,190.433,4849.867,16048.3,5.3,19,31.4,30.2,16.9,60.5
1975-05-01,746.871,3203.774,5214.032,202.419,5011.613,15155.258,4.9,21.1,34.4,33.1,14.3,61.4
1975-06-01,854.067,3280.967,5406.3,224.433,5181.867,15610.033,5.5,21,34.6,33.2,15.8,60.7
1975-07-01,942.613,3479.774,5958.968,185.677,5773.29,15739.871,6,22.1,37.9,36.7,15.8,58.4
1975-08-01,1282.548,3776.032,6298.258,202.871,6095.387,15806.29,8.1,23.9,39.8,38.6,20.4,60
1975-09-01,1319.933,4025.033,6804.267,205.3,6598.967,15767.833,8.4,25.5,43.2,41.9,19.4,59.2
1975-10-01,1447.194,3633.806,6329.161,186.968,6142.194,16376.613,8.8,22.2,38.6,37.5,22.9,57.4
1975-11-01,1497.733,3902.667,6419.0,165.9,6253.1,15777.233,9.5,24.7,40.7,39.6,23.3,60.8
1975-12-01,1409.258,3868.387,6425.323,261.613,6163.71,18185.0,7.7,21.3,35.3,33.9,21.9,60.2
1976-01-01,1636.452,4308.129,6713.613,155.774,6557.839,18646.903,8.8,23.1,36.0,35.2,24.4,64.2
1976-02-01,1469.172,4363.276,6711.793,241.276,6470.517,17509.276,8.4,24.9,38.3,37.0,21.9,65
1976-03-01,1619.129,4339.032,6686.677,184.677,6502.0,17302.0,9.4,25.1,38.6,37.6,24.2,64.9
1976-04-01,1561.4,4392,6595.333,222.0,6373.333,16671.533,9.4,26.3,39.6,38.2,23.7,66.6
1976-05-01,1549.935,4276.484,6323.065,179.419,6143.645,15977.387,9.7,26.8,39.6,38.5,24.5,67.6
1976-06-01,1820.633,5283.433,7474.433,212.767,7261.667,16824.567,10.8,31.4,44.4,43.2,24.4,70.7
1976-07-01,2051.935,5679.774,7883.645,242.484,7641.161,16606.742,12.4,34.2,47.5,46.0,26,72
1976-08-01,1918.161,5234.903,7382.194,220.0,7162.194,16642.032,11.5,31.5,44.4,43.0,26,70.9
1976-09-01,2080.567,5698.4,7924.1,195.9,7728.2,16836.8,12.4,33.8,47.1,45.9,26.3,71.9
1976-10-01,2064.645,5348.161,7535.903,197.774,7338.129,17090.355,12.1,31.3,44.1,42.9,27.4,71
1976-11-01,2049.4,5812.267,8060.267,347.8,7712.467,18846.933,10.9,30.8,42.8,40.9,25.4,72.1
1976-12-01,2241.419,5973.323,8447.323,279.484,8167.839,20559.935,10.9,29.1,41.1,39.7,26.5,70.7
1977-01-01,2281.419,6231.903,8903.0,192.032,8710.968,20504.323,11.1,30.4,43.4,42.5,25.6,70
1977-02-01,2265.893,6505.5,9997.321,234.393,9762.929,20481.821,11.1,31.8,48.8,47.7,22.7,65.1
1977-03-01,2562.323,6407.774,9382.71,206.806,9175.903,18123.742,14.1,35.4,51.8,50.6,27.3,68.3
1977-04-01,2444.833,6420.9,8722.633,223.367,8499.267,17579.667,13.9,36.5,49.6,48.3,28,73.6
1977-05-01,2829.129,6229.516,8571.097,288.258,8282.839,16972.323,16.7,36.7,50.5,48.8,33,72.7
1977-06-01,2691.633,6630,8937.133,224.967,8712.167,18043.333,14.9,36.7,49.5,48.3,30.1,74.2
1977-07-01,2795.581,6606.355,9095.226,253.645,8841.581,17567.903,15.9,37.6,51.8,50.3,30.7,72.6
1977-08-01,2355.387,6039.935,8574.452,229.742,8344.71,18011.871,13.1,33.5,47.6,46.3,27.5,70.4
1977-09-01,2447.367,5936.4,8566.767,294.033,8272.733,17714.4,13.8,33.5,48.4,46.7,28.6,69.3
1977-10-01,2212.71,5841.581,8364.129,255.129,8109.0,17824.097,12.4,32.8,46.9,45.5,26.5,69.8
1977-11-01,2173.3,5663.467,8134.733,235.167,7899.567,18437.333,11.8,30.7,44.1,42.8,26.7,69.6
1977-12-01,2303.258,5830.323,8524.968,274.355,8250.613,20051.71,11.5,29.1,42.5,41.1,27,68.4
1978-01-01,2380.548,5757.065,8332.387,256.548,8075.839,19752.29,12.1,29.1,42.2,40.9,28.6,69.1
1978-02-01,2121.25,5499.071,8119.143,208.25,7910.893,20900.036,10.1,26.3,38.8,37.9,26.1,67.7
1978-03-01,2139.258,5975.258,8500.968,268.645,8232.323,19652.032,10.9,30.4,43.3,41.9,25.2,70.3
1978-04-01,2062.033,5148.3,7742.7,337.0,7405.7,17747.1,11.6,29,43.6,41.7,26.6,66.5
1978-05-01,1997.419,5123.032,7530.968,312.935,7218.032,18230.355,11,28.1,41.3,39.6,26.5,68
1978-06-01,2140.2,5651.433,8108.0,398.6,7709.4,18259.733,11.7,31,44.4,42.2,26.4,69.7
1978-07-01,2075.516,5659.258,8277.226,329.839,7947.387,17633.323,11.8,32.1,46.9,45.1,25.1,68.4
1978-08-01,2237.419,5623.774,8292.161,410.806,7881.355,18638.645,12,30.2,44.5,42.3,27,67.8
1978-09-01,2412.967,6182.933,9036.067,476.9,8559.167,17953.5,13.4,34.4,50.3,47.7,26.7,68.4
1978-10-01,2227.645,5737.806,8313.419,468.839,7844.581,18417.484,12.1,31.2,45.1,42.6,26.8,69
1978-11-01,2409.633,6240.233,8852.1,408.667,8443.433,19156.2,12.6,32.6,46.2,44.1,27.2,70.5
1978-12-01,2423.387,6399.387,9241.355,455.323,8786.032,19944.258,12.2,32.1,46.3,44.1,26.2,69.2
1979-01-01,2196.323,6066.032,9148.032,392.387,8755.645,20585.581,10.7,29.5,44.4,42.5,24,66.3
1979-02-01,2129.607,5809.607,8591.25,485.929,8105.321,21287.964,10,27.3,40.4,38.1,24.8,67.6
1979-03-01,1795.161,5753.903,8760.452,610.839,8149.613,19321.645,9.3,29.8,45.3,42.2,20.5,65.7
1979-04-01,1905.067,5403,7893.4,493.467,7399.933,17434.033,10.9,31,45.3,42.4,24.1,68.4
1979-05-01,1814.29,5447,8090.839,428.903,7661.935,17800.613,10.2,30.6,45.5,43.0,22.4,67.3
1979-06-01,2150.767,5507.267,8327.0,467.767,7859.233,17785.633,12.1,31,46.8,44.2,25.8,66.1
1979-07-01,2251.065,5681.968,8558.516,486.032,8072.484,17143.935,13.1,33.1,49.9,47.1,26.3,66.4
1979-08-01,2241.226,6096.581,8589.935,466.258,8123.677,18148.774,12.3,33.6,47.3,44.8,26.1,71
1979-09-01,2085.333,5443,8023.0,413.733,7609.267,17399.8,12,31.3,46.1,43.7,26,67.8
1979-10-01,2205.774,5738.129,8688.226,425.097,8263.129,18175.806,12.1,31.6,47.8,45.5,25.4,66
1979-11-01,2067.533,5311.9,8141.067,509.7,7631.367,18312.9,11.3,29,44.5,41.7,25.4,65.2
1979-12-01,1995.097,5379.484,8628.452,471.452,8157.0,18921.806,10.5,28.4,45.6,43.1,23.1,62.3
1980-01-01,2008.871,5467.355,8598.032,549.71,8048.323,18851.484,10.7,29,45.6,42.7,23.4,63.6
1980-02-01,1807.966,5030.966,7944.69,558.276,7386.414,18817.207,9.6,26.7,42.2,39.3,22.8,63.3
1980-03-01,1762.581,4652.29,7452.387,572.903,6879.484,17376.903,10.1,26.8,42.9,39.6,23.7,62.4
1980-04-01,1636.767,4369.4,7105.9,433.733,6672.167,16784.467,9.8,26,42.3,39.8,23,61.5
1980-05-01,1419.387,4097.903,6578.71,591.258,5987.452,16237.742,8.7,25.2,40.5,36.9,21.6,62.3
1980-06-01,1539.167,4407.967,6894.367,654.167,6240.2,16187.0,9.5,27.2,42.6,38.6,22.3,63.9
1980-07-01,1368.129,3995.387,6257.194,530.645,5726.548,16007.806,8.5,25,39.1,35.8,21.9,63.9
1980-08-01,1358.194,3742.742,6191.903,318.516,5873.387,15752.871,8.6,23.8,39.3,37.3,21.9,60.4
1980-09-01,1304.833,3669.867,6239.1,556.833,5682.267,16598.4,7.9,22.1,37.6,34.2,20.9,58.8
1980-10-01,1282.839,3821.419,6378.871,597.516,5781.355,16994.71,7.5,22.5,37.5,34.0,20.1,59.9
1980-11-01,1346,3944.167,6407.9,548.8,5859.1,16702.033,8.1,23.6,38.4,35.1,21,61.6
1980-12-01,1402.839,4423,6894.161,622.032,6272.129,18410.387,7.6,24,37.4,34.1,20.3,64.2
1981-01-01,1377.481,4126.627,6827.467,557.875,6269.592,18429.724,7.5,22.4,37.0,34.0,20.2,60.4
1981-02-01,1215.292,3891.238,6772.259,569.135,6203.124,16988.908,7.2,22.9,39.9,36.5,17.9,57.5
1981-03-01,1074.702,3425.386,6028.206,586.109,5442.097,15906.794,6.8,21.5,37.9,34.2,17.8,56.8
1981-04-01,1118.439,3244.661,5667.934,569.767,5098.166,15349.671,7.3,21.1,36.9,33.2,19.7,57.2
1981-05-01,960.087,3202.729,5775.27,595.091,5180.179,15353.0,6.3,20.9,37.6,33.7,16.6,55.5
1981-06-01,966.388,2922.015,5435.364,420.371,5014.993,16094.594,6,18.2,33.8,31.2,17.8,53.8
1981-07-01,1180.289,3233.391,5816.329,571.375,5244.955,15682.383,7.5,20.6,37.1,33.4,20.3,55.6
1981-08-01,1142.847,3069.631,5767.186,643.9,5123.286,15262.692,7.5,20.1,37.8,33.6,19.8,53.2
1981-09-01,1573.487,3264.463,6364.639,519.258,5845.381,15654.579,10.1,20.9,40.7,37.3,24.7,51.3
1981-10-01,1431.889,3220.072,5959.34,737.921,5221.419,15821.645,9.1,20.4,37.7,33.0,24,54
1981-11-01,1382.188,3184.332,5741.288,700.769,5040.519,15592.683,8.9,20.4,36.8,32.3,24.1,55.5
1981-12-01,1211.337,3128.597,5842.998,655.541,5187.457,16596.148,7.3,18.9,35.2,31.3,20.7,53.5
1982-01-01,988.076,2858.622,5332.253,828.805,4503.448,16123.968,6.1,17.7,33.1,27.9,18.5,53.6
1982-02-01,822.559,2297.058,4806.719,803.806,4002.913,16001.401,5.1,14.4,30.0,25.0,17.1,47.8
1982-03-01,739.787,2051.02,4484.156,882.036,3602.12,15560.477,4.8,13.2,28.8,23.1,16.5,45.7
1982-04-01,654.958,1871.479,4378.026,785.501,3592.525,16046.309,4.1,11.7,27.3,22.4,15,42.7
1982-05-01,725.187,1830.049,4811.463,803.486,4007.977,14846.582,4.9,12.3,32.4,27.0,15.1,38
1982-06-01,777.446,2096.135,5327.108,703.109,4624.0,14998.126,5.2,14,35.5,30.8,14.6,39.3
1982-07-01,875.682,2685.259,5889.707,741.017,5148.69,14820.547,5.9,18.1,39.7,34.7,14.9,45.6
1982-08-01,663.939,2106.726,5243.776,857.623,4386.153,14839.294,4.5,14.2,35.3,29.6,12.7,40.2
1982-09-01,517.995,1942.788,5414.304,790.583,4623.721,15021.916,3.4,12.9,36.0,30.8,9.6,35.9
1982-10-01,662.72,2083.568,5305.913,931.94,4373.974,14858.557,4.5,14,35.7,29.4,12.5,39.3
1982-11-01,569.974,2235.456,5744.32,786.062,4958.259,15009.073,3.8,14.9,38.3,33.0,9.9,38.9
1982-12-01,353.521,1690.035,4605.562,859.91,3745.653,15487.215,2.3,10.9,29.7,24.2,7.7,36.7
1983-01-01,372.989,1412.039,4437.746,973.345,3464.401,14722.252,2.5,9.6,30.1,23.5,8.4,31.8
1983-02-01,222.575,1068.419,3726.004,865.365,2860.639,14791.9,1.5,7.2,25.2,19.3,6,28.7
1983-03-01,120.099,1065.917,3689.513,800.772,2888.741,15540.504,0.8,6.9,23.7,18.6,3.3,28.9
1983-04-01,161.694,1432.474,4727.079,809.08,3917.999,14692.125,1.1,9.7,32.2,26.7,3.4,30.3
1983-05-01,171.667,1770.877,5089.063,848.286,4240.776,14504.705,1.2,12.2,35.1,29.2,3.4,34.8
1983-06-01,266.086,1972.792,5326.215,774.027,4552.189,15288.797,1.7,12.9,34.8,29.8,5,37
1983-07-01,435.058,2250.762,5740.842,571.325,5169.517,15018.825,2.9,15,38.2,34.4,7.6,39.2
1983-08-01,737.903,2728.062,6159.356,663.172,5496.184,15480.115,4.8,17.6,39.8,35.5,12,44.3
1983-09-01,747.144,2595.086,6129.433,684.372,5445.061,15505.852,4.8,16.7,39.5,35.1,12.2,42.3
1983-10-01,715.279,2107.714,5258.282,575.912,4682.37,14962.248,4.8,14.1,35.1,31.3,13.6,40.1
1983-11-01,644.231,1909.754,5209.899,679.307,4530.592,15499.838,4.2,12.3,33.6,29.2,12.4,36.7
1983-12-01,690.897,1969.497,5032.841,638.807,4394.035,16725.941,4.1,11.8,30.1,26.3,13.7,39.1
1984-01-01,599.625,1964.981,5430.054,575.214,4854.841,16800.794,3.6,11.7,32.3,28.9,11,36.2
1984-02-01,375.234,1895.702,5692.759,581.847,5110.912,15437.185,2.4,12.3,36.9,33.1,6.6,33.3
1984-03-01,504.821,1810.759,5301.192,840.134,4461.057,16050.032,3.1,11.3,33.0,27.8,9.5,34.2
1984-04-01,463.074,1961.922,5372.311,655.02,4717.291,15568.196,3,12.6,34.5,30.3,8.6,36.5
1984-05-01,675.361,2677.039,5978.621,766.31,5212.311,15619.911,4.3,17.1,38.3,33.4,11.3,44.8
1984-06-01,536.536,2226.906,5482.215,864.143,4618.071,15708.659,3.4,14.2,34.9,29.4,9.8,40.6
1984-07-01,613.929,2241.246,5407.231,536.312,4870.919,15497.739,4,14.5,34.9,31.4,11.4,41.4
1984-08-01,588.943,2009.486,5044.277,731.972,4312.305,16116.474,3.7,12.5,31.3,26.8,11.7,39.8
1984-09-01,345.787,2002.449,5251.582,663.831,4587.751,15247.381,2.3,13.1,34.4,30.1,6.6,38.1
1984-10-01,421.099,2061.982,5778.828,599.426,5179.402,15616.458,2.7,13.2,37.0,33.2,7.3,35.7
1984-11-01,394.577,1953.97,5586.858,854.192,4732.665,15626.57,2.5,12.5,35.8,30.3,7.1,35
1984-12-01,531.381,1764.874,4932.587,985.714,3946.872,15375.121,3.5,11.5,32.1,25.7,10.8,35.8
1985-01-01,212.969,1404.925,4415.044,791.74,3623.304,16109.194,1.3,8.7,27.4,22.5,4.8,31.8
1985-02-01,132.887,1220.475,3913.13,856.9,3056.23,16121.302,0.8,7.6,24.3,19.0,3.4,31.2
1985-03-01,137.742,1505.018,4672.921,693.507,3979.414,15372.654,0.9,9.8,30.4,25.9,2.9,32.2
1985-04-01,288.729,1927.802,5316.108,763.511,4552.597,15471.716,1.9,12.5,34.4,29.4,5.4,36.3
1985-05-01,388.796,1976.075,5776.299,705.395,5070.903,15503.584,2.5,12.7,37.3,32.7,6.7,34.2
1985-06-01,203.986,1689.596,4929.28,692.081,4237.198,15482.913,1.3,10.9,31.8,27.4,4.1,34.3
1985-07-01,194.249,1825.127,4949.585,675.215,4274.37,15433.671,1.3,11.8,32.1,27.7,3.9,36.9
1985-08-01,244.592,1739.632,4717.692,748.769,3968.923,16060.073,1.5,10.8,29.4,24.7,5.2,36.9
1985-09-01,198.131,1801.718,4970.441,805.984,4164.458,15098.995,1.3,11.9,32.9,27.6,4,36.2
1985-10-01,365.186,1958.249,5121.091,690.237,4430.854,15943.512,2.3,12.3,32.1,27.8,7.1,38.2
1985-11-01,676.22,2439.828,6116.105,1036.438,5079.667,15502.759,4.4,15.7,39.5,32.8,11.1,39.9
1985-12-01,681.109,2430.368,5830.659,925.306,4905.353,16611.335,4.1,14.6,35.1,29.5,11.7,41.7
1986-01-01,761.468,2297.884,5572.707,858.704,4714.003,16087.988,4.7,14.3,34.6,29.3,13.7,41.2
1986-02-01,601.842,1806.699,4676.463,876.052,3800.412,16186.028,3.7,11.2,28.9,23.5,12.9,38.6
1986-03-01,538.369,2145.256,4712.049,731.754,3980.295,16276.299,3.3,13.2,29.0,24.5,11.4,45.5
1986-04-01,782.733,2576.234,5439.418,849.995,4589.423,15944.634,4.9,16.2,34.1,28.8,14.4,47.4
1986-05-01,813.051,2748.779,6399.914,723.624,5676.29,15993.195,5.1,17.2,40.0,35.5,12.7,43
1986-06-01,1066.38,3010.147,6847.882,641.538,6206.344,16049.396,6.6,18.8,42.7,38.7,15.6,44
1986-07-01,1122.564,3307.176,6941.649,685.333,6256.316,16306.919,6.9,20.3,42.6,38.4,16.2,47.6
1986-08-01,1069.309,3346.334,7168.06,867.83,6300.23,16618.296,6.4,20.1,43.1,37.9,14.9,46.7
1986-09-01,1172.984,3383.228,7089.678,714.278,6375.4,15908.98,7.4,21.3,44.6,40.1,16.5,47.7
1986-10-01,1081.456,3276.152,6427.128,830.559,5596.569,16602.374,6.5,19.7,38.7,33.7,16.8,51
1986-11-01,984.142,3087.614,6591.769,820.738,5771.031,16221.099,6.1,19,40.6,35.6,14.9,46.8
1986-12-01,932.367,2976.373,6700.377,819.854,5880.524,17130.958,5.4,17.4,39.1,34.3,13.9,44.4
1987-01-01,1027.92,2763.826,6353.149,702.948,5650.201,16684.207,6.2,16.6,38.1,33.9,16.2,43.5
1987-02-01,945.12,2785.283,5984.453,977.084,5007.369,16908.042,5.6,16.5,35.4,29.6,15.8,46.5
1987-03-01,581.843,2304.528,5793.946,719.868,5074.078,16164.79,3.6,14.3,35.8,31.4,10,39.8
1987-04-01,589.839,2430.018,5911.164,870.498,5040.666,16523.539,3.6,14.7,35.8,30.5,10,41.1
1987-05-01,654.348,2675.061,6072.624,665.798,5406.826,16026.006,4.1,16.7,37.9,33.7,10.8,44.1
1987-06-01,1192.791,3122.262,6768.708,669.268,6099.44,16829.738,7.1,18.6,40.2,36.2,17.6,46.1
1987-07-01,1154.099,3532.924,7587.703,680.163,6907.54,17112.972,6.7,20.6,44.3,40.4,15.2,46.6
1987-08-01,1568.76,3747.97,7453.745,664.077,6789.668,16346.484,9.6,22.9,45.6,41.5,21,50.3
1987-09-01,1455.746,3559.94,7177.955,795.487,6382.467,16669.885,8.7,21.4,43.1,38.3,20.3,49.6
1987-10-01,1525.06,3575.812,7067.532,645.67,6421.862,16941.064,9,21.1,41.7,37.9,21.6,50.6
1987-11-01,1123.079,3168.591,7067.714,736.819,6330.895,16342.997,6.9,19.4,43.2,38.7,15.9,44.8
1987-12-01,1099.006,3033.476,6833.498,1057.311,5776.187,17444.853,6.3,17.4,39.2,33.1,16.1,44.4
1988-01-01,1320.513,3133.655,7181.01,885.025,6295.985,17402.602,7.6,18,41.3,36.2,18.4,43.6
1988-02-01,1534.618,3461.429,7255.814,863.911,6391.903,17759.524,8.6,19.5,40.9,36.0,21.2,47.7
1988-03-01,1249.977,3072.981,6944.334,834.349,6109.985,17611.663,7.1,17.4,39.4,34.7,18,44.3
1988-04-01,1268.606,3413.425,7270.371,675.972,6594.399,16560.518,7.7,20.6,43.9,39.8,17.4,46.9
1988-05-01,1403.773,3501.165,7468.822,813.836,6654.986,16196.877,8.7,21.6,46.1,41.1,18.8,46.9
1988-06-01,1373.291,3632.191,7238.911,937.818,6301.094,17059.35,8.1,21.3,42.4,36.9,19,50.2
1988-07-01,1685.863,3589.321,7296.887,825.936,6470.951,16694.707,10.1,21.5,43.7,38.8,23.1,49.2
1988-08-01,1779.193,3702.918,7385.712,813.527,6572.185,17482.408,10.2,21.2,42.2,37.6,24.1,50.1
1988-09-01,1753.293,3685.317,7505.632,672.613,6833.019,17071.649,10.3,21.6,44.0,40.0,23.4,49.1
1988-10-01,1742.982,3861.259,7829.924,732.36,7097.564,17579.737,9.9,22,44.5,40.4,22.3,49.3
1988-11-01,1591.852,3510.068,7714.168,716.948,6997.22,17619.672,9,19.9,43.8,39.7,20.6,45.5
1988-12-01,1784.847,3673.866,7727.142,1008.261,6718.881,18365.221,9.7,20,42.1,36.6,23.1,47.5
1989-01-01,1884.548,4211.742,8254.968,760.614,7494.353,17268.679,10.9,24.4,47.8,43.4,22.8,51
1989-02-01,1816.036,3845.214,8031.5,874.803,7156.697,17919.608,10.1,21.5,44.8,39.9,22.6,47.9
1989-03-01,1532.903,3693.258,7456.129,860.107,6596.022,17989.037,8.5,20.5,41.4,36.7,20.6,49.5
1989-04-01,1794.667,3926.967,8077.833,809.856,7267.977,16623.958,10.8,23.6,48.6,43.7,22.2,48.6
1989-05-01,1704.516,4025.129,7777.871,791.479,6986.392,16546.072,10.3,24.3,47.0,42.2,21.9,51.8
1989-06-01,1958.5,4106.233,7977.267,974.866,7002.401,17496.783,11.2,23.5,45.6,40.0,24.6,51.5
1989-07-01,2044.903,4437.258,8369.0,780.092,7588.908,16452.867,12.4,27,50.9,46.1,24.4,53
1989-08-01,2236.774,4531,8560.0,966.515,7593.485,17360.392,12.9,26.1,49.3,43.7,26.1,52.9
1989-09-01,1939.3,4235.967,8002.333,655.464,7346.869,16794.991,11.5,25.2,47.6,43.7,24.2,52.9
1989-10-01,1871.613,4177.323,8301.419,790.787,7510.633,17303.591,10.8,24.1,48.0,43.4,22.5,50.3
1989-11-01,1933.867,4352.8,8341.033,974.624,7366.409,17311.036,11.2,25.1,48.2,42.6,23.2,52.2
1989-12-01,1616.968,4111.032,7579.419,1067.203,6512.217,18857.711,8.6,21.8,40.2,34.5,21.3,54.2
1990-01-01,2191.677,4865.323,9197.323,709.288,8488.035,16963.809,12.9,28.7,54.2,50.0,23.8,52.9
1990-02-01,2224.321,4594.107,8399.214,822.011,7577.204,17174.846,13,26.7,48.9,44.1,26.5,54.7
1990-03-01,1859.387,4428.839,7964.613,880.131,7084.482,17087.202,10.9,25.9,46.6,41.5,23.3,55.6
1990-04-01,1845.767,4197.633,7857.667,760.709,7096.958,16778.367,11,25,46.8,42.3,23.5,53.4
1990-05-01,2100.032,4573.935,8833.968,689.751,8144.217,16914.524,12.4,27,52.2,48.1,23.8,51.8
1990-06-01,1985.1,4460.067,8746.867,803.24,7943.627,17165.362,11.6,26,51.0,46.3,22.7,51
1990-07-01,2544.806,4991.613,9048.258,695.566,8352.692,17083.588,14.9,29.2,53.0,48.9,28.1,55.2
1990-08-01,2397.161,4921.387,8643.839,849.663,7794.175,18050.487,13.3,27.3,47.9,43.2,27.7,56.9
1990-09-01,1636.133,3944.467,7361.333,846.847,6514.486,16512.014,9.9,23.9,44.6,39.5,22.2,53.6
1990-10-01,1619.032,3517.355,6716.742,948.644,5768.098,16934.427,9.6,20.8,39.7,34.1,24.1,52.4
1990-11-01,1580.767,3629,7002.767,1085.232,5917.535,16694.99,9.5,21.7,41.9,35.4,22.6,51.8
1990-12-01,1601.161,3428.097,6439.065,1187.417,5251.647,16494.455,9.7,20.8,39.0,31.8,24.9,53.2
1991-01-01,1933.71,3898.419,7103.387,1199.015,5904.372,16892.58,11.4,23.1,42.1,35.0,27.2,54.9
1991-02-01,1566.107,3814.714,6865.357,1440.897,5424.46,16338.799,9.6,23.3,42.0,33.2,22.8,55.6
1991-03-01,1683.419,3623.387,6646.161,943.69,5702.472,16212.293,10.4,22.3,41.0,35.2,25.3,54.5
1991-04-01,1764.4,3743.8,7417.567,737.384,6680.183,16138.765,10.9,23.2,46.0,41.4,23.8,50.5
1991-05-01,2257.935,4723.968,8518.258,1149.438,7368.82,16189.031,13.9,29.2,52.6,45.5,26.5,55.5
1991-06-01,1840.633,4498.133,8244.633,921.478,7323.156,16877.767,10.9,26.7,48.8,43.4,22.3,54.6
1991-07-01,1806.484,4231.871,7755.419,962.6,6792.82,16970.534,10.6,24.9,45.7,40.0,23.3,54.6
1991-08-01,2084.323,4602.258,8669.645,837.361,7832.284,17183.076,12.1,26.8,50.5,45.6,24,53.1
1991-09-01,1894,3955.667,7826.433,784.66,7041.773,16847.64,11.2,23.5,46.5,41.8,24.2,50.5
1991-10-01,1764.387,4023.194,7467.452,917.771,6549.68,16995.794,10.4,23.7,43.9,38.5,23.6,53.9
1991-11-01,1867.633,4171.333,7615.133,925.62,6689.513,16730.353,11.2,24.9,45.5,40.0,24.5,54.8
1991-12-01,1645.129,3790.903,7337.097,1213.413,6123.684,17144.688,9.6,22.1,42.8,35.7,22.4,51.7
1992-01-01,2034.677,4224.484,7712.065,1143.82,6568.245,17012.107,12,24.8,45.3,38.6,26.4,54.8
1992-02-01,1776.483,3549.414,6826.931,851.578,5975.353,16892.607,10.5,21,40.4,35.4,26,52
1992-03-01,1707.226,3605.871,7068.032,912.058,6155.975,16824.864,10.1,21.4,42.0,36.6,24.2,51
1992-04-01,1734.167,4085.233,8092.133,937.21,7154.924,16764.284,10.3,24.4,48.3,42.7,21.4,50.5
1992-05-01,1764.29,4118.258,7823.484,884.878,6938.606,16485.434,10.7,25,47.5,42.1,22.6,52.6
1992-06-01,1743.733,4029.467,7946.167,957.072,6989.095,16978.149,10.3,23.7,46.8,41.2,21.9,50.7
