Month,Coal Consumed by the Industrial Sector,Natural Gas Consumed by the Industrial Sector (Excluding Supplemental Gaseous Fuels),Petroleum Consumed by the Industrial Sector (Excluding Biofuels),Total Fossil Fuels Consumed by the Industrial Sector,Conventional Hydroelectric Power Consumed by the Industrial Sector,Geothermal Energy Consumed by the Industrial Sector,Solar Energy Consumed by the Industrial Sector,Wind Energy Consumed by the Industrial Sector,Biomass Energy Consumed by the Industrial Sector,Total Renewable Energy Consumed by the Industrial Sector,Total Primary Energy Consumed by the Industrial Sector,Electricity Sales to Ultimate Customers in the Industrial Sector,End-Use Energy Consumed by the Industrial Sector,Electrical System Energy Losses Proportioned to the Industrial Sector,Total Energy Consumed by the Industrial Sector
2016-02-01,102.901,817.959,684.949,1605.543,0.394,0.333,0.431,0.025,198.757,199.941,1805.483,261.866,2067.349,413.582,2480.931
2016-03-01,105.13,825.029,690.973,1620.655,0.485,0.356,0.591,0.024,207.986,209.441,1830.096,270.358,2100.454,418.66,2519.114
2016-04-01,97.39,776.125,641.014,1513.393,0.438,0.344,0.644,0.022,194.626,196.074,1709.467,268.343,1977.81,429.729,2407.539
2016-05-01,98.786,771.223,654.64,1523.875,0.408,0.356,0.711,0.018,205.215,206.707,1730.582,278.049,2008.631,475.59,2484.221
2016-06-01,99.581,742.574,672.941,1515.154,0.337,0.344,0.713,0.016,203.723,205.133,1720.286,285.489,2005.775,512.832,2518.608
2016-07-01,100.689,775.155,678.692,1553.221,0.354,0.356,0.739,0.012,209.805,211.266,1764.487,297.105,2061.592,539.594,2601.186
2016-08-01,99.314,785.57,760.174,1642.496,0.315,0.356,0.724,0.01,211.066,212.471,1854.967,304.011,2158.978,531.385,2690.364
2016-09-01,97.707,755.663,702.244,1554.069,0.223,0.344,0.656,0.013,198.673,199.908,1753.977,284.081,2038.058,464.724,2502.782
2016-10-01,99.426,778.928,731.261,1606.542,0.301,0.356,0.602,0.019,205.517,206.795,1813.337,278.41,2091.747,454.229,2545.976
2016-11-01,99.481,808.487,678.849,1581.995,0.237,0.344,0.479,0.023,207.381,208.464,1790.459,267.574,2058.033,442.667,2500.7
2016-12-01,102.732,894.751,666.771,1661.975,0.398,0.356,0.44,0.032,233.2,234.425,1896.4,268.239,2164.639,475.074,2639.713
2017-01-01,100.175,892.055,683.286,1672.294,0.435,0.357,0.424,0.025,213.033,214.274,1886.568,268.897,2155.465,453.296,2608.761
2017-02-01,98.589,793.374,587.349,1478.111,0.395,0.322,0.474,0.028,192.49,193.708,1671.818,254.309,1926.128,396.472,2322.6
2017-03-01,100.221,857.378,708.015,1664.079,0.439,0.357,0.682,0.03,210.568,212.075,1876.154,274.769,2150.923,441.039,2591.962
2017-04-01,97.395,785.749,686.367,1568.163,0.51,0.345,0.74,0.028,197.389,199.013,1767.175,269.202,2036.377,412.388,2448.765
2017-05-01,98.705,786.716,723.074,1607.289,0.541,0.357,0.828,0.026,204.505,206.256,1813.545,283.655,2097.2,461.659,2558.859
2017-06-01,96.559,769.086,726.23,1589.301,0.44,0.345,0.839,0.023,203.622,205.269,1794.57,291.38,2085.95,481.171,2567.121
2017-07-01,100.459,784.633,751.287,1635.169,0.399,0.357,0.877,0.014,209.44,211.087,1846.256,299.595,2145.85,521.187,2667.037
2017-08-01,101.16,798.407,727.118,1623.215,0.316,0.357,0.856,0.013,213.439,214.98,1838.195,304.127,2142.322,509.41,2651.732
2017-09-01,98.801,773.562,699.234,1569.494,0.252,0.345,0.774,0.015,197.284,198.67,1768.164,285.039,2053.203,456.807,2510.01
2017-10-01,100.204,823.506,717.367,1636.826,0.269,0.357,0.697,0.028,207.303,208.654,1845.48,282.565,2128.045,454.973,2583.018
2017-11-01,99.874,863.831,728.517,1689.191,0.396,0.345,0.54,0.029,209.641,210.951,1900.142,271.102,2171.245,452.848,2624.093
2017-12-01,102.669,935.652,689.427,1724.297,0.326,0.357,0.479,0.029,216.728,217.919,1942.216,273.785,2216.001,482.933,2698.935
2018-01-01,97.608,949.987,741.594,1785.373,0.284,0.357,0.508,0.038,212.713,213.9,1999.273,272.584,2271.857,453.835,2725.692
2018-02-01,93.468,852.832,630.768,1575.742,0.305,0.322,0.539,0.031,191.813,193.009,1768.751,258.156,2026.907,390.314,2417.221
2018-03-01,98.826,908.284,750.155,1754.963,0.297,0.357,0.767,0.035,210.21,211.666,1966.628,276.553,2243.181,432.69,2675.871
2018-04-01,97.547,861.174,654.831,1611.14,0.347,0.345,0.836,0.029,198.76,200.318,1811.457,269.833,2081.29,408.293,2489.583
2018-05-01,98.75,839.535,734.434,1671.108,0.346,0.357,0.926,0.027,208.098,209.754,1880.862,292.196,2173.058,486.492,2659.549
2018-06-01,95.088,813.256,736.385,1643.338,0.253,0.345,0.932,0.022,202.583,204.135,1847.472,291.85,2139.322,481.537,2620.859
2018-07-01,98.339,840.345,757.718,1694.16,0.265,0.357,0.962,0.018,212.683,214.284,1908.444,304.696,2213.141,522.918,2736.059
2018-08-01,97.613,843.45,833.369,1773.008,0.311,0.357,0.932,0.018,212.902,214.52,1987.528,314.265,2301.793,515.897,2817.69
2018-09-01,97.705,829.582,731.644,1657.714,0.308,0.345,0.842,0.02,197.147,198.662,1856.376,292.337,2148.713,464.774,2613.487
2018-10-01,100.565,864.895,808.117,1771.764,0.367,0.357,0.764,0.031,206.908,208.427,1980.191,291.046,2271.237,447.757,2718.994
2018-11-01,100.979,916.241,704.873,1718.762,0.396,0.345,0.603,0.029,204.006,205.379,1924.14,276.776,2200.916,468.07,2668.987
2018-12-01,103.03,953.812,663.191,1717.261,0.442,0.357,0.544,0.032,213.549,214.924,1932.186,274.005,2206.19,455.262,2661.452
2019-01-01,97.367,986.042,765.806,1846.422,0.422,0.357,0.586,0.037,209.137,210.538,2056.961,281.864,2338.825,462.982,2801.807
2019-02-01,93.361,887.134,605.253,1584.937,0.32,0.322,0.623,0.031,189.438,190.734,1775.67,260.838,2036.508,402.877,2439.385
2019-03-01,98.133,935.107,685.957,1718.233,0.367,0.357,0.891,0.033,203.741,205.389,1923.622,276.689,2200.311,425.981,2626.292
2019-04-01,89.921,852.578,701.828,1643.261,0.362,0.345,0.975,0.035,195.684,197.401,1840.662,274.529,2115.191,401.79,2516.98
2019-05-01,94.725,858.477,743.922,1695.521,0.354,0.357,1.082,0.029,202.533,204.355,1899.876,288.864,2188.74,455.951,2644.691
2019-06-01,93.871,811.63,724.693,1628.339,0.323,0.345,1.093,0.026,199.477,201.264,1829.603,289.993,2119.595,462.553,2582.148
2019-07-01,91.045,833.717,774.497,1697.521,0.244,0.357,1.129,0.019,206.584,208.332,1905.852,309.646,2215.499,503.413,2718.911
2019-08-01,91.096,861.261,786.202,1737.475,0.202,0.357,1.093,0.017,205.759,207.428,1944.902,310.703,2255.605,498.316,2753.921
2019-09-01,90.565,826.928,760.441,1675.504,0.179,0.345,0.987,0.018,191.643,193.173,1868.677,293.979,2162.656,449.203,2611.859
2019-10-01,93.244,874.832,787.588,1753.575,0.215,0.357,0.892,0.03,200.782,202.276,1955.851,287.96,2243.811,412.597,2656.407
2019-11-01,90.031,925.444,734.097,1747.765,0.227,0.345,0.694,0.028,201.216,202.511,1950.275,271.679,2221.955,437.173,2659.127
2019-12-01,93.889,976.846,714.293,1782.147,0.31,0.357,0.624,0.037,210.497,211.824,1993.972,273.283,2267.255,429.459,2696.714
2020-01-01,89.89,985.452,736.769,1810.639,0.347,0.356,0.669,0.03,210.185,211.587,2022.226,275.036,2297.262,418.454,2715.716
2020-02-01,89.526,913.485,695.32,1696.615,0.37,0.333,0.742,0.029,195.62,197.095,1893.71,269.216,2162.926,396.559,2559.485
2020-03-01,87.765,909.284,750.076,1745.799,0.42,0.356,1.021,0.029,198.288,200.113,1945.912,276.135,2222.048,396.106,2618.153
2020-04-01,72.179,822.867,565.052,1458.744,0.38,0.344,1.106,0.028,163.643,165.502,1624.246,248.363,1872.609,344.079,2216.688
2020-05-01,68.328,798.617,645.401,1511.906,0.348,0.356,1.231,0.029,175.854,177.818,1689.724,253.42,1943.143,378.957,2322.1
2020-06-01,73.84,780.956,656.77,1511.115,0.249,0.344,1.251,0.204,179.696,181.744,1692.859,267.653,1960.512,410.279,2370.791
2020-07-01,69.467,820.878,723.967,1614.187,0.217,0.356,1.306,0.234,188.109,190.222,1804.409,289.196,2093.604,455.914,2549.518
2020-08-01,72.052,836.627,752.143,1660.209,0.212,0.356,1.258,0.191,188.646,190.663,1850.873,294.681,2145.554,468.435,2613.989
2020-09-01,71.248,827.513,708.463,1606.63,0.183,0.344,1.126,0.246,182.848,184.748,1791.377,276.293,2067.671,400.869,2468.54
2020-10-01,80.092,874.403,742.827,1695.968,0.18,0.356,1.02,0.32,193.408,195.283,1891.251,281.051,2172.302,409.26,2581.562
2020-11-01,81.082,890.283,746.041,1715.211,0.228,0.344,0.792,0.358,193.415,195.137,1910.348,270.117,2180.465,403.144,2583.609
2020-12-01,82.543,976.652,753.067,1810.964,0.282,0.356,0.71,0.407,200.28,202.036,2013.0,271.226,2284.226,419.177,2703.403
2021-01-01,88.802,985.393,751.03,1822.124,0.294,0.357,0.756,0.029,196.965,198.402,2020.526,272.105,2292.631,416.281,2708.912
2021-02-01,82.459,849.165,508.185,1437.187,0.211,0.322,0.808,0.034,168.317,169.692,1606.879,253.325,1860.204,398.009,2258.213
2021-03-01,89.147,896.483,710.445,1695.918,0.351,0.357,1.162,0.044,195.42,197.334,1893.252,264.606,2157.858,362.984,2520.842
2021-04-01,84.397,863.786,751.538,1695.583,0.304,0.345,1.261,0.035,190.513,192.459,1888.042,271.803,2159.845,381.397,2541.242
2021-05-01,86.138,850.829,784.088,1717.375,0.288,0.357,1.391,0.028,200.954,203.019,1920.394,285.593,2205.986,429.462,2635.448
2021-06-01,84.818,824.601,779.215,1682.654,0.205,0.345,1.395,0.029,193.658,195.632,1878.286,295.826,2174.111,473.02,2647.132
2021-07-01,85.964,860.556,754.375,1697.978,0.26,0.357,1.429,0.02,201.719,203.785,1901.763,310.67,2212.433,499.615,2712.048
2021-08-01,85.919,863.023,809.494,1753.385,0.238,0.357,1.39,0.017,195.198,197.201,1950.585,312.459,2263.044,496.993,2760.037
2021-09-01,83.616,828.178,773.057,1679.065,0.257,0.345,1.259,0.031,188.67,190.563,1869.628,292.808,2162.436,419.637,2582.072
2021-10-01,89.251,876.055,784.55,1746.312,0.26,0.357,1.129,0.031,200.34,202.116,1948.429,291.235,2239.663,419.04,2658.703
2021-11-01,87.741,927.281,727.725,1737.839,0.283,0.345,0.877,0.038,197.109,198.653,1936.492,281.644,2218.136,421.713,2639.85
2021-12-01,87.794,977.644,751.2,1809.764,0.24,0.357,0.772,0.044,206.768,208.182,2017.945,282.02,2299.965,417.953,2717.919
2022-01-01,85.987,1015.183,712.953,1809.256,0.262,0.357,0.828,0.043,200.631,202.121,2011.377,286.547,2297.924,446.35,2744.273
2022-02-01,83.006,898.837,630.624,1610.113,0.282,0.322,0.885,0.047,180.184,181.72,1791.833,262.357,2054.19,371.225,2425.415
2022-03-01,86.299,949.512,728.531,1759.591,0.377,0.357,1.259,0.05,195.668,197.711,1957.302,285.513,2242.815,384.636,2627.452
2022-04-01,82.344,888.095,674.738,1639.951,0.349,0.345,1.367,0.047,187.852,189.961,1829.912,281.224,2111.136,370.175,2481.311
2022-05-01,83.318,871.809,687.941,1633.519,0.288,0.357,1.504,0.04,196.663,198.852,1832.372,293.738,2126.11,431.412,2557.521
2022-06-01,81.147,836.914,730.007,1644.541,0.216,0.345,1.521,0.028,192.8,194.91,1839.451,302.698,2142.149,458.173,2600.322
2022-07-01,81.311,854.781,760.94,1692.523,0.18,0.357,1.562,0.025,197.507,199.631,1892.154,308.513,2200.667,483.503,2684.17
2022-08-01,81.059,867.602,753.126,1697.426,0.207,0.357,1.505,0.018,194.318,196.405,1893.831,317.804,2211.636,478.897,2690.533
2022-09-01,79.222,839.999,740.767,1655.304,0.206,0.345,1.347,0.021,178.117,180.036,1835.34,295.307,2130.647,413.553,2544.2
2022-10-01,82.422,885.074,730.095,1693.716,0.176,0.357,1.219,0.039,190.413,192.203,1885.919,290.078,2175.997,409.329,2585.326
2022-11-01,80.076,919.176,703.986,1700.456,0.211,0.345,0.933,0.046,191.916,193.452,1893.909,278.765,2172.674,413.846,2586.52
2022-12-01,80.647,954.284,601.674,1631.26,0.312,0.357,0.825,0.04,191.422,192.956,1824.216,279.279,2103.495,431.896,2535.391
2023-01-01,81.727,966.258,669.824,1714.596,0.291,0.357,0.885,0.036,194.51,196.08,1910.675,274.352,2185.027,391.229,2576.256
2023-02-01,79.48,886.07,591.399,1554.791,0.295,0.322,0.946,0.045,173.012,174.621,1729.412,260.845,1990.256,346.673,2336.93
2023-03-01,83.318,955.797,688.052,1725.142,0.354,0.357,1.346,0.045,189.494,191.596,1916.737,282.572,2199.309,386.614,2585.923
2023-04-01,74.149,896.77,701.091,1670.498,0.298,0.345,1.509,0.038,177.193,179.383,1849.881,272.998,2122.879,359.559,2482.438
2023-05-01,75.093,877.498,738.179,1687.957,0.288,0.357,1.642,0.03,187.65,189.966,1877.924,289.009,2166.932,406.034,2572.966
2023-06-01,74.526,845.248,725.301,1642.72,0.234,0.345,1.642,0.024,179.688,181.933,1824.653,294.091,2118.744,439.216,2557.96
2023-07-01,73.747,864.739,720.55,1655.792,0.234,0.357,1.697,0.016,187.106,189.41,1845.203,308.876,2154.079,478.4,2632.479
2023-08-01,74.082,887.222,787.673,1746.416,0.193,0.357,1.631,0.022,187.264,189.467,1935.883,313.934,2249.817,471.676,2721.493
2023-09-01,72.872,859.158,753.528,1681.657,0.158,0.345,1.465,0.016,180.895,182.879,1864.536,295.043,2159.578,407.486,2567.064
2023-10-01,73.29,907.217,758.708,1737.536,0.136,0.357,1.327,0.033,185.537,187.39,1924.925,293.358,2218.284,407.492,2625.775
2023-11-01,76.372,939.933,758.249,1772.359,0.152,0.345,1.047,0.042,188.64,190.226,1962.586,279.908,2242.494,405.301,2647.795
2023-12-01,74.263,997.033,690.178,1756.831,0.246,0.357,0.925,0.034,196.609,198.171,1955.002,278.596,2233.598,416.16,2649.758
2024-01-01,73.494,1001.315,693.601,1767.675,0.292,0.356,0.993,0.032,187.389,189.063,1956.737,283.534,2240.271,436.909,2677.18
2024-02-01,73.786,906.87,633.92,1613.018,0.267,0.333,1.114,0.037,177.983,179.733,1792.752,267.314,2060.066,354.94,2415.006
2024-03-01,75.512,943.406,655.77,1670.605,0.282,0.356,1.514,0.044,191.919,194.114,1864.719,283.127,2147.846,380.568,2528.414
2024-04-01,72.133,882.53,681.851,1632.072,0.248,0.344,1.654,0.042,181.343,183.631,1815.703,279.378,2095.081,367.228,2462.309
2024-05-01,70.431,877.014,752.681,1697.671,0.271,0.356,1.804,0.033,188.077,190.542,1888.213,298.662,2186.875,423.117,2609.992
2024-06-01,70.35,842.583,705.881,1614.008,0.257,0.344,1.813,0.033,178.689,181.135,1795.143,299.065,2094.208,438.371,2532.578
2024-07-01,68.66,878.392,737.069,1682.552,0.223,0.356,1.859,0.022,189.154,191.614,1874.167,311.038,2185.205,469.439,2654.643
2024-08-01,70.356,894.13,756.662,1717.083,0.256,0.356,1.801,0.024,192.782,195.218,1912.301,317.21,2229.512,472.463,2701.974
2024-09-01,69.922,859.169,742.39,1668.207,0.217,0.344,1.64,0.025,184.433,186.66,1854.868,297.278,2152.146,414.856,2567.002
