Month,Coal Consumed by the Commercial Sector,Natural Gas Consumed by the Commercial Sector (Excluding Supplemental Gaseous Fuels),Petroleum Consumed by the Commercial Sector (Excluding Biofuels),Total Fossil Fuels Consumed by the Commercial Sector,Conventional Hydroelectric Power Consumed by the Commercial Sector,Geothermal Energy Consumed by the Commercial Sector,Solar Energy Consumed by the Commercial Sector,Wind Energy Consumed by the Commercial Sector,Biomass Energy Consumed by the Commercial Sector,Total Renewable Energy Consumed by the Commercial Sector,Total Primary Energy Consumed by the Commercial Sector,Electricity Sales to Ultimate Customers in the Commercial Sector,End-Use Energy Consumed by the Commercial Sector,Electrical System Energy Losses Proportioned to the Commercial Sector,Total Energy Consumed by the Commercial Sector
1973-01-01,20.252,400.161,236.999,657.412,,,,,0.57,0.57,657.982,123.242,781.224,253.965,1035.189
1973-02-01,17.347,402.167,203.733,623.246,,,,,0.515,0.515,623.761,119.754,743.515,219.755,963.27
1973-03-01,13.621,317.015,160.932,491.568,,,,,0.57,0.57,492.138,118.296,610.435,230.645,841.08
1973-04-01,8.918,236.582,117.342,362.842,,,,,0.551,0.551,363.393,113.86,477.253,216.652,693.905
1973-05-01,9.047,177.743,101.268,288.059,,,,,0.57,0.57,288.629,117.568,406.196,243.793,649.989
1973-06-01,9.076,137.868,78.965,225.909,,,,,0.551,0.551,226.461,128.668,355.128,286.045,641.174
1973-07-01,8.961,109.883,76.814,195.658,,,,,0.57,0.57,196.228,139.958,336.186,314.072,650.257
1973-08-01,9.68,107.795,86.176,203.65,,,,,0.57,0.57,204.22,141.977,346.197,318.135,664.332
1973-09-01,13.046,105.908,88.661,207.614,,,,,0.551,0.551,208.166,142.112,350.277,266.875,617.152
1973-10-01,15.203,129.071,119.527,263.801,,,,,0.57,0.57,264.371,129.858,394.229,263.803,658.032
1973-11-01,16.829,221.097,150.63,388.556,,,,,0.551,0.551,389.107,123.731,512.839,250.934,763.772
1973-12-01,17.922,303.689,186.349,507.96,,,,,0.57,0.57,508.53,117.629,626.159,245.651,871.81
1974-01-01,23.448,416.195,191.634,631.277,,,,,0.596,0.596,631.873,120.804,752.677,238.042,990.719
1974-02-01,20.009,343.615,172.75,536.374,,,,,0.538,0.538,536.913,115.779,652.692,211.583,864.274
1974-03-01,16.035,308.826,144.815,469.676,,,,,0.596,0.596,470.272,115.364,585.636,231.444,817.081
1974-04-01,11.082,248.874,113.256,373.212,,,,,0.577,0.577,373.789,114.209,487.998,216.951,704.949
1974-05-01,9.554,169.199,85.983,264.735,,,,,0.596,0.596,265.331,117.768,383.099,253.854,636.952
1974-06-01,9.126,131.105,73.114,213.344,,,,,0.577,0.577,213.921,127.622,341.543,261.967,603.51
1974-07-01,8.484,112.327,73.335,194.145,,,,,0.596,0.596,194.741,137.243,331.984,319.916,651.9
1974-08-01,11.984,110.416,73.814,196.214,,,,,0.596,0.596,196.81,141.677,338.486,303.663,642.149
1974-09-01,14.659,109.066,89.555,213.28,,,,,0.577,0.577,213.857,138.301,352.158,250.851,603.008
1974-10-01,16.111,146.734,118.317,281.162,,,,,0.596,0.596,281.758,125.696,407.454,260.887,668.341
1974-11-01,15.912,204.302,132.636,352.851,,,,,0.577,0.577,353.427,121.79,475.218,259.404,734.621
1974-12-01,18.114,316.292,191.565,525.971,,,,,0.596,0.596,526.567,125.082,651.648,277.222,928.87
1975-01-01,20.445,353.938,171.698,546.081,,,,,0.685,0.685,546.766,130.382,677.148,269.929,947.076
1975-02-01,13.354,352.43,155.917,521.702,,,,,0.619,0.619,522.32,125.812,648.132,231.313,879.445
1975-03-01,12.98,318.609,135.683,467.273,,,,,0.685,0.685,467.958,125.211,593.169,250.521,843.69
1975-04-01,8.617,295.128,116.76,420.505,,,,,0.663,0.663,421.168,121.517,542.685,233.212,775.898
1975-05-01,6.903,167.922,84.516,259.34,,,,,0.685,0.685,260.025,123.524,383.549,262.405,645.954
1975-06-01,7.558,122.359,74.402,204.318,,,,,0.663,0.663,204.982,136.279,341.261,291.471,632.731
1975-07-01,9.256,109.219,67.754,186.228,,,,,0.685,0.685,186.913,147.303,334.217,328.548,662.765
1975-08-01,8.633,106.419,72.974,188.025,,,,,0.685,0.685,188.71,150.743,339.454,330.93,670.384
1975-09-01,11.812,108.788,85.194,205.794,,,,,0.663,0.663,206.457,147.349,353.806,261.474,615.28
1975-10-01,13.479,135.716,97.48,246.675,,,,,0.685,0.685,247.36,131.093,378.453,268.016,646.469
1975-11-01,14.149,183.108,108.196,305.454,,,,,0.663,0.663,306.117,127.717,433.834,257.347,691.18
1975-12-01,19.447,304.822,175.626,499.895,,,,,0.685,0.685,500.58,130.895,631.476,284.052,915.528
1976-01-01,18.498,413.187,205.172,636.857,,,,,0.771,0.771,637.627,140.492,778.119,295.282,1073.401
1976-02-01,11.464,371.261,163.973,546.699,,,,,0.721,0.721,547.42,134.901,682.32,245.659,927.98
1976-03-01,10.494,291.344,142.233,444.072,,,,,0.771,0.771,444.842,130.827,575.67,268.169,843.839
1976-04-01,12.095,225.589,100.199,337.883,,,,,0.746,0.746,338.629,126.527,465.156,244.658,709.814
1976-05-01,9.443,172.424,92.629,274.496,,,,,0.771,0.771,275.266,129.299,404.566,263.057,667.623
1976-06-01,8.457,131.51,84.781,224.748,,,,,0.746,0.746,225.494,138.5,363.994,310.032,674.026
1976-07-01,6.5,114.199,74.039,194.738,,,,,0.771,0.771,195.509,154.366,349.875,343.147,693.022
1976-08-01,8.651,115.324,74.71,198.686,,,,,0.771,0.771,199.456,155.807,355.263,333.4,688.663
1976-09-01,9.669,115.436,82.426,207.532,,,,,0.746,0.746,208.278,152.945,361.223,283.115,644.338
1976-10-01,12.467,148.595,105.366,266.427,,,,,0.771,0.771,267.198,138.219,405.417,286.85,692.267
1976-11-01,14.601,257.511,161.133,433.246,,,,,0.746,0.746,433.992,134.089,568.081,293.559,861.64
1976-12-01,21.829,362.045,213.291,597.164,,,,,0.771,0.771,597.935,141.971,739.906,317.826,1057.732
1977-01-01,20.297,421.231,257.808,699.336,,,,,0.874,0.874,700.21,149.26,849.47,340.561,1190.03
1977-02-01,13.63,373.271,199.182,586.083,,,,,0.789,0.789,586.872,142.5,729.372,262.537,991.909
1977-03-01,11.997,268.875,139.584,420.457,,,,,0.874,0.874,421.33,137.383,558.713,285.677,844.39
1977-04-01,12.393,206.324,102.149,320.866,,,,,0.845,0.845,321.711,131.316,453.027,265.226,718.253
1977-05-01,9.653,145.167,97.462,252.282,,,,,0.874,0.874,253.156,135.753,388.909,309.373,698.282
1977-06-01,10.0,123.602,85.58,219.181,,,,,0.845,0.845,220.027,147.255,367.282,339.304,706.586
1977-07-01,7.525,115.555,78.954,202.033,,,,,0.874,0.874,202.907,162.743,365.65,385.461,751.111
1977-08-01,9.34,111.048,83.758,204.146,,,,,0.874,0.874,205.019,164.523,369.542,368.155,737.697
1977-09-01,8.812,111.048,88.736,208.595,,,,,0.845,0.845,209.441,160.061,369.502,318.804,688.306
1977-10-01,11.32,142.056,111.781,265.157,,,,,0.874,0.874,266.031,145.037,411.068,292.197,703.265
1977-11-01,15.132,204.714,121.699,341.545,,,,,0.845,0.845,342.391,135.901,478.292,292.87,771.162
1977-12-01,17.657,325.419,185.286,528.361,,,,,0.874,0.874,529.235,142.134,671.369,322.749,994.118
1978-01-01,17.714,396.993,179.285,593.992,,,,,1.005,1.005,594.997,152.16,747.157,341.243,1088.4
1978-02-01,18.181,407.407,175.02,600.608,,,,,0.908,0.908,601.516,148.882,750.398,293.603,1044.001
1978-03-01,14.15,350.663,159.441,524.255,,,,,1.005,1.005,525.26,144.019,669.279,295.887,965.166
1978-04-01,11.971,228.569,96.248,336.787,,,,,0.973,0.973,337.76,132.668,470.428,261.103,731.532
1978-05-01,10.794,168.849,100.425,280.069,,,,,1.005,1.005,281.074,134.694,415.768,296.857,712.625
1978-06-01,10.448,121.882,87.127,219.457,,,,,0.973,0.973,220.43,152.919,373.349,341.348,714.696
1978-07-01,9.462,108.175,78.993,196.63,,,,,1.005,1.005,197.635,167.555,365.19,380.091,745.281
1978-08-01,9.653,102.543,97.075,209.271,,,,,1.005,1.005,210.276,169.731,380.008,382.966,762.974
1978-09-01,11.037,104.562,96.08,211.678,,,,,0.973,0.973,212.651,168.115,380.766,324.842,705.608
1978-10-01,15.932,136.015,117.254,269.201,,,,,1.005,1.005,270.206,150.517,420.724,305.018,725.742
1978-11-01,16.936,199.346,131.31,347.591,,,,,0.973,0.973,348.564,143.132,491.696,310.824,802.52
1978-12-01,18.25,317.721,171.766,507.738,,,,,1.005,1.005,508.743,148.878,657.621,338.241,995.862
1979-01-01,22.972,439.718,190.538,653.227,,,,,1.173,1.173,654.4,159.851,814.251,361.217,1175.468
1979-02-01,13.915,452.875,180.013,646.803,,,,,1.06,1.06,647.862,156.237,804.099,309.297,1113.396
1979-03-01,10.961,355.449,135.993,502.403,,,,,1.173,1.173,503.576,149.812,653.388,296.994,950.382
1979-04-01,9.84,260.632,98.657,369.129,,,,,1.135,1.135,370.265,140.938,511.203,273.191,784.394
1979-05-01,8.897,173.641,88.737,271.275,,,,,1.173,1.173,272.448,142.604,415.052,297.053,712.104
1979-06-01,9.128,128.842,75.844,213.814,,,,,1.135,1.135,214.949,154.065,369.014,332.967,701.981
1979-07-01,7.918,108.767,73.403,190.089,,,,,1.173,1.173,191.262,165.504,356.766,379.027,735.793
1979-08-01,7.491,105.024,81.58,194.095,,,,,1.173,1.173,195.268,171.581,366.849,379.04,745.889
1979-09-01,9.947,108.086,82.33,200.363,,,,,1.135,1.135,201.498,166.036,367.534,322.1,689.634
1979-10-01,13.879,144.72,102.461,261.06,,,,,1.173,1.173,262.233,152.589,414.822,325.427,740.249
1979-11-01,16.601,226.721,115.634,358.956,,,,,1.135,1.135,360.091,145.433,505.524,309.301,814.825
1979-12-01,17.705,331.632,141.605,490.941,,,,,1.173,1.173,492.115,149.472,641.587,327.748,969.334
1980-01-01,15.387,361.556,183.615,560.557,,,,,1.779,1.779,562.336,156.679,719.015,338.33,1057.345
1980-02-01,13.464,385.994,156.398,555.855,,,,,1.664,1.664,557.519,154.999,712.518,312.038,1024.555
1980-03-01,9.599,349.282,120.791,479.672,,,,,1.779,1.779,481.451,151.919,633.369,311.001,944.37
1980-04-01,10.294,242.639,83.986,336.919,,,,,1.721,1.721,338.641,142.615,481.255,271.723,752.978
1980-05-01,6.215,157.298,84.629,248.142,,,,,1.779,1.779,249.921,142.149,392.07,302.722,694.792
1980-06-01,4.915,124.841,76.897,206.653,,,,,1.721,1.721,208.375,155.634,364.008,346.629,710.637
1980-07-01,6.091,104.572,65.628,176.291,,,,,1.779,1.779,178.07,175.604,353.674,418.331,772.005
1980-08-01,5.752,102.533,62.482,170.768,,,,,1.779,1.779,172.546,183.406,355.953,407.653,763.606
1980-09-01,7.64,107.623,76.394,191.657,,,,,1.721,1.721,193.378,178.485,371.863,346.151,718.014
1980-10-01,10.418,142.122,110.193,262.733,,,,,1.779,1.779,264.512,158.253,422.765,325.758,748.523
1980-11-01,11.024,227.394,129.257,367.675,,,,,1.721,1.721,369.396,149.292,518.689,323.184,841.873
1980-12-01,14.105,345.332,168.057,527.494,,,,,1.779,1.779,529.273,157.056,686.329,344.083,1030.412
1981-01-01,16.494,412.229,187.569,616.292,,,,,1.788,1.788,618.08,172.314,790.394,358.059,1148.453
1981-02-01,13.121,360.358,124.973,498.453,,,,,1.615,1.615,500.067,164.358,664.425,297.884,962.309
1981-03-01,8.735,308.582,86.642,403.959,,,,,1.788,1.788,405.747,158.015,563.762,326.739,890.501
1981-04-01,10.357,206.949,63.037,280.343,,,,,1.73,1.73,282.073,150.899,432.972,305.407,738.379
1981-05-01,8.661,153.228,65.816,227.705,,,,,1.788,1.788,229.493,156.461,385.954,332.631,718.584
1981-06-01,5.529,117.701,61.815,185.044,,,,,1.73,1.73,186.774,173.214,359.988,389.84,749.828
1981-07-01,7.924,100.455,58.037,166.416,,,,,1.788,1.788,168.204,190.542,358.746,422.306,781.052
1981-08-01,8.459,108.57,63.342,180.37,,,,,1.788,1.788,182.158,190.669,372.827,400.95,773.776
1981-09-01,10.818,108.53,63.172,182.52,,,,,1.73,1.73,184.251,183.811,368.062,354.587,722.649
1981-10-01,11.536,150.175,104.971,266.683,,,,,1.788,1.788,268.471,166.992,435.462,343.735,779.197
1981-11-01,15.683,208.011,110.186,333.88,,,,,1.73,1.73,335.61,159.072,494.682,329.466,824.148
1981-12-01,19.461,322.737,132.427,474.625,,,,,1.788,1.788,476.412,166.894,643.306,365.895,1009.201
1982-01-01,18.705,450.622,129.385,598.713,,,,,1.88,1.88,600.592,179.394,779.986,383.469,1163.455
1982-02-01,13.054,410.866,98.001,521.921,,,,,1.698,1.698,523.618,172.713,696.331,311.085,1007.416
1982-03-01,10.605,326.399,107.948,444.952,,,,,1.88,1.88,446.832,166.135,612.967,330.255,943.222
1982-04-01,13.242,239.97,104.823,358.035,,,,,1.819,1.819,359.854,159.046,518.9,305.146,824.046
1982-05-01,8.797,141.337,75.762,225.896,,,,,1.88,1.88,227.775,159.459,387.234,336.205,723.439
1982-06-01,6.838,108.782,60.806,176.425,,,,,1.819,1.819,178.244,173.048,351.292,363.735,715.026
1982-07-01,11.83,102.708,48.878,163.416,,,,,1.88,1.88,165.295,187.595,352.89,429.457,782.347
1982-08-01,12.621,106.783,55.724,175.128,,,,,1.88,1.88,177.008,192.0,369.007,409.859,778.866
1982-09-01,11.999,106.776,82.146,200.921,,,,,1.819,1.819,202.74,187.632,390.372,367.077,757.449
1982-10-01,12.432,132.137,84.691,229.26,,,,,1.88,1.88,231.14,169.512,400.652,349.291,749.942
1982-11-01,15.917,220.603,72.187,308.707,,,,,1.819,1.819,310.526,161.813,472.34,339.134,811.474
1982-12-01,19.176,303.057,116.911,439.144,,,,,1.88,1.88,441.024,168.702,609.725,352.563,962.288
1983-01-01,16.912,428.19,134.951,580.053,,,,,1.892,1.892,581.944,173.791,755.735,355.555,1111.291
1983-02-01,14.788,348.275,111.447,474.511,,,,,1.709,1.709,476.219,167.44,643.659,293.866,937.526
1983-03-01,10.541,305.231,118.479,434.252,,,,,1.892,1.892,436.144,164.087,600.231,328.352,928.583
1983-04-01,14.673,239.381,103.649,357.703,,,,,1.831,1.831,359.534,159.285,518.818,295.309,814.128
1983-05-01,8.858,157.764,73.473,240.094,,,,,1.892,1.892,241.986,157.747,399.734,319.69,719.424
1983-06-01,7.021,107.687,75.293,190.0,,,,,1.831,1.831,191.831,174.1,365.932,365.53,731.461
1983-07-01,11.459,96.636,70.531,178.626,,,,,1.892,1.892,180.518,196.026,376.544,437.476,814.02
1983-08-01,10.828,97.491,80.003,188.322,,,,,1.892,1.892,190.214,204.073,394.288,443.322,837.61
1983-09-01,14.387,100.804,73.321,188.512,,,,,1.831,1.831,190.343,200.572,390.915,362.553,753.467
1983-10-01,15.286,126.969,83.086,225.34,,,,,1.892,1.892,227.232,176.431,403.663,351.61,755.273
1983-11-01,16.166,189.527,101.137,306.829,,,,,1.831,1.831,308.66,166.923,475.583,340.728,816.312
1983-12-01,20.7,288.895,144.724,454.319,,,,,1.892,1.892,456.211,175.962,632.173,394.634,1026.807
1984-01-01,19.346,447.173,162.691,629.209,,,,,1.893,1.893,631.103,193.909,825.012,380.076,1205.088
1984-02-01,16.929,363.1,111.127,491.155,,,,,1.771,1.771,492.926,181.744,674.669,325.751,1000.421
1984-03-01,12.066,318.098,132.64,462.803,,,,,1.893,1.893,464.697,178.814,643.511,353.725,997.236
1984-04-01,17.17,249.289,97.046,363.505,,,,,1.832,1.832,365.337,169.417,534.754,308.725,843.479
1984-05-01,10.367,163.34,87.623,261.33,,,,,1.893,1.893,263.223,173.934,437.157,351.567,788.724
1984-06-01,8.197,110.794,73.448,192.439,,,,,1.832,1.832,194.271,192.689,386.96,406.837,793.797
1984-07-01,12.857,99.174,73.174,185.206,,,,,1.893,1.893,187.099,209.036,396.134,437.91,834.044
1984-08-01,12.142,100.265,84.208,196.614,,,,,1.893,1.893,198.507,208.219,406.726,451.007,857.733
1984-09-01,16.131,103.559,84.773,204.463,,,,,1.832,1.832,206.295,204.602,410.898,375.332,786.23
1984-10-01,12.818,130.746,88.119,231.683,,,,,1.893,1.893,233.576,187.961,421.537,378.275,799.812
1984-11-01,13.561,197.193,106.449,317.203,,,,,1.832,1.832,319.035,181.025,500.06,369.156,869.216
1984-12-01,17.353,300.069,125.828,443.25,,,,,1.893,1.893,445.143,183.124,628.267,372.009,1000.276
1985-01-01,14.66,381.083,125.887,521.63,,,,,2.07,2.07,523.7,192.761,716.461,418.263,1134.724
1985-02-01,12.828,422.508,114.216,549.552,,,,,1.87,1.87,551.422,191.239,742.661,335.418,1078.079
1985-03-01,9.143,298.0,101.456,408.599,,,,,2.07,2.07,410.669,181.243,591.912,352.495,944.407
1985-04-01,13.489,210.399,76.766,300.653,,,,,2.003,2.003,302.657,179.096,481.752,335.662,817.414
1985-05-01,8.144,130.117,69.642,207.903,,,,,2.07,2.07,209.973,185.011,394.985,382.723,777.708
1985-06-01,6.44,101.92,64.185,172.545,,,,,2.003,2.003,174.548,197.762,372.31,412.767,785.077
1985-07-01,9.24,97.548,66.154,172.942,,,,,2.07,2.07,175.012,214.361,389.372,473.557,862.929
1985-08-01,8.726,95.245,72.715,176.686,,,,,2.07,2.07,178.756,217.936,396.692,464.449,861.141
1985-09-01,11.593,100.221,72.718,184.532,,,,,2.003,2.003,186.535,214.218,400.753,395.02,795.772
1985-10-01,12.647,127.096,88.316,228.059,,,,,2.07,2.07,230.129,192.704,422.834,389.886,812.72
1985-11-01,13.381,183.99,97.307,294.677,,,,,2.003,2.003,296.681,186.661,483.342,379.363,862.705
1985-12-01,17.122,341.128,133.388,491.637,,,,,2.07,2.07,493.707,198.291,691.998,424.925,1116.923
1986-01-01,15.773,400.976,141.359,558.108,,,,,2.333,2.333,560.44,203.972,764.412,401.916,1166.328
1986-02-01,13.802,352.838,129.386,496.026,,,,,2.107,2.107,498.133,192.938,691.071,346.482,1037.553
1986-03-01,9.837,297.621,117.303,424.762,,,,,2.333,2.333,427.094,185.39,612.484,347.259,959.744
1986-04-01,14.221,193.395,88.155,295.771,,,,,2.257,2.257,298.028,180.058,478.086,335.427,813.513
1986-05-01,8.586,133.672,83.19,225.448,,,,,2.333,2.333,227.78,187.323,415.103,386.215,801.318
1986-06-01,6.79,100.633,70.116,177.538,,,,,2.257,2.257,179.796,215.242,395.038,444.906,839.944
1986-07-01,8.299,90.623,73.738,172.66,,,,,2.333,2.333,174.993,230.861,405.854,507.305,913.159
1986-08-01,7.837,90.505,79.898,178.241,,,,,2.333,2.333,180.573,227.98,408.553,455.142,863.695
1986-09-01,10.413,92.64,75.438,178.49,,,,,2.257,2.257,180.747,218.199,398.946,418.507,817.453
1986-10-01,11.7,117.854,93.547,223.1,,,,,2.333,2.333,225.433,202.802,428.235,390.189,818.424
1986-11-01,12.378,192.708,92.949,298.035,,,,,2.257,2.257,300.292,190.165,490.457,394.483,884.94
1986-12-01,15.839,304.305,117.501,437.646,,,,,2.333,2.333,439.978,203.699,643.677,412.275,1055.953
1987-01-01,13.047,394.311,122.017,529.375,,,,,2.509,2.509,531.884,206.726,738.61,416.989,1155.599
1987-02-01,11.417,372.505,105.324,489.245,,,,,2.266,2.266,491.512,198.164,689.675,353.439,1043.115
1987-03-01,8.137,312.655,110.339,431.132,,,,,2.509,2.509,433.641,194.517,628.157,378.348,1006.505
1987-04-01,10.858,219.671,85.511,316.04,,,,,2.428,2.428,318.468,188.774,507.242,358.494,865.736
1987-05-01,6.556,136.265,78.259,221.08,,,,,2.509,2.509,223.589,201.992,425.581,419.693,845.274
1987-06-01,5.184,99.729,73.792,178.706,,,,,2.428,2.428,181.134,222.241,403.375,472.064,875.439
1987-07-01,9.086,95.951,76.167,181.203,,,,,2.509,2.509,183.712,240.418,424.13,516.538,940.668
1987-08-01,8.58,92.35,71.61,172.54,,,,,2.509,2.509,175.049,242.948,417.997,501.705,919.702
1987-09-01,11.399,102.958,80.598,194.955,,,,,2.428,2.428,197.383,228.848,426.231,421.872,848.104
1987-10-01,11.822,144.481,101.975,258.279,,,,,2.509,2.509,260.788,210.469,471.256,409.266,880.523
1987-11-01,12.508,207.006,101.722,321.236,,,,,2.428,2.428,323.664,197.664,521.327,402.039,923.366
1987-12-01,16.005,311.589,123.737,451.331,,,,,2.509,2.509,453.84,205.995,659.835,431.765,1091.6
1988-01-01,15.191,434.102,125.04,574.334,,,,,2.756,2.756,577.09,220.937,798.027,445.386,1243.413
1988-02-01,12.469,400.886,113.572,526.927,,,,,2.578,2.578,529.505,213.546,743.051,399.811,1142.862
1988-03-01,9.19,327.599,109.835,446.625,,,,,2.756,2.756,449.381,207.362,656.743,410.424,1067.166
1988-04-01,11.183,228.168,81.868,321.22,,,,,2.667,2.667,323.887,201.171,525.058,385.577,910.635
1988-05-01,6.584,161.38,76.595,244.559,,,,,2.756,2.756,247.315,203.542,450.857,425.012,875.869
1988-06-01,8.087,120.16,69.025,197.271,,,,,2.667,2.667,199.938,230.155,430.094,498.879,928.972
1988-07-01,12.477,111.732,75.505,199.714,,,,,2.756,2.756,202.47,251.366,453.835,550.598,1004.433
1988-08-01,12.105,115.851,78.392,206.348,,,,,2.756,2.756,209.104,259.685,468.789,557.42,1026.208
1988-09-01,7.134,115.076,76.909,199.119,,,,,2.667,2.667,201.786,241.115,442.901,441.971,884.871
1988-10-01,8.199,159.149,88.033,255.381,,,,,2.756,2.756,258.137,220.659,478.796,434.967,913.763
1988-11-01,10.919,229.619,93.418,333.955,,,,,2.667,2.667,336.622,207.649,544.271,415.685,959.956
1988-12-01,17.549,327.301,111.33,456.18,,,,,2.756,2.756,458.936,217.92,676.857,455.061,1131.918
1989-01-01,11.815,385.674,110.516,508.005,0.018,0.212,0.003,,7.791,8.023,516.028,223.368,739.396,450.829,1190.225
1989-02-01,12.948,389.889,94.655,497.493,0.016,0.192,0.003,,7.121,7.331,504.824,215.613,720.437,432.663,1153.1
1989-03-01,9.564,350.518,102.275,462.357,0.019,0.212,0.004,,7.371,7.606,469.963,220.034,689.996,447.306,1137.303
1989-04-01,9.54,239.56,77.382,326.483,0.02,0.205,0.004,,7.458,7.689,334.171,211.134,545.305,411.648,956.953
1989-05-01,6.273,162.814,71.093,240.18,0.024,0.212,0.005,,8.33,8.571,248.75,215.879,464.63,458.99,923.619
1989-06-01,5.533,123.906,70.278,199.717,0.022,0.205,0.005,,8.181,8.413,208.13,239.742,447.871,502.727,950.599
1989-07-01,9.265,112.886,65.357,187.508,0.019,0.212,0.005,,8.757,8.994,196.502,256.513,453.015,566.086,1019.101
1989-08-01,8.396,112.921,77.581,198.898,0.017,0.212,0.005,,8.67,8.905,207.803,258.478,466.281,561.961,1028.242
1989-09-01,5.946,115.975,75.155,197.076,0.016,0.205,0.005,,8.708,8.934,206.01,248.707,454.716,476.854,931.57
1989-10-01,3.919,155.741,82.088,241.748,0.017,0.212,0.004,,9.022,9.255,251.004,226.86,477.864,468.453,946.316
1989-11-01,9.904,237.197,91.312,338.413,0.018,0.205,0.003,,8.831,9.058,347.471,217.23,564.701,457.23,1021.931
1989-12-01,22.124,400.806,123.221,546.15,0.018,0.212,0.003,,8.745,8.979,555.129,233.082,788.211,533.807,1322.018
1990-01-01,13.196,409.097,96.604,518.897,0.039,0.238,0.003,,7.906,8.186,527.084,238.267,765.351,455.617,1220.968
1990-02-01,12.136,343.511,89.232,444.879,0.04,0.215,0.003,,7.211,7.469,452.348,217.921,670.269,417.364,1087.633
1990-03-01,10.199,308.646,85.491,404.337,0.046,0.238,0.004,,8.069,8.357,412.694,221.59,634.283,453.42,1087.703
1990-04-01,9.845,241.363,76.051,327.259,0.043,0.23,0.005,,7.721,7.999,335.257,215.997,551.254,429.691,980.945
1990-05-01,6.668,161.046,73.229,240.944,0.045,0.238,0.005,,7.863,8.152,249.095,225.694,474.79,478.556,953.346
1990-06-01,6.905,126.716,73.648,207.269,0.046,0.23,0.005,,7.748,8.03,215.299,245.798,461.097,543.058,1004.155
1990-07-01,9.899,125.711,72.546,208.156,0.04,0.238,0.006,,7.858,8.141,216.297,269.965,486.262,584.747,1071.009
1990-08-01,9.227,117.781,80.081,207.088,0.036,0.238,0.006,,8.018,8.297,215.386,269.857,485.243,597.686,1082.928
1990-09-01,7.577,123.911,77.132,208.62,0.029,0.23,0.005,,7.877,8.141,216.761,262.388,479.149,510.446,989.595
1990-10-01,7.653,154.254,83.189,245.096,0.031,0.238,0.005,,8.09,8.364,253.459,240.079,493.538,488.335,981.873
1990-11-01,11.553,228.478,87.433,327.464,0.034,0.23,0.004,,7.715,7.983,335.447,223.236,558.683,447.83,1006.513
1990-12-01,19.598,339.481,96.463,455.542,0.041,0.238,0.004,,7.922,8.204,463.746,229.361,693.107,495.305,1188.412
1991-01-01,16.347,444.762,104.864,565.973,0.042,0.255,0.003,,8.116,8.415,574.388,241.193,815.581,495.814,1311.395
1991-02-01,11.471,367.959,83.97,463.401,0.036,0.23,0.004,,7.247,7.517,470.917,223.441,694.359,409.055,1103.414
1991-03-01,10.248,318.112,84.253,412.613,0.042,0.255,0.005,,8.093,8.394,421.007,222.103,643.11,451.967,1095.077
1991-04-01,7.639,230.936,72.724,311.299,0.042,0.247,0.005,,7.901,8.195,319.494,219.131,538.625,427.217,965.842
1991-05-01,6.258,157.185,68.467,231.91,0.046,0.255,0.006,,8.232,8.539,240.45,236.197,476.646,508.381,985.028
1991-06-01,6.097,121.49,67.189,194.776,0.042,0.247,0.006,,7.915,8.209,202.986,258.966,461.951,543.109,1005.061
1991-07-01,8.087,128.105,70.338,206.53,0.039,0.255,0.006,,7.933,8.234,214.764,273.4,488.164,597.439,1085.603
1991-08-01,7.315,115.198,69.541,192.055,0.035,0.255,0.006,,8.189,8.486,200.54,275.411,475.951,590.568,1066.52
1991-09-01,6.053,123.928,65.507,195.488,0.03,0.247,0.006,,7.925,8.208,203.696,264.035,467.731,502.533,970.264
1991-10-01,6.698,167.014,77.579,251.291,0.029,0.255,0.005,,7.857,8.146,259.437,240.744,500.181,490.532,990.713
1991-11-01,12.837,262.04,76.226,351.103,0.03,0.247,0.004,,7.93,8.211,359.314,228.856,588.17,471.28,1059.45
1991-12-01,16.455,359.148,94.163,469.766,0.036,0.255,0.004,,8.027,8.322,478.087,234.616,712.704,486.041,1198.744
1992-01-01,13.924,420.711,96.53,531.165,0.038,0.271,0.004,,9.091,9.403,540.568,237.261,777.828,491.103,1268.932
1992-02-01,11.03,375.045,81.931,468.006,0.031,0.254,0.004,,8.54,8.829,476.835,227.837,704.672,433.354,1138.025
1992-03-01,9.962,322.409,80.344,412.715,0.038,0.271,0.005,,8.773,9.088,421.803,226.92,648.723,462.868,1111.591
1992-04-01,10.082,256.348,71.418,337.848,0.034,0.262,0.006,,8.268,8.57,346.418,221.54,567.958,438.485,1006.443
1992-05-01,6.081,173.867,62.456,242.404,0.039,0.271,0.007,,8.959,9.275,251.68,230.997,482.677,477.071,959.748
1992-06-01,5.601,127.907,62.203,195.712,0.039,0.262,0.007,,8.719,9.027,204.739,247.244,451.983,528.714,980.697
1992-07-01,8.989,125.318,60.205,194.511,0.034,0.271,0.007,,9.042,9.354,203.865,270.033,473.899,600.618,1074.516
1992-08-01,7.451,124.062,60.016,191.53,0.032,0.271,0.007,,9.022,9.332,200.862,267.782,468.643,564.969,1033.612
1992-09-01,6.978,123.755,74.329,205.062,0.029,0.262,0.006,,8.747,9.045,214.108,259.963,474.07,520.593,994.663
1992-10-01,6.96,170.025,71.039,248.024,0.029,0.271,0.006,,8.742,9.048,257.071,242.646,499.717,482.472,982.189
1992-11-01,12.164,261.86,76.411,350.436,0.034,0.262,0.005,,7.979,8.28,358.716,228.559,587.275,471.739,1059.014
